0.00010323,258.87
0.0001343,271.28
0.000074025,290.34
0.00038017,294.1
0.0004284,306.95
0.00043935,322.6
0.00067133,325.63
0.00085547,337.16
0.0011376,335.7
0.0012223,346.87
0.0015931,354.98
0.001755,363.64
0.0019946,373.69
0.0023811,369.82
0.0025962,376.01
0.0030043,379.44
0.0032869,387.08
0.0036689,384.06
0.0040898,396.44
0.0044292,399.55
0.0047762,402.02
0.0051399,408.74
0.0055983,417.08
0.0060678,413.58
0.0063826,418.07
0.0066759,416.16
0.0072526,420.48
0.0077872,430.57
0.0081773,429.98
0.0086276,432.47
0.0089942,437.74
0.0094703,440.32
0.01002,446.9
0.010399,448.74
0.010964,452.58
0.011458,458.36
0.01188,462.45
0.012428,467.42
0.012941,468.53
0.013468,472.69
0.013976,476.72
0.014528,478.78
0.015058,477.07
0.015628,484.31
0.01614,486.21
0.016762,486.83
0.017337,489.22
0.017883,498.69
0.018484,499.35
0.018985,500.95
0.019586,504.66
0.020175,509.31
0.020645,510.73
0.021386,510.39
0.021918,515.64
0.022525,513.55
0.023063,517.83
0.023537,522.05
0.024088,520.86
0.024532,524.1
0.025186,529.96
0.025693,530
0.026275,534.64
0.02683,535.28
0.027495,539.85
0.028103,540.03
0.028794,542.43
0.029429,545.52
0.030031,550.58
0.030702,553.57
0.031454,553.7
0.032181,558.56
0.03283,557.84
0.03369,563.22
0.034512,564.53
0.035223,569.48
0.036007,567.41
0.03682,573.4
0.037641,575.68
0.038511,576.91
0.039379,579.12
0.040186,583.48
0.041075,584.75
0.041882,591.12
0.042851,589.71
0.043639,594.23
0.044704,595.22
0.045542,598.32
0.046545,600.43
0.047499,602.63
0.048473,605.71
0.04954,606.26
0.050452,613.18
0.051541,615.05
0.05256,618.79
0.053608,618.86
0.054735,623.84
0.055794,624.54
0.056909,626.91
0.05809,630.73
0.059188,630.93
0.060509,637.2
0.061608,638.41
0.06283,640.6
0.064027,640.16
0.065292,644.51
0.066465,646.21
0.06775,647.49
0.069053,651.91
0.070366,652.32
0.071644,655.18
0.073027,658.9
0.07429,661.37
0.075608,662.64
0.076982,666.12
0.078351,668.46
0.080046,670.01
0.081122,672.19
0.082684,674.46
0.084059,674.31
0.085573,676.76
0.087069,679.47
0.088614,681.79
0.089997,686.27
0.091634,686.56
0.093124,691.91
0.094704,690.41
0.096293,694.03
0.097914,698.93
0.099476,699.36
0.10116,701.02
0.10281,702.58
0.10444,704.77
0.10607,707.79
0.10784,707.76
0.10955,709.49
0.11139,712.95
0.11316,715.01
0.11491,716.74
0.11673,718.13
0.1185,722.3
0.12033,723.53
0.12222,725.11
0.12411,726.9
0.12596,728.99
0.1279,731.91
0.12981,733.73
0.13175,733.9
0.13375,733.03
0.13577,738.6
0.13786,739.15
0.13984,743.17
0.14189,743.71
0.14392,744.62
0.14615,746.1
0.14813,748.94
0.15028,750.51
0.15242,754.57
0.15457,754.46
0.15674,757.93
0.15895,758.87
0.1612,761.23
0.1634,762.99
0.16569,763.01
0.16807,765.6
0.17013,767.01
0.17264,768.27
0.175,771.29
0.17742,773.94
0.17994,767.16
0.18212,776.34
0.18468,776.25
0.18708,778.12
0.18954,781.05
0.192,781.34
0.19456,784.5
0.197,785.06
0.19954,786.79
0.20221,788
0.20478,791.75
0.20746,792.08
0.21023,793.16
0.21277,796.32
0.21535,797.52
0.21817,799.22
0.22098,801.68
0.22373,802.93
0.22661,801.28
0.22942,802.5
0.23244,813.74
0.23509,805.93
0.23787,807.11
0.24087,809.71
0.24377,812.58
0.24672,813.79
0.24974,814.9
0.25267,817.39
0.25587,817.34
0.25872,816.72
0.26189,821.59
0.26507,821.81
0.26818,823.76
0.27136,824.39
0.2746,826.06
0.27778,827.34
0.28095,828.72
0.28445,831.73
0.28773,832.44
0.29106,834.34
0.29431,838.73
0.29783,838.76
0.30121,837.91
0.30479,840.88
0.30828,842.75
0.31183,846.28
0.31537,844.48
0.31891,846.83
0.32243,849.97
0.32612,850.36
0.32979,852.61
0.33347,854.65
0.33727,854.87
0.34105,857.45
0.34495,858.28
0.34873,862.06
0.35256,863.09
0.35645,865.68
0.36048,866
0.36444,867.42
0.3684,868.17
0.37249,868.59
0.37654,871.56
0.38062,871.88
0.38472,875.41
0.38881,875.81
0.39305,876.09
0.39721,879.05
0.40145,882.76
0.40589,883.51
0.41016,884.24
0.41465,888.15
0.41915,889.22
0.42357,889.56
0.42817,892.59
0.43253,896.83
0.43706,896.17
0.4418,899.25
0.44647,900.67
0.45119,900.8
0.45596,902.58
0.46063,905.38
0.4655,904.46
0.47045,906.69
0.47545,910.77
0.48047,912.33
0.48549,912.24
0.49092,914.71
0.49583,920.75
0.50104,919.28
0.50579,918.82
0.51156,924.15
0.51699,924.32
0.52197,927.37
0.52727,929.34
0.53319,931
0.53841,932.17
0.54436,936.71
0.55016,937.96
0.55576,940.63
0.56148,942.35
0.56726,945.71
0.57341,948.12
0.57942,949.12
0.58553,952.64
0.59146,952.84
0.5977,954.87
0.60396,958.14
0.60945,958.5
0.6166,961
0.62235,960.96
0.62907,965.91
