Time[s],Displacement[mm],Force[kN],AxStrain_1,AxStrain_2,Thickness[mm],OuterWidth[mm],InnerWidth[mm]
0.6,0,-0.020007,0,0,1.5202,20,10
1.1,3e-05,-0.020556,-0.00018902,0,0,0,0
1.6,0.00024,-0.019701,-0.00013101,0,0,0,0
2.1,0.000202,-0.0062821,-5.9002e-05,0,0,0,0
2.6,0.00053,0.020008,-3.2001e-05,0,0,0,0
3.1,0.000682,0.050564,-3.5001e-05,0,0,0,0
3.6,0.000735,0.081432,-0.00014301,0,0,0,0
4.1,0.000773,0.109,-7.2003e-05,0,0,0,0
4.6,0.000882,0.13643,9.1996e-05,0,0,0,0
5.1,0.000814,0.15913,-1.5e-05,0,0,0,0
5.6,0.000827,0.17743,3.3999e-05,0,0,0,0
6.1,0.000924,0.19243,-5.7002e-05,0,0,0,0
6.6,0.001079,0.20943,-0.00013401,0,0,0,0
7.1,0.001111,0.22685,-0.00010601,0,0,0,0
7.6,0.001339,0.24543,-0.00016901,0,0,0,0
8.1,0.001282,0.26271,-4.8001e-05,0,0,0,0
8.6,0.001264,0.28144,-0.00021302,0,0,0,0
9.1,0.001441,0.30071,7.6997e-05,0,0,0,0
9.6,0.001563,0.32086,-3.9001e-05,0,0,0,0
10.1,0.001469,0.33885,1.2e-05,0,0,0,0
10.6,0.001618,0.35743,0.00015199,0,0,0,0
11.1,0.001739,0.37442,-0.00010101,0,0,0,0
11.6,0.001729,0.39158,-3.9001e-05,0,0,0,0
12.1,0.001753,0.40857,0.00013099,0,0,0,0
12.6,0.002104,0.42858,8.9996e-05,0,0,0,0
13.1,0.002207,0.44756,5.3999e-05,0,0,0,0
13.6,0.002072,0.46744,-8.7004e-05,0,0,0,0
14.1,0.002421,0.48556,5.5998e-05,0,0,0,0
14.6,0.00248,0.504,0.00024197,0,0,0,0
15.1,0.002288,0.52085,0,0,0,0,0
15.6,0.002281,0.53943,-4.0001e-05,0,0,0,0
16.1,0.002638,0.55757,0.00010299,0,0,0,0
16.6,0.002602,0.57615,4.5999e-05,0,0,0,0
17.1,0.002463,0.593,-0.00012901,0,0,0,0
17.6,0.002509,0.61144,1.7e-05,0,0,0,0
18.1,0.002542,0.62956,3.2999e-05,0,0,0,0
