Time[s],Displacement[mm],Force[kN],AxStrain_1,AxStrain_2,Thickness[mm],OuterWidth[mm],InnerWidth[mm]
0.64,0,-0.017858,0,0,1.5259,20,9.9894
1.14,-3.5e-05,-0.021175,-1.6e-05,0,0,0,0
1.64,0.000238,-0.023996,8.8996e-05,0,0,0,0
2.14,0.000238,-0.012407,-0.00013501,0,0,0,0
2.64,0.000572,0.014423,0.00011699,0,0,0,0
3.14,0.000451,0.049145,-7.7003e-05,0,0,0,0
3.64,0.000561,0.080423,-8e-06,0,0,0,0
4.14,0.000337,0.11015,-0.00030305,0,0,0,0
4.64,0.000648,0.13528,-0.00011701,0,0,0,0
5.14,0.000641,0.16058,-0.00018002,0,0,0,0
5.64,0.00067,0.18471,-0.00021302,0,0,0,0
6.14,0.000698,0.20757,1.4e-05,0,0,0,0
6.64,0.000754,0.22557,-0.00016101,0,0,0,0
7.14,0.000779,0.24315,-1e-06,0,0,0,0
7.64,0.000922,0.259,-1.1e-05,0,0,0,0
8.14,0.000869,0.27529,0.00012099,0,0,0,0
8.64,0.000783,0.29214,3.1999e-05,0,0,0,0
9.14,0.000846,0.31258,7.7997e-05,0,0,0,0
9.64,0.001141,0.33228,-2.2e-05,0,0,0,0
10.14,0.000977,0.35272,0.00021098,0,0,0,0
10.64,0.001004,0.37128,1.6e-05,0,0,0,0
11.14,0.001185,0.39029,0.00020298,0,0,0,0
11.64,0.001196,0.40785,0.00014599,0,0,0,0
12.14,0.001219,0.42743,0.00015899,0,0,0,0
12.64,0.001436,0.44628,8.3996e-05,0,0,0,0
13.14,0.001495,0.46543,0.00035694,0,0,0,0
13.64,0.001623,0.48271,3.7999e-05,0,0,0,0
14.14,0.001756,0.50115,0.00018498,0,0,0,0
14.64,0.00193,0.52,0.00022198,0,0,0,0
15.14,0.001947,0.53986,-7.9003e-05,0,0,0,0
15.64,0.001907,0.55814,-2.6e-05,0,0,0,0
16.14,0.001867,0.57715,-0.00010601,0,0,0,0
16.64,0.001841,0.59471,2.3e-05,0,0,0,0
17.14,0.001851,0.61229,-0.00014901,0,0,0,0
17.64,0.001864,0.62985,-9.9005e-05,0,0,0,0
18.14,0.001996,0.65058,-1.3e-05,0,0,0,0
18.64,0.00191,0.67056,-1.3e-05,0,0,0,0
19.14,0.002059,0.69172,-0.00012601,0,0,0,0
19.64,0.001927,0.71099,5.2999e-05,0,0,0,0
20.14,0.001957,0.73058,0.00010899,0,0,0,0
20.64,0.002145,0.74914,0.00012899,0,0,0,0
21.14,0.002066,0.77015,9.2996e-05,0,0,0,0
21.64,0.002218,0.79057,0.00011599,0,0,0,0
22.14,0.002486,0.81172,0.00038693,0,0,0,0
22.64,0.002576,0.83085,0.00025497,0,0,0,0
23.14,0.002549,0.85129,0.00026197,0,0,0,0
23.64,0.002708,0.87214,0.00027096,0,0,0,0
24.14,0.00285,0.89443,0.00028096,0,0,0,0
24.64,0.003178,0.91485,6.9998e-05,0,0,0,0
25.14,0.003314,0.93615,0.00033095,0,0,0,0
25.64,0.00344,0.95542,5.5998e-05,0,0,0,0
26.14,0.003453,0.97458,1.3e-05,0,0,0,0
26.64,0.003383,0.99385,0.00022198,0,0,0,0
27.14,0.003605,1.0166,0.00013599,0,0,0,0
27.64,0.003377,1.038,0.00017498,0,0,0,0
28.14,0.003602,1.0597,-0.00014601,0,0,0,0
28.64,0.003443,1.0796,1e-05,0,0,0,0
29.14,0.003463,1.1003,-0.00011601,0,0,0,0
29.64,0.003493,1.1199,3e-05,0,0,0,0
30.14,0.003638,1.1411,-9.3004e-05,0,0,0,0
30.64,0.003661,1.1619,-5.6002e-05,0,0,0,0
31.14,0.003546,1.1831,7.5997e-05,0,0,0,0
31.64,0.003675,1.2024,0.00015199,0,0,0,0
32.14,0.003853,1.223,2e-05,0,0,0,0
32.64,0.003933,1.2444,0.00012599,0,0,0,0
33.14,0.004373,1.2671,0.00014899,0,0,0,0
33.64,0.004532,1.2879,6.2998e-05,0,0,0,0
34.14,0.004582,1.3094,0.00014599,0,0,0,0
34.64,0.004936,1.3289,0.00016599,0,0,0,0
35.14,0.005247,1.3481,0.00028796,0,0,0,0
35.64,0.00528,1.3676,7.2997e-05,0,0,0,0
36.14,0.005456,1.3906,0.00020898,0,0,0,0
36.64,0.005591,1.412,5.2999e-05,0,0,0,0
37.14,0.00535,1.4337,-8.9004e-05,0,0,0,0
37.64,0.005317,1.4533,0.00013199,0,0,0,0
38.14,0.005234,1.4739,-7.6003e-05,0,0,0,0
38.64,0.005204,1.4936,6.2998e-05,0,0,0,0
