Time[s],Displacement[mm],Force[kN],AxStrain_1,AxStrain_2,Thickness[mm],OuterWidth[mm],InnerWidth[mm]
0.6,0,-0.018551,0,0,1.526,20,10
1.1,-3.3e-05,-0.019884,-7.1003e-05,0,0,0,0
1.6,0.00031,-0.020133,8.1997e-05,0,0,0,0
2.1,0.000338,-0.0085643,0.00014899,0,0,0,0
2.6,0.000463,0.019013,-7.0002e-05,0,0,0,0
3.1,0.00046,0.05356,4.1999e-05,0,0,0,0
3.6,0.000397,0.087432,0.00010899,0,0,0,0
4.1,0.000596,0.11571,7.5997e-05,0,0,0,0
4.6,0.000684,0.14343,-5.0001e-05,0,0,0,0
5.1,0.000909,0.16785,0.00016399,0,0,0,0
5.6,0.00078,0.19186,6.3998e-05,0,0,0,0
6.1,0.000943,0.21442,4e-06,0,0,0,0
6.6,0.000807,0.23657,9.6995e-05,0,0,0,0
7.1,0.000983,0.25385,6e-06,0,0,0,0
7.6,0.000904,0.27044,0.00013099,0,0,0,0
8.1,0.001098,0.28614,-3.3001e-05,0,0,0,0
8.6,0.001101,0.30329,7.8997e-05,0,0,0,0
9.1,0.001105,0.32014,-8.3003e-05,0,0,0,0
9.6,0.001172,0.33915,8e-06,0,0,0,0
10.1,0.001167,0.35757,4.3999e-05,0,0,0,0
10.6,0.001294,0.37615,-0.00018702,0,0,0,0
11.1,0.001355,0.393,2.4e-05,0,0,0,0
11.6,0.001498,0.41144,-0.00012401,0,0,0,0
12.1,0.001633,0.43071,-7.3003e-05,0,0,0,0
12.6,0.001709,0.45115,-0.00019202,0,0,0,0
13.1,0.001704,0.46985,-6.2002e-05,0,0,0,0
13.6,0.00199,0.48915,-1.1e-05,0,0,0,0
14.1,0.001972,0.50642,3.2999e-05,0,0,0,0
14.6,0.001975,0.52329,0.00012199,0,0,0,0
15.1,0.001985,0.54014,-9.1004e-05,0,0,0,0
15.6,0.001943,0.56029,-2.6e-05,0,0,0,0
16.1,0.001865,0.57928,3.9999e-05,0,0,0,0
16.6,0.002064,0.59901,2.5e-05,0,0,0,0
17.1,0.002163,0.61728,9.1996e-05,0,0,0,0
17.6,0.00204,0.63629,-1.3e-05,0,0,0,0
18.1,0.002161,0.65414,6.4998e-05,0,0,0,0
18.6,0.002238,0.67415,9.7995e-05,0,0,0,0
19.1,0.002372,0.69385,0.00015099,0,0,0,0
19.6,0.002619,0.71415,-0.00014701,0,0,0,0
20.1,0.00236,0.73271,0.00019398,0,0,0,0
20.6,0.002459,0.75272,-6e-06,0,0,0,0
21.1,0.002533,0.77342,7.0997e-05,0,0,0,0
21.6,0.002878,0.79543,8.6996e-05,0,0,0,0
22.1,0.002843,0.81557,8.7996e-05,0,0,0,0
22.6,0.002893,0.83643,5.1999e-05,0,0,0,0
23.1,0.003278,0.85542,-6.6002e-05,0,0,0,0
23.6,0.003436,0.87458,1.1e-05,0,0,0,0
24.1,0.003514,0.89357,6.6998e-05,0,0,0,0
24.6,0.003743,0.91615,-5.8002e-05,0,0,0,0
25.1,0.003787,0.93771,-0.00013601,0,0,0,0
25.6,0.003893,0.95972,0.00019598,0,0,0,0
26.1,0.00384,0.97928,0.00031695,0,0,0,0
26.6,0.003857,0.99958,0.00019398,0,0,0,0
27.1,0.003649,1.0186,0.00015699,0,0,0,0
27.6,0.003926,1.0397,0.00022897,0,0,0,0
28.1,0.003904,1.0603,0.00022897,0,0,0,0
28.6,0.004079,1.0814,0.00018798,0,0,0,0
29.1,0.003895,1.1004,0.00020298,0,0,0,0
29.6,0.00388,1.121,0.00016899,0,0,0,0
30.1,0.003767,1.1421,0.00028196,0,0,0,0
30.6,0.004043,1.1644,0.00035394,0,0,0,0
31.1,0.004155,1.1849,6.0998e-05,0,0,0,0
31.6,0.004132,1.2064,0.00029296,0,0,0,0
32.1,0.004489,1.2259,0.00026496,0,0,0,0
32.6,0.004518,1.2451,8.9996e-05,0,0,0,0
33.1,0.004612,1.2643,0.00021398,0,0,0,0
33.6,0.004866,1.2869,0.00022597,0,0,0,0
34.1,0.005176,1.3077,9.9995e-05,0,0,0,0
34.6,0.005518,1.3293,0.00021998,0,0,0,0
35.1,0.005415,1.349,0.00015999,0,0,0,0
35.6,0.005938,1.3699,0.00021398,0,0,0,0
36.1,0.006008,1.3893,0.00035394,0,0,0,0
36.6,0.005815,1.4107,0.00032395,0,0,0,0
37.1,0.005889,1.4313,0.00039992,0,0,0,0
37.6,0.005774,1.4524,0.00030495,0,0,0,0
38.1,0.005519,1.4717,0.00035594,0,0,0,0
38.6,0.005669,1.4899,0.00021898,0,0,0,0
39.1,0.005659,1.5099,0.00040592,0,0,0,0
39.6,0.005579,1.5324,0.0004359,0,0,0,0
40.1,0.005591,1.5549,0.00041092,0,0,0,0
40.6,0.005535,1.5751,0.00025097,0,0,0,0
41.1,0.005576,1.5947,0.00041591,0,0,0,0
41.6,0.005697,1.6147,0.0004559,0,0,0,0
42.1,0.005891,1.6339,0.00029296,0,0,0,0
42.6,0.006087,1.6543,0.00040792,0,0,0,0
43.1,0.006269,1.6754,0.00027696,0,0,0,0
43.6,0.006544,1.6956,0.00036793,0,0,0,0
44.1,0.006995,1.7147,0.00038892,0,0,0,0
44.6,0.007052,1.7354,0.00038193,0,0,0,0
45.1,0.007567,1.7574,0.00035094,0,0,0,0
45.6,0.007564,1.7776,0.00040892,0,0,0,0
46.1,0.007791,1.7984,0.0004479,0,0,0,0
46.6,0.008099,1.8174,0.00042291,0,0,0,0
47.1,0.007988,1.8377,0.00075272,0,0,0,0
47.6,0.007961,1.8573,0.00038393,0,0,0,0
48.1,0.007947,1.879,0.00037393,0,0,0,0
48.6,0.007523,1.9001,0.00066178,0,0,0,0
49.1,0.007381,1.9224,0.0004559,0,0,0,0
49.6,0.007095,1.9414,0.00040092,0,0,0,0
50.1,0.007134,1.9603,0.00052186,0,0,0,0
50.6,0.007363,1.9791,0.00057583,0,0,0,0
51.1,0.007279,2.0001,0.00059083,0,0,0,0
51.6,0.00722,2.0203,0.00047289,0,0,0,0
52.1,0.007454,2.0419,0.00031695,0,0,0,0
52.6,0.007738,2.0623,0.00051687,0,0,0,0
53.1,0.007805,2.0823,0.00042491,0,0,0,0
53.6,0.008008,2.1011,0.00028596,0,0,0,0
54.1,0.008496,2.1221,0.00041691,0,0,0,0
54.6,0.008917,2.1426,0.00026397,0,0,0,0
