Time[s],Displacement[mm],Force[kN],EngStrain_longi,EngStress[MPa],TrueStrain,TrueStress[MPa],TrueStrainRate[1/s],PlasticStrain_longi,PlasticStress[MPa],PlasticStrain_thick,PlasticStrain_width,R-Value,Thickness[mm],Width[mm], Young's Modulus [MPa]
0.58000000,0.00000000,-0.01400000,0.00000000,-0.91575092,0.00000000,-0.91575092,0.00000000,0.00055219,340.87679516,0.00024845,-0.00080064,0.99921414,1.52880000,10.00000000,234541.40769076
1.08000000,0.00007300,-0.01800000,0.00000889,-1.17739403,0.00000889,-1.17740450,0.00001778,0.00077436,345.87835939,0.00012327,-0.00089763,0.00000000,0.00000000,0.00000000,0.00000000
1.58000000,0.00083200,-0.02100000,0.00002311,-1.37362637,0.00002311,-1.37365812,0.00002844,0.00074229,351.84388392,0.00028246,-0.00102475,0.00000000,0.00000000,0.00000000,0.00000000
2.08000000,0.00132400,-0.00400000,0.00002056,-0.26164312,0.00002056,-0.26164850,-0.00000511,0.00089802,355.38036889,0.00027081,-0.00116883,0.00000000,0.00000000,0.00000000,0.00000000
2.58000000,0.00198800,0.22500000,0.00006822,14.71742543,0.00006822,14.71842949,0.00009533,0.00115355,361.05671167,0.00018615,-0.00133970,0.00000000,0.00000000,0.00000000,0.00000000
3.08000000,0.00316300,0.31600000,0.00010800,20.66980638,0.00010799,20.67203872,0.00007955,0.00129418,365.44526622,0.00014835,-0.00144253,0.00000000,0.00000000,0.00000000,0.00000000
3.58000000,0.00314200,0.43800000,0.00009233,28.64992151,0.00009233,28.65256685,-0.00003133,0.00141496,371.66846747,0.00011075,-0.00152571,0.00000000,0.00000000,0.00000000,0.00000000
4.08000000,0.00343300,0.53100000,0.00012133,34.73312402,0.00012133,34.73733830,0.00005799,0.00164974,374.71474097,-0.00002349,-0.00162625,0.00000000,0.00000000,0.00000000,0.00000000
4.58000000,0.00428700,0.67100000,0.00013867,43.89063318,0.00013866,43.89671934,0.00003466,0.00183485,380.50597619,-0.00016543,-0.00166942,0.00000000,0.00000000,0.00000000,0.00000000
5.08000000,0.00570400,0.74400000,0.00018211,48.66562009,0.00018209,48.67448264,0.00008687,0.00209242,383.36721886,-0.00032363,-0.00176879,0.00000000,0.00000000,0.00000000,0.00000000
5.58000000,0.00541600,0.86900000,0.00016956,56.84196756,0.00016954,56.85160543,-0.00002511,0.00232022,387.86359392,-0.00047689,-0.00184334,0.00000000,0.00000000,0.00000000,0.00000000
6.08000000,0.00585600,0.97000000,0.00017656,63.44845631,0.00017654,63.45965848,0.00001400,0.00244289,391.33362286,-0.00051418,-0.00192871,0.00000000,0.00000000,0.00000000,0.00000000
