Time[s],Displacement[mm],Force[kN],AxStrain_1,AxStrain_2,Thickness[mm],OuterWidth[mm],InnerWidth[mm]
0.59,0,-0.0058493,0,0,1.1178,20,9.9524
1.09,0.000261,0.0034687,0.00012199,0,0,0,0
1.59,0.000645,0.014149,0.00021098,0,0,0,0
2.09,0.001096,0.036718,0.00018598,0,0,0,0
2.59,0.00156,0.062996,0.00025197,0,0,0,0
3.09,0.001816,0.086282,9.4995e-05,0,0,0,0
3.59,0.002153,0.10357,0.00020298,0,0,0,0
4.09,0.002319,0.11843,0.00021998,0,0,0,0
4.59,0.002875,0.13371,0.00029296,0,0,0,0
5.09,0.003006,0.15143,0.00028496,0,0,0,0
5.59,0.003234,0.17071,0.00026596,0,0,0,0
6.09,0.003429,0.18985,0.00030695,0,0,0,0
6.59,0.003649,0.20585,0.00016499,0,0,0,0
7.09,0.00378,0.217,0.00017998,0,0,0,0
7.59,0.003963,0.22515,0.00026197,0,0,0,0
8.09,0.004167,0.235,0.00023497,0,0,0,0
8.59,0.004372,0.24814,0.00021898,0,0,0,0
9.09,0.004847,0.262,0.00030395,0,0,0,0
9.59,0.005052,0.27586,0.00024697,0,0,0,0
10.09,0.005456,0.291,0.00036093,0,0,0,0
10.59,0.005999,0.30528,0.00024497,0,0,0,0
11.09,0.006354,0.31986,0.00018698,0,0,0,0
11.59,0.00638,0.335,0.00038093,0,0,0,0
12.09,0.007059,0.35,0.00035394,0,0,0,0
12.59,0.007266,0.36386,0.00036193,0,0,0,0
13.09,0.007694,0.37814,0.00039492,0,0,0,0
13.59,0.008007,0.39229,0.00031895,0,0,0,0
14.09,0.008546,0.40657,0.00037593,0,0,0,0
14.59,0.008701,0.42229,0.00039292,0,0,0,0
15.09,0.008816,0.43814,0.00043291,0,0,0,0
15.59,0.009017,0.45386,0.00035594,0,0,0,0
16.09,0.009081,0.46885,0.00036293,0,0,0,0
16.59,0.009397,0.48329,0.00042991,0,0,0,0
17.09,0.009746,0.49786,0.00039592,0,0,0,0
17.59,0.009904,0.51314,0.00041591,0,0,0,0
18.09,0.010357,0.528,0.00058083,0,0,0,0
18.59,0.010565,0.54286,0.00046689,0,0,0,0
19.09,0.010881,0.559,0.00049988,0,0,0,0
19.59,0.011109,0.57514,0.00048688,0,0,0,0
20.09,0.011525,0.59115,0.00040292,0,0,0,0
20.59,0.011888,0.60685,0.00057084,0,0,0,0
21.09,0.012546,0.622,0.00068477,0,0,0,0
21.59,0.013013,0.63686,0.00059382,0,0,0,0
22.09,0.013577,0.65214,0.00050987,0,0,0,0
22.59,0.0141,0.66729,0.00065479,0,0,0,0
23.09,0.014517,0.68257,0.0006348,0,0,0,0
23.59,0.015017,0.69929,0.00079169,0,0,0,0
24.09,0.015588,0.71585,0.00065479,0,0,0,0
24.59,0.016121,0.73215,0.00065479,0,0,0,0
25.09,0.016387,0.74785,0.0007687,0,0,0,0
25.59,0.016655,0.763,0.00071774,0,0,0,0
26.09,0.017021,0.77815,0.00071474,0,0,0,0
26.59,0.017588,0.79385,0.00074872,0,0,0,0
27.09,0.01776,0.809,0.00061781,0,0,0,0
27.59,0.018065,0.82386,0.00071774,0,0,0,0
28.09,0.018109,0.84029,0.00079169,0,0,0,0
28.59,0.018458,0.85685,0.00067777,0,0,0,0
29.09,0.018659,0.872,0.00067477,0,0,0,0
29.59,0.01925,0.88715,0.00087262,0,0,0,0
30.09,0.019176,0.90285,0.00076471,0,0,0,0
30.59,0.019855,0.91886,0.00069176,0,0,0,0
31.09,0.020241,0.93414,0.00097952,0,0,0,0
31.59,0.020586,0.94871,0.00098352,0,0,0,0
32.09,0.0211,0.96343,0.00083865,0,0,0,0
32.59,0.021735,0.97885,0.0010165,0,0,0,0
33.09,0.022362,0.99486,0.0010574,0,0,0,0
33.59,0.022879,1.011,0.00093656,0,0,0,0
34.09,0.023326,1.0271,0.00092257,0,0,0,0
34.59,0.02394,1.0417,0.0011144,0,0,0,0
35.09,0.024545,1.0561,0.0011104,0,0,0,0
35.59,0.025011,1.0709,0.0010734,0,0,0,0
36.09,0.024981,1.0853,0.0012083,0,0,0,0
36.59,0.025599,1.0996,0.0011443,0,0,0,0
37.09,0.025965,1.1153,0.0010534,0,0,0,0
37.59,0.026347,1.1309,0.0010035,0,0,0,0
38.09,0.026676,1.145,0.0012213,0,0,0,0
38.59,0.027496,1.1589,0.0010604,0,0,0,0
39.09,0.027808,1.1731,0.0011004,0,0,0,0
39.59,0.02814,1.1879,0.0012013,0,0,0,0
40.09,0.028483,1.2021,0.0011174,0,0,0,0
40.59,0.028969,1.2157,0.0011743,0,0,0,0
41.09,0.029705,1.2291,0.0013321,0,0,0,0
41.59,0.030285,1.2429,0.0013491,0,0,0,0
42.09,0.030974,1.2566,0.0015298,0,0,0,0
42.59,0.031746,1.2697,0.001416,0,0,0,0
43.09,0.032642,1.2827,0.0015528,0,0,0,0
43.59,0.033649,1.2941,0.0017375,0,0,0,0
44.09,0.034801,1.3046,0.0018114,0,0,0,0
44.59,0.036036,1.3141,0.0022804,0,0,0,0
45.09,0.037544,1.3227,0.0023073,0,0,0,0
45.59,0.038887,1.3309,0.0027193,0,0,0,0
46.09,0.040334,1.3394,0.0032308,0,0,0,0
46.59,0.041827,1.3477,0.0034152,0,0,0,0
47.09,0.043466,1.3553,0.0038396,0,0,0,0
47.59,0.045131,1.3627,0.0039173,0,0,0,0
48.09,0.046984,1.37,0.0041514,0,0,0,0
48.59,0.048834,1.3773,0.0043515,0,0,0,0
49.09,0.050925,1.3844,0.0043884,0,0,0,0
49.59,0.053171,1.391,0.004469,0,0,0,0
50.09,0.05538,1.3973,0.004689,0,0,0,0
50.59,0.057284,1.4037,0.0050433,0,0,0,0
51.09,0.059164,1.4103,0.0050831,0,0,0,0
51.59,0.06146,1.417,0.0053775,0,0,0,0
52.09,0.063481,1.4234,0.0055277,0,0,0,0
52.59,0.065281,1.429,0.0058449,0,0,0,0
53.09,0.067453,1.4346,0.0059383,0,0,0,0
53.59,0.069313,1.4404,0.006152,0,0,0,0
54.09,0.071549,1.446,0.0062683,0,0,0,0
54.59,0.073647,1.4513,0.0067283,0,0,0,0
55.09,0.075718,1.457,0.0070819,0,0,0,0
55.59,0.07832,1.4627,0.007205,0,0,0,0
56.09,0.080784,1.4677,0.0076616,0,0,0,0
56.59,0.083265,1.4726,0.0079186,0,0,0,0
57.09,0.08538,1.4777,0.0080287,0,0,0,0
57.59,0.087838,1.483,0.0082618,0,0,0,0
58.09,0.089896,1.488,0.0085047,0,0,0,0
58.59,0.092333,1.493,0.0085345,0,0,0,0
59.09,0.094381,1.498,0.0087645,0,0,0,0
59.59,0.096462,1.5027,0.0087109,0,0,0,0
60.09,0.098752,1.5073,0.0088705,0,0,0,0
60.59,0.101,1.512,0.0089736,0,0,0,0
61.09,0.10349,1.5167,0.0091272,0,0,0,0
61.59,0.10599,1.521,0.0093095,0,0,0,0
62.09,0.1087,1.5253,0.0094126,0,0,0,0
62.59,0.11122,1.5297,0.0097226,0,0,0,0
63.09,0.11375,1.5343,0.0098622,0,0,0,0
63.59,0.11602,1.5387,0.01025,0,0,0,0
64.09,0.11843,1.5433,0.01043,0,0,0,0
64.59,0.12068,1.5477,0.010822,0,0,0,0
65.09,0.12294,1.552,0.010998,0,0,0,0
65.59,0.12531,1.556,0.011324,0,0,0,0
66.09,0.12765,1.56,0.011569,0,0,0,0
66.59,0.13009,1.5643,0.011805,0,0,0,0
67.09,0.13263,1.5684,0.012143,0,0,0,0
67.59,0.13517,1.5726,0.012219,0,0,0,0
68.09,0.13795,1.5764,0.012389,0,0,0,0
68.59,0.14063,1.5806,0.012504,0,0,0,0
69.09,0.14283,1.5844,0.012644,0,0,0,0
69.59,0.14539,1.5883,0.01279,0,0,0,0
70.09,0.1476,1.5923,0.012919,0,0,0,0
70.59,0.1501,1.5964,0.012935,0,0,0,0
71.09,0.15251,1.6003,0.013045,0,0,0,0
71.59,0.15491,1.604,0.0132,0,0,0,0
72.09,0.15715,1.6077,0.013356,0,0,0,0
72.59,0.15985,1.6113,0.013502,0,0,0,0
73.09,0.16248,1.6153,0.013681,0,0,0,0
73.59,0.16517,1.6194,0.01385,0,0,0,0
74.09,0.16794,1.623,0.014052,0,0,0,0
74.59,0.17053,1.6263,0.014403,0,0,0,0
75.09,0.17322,1.6297,0.014627,0,0,0,0
75.59,0.17555,1.6333,0.014975,0,0,0,0
76.09,0.17791,1.637,0.0152,0,0,0,0
76.59,0.18038,1.641,0.015619,0,0,0,0
77.09,0.18275,1.6447,0.015726,0,0,0,0
77.59,0.18526,1.6483,0.01598,0,0,0,0
78.09,0.1881,1.6514,0.016139,0,0,0,0
78.59,0.19046,1.6546,0.016373,0,0,0,0
79.09,0.19304,1.658,0.016327,0,0,0,0
79.59,0.19593,1.6617,0.016426,0,0,0,0
80.09,0.19898,1.6653,0.016473,0,0,0,0
80.59,0.2016,1.6687,0.016512,0,0,0,0
81.09,0.20393,1.672,0.016799,0,0,0,0
81.59,0.2064,1.6753,0.016862,0,0,0,0
82.09,0.20895,1.6787,0.016938,0,0,0,0
82.59,0.21126,1.6823,0.017185,0,0,0,0
83.09,0.21393,1.6857,0.017443,0,0,0,0
83.59,0.21663,1.689,0.017492,0,0,0,0
84.09,0.21902,1.692,0.017822,0,0,0,0
84.59,0.22192,1.6953,0.017871,0,0,0,0
85.09,0.22503,1.6987,0.018267,0,0,0,0
85.59,0.22782,1.702,0.018534,0,0,0,0
86.09,0.23056,1.705,0.018801,0,0,0,0
86.59,0.2333,1.7083,0.019032,0,0,0,0
87.09,0.23588,1.7114,0.019203,0,0,0,0
87.59,0.2385,1.7143,0.019473,0,0,0,0
88.09,0.24091,1.7173,0.019611,0,0,0,0
88.59,0.24358,1.7207,0.019871,0,0,0,0
89.09,0.24613,1.724,0.020092,0,0,0,0
89.59,0.24898,1.727,0.020135,0,0,0,0
