Time[s],Displacement longi[mm],Force[kN],Effective Strain,N/A,Thickness[mm],OuterWidth[mm],N/A
0.62,0,-0.0052041,0,0,1.1217,19.973,0
1.12,-2.1e-05,-0.0035108,0,0,0,0,0
1.62,0.001425,-0.0012821,0,0,0,0,0
2.12,0.0033,0.0064316,0,0,0,0,0
2.62,0.005205,0.017141,0,0,0,0,0
3.12,0.007232,0.028573,0,0,0,0,0
3.62,0.009037,0.039427,0,0,0,0,0
4.12,0.010831,0.049714,0,0,0,0,0
4.62,0.012637,0.059573,0,0,0,0,0
5.12,0.014463,0.07,0,0,0,0,0
5.62,0.01573,0.079568,0,0,0,0,0
6.12,0.017024,0.087286,0,0,0,0,0
6.62,0.01871,0.094859,0,0,0,0,0
7.12,0.020121,0.10343,0,0,0,0,0
7.62,0.021585,0.11257,0,0,0,0,0
8.12,0.023325,0.12143,0,0,0,0,0
8.62,0.024848,0.13,0,0,0,0,0
9.12,0.02644,0.13829,0,0,0,0,0
9.62,0.028143,0.14729,0,0,0,0,0
10.12,0.029801,0.15614,0,0,0,0,0
10.62,0.031362,0.16429,0,0,0,0,0
11.12,0.033065,0.172,0,0,0,0,0
11.62,0.034791,0.18,0,0,0,0,0
12.12,0.036386,0.188,0,0,0,0,0
12.62,0.03804,0.19571,0,0,0,0,0
13.12,0.039888,0.20271,0,0,0,0,0
13.62,0.041582,0.20957,0,0,0,0,0
14.12,0.043262,0.217,0,0,0,0,0
14.62,0.045225,0.22443,0,0,0,0,0
15.12,0.047071,0.23071,0,0,0,0,0
15.62,0.048931,0.23657,0,0,0,0,0
16.12,0.051059,0.24271,0,0,0,0,0
16.62,0.052957,0.249,0,0,0,0,0
17.12,0.055013,0.255,0,0,0,0,0
17.62,0.05723,0.26043,0,0,0,0,0
18.12,0.059216,0.26557,0,0,0,0,0
18.62,0.061376,0.271,0,0,0,0,0
19.12,0.063638,0.27643,0,0,0,0,0
19.62,0.06581,0.281,0,0,0,0,0
20.12,0.068104,0.285,0,0,0,0,0
20.62,0.070502,0.289,0,0,0,0,0
21.12,0.072814,0.29329,0,0,0,0,0
21.62,0.075406,0.29743,0,0,0,0,0
22.12,0.077895,0.301,0,0,0,0,0
22.62,0.080306,0.30429,0,0,0,0,0
23.12,0.08292,0.30771,0,0,0,0,0
23.62,0.08549,0.311,0,0,0,0,0
24.12,0.088136,0.314,0,0,0,0,0
24.62,0.090816,0.317,0,0,0,0,0
25.12,0.093399,0.31971,0,0,0,0,0
25.62,0.0962,0.32229,0,0,0,0,0
26.12,0.098938,0.325,0,0,0,0,0
26.62,0.10163,0.32771,0,0,0,0,0
27.12,0.10451,0.33029,0,0,0,0,0
27.62,0.10713,0.33271,0,0,0,0,0
28.12,0.10988,0.335,0,0,0,0,0
28.62,0.11268,0.337,0,0,0,0,0
29.12,0.11537,0.33929,0,0,0,0,0
29.62,0.11826,0.34171,0,0,0,0,0
30.12,0.12099,0.344,0,0,0,0,0
30.62,0.12384,0.346,0,0,0,0,0
31.12,0.12676,0.348,0,0,0,0,0
31.62,0.12951,0.35029,0,0,0,0,0
32.12,0.13247,0.35271,0,0,0,0,0
32.62,0.13526,0.355,0,0,0,0,0
33.12,0.13812,0.357,0,0,0,0,0
33.62,0.14096,0.359,0,0,0,0,0
34.12,0.14388,0.361,0,0,0,0,0
34.62,0.14692,0.36271,0,0,0,0,0
35.12,0.1498,0.36429,0,0,0,0,0
35.62,0.15263,0.366,0,0,0,0,0
36.12,0.15566,0.368,0,0,0,0,0
36.62,0.15851,0.37,0,0,0,0,0
37.12,0.16146,0.37171,0,0,0,0,0
37.62,0.16433,0.37329,0,0,0,0,0
38.12,0.16729,0.375,0,0,0,0,0
38.62,0.17031,0.37671,0,0,0,0,0
39.12,0.17307,0.37829,0,0,0,0,0
39.62,0.1761,0.38,0,0,0,0,0
40.12,0.17899,0.38171,0,0,0,0,0
40.62,0.18194,0.38329,0,0,0,0,0
41.12,0.18504,0.38471,0,0,0,0,0
41.62,0.18803,0.38629,0,0,0,0,0
42.12,0.19103,0.38771,0,0,0,0,0
42.62,0.19403,0.38929,0,0,0,0,0
43.12,0.19703,0.39071,0,0,0,0,0
43.62,0.20012,0.39229,0,0,0,0,0
44.12,0.20298,0.39371,0,0,0,0,0
44.62,0.20616,0.39529,0,0,0,0,0
45.12,0.20908,0.39671,0,0,0,0,0
45.62,0.21202,0.39829,0,0,0,0,0
46.12,0.21513,0.39971,0,0,0,0,0
46.62,0.21801,0.401,0,0,0,0,0
47.12,0.22112,0.40229,0,0,0,0,0
47.62,0.22408,0.40371,0,0,0,0,0
48.12,0.22718,0.405,0,0,0,0,0
48.62,0.23022,0.40629,0,0,0,0,0
49.12,0.23324,0.40771,0,0,0,0,0
49.62,0.23636,0.409,0,0,0,0,0
50.12,0.23932,0.41,0,0,0,0,0
50.62,0.24247,0.41129,0,0,0,0,0
51.12,0.24555,0.41271,0,0,0,0,0
51.62,0.24852,0.414,0,0,0,0,0
52.12,0.25165,0.415,0,0,0,0,0
52.62,0.25469,0.41629,0,0,0,0,0
53.12,0.25786,0.41771,0,0,0,0,0
53.62,0.26094,0.419,0,0,0,0,0
54.12,0.26402,0.42,0,0,0,0,0
54.62,0.26711,0.421,0,0,0,0,0
55.12,0.27018,0.422,0,0,0,0,0
55.62,0.27343,0.423,0,0,0,0,0
56.12,0.27646,0.42429,0,0,0,0,0
56.62,0.27958,0.42571,0,0,0,0,0
57.12,0.28268,0.427,0,0,0,0,0
57.62,0.2858,0.428,0,0,0,0,0
58.12,0.28906,0.429,0,0,0,0,0
58.62,0.29207,0.43,0,0,0,0,0
59.12,0.29527,0.431,0,0,0,0,0
59.62,0.29837,0.432,0,0,0,0,0
60.12,0.30157,0.433,0,0,0,0,0
60.62,0.30467,0.434,0,0,0,0,0
61.12,0.30781,0.435,0,0,0,0,0
61.62,0.31089,0.436,0,0,0,0,0
62.12,0.31386,0.437,0,0,0,0,0
62.62,0.31712,0.438,0,0,0,0,0
63.12,0.32019,0.439,0,0,0,0,0
63.62,0.32342,0.44,0,0,0,0,0
64.12,0.32669,0.441,0,0,0,0,0
64.62,0.32975,0.442,0,0,0,0,0
65.12,0.33292,0.443,0,0,0,0,0
65.62,0.33589,0.444,0,0,0,0,0
66.12,0.33911,0.445,0,0,0,0,0
66.62,0.34227,0.446,0,0,0,0,0
67.12,0.34543,0.44671,0,0,0,0,0
67.62,0.34886,0.44729,0,0,0,0,0
68.12,0.35186,0.448,0,0,0,0,0
68.62,0.35517,0.449,0,0,0,0,0
69.12,0.35825,0.45,0,0,0,0,0
69.62,0.36137,0.451,0,0,0,0,0
70.12,0.36455,0.45171,0,0,0,0,0
70.62,0.36762,0.45229,0,0,0,0,0
71.12,0.37094,0.453,0,0,0,0,0
