Time[s],Displacement[mm],Force[kN],EngStrain_longi,EngStress[MPa],TrueStrain,TrueStress[MPa],TrueStrainRate[1/s],PlasticStrain_longi,PlasticStress[MPa],PlasticStrain_thick,PlasticStrain_width,R-Value,Thickness[mm],Width[mm], Young's Modulus [MPa]
0.61000000,0.00000000,-0.00100000,0.00000000,-0.08924454,0.00000000,-0.08924454,0.00000000,0.00054299,115.10657052,0.00008501,-0.00062801,0.81212209,1.11050000,10.09020000,78681.24006622
1.11000000,0.00040300,-0.00100000,0.00000500,-0.08924454,0.00000500,-0.08924499,0.00001000,0.00105305,116.06169259,-0.00020419,-0.00084885,0.00000000,0.00000000,0.00000000,0.00000000
1.61000000,0.00350300,0.05900000,0.00009456,5.26542795,0.00009455,5.26592582,0.00017910,0.00143266,117.00249706,-0.00040413,-0.00102853,0.00000000,0.00000000,0.00000000,0.00000000
2.12000000,0.00652700,0.17800000,0.00020656,15.88552838,0.00020653,15.88880963,0.00021957,0.00185497,118.21819358,-0.00066281,-0.00119216,0.00000000,0.00000000,0.00000000,0.00000000
2.62000000,0.00914600,0.26100000,0.00029456,23.29282533,0.00029451,23.29968636,0.00017596,0.00226369,119.25381540,-0.00087698,-0.00138672,0.00000000,0.00000000,0.00000000,0.00000000
3.12000000,0.01230000,0.33800000,0.00038889,30.16465502,0.00038881,30.17638572,0.00018860,0.00260541,120.28222049,-0.00105101,-0.00155440,0.00000000,0.00000000,0.00000000,0.00000000
3.62000000,0.01468100,0.41800000,0.00047633,37.30421834,0.00047622,37.32198758,0.00017481,0.00307208,121.50618213,-0.00138763,-0.00168445,0.00000000,0.00000000,0.00000000,0.00000000
4.12000000,0.01646700,0.48800000,0.00052222,43.55133624,0.00052209,43.57407972,0.00009173,0.00352518,122.46002620,-0.00163935,-0.00188583,0.00000000,0.00000000,0.00000000,0.00000000
4.62000000,0.01966000,0.56100000,0.00061589,50.06618777,0.00061570,50.09702298,0.00018723,0.00379949,123.39263280,-0.00174133,-0.00205817,0.00000000,0.00000000,0.00000000,0.00000000
5.12000000,0.02339000,0.65500000,0.00078600,58.45517467,0.00078569,58.50112043,0.00033998,0.00424170,124.43661764,-0.00199274,-0.00224896,0.00000000,0.00000000,0.00000000,0.00000000
5.62000000,0.02556500,0.73000000,0.00083822,65.14851528,0.00083787,65.20312421,0.00010436,0.00464710,125.29694983,-0.00219921,-0.00244789,0.00000000,0.00000000,0.00000000,0.00000000
6.12000000,0.02859000,0.82300000,0.00091200,73.44825763,0.00091158,73.51524245,0.00014743,0.00501750,126.33358408,-0.00243132,-0.00258618,0.00000000,0.00000000,0.00000000,0.00000000
6.62000000,0.03238700,0.91700000,0.00106867,81.83724453,0.00106810,81.92470127,0.00031302,0.00542287,127.37546154,-0.00263921,-0.00278366,0.00000000,0.00000000,0.00000000,0.00000000
7.12000000,0.03522400,0.99000000,0.00120600,88.35209606,0.00120527,88.45864869,0.00027435,0.00583593,128.14890626,-0.00286130,-0.00297463,0.00000000,0.00000000,0.00000000,0.00000000
7.62000000,0.03845400,1.06100000,0.00121722,94.68845851,0.00121648,94.80371540,0.00002242,0.00623219,128.92081519,-0.00309141,-0.00314078,0.00000000,0.00000000,0.00000000,0.00000000
8.12000000,0.04296600,1.14500000,0.00133689,102.18499999,0.00133600,102.32160998,0.00023903,0.00669105,129.88181411,-0.00339793,-0.00329313,0.00000000,0.00000000,0.00000000,0.00000000
8.62000000,0.04709900,1.20500000,0.00155589,107.53967248,0.00155468,107.70699226,0.00043737,0.00704450,130.64946139,-0.00351498,-0.00352952,0.00000000,0.00000000,0.00000000,0.00000000
9.12000000,0.05713700,1.25400000,0.00191178,111.91265501,0.00190995,112.12660714,0.00071055,0.00743666,131.33250409,-0.00372732,-0.00370934,0.00000000,0.00000000,0.00000000,0.00000000
9.62000000,0.06826600,1.28700000,0.00216656,114.85772488,0.00216421,115.10657052,0.00050852,0.00784703,132.28933387,-0.00396837,-0.00387866,0.00000000,0.00000000,0.00000000,0.00000000
10.12000000,0.08165800,1.29700000,0.00269133,115.75017029,0.00268772,116.06169259,0.00104701,0.00829593,132.98111790,-0.00428721,-0.00400872,0.00000000,0.00000000,0.00000000,0.00000000
10.62000000,0.09395500,1.30700000,0.00308533,116.64261571,0.00308058,117.00249706,0.00078573,0.00862947,133.83877872,-0.00441553,-0.00421394,0.00000000,0.00000000,0.00000000,0.00000000
11.11000000,0.10761900,1.32000000,0.00352622,117.80279475,0.00352002,118.21819358,0.00089681,0.00903420,134.70662357,-0.00465223,-0.00438197,0.00000000,0.00000000,0.00000000,0.00000000
