Time[s],Displacement[mm],Force[kN],AxStrain_1,AxStrain_2,Thickness[mm],OuterWidth[mm],InnerWidth[mm]
0.61,0,-0.0057948,0,0,1.1118,20,10.053
1.11,0.000292,0.002599,-4.3001e-05,0,0,0,0
1.61,0.000778,0.012726,7.8997e-05,0,0,0,0
2.11,0.001561,0.034568,-2e-06,0,0,0,0
2.61,0.001707,0.061145,7.1997e-05,0,0,0,0
3.11,0.00232,0.085423,2.2e-05,0,0,0,0
3.61,0.002587,0.10442,0.00018698,0,0,0,0
4.11,0.002876,0.11958,9.9995e-05,0,0,0,0
4.61,0.003195,0.13657,3.4999e-05,0,0,0,0
5.11,0.003649,0.15442,0.00014499,0,0,0,0
5.61,0.003937,0.17158,0.00021598,0,0,0,0
6.11,0.004293,0.18857,0.00021198,0,0,0,0
6.61,0.004344,0.20371,0.00023397,0,0,0,0
7.11,0.004668,0.21457,0.00022997,0,0,0,0
7.61,0.004738,0.22457,0.00019398,0,0,0,0
8.11,0.005276,0.23629,0.00027296,0,0,0,0
8.61,0.005416,0.24986,0.00030295,0,0,0,0
9.11,0.005789,0.265,0.00024997,0,0,0,0
9.61,0.005987,0.28014,0.00029496,0,0,0,0
10.11,0.006415,0.294,0.0004429,0,0,0,0
10.61,0.006772,0.30786,0.00029196,0,0,0,0
11.11,0.007078,0.32214,0.00041591,0,0,0,0
11.61,0.007973,0.33686,0.00046689,0,0,0,0
12.11,0.008176,0.35085,0.00032795,0,0,0,0
12.61,0.008617,0.36429,0.00042791,0,0,0,0
13.11,0.009043,0.37815,0.00050387,0,0,0,0
13.61,0.009592,0.39371,0.0004499,0,0,0,0
14.11,0.009873,0.40828,0.00022198,0,0,0,0
14.61,0.010288,0.422,0.0004429,0,0,0,0
15.11,0.010632,0.437,0.00049388,0,0,0,0
15.61,0.010679,0.45285,0.00050387,0,0,0,0
16.11,0.010988,0.46815,0.00048288,0,0,0,0
16.61,0.011079,0.48314,0.00041291,0,0,0,0
17.11,0.01122,0.498,0.00047988,0,0,0,0
17.61,0.011868,0.51286,0.00041591,0,0,0,0
18.11,0.012109,0.529,0.00060082,0,0,0,0
18.61,0.012308,0.54514,0.00047289,0,0,0,0
19.11,0.012643,0.56,0.00046689,0,0,0,0
19.61,0.012556,0.57486,0.00033894,0,0,0,0
20.11,0.013426,0.59014,0.00053386,0,0,0,0
20.61,0.013916,0.60586,0.00058383,0,0,0,0
21.11,0.014194,0.62114,0.00050387,0,0,0,0
21.61,0.015047,0.63629,0.00058383,0,0,0,0
22.11,0.015695,0.65157,0.00070475,0,0,0,0
22.61,0.016205,0.668,0.00062081,0,0,0,0
23.11,0.016484,0.68443,0.00055385,0,0,0,0
23.62,0.017773,0.69943,0.00057384,0,0,0,0
24.11,0.017676,0.71443,0.00074172,0,0,0,0
24.61,0.017917,0.72985,0.00073873,0,0,0,0
25.11,0.018562,0.74586,0.00059782,0,0,0,0
25.61,0.018579,0.76143,0.00062081,0,0,0,0
26.11,0.019089,0.77643,0.00062381,0,0,0,0
26.61,0.019512,0.79143,0.00061781,0,0,0,0
27.11,0.019915,0.80771,0.00079868,0,0,0,0
27.61,0.019841,0.82414,0.00064779,0,0,0,0
28.11,0.020268,0.839,0.00074872,0,0,0,0
28.61,0.020959,0.85415,0.00060382,0,0,0,0
29.11,0.02107,0.86957,0.00075472,0,0,0,0
29.61,0.021221,0.88543,0.00095954,0,0,0,0
30.11,0.021594,0.90085,0.00087562,0,0,0,0
30.61,0.022225,0.916,0.00080867,0,0,0,0
31.11,0.022769,0.93086,0.00081167,0,0,0,0
31.61,0.023336,0.947,0.00098651,0,0,0,0
32.11,0.02345,0.96314,0.00093956,0,0,0,0
32.62,0.024484,0.978,0.0010465,0,0,0,0
33.11,0.024666,0.99286,0.00080568,0,0,0,0
33.61,0.025347,1.0079,0.00087961,0,0,0,0
34.11,0.025945,1.0231,0.0010504,0,0,0,0
34.61,0.026646,1.0381,0.00095654,0,0,0,0
35.11,0.026871,1.0527,0.00096953,0,0,0,0
35.61,0.027459,1.0671,0.00098951,0,0,0,0
36.11,0.027808,1.0827,0.0010065,0,0,0,0
36.61,0.028348,1.0984,0.00094256,0,0,0,0
37.12,0.028704,1.1127,0.00093956,0,0,0,0
37.61,0.029107,1.1271,0.0010235,0,0,0,0
38.11,0.029329,1.1419,0.0010774,0,0,0,0
38.61,0.030064,1.1569,0.0010734,0,0,0,0
39.11,0.030635,1.1711,0.0011443,0,0,0,0
39.61,0.030893,1.185,0.0011673,0,0,0,0
40.11,0.031283,1.1989,0.0011403,0,0,0,0
40.61,0.032028,1.214,0.0010774,0,0,0,0
41.11,0.032364,1.2291,0.0012312,0,0,0,0
41.61,0.033257,1.243,0.0011304,0,0,0,0
42.11,0.033955,1.2563,0.001402,0,0,0,0
42.61,0.03469,1.2694,0.0012782,0,0,0,0
43.11,0.035419,1.2829,0.0013621,0,0,0,0
43.61,0.036043,1.2959,0.0015897,0,0,0,0
44.11,0.036775,1.308,0.0016307,0,0,0,0
44.61,0.037698,1.3196,0.0018213,0,0,0,0
45.11,0.038732,1.3311,0.0020389,0,0,0,0
45.61,0.039998,1.3411,0.0022505,0,0,0,0
46.11,0.041277,1.349,0.0025847,0,0,0,0
46.61,0.043026,1.356,0.0032746,0,0,0,0
47.11,0.044648,1.363,0.0037201,0,0,0,0
47.61,0.046545,1.37,0.0039572,0,0,0,0
48.11,0.048358,1.377,0.0041145,0,0,0,0
48.61,0.050412,1.3837,0.0045257,0,0,0,0
49.11,0.052665,1.3906,0.0045048,0,0,0,0
49.61,0.054706,1.3977,0.0049099,0,0,0,0
50.11,0.056586,1.4047,0.0049597,0,0,0,0
50.62,0.059007,1.4107,0.0050562,0,0,0,0
51.11,0.061098,1.4169,0.0054611,0,0,0,0
51.61,0.063153,1.4231,0.0055207,0,0,0,0
52.11,0.065208,1.4296,0.0058678,0,0,0,0
52.61,0.067299,1.4354,0.0061053,0,0,0,0
53.11,0.069136,1.441,0.0063955,0,0,0,0
53.61,0.07112,1.4466,0.0065356,0,0,0,0
54.11,0.073131,1.4524,0.0069418,0,0,0,0
54.61,0.075444,1.4583,0.0071921,0,0,0,0
55.11,0.077767,1.4634,0.0075256,0,0,0,0
55.61,0.080366,1.4686,0.0079682,0,0,0,0
56.11,0.082766,1.4737,0.0081418,0,0,0,0
56.61,0.085277,1.4793,0.0084909,0,0,0,0
57.11,0.087523,1.4844,0.0088012,0,0,0,0
57.61,0.089652,1.4893,0.0089806,0,0,0,0
58.11,0.091807,1.494,0.0091669,0,0,0,0
58.61,0.094214,1.4993,0.0093502,0,0,0,0
59.11,0.096685,1.5044,0.0094997,0,0,0,0
59.61,0.098672,1.509,0.0095126,0,0,0,0
60.11,0.10095,1.5136,0.0096453,0,0,0,0
60.61,0.10312,1.5184,0.0095562,0,0,0,0
61.11,0.10567,1.5233,0.009882,0,0,0,0
61.61,0.10829,1.5277,0.0097889,0,0,0,0
62.11,0.11084,1.532,0.010061,0,0,0,0
62.61,0.11367,1.5363,0.010394,0,0,0,0
63.11,0.11613,1.541,0.01057,0,0,0,0
63.61,0.1183,1.5457,0.010898,0,0,0,0
64.11,0.12076,1.55,0.011087,0,0,0,0
64.61,0.12325,1.554,0.011433,0,0,0,0
65.11,0.12554,1.558,0.011831,0,0,0,0
65.61,0.12792,1.5623,0.012116,0,0,0,0
66.11,0.12999,1.5664,0.012358,0,0,0,0
66.61,0.13257,1.5703,0.012666,0,0,0,0
67.11,0.13527,1.5743,0.012972,0,0,0,0
67.61,0.13768,1.5787,0.013286,0,0,0,0
68.11,0.14012,1.583,0.013399,0,0,0,0
68.61,0.14313,1.587,0.013486,0,0,0,0
69.11,0.14569,1.5913,0.013601,0,0,0,0
69.61,0.14791,1.5954,0.013767,0,0,0,0
70.11,0.15025,1.5993,0.013654,0,0,0,0
70.61,0.15287,1.6027,0.01376,0,0,0,0
71.11,0.15453,1.6063,0.013906,0,0,0,0
71.61,0.15734,1.61,0.014002,0,0,0,0
72.11,0.1597,1.614,0.014135,0,0,0,0
72.61,0.16253,1.6177,0.01425,0,0,0,0
73.11,0.165,1.6213,0.014353,0,0,0,0
73.61,0.16785,1.6253,0.014654,0,0,0,0
74.11,0.17034,1.6294,0.01473,0,0,0,0
74.61,0.17323,1.6333,0.0151,0,0,0,0
75.11,0.17572,1.6367,0.015454,0,0,0,0
75.61,0.17824,1.6403,0.015765,0,0,0,0
76.11,0.18067,1.644,0.015987,0,0,0,0
76.61,0.1832,1.648,0.016432,0,0,0,0
77.11,0.18555,1.6517,0.01661,0,0,0,0
77.61,0.18816,1.655,0.016924,0,0,0,0
78.11,0.1906,1.6583,0.016951,0,0,0,0
78.61,0.19323,1.6617,0.017238,0,0,0,0
79.11,0.19616,1.6653,0.017225,0,0,0,0
79.61,0.19879,1.6687,0.017419,0,0,0,0
80.11,0.20157,1.672,0.0173,0,0,0,0
80.61,0.20422,1.6753,0.017471,0,0,0,0
81.11,0.20684,1.679,0.017466,0,0,0,0
81.61,0.20917,1.6824,0.017666,0,0,0,0
82.11,0.21159,1.6856,0.017729,0,0,0,0
82.61,0.2142,1.689,0.017881,0,0,0,0
83.11,0.21669,1.6927,0.017993,0,0,0,0
83.61,0.21935,1.6963,0.018138,0,0,0,0
84.11,0.22212,1.6997,0.018389,0,0,0,0
84.61,0.22491,1.703,0.018623,0,0,0,0
85.11,0.22774,1.706,0.018926,0,0,0,0
85.61,0.23046,1.7093,0.019202,0,0,0,0
86.11,0.23343,1.7127,0.019363,0,0,0,0
86.61,0.2362,1.716,0.019654,0,0,0,0
87.11,0.23879,1.7193,0.019923,0,0,0,0
87.61,0.24123,1.7224,0.0202,0,0,0,0
88.11,0.24377,1.7256,0.020226,0,0,0,0
88.61,0.24627,1.7287,0.020371,0,0,0,0
89.11,0.24892,1.732,0.020736,0,0,0,0
89.61,0.25159,1.735,0.020776,0,0,0,0
90.11,0.25444,1.7383,0.020834,0,0,0,0
90.61,0.25741,1.7417,0.020893,0,0,0,0
91.11,0.26035,1.7447,0.02116,0,0,0,0
91.61,0.26332,1.7476,0.021147,0,0,0,0
92.11,0.26599,1.7507,0.021278,0,0,0,0
92.61,0.26862,1.754,0.021357,0,0,0,0
93.11,0.27109,1.757,0.021486,0,0,0,0
93.61,0.2737,1.7597,0.021742,0,0,0,0
94.11,0.27638,1.7626,0.02181,0,0,0,0
94.61,0.27894,1.7657,0.0221,0,0,0,0
95.11,0.28184,1.769,0.022565,0,0,0,0
95.62,0.28457,1.772,0.022677,0,0,0,0
96.11,0.28737,1.775,0.022868,0,0,0,0
96.61,0.29044,1.778,0.022969,0,0,0,0
97.11,0.29336,1.781,0.023346,0,0,0,0
97.61,0.29604,1.784,0.023399,0,0,0,0
98.11,0.29879,1.7867,0.023602,0,0,0,0
98.61,0.30157,1.7896,0.023829,0,0,0,0
99.11,0.30401,1.7927,0.024049,0,0,0,0
99.61,0.30675,1.796,0.024264,0,0,0,0
100.11,0.30937,1.7987,0.024239,0,0,0,0
100.61,0.31225,1.8013,0.024514,0,0,0,0
101.11,0.3152,1.804,0.024628,0,0,0,0
101.61,0.31818,1.807,0.024677,0,0,0,0
102.11,0.32081,1.81,0.024857,0,0,0,0
102.61,0.32377,1.8127,0.025175,0,0,0,0
103.11,0.32646,1.8153,0.025342,0,0,0,0
103.61,0.3292,1.8183,0.025359,0,0,0,0
104.11,0.33194,1.8214,0.025519,0,0,0,0
104.61,0.33463,1.824,0.025745,0,0,0,0
105.11,0.33731,1.8266,0.025902,0,0,0,0
105.61,0.33999,1.8294,0.02616,0,0,0,0
106.11,0.34306,1.8323,0.02635,0,0,0,0
106.61,0.34609,1.8347,0.026425,0,0,0,0
107.11,0.34864,1.8373,0.026716,0,0,0,0
107.61,0.35176,1.84,0.02686,0,0,0,0
108.11,0.35467,1.843,0.027007,0,0,0,0
108.61,0.35771,1.8457,0.027281,0,0,0,0
109.11,0.36019,1.8483,0.027477,0,0,0,0
109.61,0.36287,1.851,0.027356,0,0,0,0
110.11,0.36538,1.8537,0.027663,0,0,0,0
110.61,0.36828,1.8563,0.027908,0,0,0,0
111.11,0.37092,1.8587,0.027938,0,0,0,0
111.61,0.37355,1.8613,0.028228,0,0,0,0
112.11,0.37651,1.864,0.028319,0,0,0,0
112.61,0.37939,1.8667,0.028587,0,0,0,0
113.11,0.38255,1.8693,0.028704,0,0,0,0
113.61,0.38552,1.8717,0.02892,0,0,0,0
114.11,0.38823,1.8743,0.029083,0,0,0,0
114.61,0.39098,1.8767,0.029278,0,0,0,0
115.11,0.39343,1.8793,0.029376,0,0,0,0
115.61,0.39615,1.8817,0.029506,0,0,0,0
116.11,0.3989,1.8843,0.029637,0,0,0,0
116.61,0.4017,1.887,0.029833,0,0,0,0
117.11,0.40447,1.8897,0.030028,0,0,0,0
117.61,0.40712,1.8923,0.030289,0,0,0,0
118.11,0.41008,1.8947,0.030289,0,0,0,0
118.61,0.4139,1.8973,0.030647,0,0,0,0
119.11,0.41718,1.8997,0.030745,0,0,0,0
119.61,0.4195,1.9023,0.030777,0,0,0,0
120.11,0.42219,1.9047,0.03094,0,0,0,0
120.61,0.42463,1.907,0.031265,0,0,0,0
121.11,0.42731,1.9093,0.031461,0,0,0,0
121.61,0.43006,1.9117,0.031558,0,0,0,0
122.11,0.43271,1.9143,0.031721,0,0,0,0
122.61,0.43553,1.9167,0.031689,0,0,0,0
123.11,0.43847,1.9193,0.031981,0,0,0,0
123.61,0.44157,1.9217,0.032209,0,0,0,0
124.11,0.44464,1.9243,0.032533,0,0,0,0
124.61,0.44737,1.9267,0.032468,0,0,0,0
125.11,0.45031,1.929,0.032858,0,0,0,0
125.61,0.45304,1.931,0.032956,0,0,0,0
126.11,0.45568,1.9333,0.033021,0,0,0,0
126.61,0.45858,1.9357,0.033248,0,0,0,0
127.11,0.46103,1.938,0.033346,0,0,0,0
127.61,0.46354,1.9403,0.033411,0,0,0,0
128.11,0.46657,1.9427,0.033573,0,0,0,0
128.61,0.46941,1.945,0.033832,0,0,0,0
129.11,0.4724,1.9473,0.03393,0,0,0,0
129.61,0.47548,1.9497,0.034157,0,0,0,0
130.11,0.4784,1.9523,0.034222,0,0,0,0
130.61,0.48138,1.9547,0.034384,0,0,0,0
131.11,0.4839,1.957,0.034546,0,0,0,0
131.61,0.48664,1.959,0.034903,0,0,0,0
132.11,0.48962,1.9613,0.035162,0,0,0,0
132.61,0.4922,1.9637,0.035162,0,0,0,0
133.11,0.49503,1.966,0.035454,0,0,0,0
133.61,0.49778,1.9683,0.035551,0,0,0,0
134.11,0.50061,1.9704,0.035681,0,0,0,0
134.61,0.50387,1.9726,0.035875,0,0,0,0
135.11,0.50699,1.9747,0.035972,0,0,0,0
135.61,0.5099,1.977,0.036199,0,0,0,0
136.11,0.51272,1.979,0.036328,0,0,0,0
136.61,0.51558,1.9813,0.036328,0,0,0,0
