Time[s],Displacement longi[mm],Force[kN],Effective Strain,N/A,Thickness[mm],OuterWidth[mm],N/A
0.64,0,-0.0059521,0,0,1.1254,19.972,0
1.15,0.000176,-0.0023498,0,0,0,0,0
1.65,0.002367,0.0020042,0,0,0,0,0
2.14,0.004131,0.011427,0,0,0,0,0
2.64,0.006078,0.022,0,0,0,0,0
3.14,0.007964,0.032573,0,0,0,0,0
3.64,0.009665,0.043427,0,0,0,0,0
4.14,0.010852,0.053141,0,0,0,0,0
4.64,0.012477,0.061,0,0,0,0,0
5.14,0.013809,0.068859,0,0,0,0,0
5.64,0.015386,0.077427,0,0,0,0,0
6.14,0.017086,0.086573,0,0,0,0,0
6.64,0.018633,0.095427,0,0,0,0,0
7.14,0.020057,0.10429,0,0,0,0,0
7.64,0.021891,0.113,0,0,0,0,0
8.14,0.023253,0.12229,0,0,0,0,0
8.64,0.024813,0.13114,0,0,0,0,0
9.14,0.02652,0.13929,0,0,0,0,0
9.64,0.028196,0.14729,0,0,0,0,0
10.14,0.029858,0.15543,0,0,0,0,0
10.64,0.031291,0.16357,0,0,0,0,0
11.14,0.033027,0.17143,0,0,0,0,0
11.64,0.03456,0.179,0,0,0,0,0
12.14,0.036153,0.18629,0,0,0,0,0
12.64,0.037832,0.194,0,0,0,0,0
13.14,0.039548,0.20143,0,0,0,0,0
13.64,0.041249,0.208,0,0,0,0,0
14.14,0.043062,0.21457,0,0,0,0,0
14.64,0.044736,0.22114,0,0,0,0,0
15.14,0.046544,0.22786,0,0,0,0,0
15.64,0.048287,0.23414,0,0,0,0,0
16.14,0.050341,0.24029,0,0,0,0,0
16.64,0.052107,0.246,0,0,0,0,0
17.14,0.054053,0.25229,0,0,0,0,0
17.64,0.05612,0.25843,0,0,0,0,0
18.14,0.05805,0.264,0,0,0,0,0
18.64,0.059822,0.269,0,0,0,0,0
19.14,0.062307,0.27371,0,0,0,0,0
19.64,0.06438,0.27857,0,0,0,0,0
20.14,0.066573,0.28343,0,0,0,0,0
20.64,0.068878,0.288,0,0,0,0,0
21.14,0.071133,0.292,0,0,0,0,0
21.64,0.073518,0.296,0,0,0,0,0
22.14,0.075858,0.3,0,0,0,0,0
