
                  X                 S11                S12                S13                S22                S23                S33                SP1                SP2                SP3              SDV_Seq            SDV_Svm             SDV_D            SDV_TRIAX           SDV_LODE           SDV_EQPS         SDV_EQPSdot           SDV_T                U2                RF2                RF2L          U2_EXT_X05_Y1  
              269.836            855.591             17.3228            28.1721E-03        11.2458           655.024E-03        -14.5351           -14.5519            10.9073           855.947            858.052            858.052             36.0522E-03       331.1E-03          950.919E-03        363.653E-03          1.76373E-03       25.               108.136E-03       -134.658            134.655             46.297E-03  
              269.916            855.639             17.3246            28.1926E-03        11.2464           655.303E-03        -14.5431           -14.56              10.908            855.995            858.104            858.104             36.066E-03        331.095E-03        950.905E-03        363.793E-03          1.76039E-03       25.               108.168E-03       -134.663            134.659             46.3167E-03 
              269.996            855.688             17.326             28.1165E-03        11.2471           655.567E-03        -14.5506           -14.5674            10.9086           856.043            858.156            858.156             36.0798E-03       331.091E-03        950.893E-03        363.933E-03          1.75612E-03       25.               108.201E-03       -134.668            134.664             46.3364E-03 
              270.076            855.736             17.3278            28.2668E-03        11.2477           655.96E-03         -14.5574           -14.5743            10.9092           856.091            858.208            858.208             36.0936E-03       331.088E-03        950.881E-03        364.073E-03          1.75252E-03       25.               108.233E-03       -134.673            134.669             46.3561E-03 
              270.155            855.785             17.3296            28.0001E-03        11.2483           656.1E-03          -14.5635           -14.5803            10.9097           856.14             858.259            858.259             36.1073E-03       331.085E-03        950.872E-03        364.213E-03          1.74759E-03       25.               108.266E-03       -134.678            134.673             46.3757E-03 
              270.235            855.834             17.3311            28.5466E-03        11.2489           656.398E-03        -14.5689           -14.5858            10.9103           856.189            858.311            858.311             36.121E-03        331.082E-03        950.863E-03        364.352E-03          1.74332E-03       25.               108.298E-03       -134.683            134.678             46.3953E-03 
              270.315            855.883             17.3329            28.1833E-03        11.2496           656.64E-03         -14.5736           -14.5905            10.9109           856.238            858.362            858.362             36.1346E-03       331.08E-03         950.856E-03        364.491E-03          1.7384E-03        25.               108.331E-03       -134.687            134.683             46.4149E-03 
              270.395            855.932             17.3344            28.3592E-03        11.2501           656.858E-03        -14.5778           -14.5947            10.9114           856.287            858.413            858.413             36.1482E-03       331.078E-03        950.85E-03         364.63E-03           1.73442E-03       25.               108.363E-03       -134.692            134.688             46.4344E-03 
              270.474            855.981             17.3359            28.172E-03         11.2507           657.003E-03        -14.5811           -14.598             10.9119           856.337            858.464            858.464             36.1618E-03       331.076E-03        950.845E-03        364.768E-03          1.72927E-03       25.               108.395E-03       -134.697            134.692             46.4538E-03 
              270.554            856.031             17.3378            27.9218E-03        11.2512           657.308E-03        -14.5842           -14.6011            10.9124           856.386            858.515            858.515             36.1753E-03       331.075E-03        950.841E-03        364.905E-03          1.72624E-03       25.               108.428E-03       -134.702            134.697             46.4732E-03 
              270.634            856.081             17.3391            27.796E-03         11.2517           657.724E-03        -14.5859           -14.6028            10.9129           856.436            858.566            858.566             36.1888E-03       331.074E-03        950.84E-03         365.043E-03          1.72209E-03       25.               108.46E-03        -134.706            134.702             46.4925E-03 
              270.714            856.131             17.3411            28.0251E-03        11.2523           657.625E-03        -14.5876           -14.6045            10.9135           856.486            858.616            858.616             36.2023E-03       331.074E-03        950.838E-03        365.18E-03           1.71846E-03       25.               108.493E-03       -134.711            134.708             46.5119E-03 
              270.793            856.181             17.3424            28.3884E-03        11.2525           657.714E-03        -14.5883           -14.6052            10.9136           856.537            858.667            858.667             36.2157E-03       331.073E-03        950.84E-03         365.317E-03          1.71577E-03       25.               108.525E-03       -134.716            134.713             46.5311E-03 
              270.873            856.231             17.3446            28.3354E-03        11.2533           658.202E-03        -14.589            -14.606             10.9144           856.587            858.717            858.717             36.2292E-03       331.073E-03        950.839E-03        365.454E-03          1.71219E-03       25.               108.558E-03       -134.72             134.718             46.5504E-03 
              270.953            856.281             17.3456            28.1582E-03        11.2535           658.129E-03        -14.5893           -14.6062            10.9146           856.637            858.768            858.768             36.2426E-03       331.074E-03        950.842E-03        365.59E-03           1.71055E-03       25.               108.59E-03        -134.725            134.723             46.5696E-03 
              271.033            856.332             17.3472            28.2628E-03        11.2543           658.473E-03        -14.5893           -14.6062            10.9153           856.688            858.818            858.818             36.256E-03        331.074E-03        950.843E-03        365.726E-03          1.70843E-03       25.               108.622E-03       -134.73             134.728             46.5888E-03 
              271.113            856.382             17.349             27.9659E-03        11.2546           658.347E-03        -14.5889           -14.6059            10.9156           856.738            858.868            858.868             36.2694E-03       331.075E-03        950.846E-03        365.863E-03          1.70732E-03       25.               108.655E-03       -134.734            134.733             46.608E-03  
              271.192            856.433             17.3505            27.8831E-03        11.255            658.652E-03        -14.5884           -14.6053            10.9159           856.789            858.918            858.918             36.2827E-03       331.075E-03        950.849E-03        365.999E-03          1.70629E-03       25.               108.687E-03       -134.739            134.739             46.6272E-03 
              271.272            856.483             17.3521            27.9105E-03        11.2556           658.659E-03        -14.588            -14.605             10.9165           856.839            858.968            858.968             36.2961E-03       331.076E-03        950.852E-03        366.135E-03          1.70696E-03       25.               108.72E-03        -134.743            134.744             46.6464E-03 
              271.352            856.534             17.3531            27.5916E-03        11.2559           659.007E-03        -14.5878           -14.6048            10.9168           856.89             859.018            859.018             36.3095E-03       331.076E-03        950.854E-03        366.271E-03          1.70561E-03       25.               108.752E-03       -134.748            134.749             46.6655E-03 
              271.432            856.584             17.355             28.0972E-03        11.2566           659.279E-03        -14.5876           -14.6046            10.9175           856.94             859.068            859.068             36.3229E-03       331.077E-03        950.856E-03        366.407E-03          1.70902E-03       25.               108.785E-03       -134.753            134.754             46.6847E-03 
              271.511            856.634             17.3569            28.0604E-03        11.2569           659.304E-03        -14.5876           -14.6046            10.9177           856.991            859.118            859.118             36.3363E-03       331.077E-03        950.859E-03        366.544E-03          1.71089E-03       25.               108.817E-03       -134.757            134.76              46.7039E-03 
              271.591            856.685             17.3582            27.7028E-03        11.2573           659.339E-03        -14.5877           -14.6047            10.918            857.041            859.169            859.169             36.3497E-03       331.078E-03        950.861E-03        366.68E-03           1.71397E-03       25.               108.85E-03        -134.762            134.765             46.7232E-03 
              271.671            856.735             17.3599            27.5033E-03        11.258            659.492E-03        -14.5887           -14.6057            10.9187           857.091            859.219            859.219             36.3631E-03       331.077E-03        950.86E-03         366.817E-03          1.71706E-03       25.               108.882E-03       -134.767            134.77              46.7424E-03 
              271.751            856.785             17.3614            27.2915E-03        11.2583           659.711E-03        -14.5899           -14.6069            10.919            857.141            859.269            859.269             36.3766E-03       331.077E-03        950.86E-03         366.954E-03          1.72036E-03       25.               108.914E-03       -134.771            134.775             46.7617E-03 
              271.83             856.834             17.363             27.5669E-03        11.2589           659.827E-03        -14.5917           -14.6088            10.9196           857.191            859.32             859.32              36.3901E-03       331.076E-03        950.859E-03        367.091E-03          1.72343E-03       25.               108.947E-03       -134.776            134.78              46.7811E-03 
              271.91             856.884             17.3648            27.5521E-03        11.2595           660.138E-03        -14.5942           -14.6113            10.9201           857.24             859.37             859.37              36.4036E-03       331.075E-03        950.856E-03        367.229E-03          1.72726E-03       25.               108.979E-03       -134.781            134.785             46.8005E-03 
              271.99             856.933             17.3663            27.4428E-03        11.2603           660.19E-03         -14.5971           -14.6141            10.9208           857.29             859.421            859.421             36.4172E-03       331.074E-03        950.852E-03        367.367E-03          1.73387E-03       25.               109.012E-03       -134.785            134.79              46.8199E-03 
              272.07             856.982             17.3679            27.4092E-03        11.2606           660.656E-03        -14.6007           -14.6178            10.9211           857.339            859.472            859.472             36.4308E-03       331.072E-03        950.847E-03        367.506E-03          1.73904E-03       25.               109.044E-03       -134.79             134.795             46.8394E-03 
              272.149            857.031             17.3693            27.5718E-03        11.2614           660.867E-03        -14.6054           -14.6225            10.9219           857.388            859.523            859.523             36.4444E-03       331.07E-03         950.839E-03        367.645E-03          1.74326E-03       25.               109.077E-03       -134.795            134.8               46.859E-03  
              272.229            857.08              17.3713            27.3326E-03        11.2616           660.804E-03        -14.6103           -14.6273            10.9221           857.436            859.574            859.574             36.4581E-03       331.068E-03        950.833E-03        367.784E-03          1.74841E-03       25.               109.109E-03       -134.799            134.804             46.8786E-03 
              272.309            857.128             17.3733            27.7161E-03        11.2625           661.022E-03        -14.6161           -14.6332            10.9229           857.485            859.625            859.625             36.4718E-03       331.065E-03        950.823E-03        367.923E-03          1.7551E-03        25.               109.141E-03       -134.804            134.809             46.8982E-03 
              272.389            857.177             17.3749            27.9375E-03        11.2639           661.629E-03        -14.6227           -14.6398            10.9243           857.533            859.676            859.676             36.4856E-03       331.062E-03        950.81E-03         368.064E-03          1.75861E-03       25.               109.174E-03       -134.809            134.814             46.918E-03  
              272.469            857.224             17.3766            28.1512E-03        11.2641           661.812E-03        -14.6301           -14.6472            10.9244           857.581            859.728            859.728             36.4994E-03       331.058E-03        950.799E-03        368.204E-03          1.7651E-03        25.               109.206E-03       -134.813            134.818             46.9377E-03 
              272.548            857.272             17.3779            27.7959E-03        11.2649           662.326E-03        -14.6377           -14.6549            10.9252           857.629            859.779            859.779             36.5132E-03       331.054E-03        950.785E-03        368.345E-03          1.7704E-03        25.               109.239E-03       -134.818            134.823             46.9576E-03 
              272.628            857.32              17.3795            28.0743E-03        11.2656           662.486E-03        -14.6468           -14.6639            10.9258           857.676            859.831            859.831             36.5271E-03       331.049E-03        950.77E-03         368.486E-03          1.77513E-03       25.               109.271E-03       -134.823            134.827             46.9775E-03 
              272.708            857.367             17.3811            28.5551E-03        11.2664           663.063E-03        -14.656            -14.6732            10.9266           857.724            859.883            859.883             36.541E-03        331.044E-03        950.753E-03        368.628E-03          1.77793E-03       25.               109.304E-03       -134.828            134.831             46.9974E-03 
              272.788            857.414             17.3831            28.1898E-03        11.2666           662.977E-03        -14.6655           -14.6826            10.9268           857.771            859.935            859.935             36.555E-03        331.039E-03        950.738E-03        368.77E-03           1.78307E-03       25.               109.336E-03       -134.832            134.836             47.0174E-03 
              272.867            857.461             17.3849            27.4743E-03        11.268            663.43E-03         -14.6759           -14.693             10.9282           857.818            859.987            859.987             36.569E-03        331.033E-03        950.718E-03        368.913E-03          1.78604E-03       25.               109.368E-03       -134.837            134.84              47.0374E-03 
              272.947            857.508             17.3868            27.7096E-03        11.2683           663.527E-03        -14.6862           -14.7033            10.9283           857.865            860.039            860.039             36.583E-03        331.028E-03        950.701E-03        369.055E-03          1.78915E-03       25.               109.401E-03       -134.842            134.844             47.0575E-03 
              273.027            857.555             17.3883            27.7485E-03        11.2693           664.028E-03        -14.6967           -14.7138            10.9293           857.912            860.091            860.091             36.597E-03        331.022E-03        950.682E-03        369.198E-03          1.79175E-03       25.               109.433E-03       -134.847            134.849             47.0776E-03 
              273.107            857.602             17.3901            27.8929E-03        11.2702           664.579E-03        -14.7075           -14.7247            10.9303           857.959            860.143            860.143             36.6111E-03       331.016E-03        950.662E-03        369.341E-03          1.79456E-03       25.               109.466E-03       -134.852            134.853             47.0977E-03 
              273.186            857.649             17.3921            27.4725E-03        11.2714           664.812E-03        -14.7187           -14.7359            10.9314           858.006            860.196            860.196             36.6251E-03       331.011E-03        950.641E-03        369.484E-03          1.79503E-03       25.               109.498E-03       -134.856            134.857             47.1178E-03 
              273.266            857.696             17.3939            28.2195E-03        11.272            665.307E-03        -14.7297           -14.7469            10.932            858.053            860.248            860.248             36.6392E-03       331.005E-03        950.622E-03        369.627E-03          1.79595E-03       25.               109.531E-03       -134.861            134.861             47.1379E-03 
              273.346            857.743             17.3952            27.968E-03         11.2726           665.529E-03        -14.7405           -14.7577            10.9325           858.1              860.3              860.3               36.6533E-03       330.999E-03        950.603E-03        369.771E-03          1.79565E-03       25.               109.563E-03       -134.866            134.865             47.1581E-03 
              273.426            857.79              17.3973            28.2082E-03        11.2738           666.084E-03        -14.7517           -14.769             10.9336           858.147            860.353            860.353             36.6673E-03       330.993E-03        950.583E-03        369.914E-03          1.79458E-03       25.               109.596E-03       -134.871            134.87              47.1782E-03 
              273.505            857.837             17.3989            28.2681E-03        11.2742           666.057E-03        -14.7617           -14.779             10.934            858.194            860.405            860.405             36.6814E-03       330.987E-03        950.566E-03        370.057E-03          1.79421E-03       25.               109.628E-03       -134.875            134.874             47.1984E-03 
              273.585            857.884             17.4009            28.0948E-03        11.2751           666.489E-03        -14.7723           -14.7895            10.9349           858.241            860.457            860.457             36.6954E-03       330.982E-03        950.547E-03        370.2E-03            1.7928E-03        25.               109.66E-03        -134.88             134.878             47.2185E-03 
              273.665            857.931             17.4022            26.0293E-03        11.2765           666.839E-03        -14.7828           -14.8               10.9362           858.288            860.509            860.509             36.7095E-03       330.976E-03        950.527E-03        370.343E-03          1.79066E-03       25.               109.693E-03       -134.885            134.882             47.2386E-03 
              273.745            857.979             17.4036            28.4653E-03        11.2769           667.425E-03        -14.7907           -14.808             10.9366           858.337            860.561            860.561             36.7235E-03       330.972E-03        950.514E-03        370.486E-03          1.78834E-03       25.               109.725E-03       -134.89             134.887             47.2587E-03 
              273.824            858.026             17.4053            28.0325E-03        11.2775           667.698E-03        -14.7997           -14.817             10.9371           858.384            860.613            860.613             36.7375E-03       330.967E-03        950.498E-03        370.628E-03          1.78552E-03       25.               109.758E-03       -134.894            134.891             47.2787E-03 
              273.904            858.074             17.4077            28.1839E-03        11.2783           667.789E-03        -14.8077           -14.825             10.9379           858.432            860.665            860.665             36.7515E-03       330.963E-03        950.484E-03        370.77E-03           1.78068E-03       25.               109.79E-03        -134.899            134.895             47.2987E-03 
              273.984            858.122             17.4098            28.4555E-03        11.2791           668.02E-03         -14.8152           -14.8325            10.9386           858.48             860.716            860.716             36.7654E-03       330.959E-03        950.472E-03        370.912E-03          1.77769E-03       25.               109.823E-03       -134.904            134.9               47.3187E-03 
              274.064            858.17              17.4112            28.3699E-03        11.2796           668.307E-03        -14.822            -14.8393            10.9391           858.528            860.768            860.768             36.7793E-03       330.956E-03        950.461E-03        371.054E-03          1.77482E-03       25.               109.855E-03       -134.908            134.904             47.3386E-03 
              274.144            858.219             17.4127            27.6422E-03        11.2807           668.81E-03         -14.8283           -14.8456            10.9402           858.577            860.819            860.819             36.7932E-03       330.953E-03        950.449E-03        371.195E-03          1.76876E-03       25.               109.887E-03       -134.913            134.909             47.3585E-03 
              274.223            858.268             17.4142            28.3068E-03        11.2812           668.891E-03        -14.8332           -14.8505            10.9406           858.626            860.871            860.871             36.807E-03        330.95E-03         950.442E-03        371.336E-03          1.76574E-03       25.               109.92E-03        -134.918            134.913             47.3783E-03 
              274.303            858.317             17.416             28.192E-03         11.2817           669.32E-03         -14.8379           -14.8552            10.9411           858.675            860.922            860.922             36.8208E-03       330.948E-03        950.435E-03        371.477E-03          1.75984E-03       25.               109.952E-03       -134.922            134.918             47.3981E-03 
              274.383            858.366             17.4181            28.4352E-03        11.2824           669.347E-03        -14.8418           -14.8591            10.9417           858.724            860.973            860.973             36.8346E-03       330.946E-03        950.429E-03        371.617E-03          1.75527E-03       25.               109.985E-03       -134.927            134.923             47.4178E-03 
              274.463            858.415             17.4198            29.1343E-03        11.2832           669.735E-03        -14.8451           -14.8624            10.9425           858.773            861.023            861.023             36.8483E-03       330.945E-03        950.424E-03        371.757E-03          1.75049E-03       25.               110.017E-03       -134.932            134.927             47.4375E-03 
              274.542            858.465             17.4211            28.8494E-03        11.2838           669.895E-03        -14.8475           -14.8649            10.9431           858.823            861.074            861.074             36.862E-03        330.944E-03        950.421E-03        371.896E-03          1.74897E-03       25.               110.05E-03        -134.936            134.932             47.4572E-03 
              274.622            858.515             17.4228            28.5091E-03        11.2844           670.082E-03        -14.8497           -14.8671            10.9436           858.873            861.125            861.125             36.8757E-03       330.943E-03        950.419E-03        372.035E-03          1.74321E-03       25.               110.082E-03       -134.941            134.937             47.4768E-03 
              274.702            858.564             17.4244            27.9683E-03        11.2848           670.194E-03        -14.8512           -14.8686            10.9439           858.923            861.175            861.175             36.8893E-03       330.942E-03        950.418E-03        372.174E-03          1.74012E-03       25.               110.114E-03       -134.945            134.942             47.4964E-03 
              274.782            858.614             17.4261            28.2017E-03        11.2855           670.497E-03        -14.8523           -14.8697            10.9446           858.973            861.225            861.225             36.9029E-03       330.942E-03        950.418E-03        372.313E-03          1.73627E-03       25.               110.147E-03       -134.95             134.947             47.5159E-03 
              274.861            858.664             17.4278            28.1923E-03        11.2858           670.49E-03         -14.853            -14.8704            10.9449           859.023            861.276            861.276             36.9165E-03       330.942E-03        950.419E-03        372.451E-03          1.73464E-03       25.               110.179E-03       -134.954            134.952             47.5354E-03 
              274.941            858.715             17.4292            28.11E-03          11.2865           670.772E-03        -14.8533           -14.8707            10.9456           859.073            861.326            861.326             36.9301E-03       330.943E-03        950.42E-03         372.59E-03           1.73119E-03       25.               110.212E-03       -134.959            134.957             47.5549E-03 
              275.021            858.765             17.4309            27.82E-03          11.2871           670.901E-03        -14.8534           -14.8708            10.9461           859.123            861.376            861.376             36.9437E-03       330.943E-03        950.422E-03        372.728E-03          1.73072E-03       25.               110.244E-03       -134.963            134.962             47.5743E-03 
              275.101            858.815             17.4326            27.871E-03         11.2876           670.927E-03        -14.8535           -14.8709            10.9466           859.173            861.426            861.426             36.9572E-03       330.943E-03        950.423E-03        372.866E-03          1.72932E-03       25.               110.277E-03       -134.968            134.967             47.5938E-03 
              275.18             858.865             17.4342            28.0974E-03        11.2882           671.198E-03        -14.8533           -14.8707            10.9472           859.224            861.476            861.476             36.9708E-03       330.944E-03        950.426E-03        373.003E-03          1.72945E-03       25.               110.309E-03       -134.972            134.972             47.6132E-03 
              275.26             858.916             17.4356            28.2095E-03        11.2887           671.388E-03        -14.8532           -14.8706            10.9476           859.274            861.526            861.526             36.9843E-03       330.944E-03        950.428E-03        373.141E-03          1.72871E-03       25.               110.342E-03       -134.977            134.977             47.6327E-03 
              275.34             858.966             17.4374            27.7472E-03        11.2893           671.578E-03        -14.8533           -14.8707            10.9482           859.324            861.576            861.576             36.9979E-03       330.945E-03        950.429E-03        373.279E-03          1.72952E-03       25.               110.374E-03       -134.981            134.982             47.6521E-03 
              275.42             859.016             17.4391            27.8524E-03        11.2901           671.565E-03        -14.8532           -14.8707            10.9489           859.375            861.626            861.626             37.0114E-03       330.945E-03        950.431E-03        373.417E-03          1.7303E-03        25.               110.406E-03       -134.986            134.987             47.6715E-03 
              275.5              859.066             17.4406            28.1762E-03        11.2902           671.637E-03        -14.8538           -14.8712            10.949            859.424            861.676            861.676             37.025E-03        330.945E-03        950.432E-03        373.555E-03          1.73295E-03       25.               110.439E-03       -134.99             134.992             47.691E-03  
              275.579            859.116             17.4418            28.1066E-03        11.2911           672.375E-03        -14.8547           -14.8721            10.9499           859.474            861.726            861.726             37.0385E-03       330.945E-03        950.432E-03        373.694E-03          1.73532E-03       25.               110.471E-03       -134.995            134.997             47.7105E-03 
              275.659            859.165             17.4437            27.7429E-03        11.2918           672.246E-03        -14.8559           -14.8734            10.9506           859.524            861.776            861.776             37.0522E-03       330.945E-03        950.431E-03        373.832E-03          1.73698E-03       25.               110.504E-03       -134.999            135.002             47.73E-03   
              275.739            859.215             17.4456            28.3242E-03        11.2921           672.276E-03        -14.8574           -14.8748            10.9508           859.574            861.826            861.826             37.0658E-03       330.945E-03        950.431E-03        373.971E-03          1.74195E-03       25.               110.536E-03       -135.004            135.007             47.7496E-03 
              275.819            859.264             17.4469            27.9589E-03        11.293            672.869E-03        -14.8596           -14.8771            10.9517           859.623            861.876            861.876             37.0794E-03       330.944E-03        950.428E-03        374.11E-03           1.74502E-03       25.               110.569E-03       -135.008            135.012             47.7692E-03 
              275.898            859.313             17.4487            28.0862E-03        11.2935           672.929E-03        -14.8624           -14.8799            10.9521           859.672            861.927            861.927             37.0931E-03       330.943E-03        950.424E-03        374.249E-03          1.74923E-03       25.               110.601E-03       -135.013            135.017             47.7888E-03 
              275.978            859.362             17.45              27.3379E-03        11.2941           673.04E-03         -14.8657           -14.8832            10.9527           859.721            861.977            861.977             37.1068E-03       330.941E-03        950.42E-03         374.389E-03          1.75479E-03       25.               110.633E-03       -135.017            135.022             47.8085E-03 
              276.058            859.411             17.4522            28.7435E-03        11.295            673.48E-03         -14.8697           -14.8872            10.9535           859.77             862.028            862.028             37.1206E-03       330.939E-03        950.413E-03        374.529E-03          1.75856E-03       25.               110.666E-03       -135.022            135.027             47.8282E-03 
              276.138            859.46              17.4536            27.974E-03         11.2957           673.568E-03        -14.8745           -14.8921            10.9542           859.819            862.078            862.078             37.1344E-03       330.937E-03        950.406E-03        374.67E-03           1.76278E-03       25.               110.698E-03       -135.027            135.031             47.848E-03  
              276.217            859.508             17.4554            28.2638E-03        11.2963           673.682E-03        -14.88             -14.8975            10.9548           859.867            862.129            862.129             37.1482E-03       330.934E-03        950.397E-03        374.81E-03           1.76899E-03       25.               110.731E-03       -135.031            135.036             47.8679E-03 
              276.297            859.556             17.4577            28.4704E-03        11.2973           674.198E-03        -14.8857           -14.9032            10.9557           859.915            862.18             862.18              37.1621E-03       330.932E-03        950.387E-03        374.952E-03          1.77466E-03       25.               110.763E-03       -135.036            135.041             47.8878E-03 
              276.377            859.604             17.4592            27.6313E-03        11.2979           674.436E-03        -14.8925           -14.9101            10.9563           859.963            862.231            862.231             37.176E-03        330.928E-03        950.376E-03        375.094E-03          1.77838E-03       25.               110.796E-03       -135.04             135.045             47.9077E-03 
              276.457            859.652             17.4608            27.8048E-03        11.2985           674.384E-03        -14.8999           -14.9175            10.9569           860.011            862.282            862.282             37.19E-03         330.924E-03        950.364E-03        375.236E-03          1.78421E-03       25.               110.828E-03       -135.045            135.05              47.9277E-03 
              276.536            859.699             17.4621            27.8709E-03        11.2991           674.571E-03        -14.9078           -14.9253            10.9574           860.058            862.334            862.334             37.204E-03        330.92E-03         950.35E-03         375.378E-03          1.78996E-03       25.               110.86E-03        -135.049            135.054             47.9478E-03 
              276.616            859.747             17.464             28.3489E-03        11.2997           674.921E-03        -14.9159           -14.9335            10.958            860.106            862.385            862.385             37.218E-03        330.916E-03        950.337E-03        375.521E-03          1.79389E-03       25.               110.893E-03       -135.054            135.058             47.9679E-03 
              276.696            859.794             17.4654            28.4193E-03        11.3009           675.45E-03         -14.9251           -14.9427            10.9592           860.153            862.437            862.437             37.2321E-03       330.911E-03        950.32E-03         375.664E-03          1.79691E-03       25.               110.925E-03       -135.059            135.063             47.9881E-03 
              276.776            859.841             17.4675            28.4491E-03        11.3017           675.385E-03        -14.9345           -14.9521            10.9598           860.201            862.489            862.489             37.2462E-03       330.906E-03        950.303E-03        375.808E-03          1.80223E-03       25.               110.958E-03       -135.063            135.067             48.0083E-03 
              276.855            859.888             17.4692            28.1301E-03        11.3026           675.863E-03        -14.9446           -14.9622            10.9607           860.247            862.54             862.54              37.2603E-03       330.901E-03        950.285E-03        375.952E-03          1.80515E-03       25.               110.99E-03        -135.068            135.071             48.0286E-03 
              276.935            859.935             17.4708            28.4655E-03        11.3036           676.376E-03        -14.9545           -14.9721            10.9617           860.295            862.592            862.592             37.2745E-03       330.896E-03        950.267E-03        376.096E-03          1.80927E-03       25.               111.023E-03       -135.073            135.075             48.0489E-03 
              277.015            859.982             17.4722            29.2312E-03        11.3045           676.891E-03        -14.9653           -14.9829            10.9625           860.341            862.644            862.644             37.2887E-03       330.89E-03         950.248E-03        376.24E-03           1.81231E-03       25.               111.055E-03       -135.077            135.079             48.0692E-03 
              277.095            860.029             17.4748            28.7028E-03        11.3055           676.783E-03        -14.9761           -14.9938            10.9635           860.388            862.696            862.696             37.3028E-03       330.884E-03        950.228E-03        376.385E-03          1.81379E-03       25.               111.088E-03       -135.082            135.083             48.0895E-03 
              277.175            860.075             17.4764            28.6962E-03        11.3063           677.494E-03        -14.9869           -15.0046            10.9642           860.435            862.748            862.748             37.3171E-03       330.879E-03        950.209E-03        376.53E-03           1.81612E-03       25.               111.12E-03        -135.086            135.087             48.1099E-03 
              277.254            860.122             17.4778            28.4351E-03        11.307            677.833E-03        -14.9981           -15.0158            10.965            860.482            862.8              862.8               37.3313E-03       330.872E-03        950.189E-03        376.675E-03          1.81581E-03       25.               111.152E-03       -135.091            135.091             48.1303E-03 
              277.334            860.169             17.4798            29.2862E-03        11.3082           678.243E-03        -15.0089           -15.0266            10.9661           860.528            862.852            862.852             37.3455E-03       330.867E-03        950.169E-03        376.819E-03          1.81757E-03       25.               111.185E-03       -135.096            135.096             48.1507E-03 
              277.414            860.215             17.4814            29.0519E-03        11.3087           678.563E-03        -15.0195           -15.0372            10.9666           860.575            862.904            862.904             37.3597E-03       330.861E-03        950.151E-03        376.964E-03          1.81691E-03       25.               111.217E-03       -135.1              135.1               48.171E-03  
              277.494            860.262             17.4833            28.9164E-03        11.3098           678.724E-03        -15.0301           -15.0477            10.9676           860.622            862.956            862.956             37.374E-03        330.856E-03        950.132E-03        377.109E-03          1.81504E-03       25.               111.25E-03        -135.105            135.104             48.1914E-03 
              277.573            860.309             17.4851            28.926E-03         11.3107           679.18E-03         -15.0405           -15.0582            10.9685           860.669            863.008            863.008             37.3882E-03       330.85E-03         950.113E-03        377.254E-03          1.81497E-03       25.               111.282E-03       -135.11             135.108             48.2118E-03 
              277.653            860.356             17.487             28.3258E-03        11.3114           679.395E-03        -15.0501           -15.0678            10.9691           860.716            863.06             863.06              37.4024E-03       330.845E-03        950.097E-03        377.399E-03          1.81318E-03       25.               111.315E-03       -135.114            135.112             48.2322E-03 
              277.733            860.404             17.4885            28.8673E-03        11.3125           679.752E-03        -15.0598           -15.0776            10.9701           860.764            863.112            863.112             37.4166E-03       330.84E-03         950.079E-03        377.543E-03          1.80996E-03       25.               111.347E-03       -135.119            135.116             48.2525E-03 
              277.813            860.451             17.4904            29.0993E-03        11.3131           680.036E-03        -15.0686           -15.0863            10.9707           860.811            863.164            863.164             37.4307E-03       330.835E-03        950.064E-03        377.687E-03          1.80703E-03       25.               111.379E-03       -135.123            135.12              48.2728E-03 
              277.892            860.498             17.4921            28.4888E-03        11.314            680.553E-03        -15.0773           -15.0951            10.9716           860.859            863.216            863.216             37.4449E-03       330.831E-03        950.049E-03        377.832E-03          1.8045E-03        25.               111.412E-03       -135.128            135.124             48.2931E-03 
              277.972            860.546             17.4941            29.212E-03         11.3149           680.596E-03        -15.085            -15.1027            10.9724           860.906            863.267            863.267             37.459E-03        330.827E-03        950.035E-03        377.975E-03          1.80122E-03       25.               111.444E-03       -135.133            135.129             48.3133E-03 
              278.052            860.594             17.4954            28.7568E-03        11.3156           681.073E-03        -15.0923           -15.1101            10.9732           860.954            863.318            863.318             37.4731E-03       330.823E-03        950.023E-03        378.119E-03          1.79728E-03       25.               111.477E-03       -135.137            135.133             48.3335E-03 
              278.132            860.642             17.4974            29.3141E-03        11.3165           681.252E-03        -15.099            -15.1168            10.9739           861.003            863.37             863.37              37.4871E-03       330.82E-03         950.011E-03        378.262E-03          1.79324E-03       25.               111.509E-03       -135.142            135.137             48.3537E-03 
              278.211            860.69              17.4992            29.1343E-03        11.3171           681.449E-03        -15.1052           -15.123             10.9745           861.051            863.421            863.421             37.5012E-03       330.817E-03        950.001E-03        378.405E-03          1.78939E-03       25.               111.542E-03       -135.146            135.142             48.3738E-03 
