
                  X                 S11                S12                S13                S22                S23                S33                SP1                SP2                SP3              SDV_Seq            SDV_Svm             SDV_D            SDV_TRIAX           SDV_LODE           SDV_EQPS         SDV_EQPSdot           SDV_T                U2                RF2                RF2L          U2_EXT_X05_Y1  
              140.779            760.849             14.7746            67.0476E-03        11.4417           354.118E-03         -8.55524           -8.56156           11.1568           761.14             760.035            760.035             16.8011E-03       334.957E-03        957.085E-03        168.569E-03          1.32517E-03       25.                55.6565E-03      -122.222            122.213             19.897E-03  
              140.859            760.925             14.7764            66.9032E-03        11.4412           354.208E-03         -8.55501           -8.56133           11.1563           761.216            760.111            760.111             16.8115E-03       334.956E-03        957.091E-03        168.675E-03          1.31488E-03       25.                55.6889E-03      -122.233            122.227             19.9103E-03 
              140.938            760.997             14.778             66.9336E-03        11.4407           354.375E-03         -8.56209           -8.56842           11.1558           761.288            760.186            760.186             16.8219E-03       334.951E-03        957.081E-03        168.779E-03          1.30405E-03       25.                55.7214E-03      -122.245            122.24              19.9236E-03 
              141.018            761.065             14.7796            66.8177E-03        11.4404           354.694E-03         -8.57497           -8.58131           11.1554           761.356            760.261            760.261             16.8321E-03       334.942E-03        957.058E-03        168.883E-03          1.29587E-03       25.                55.7538E-03      -122.256            122.254             19.9368E-03 
              141.098            761.131             14.7813            66.5615E-03        11.44             354.996E-03         -8.59039           -8.59673           11.155            761.422            760.336            760.336             16.8424E-03       334.931E-03        957.03E-03         168.986E-03          1.29046E-03       25.                55.7862E-03      -122.268            122.267             19.9499E-03 
              141.178            761.198             14.7828            66.5867E-03        11.4396           355.22E-03          -8.60382           -8.61017           11.1546           761.49             760.41             760.41              16.8526E-03       334.922E-03        957.006E-03        169.089E-03          1.28894E-03       25.                55.8187E-03      -122.279            122.28              19.963E-03  
              141.257            761.268             14.7844            66.3941E-03        11.4391           355.374E-03         -8.61169           -8.61804           11.1541           761.559            760.484            760.484             16.8628E-03       334.916E-03        956.994E-03        169.192E-03          1.29173E-03       25.                55.8511E-03      -122.291            122.294             19.9761E-03 
              141.337            761.342             14.7861            66.0841E-03        11.4384           355.347E-03         -8.61189           -8.61823           11.1534           761.633            760.559            760.559             16.873E-03        334.915E-03        956.999E-03        169.295E-03          1.29801E-03       25.                55.8835E-03      -122.302            122.307             19.9893E-03 
              141.417            761.421             14.7875            65.9986E-03        11.4376           355.362E-03         -8.60394           -8.61029           11.1525           761.712            760.634            760.634             16.8833E-03       334.92E-03         957.022E-03        169.399E-03          1.30677E-03       25.                55.916E-03       -122.314            122.32              20.0025E-03 
              141.497            761.503             14.7892            65.7562E-03        11.4369           355.208E-03         -8.59048           -8.59682           11.1517           761.794            760.709            760.709             16.8937E-03       334.928E-03        957.058E-03        169.503E-03          1.31657E-03       25.                55.9484E-03      -122.325            122.333             20.0157E-03 
              141.577            761.586             14.7908            65.7838E-03        11.4361           355.074E-03         -8.57539           -8.58173           11.1509           761.877            760.785            760.785             16.9041E-03       334.938E-03        957.097E-03        169.609E-03          1.32685E-03       25.                55.9809E-03      -122.336            122.346             20.0291E-03 
              141.656            761.668             14.7926            65.6199E-03        11.4353           354.914E-03         -8.56326           -8.56961           11.1501           761.96             760.861            760.861             16.9146E-03       334.945E-03        957.129E-03        169.715E-03          1.3358E-03        25.                56.0133E-03      -122.347            122.359             20.0426E-03 
              141.736            761.747             14.7943            65.6105E-03        11.4348           354.919E-03         -8.55819           -8.56454           11.1496           762.039            760.938            760.938             16.9252E-03       334.948E-03        957.146E-03        169.822E-03          1.34394E-03       25.                56.0457E-03      -122.358            122.371             20.0561E-03 
              141.816            761.823             14.796             65.4959E-03        11.4344           355.07E-03          -8.56172           -8.56808           11.1491           762.114            761.015            761.015             16.9359E-03       334.945E-03        957.143E-03        169.929E-03          1.35017E-03       25.                56.0782E-03      -122.369            122.383             20.0697E-03 
              141.896            761.894             14.7978            65.3988E-03        11.4341           355.4E-03           -8.57348           -8.57984           11.1488           762.185            761.093            761.093             16.9466E-03       334.937E-03        957.123E-03        170.037E-03          1.35642E-03       25.                56.1106E-03      -122.381            122.394             20.0834E-03 
              141.975            761.963             14.7995            65.464E-03         11.4339           355.794E-03         -8.59037           -8.59674           11.1486           762.254            761.171            761.171             16.9573E-03       334.925E-03        957.091E-03        170.146E-03          1.36409E-03       25.                56.143E-03       -122.393            122.406             20.0973E-03 
              142.055            762.032             14.8013            65.3876E-03        11.4338           356.219E-03         -8.60826           -8.61464           11.1484           762.323            761.249            761.249             16.9681E-03       334.913E-03        957.057E-03        170.255E-03          1.37318E-03       25.                56.1755E-03      -122.405            122.417             20.1111E-03 
              142.135            762.103             14.8031            65.3588E-03        11.4335           356.535E-03         -8.62267           -8.62906           11.1481           762.395            761.328            761.328             16.979E-03        334.903E-03        957.03E-03         170.365E-03          1.38469E-03       25.                56.2079E-03      -122.417            122.427             20.1251E-03 
              142.215            762.178             14.8049            65.2863E-03        11.4333           356.779E-03         -8.63055           -8.63694           11.1478           762.47             761.407            761.407             16.99E-03         334.898E-03        957.018E-03        170.476E-03          1.39797E-03       25.                56.2403E-03      -122.429            122.438             20.1392E-03 
              142.294            762.258             14.8068            65.4068E-03        11.4328           356.891E-03         -8.6312            -8.6376            11.1473           762.55             761.488            761.488             17.0011E-03       334.897E-03        957.023E-03        170.588E-03          1.41146E-03       25.                56.2728E-03      -122.441            122.448             20.1535E-03 
              142.374            762.341             14.8087            65.3781E-03        11.4324           356.96E-03          -8.62599           -8.63239           11.1469           762.633            761.568            761.568             17.0124E-03       334.9E-03          957.039E-03        170.701E-03          1.42371E-03       25.                56.3052E-03      -122.453            122.458             20.1678E-03 
              142.454            762.426             14.8107            65.5044E-03        11.432            357.013E-03         -8.61853           -8.62494           11.1464           762.718            761.65             761.65              17.0236E-03       334.904E-03        957.061E-03        170.815E-03          1.43169E-03       25.                56.3376E-03      -122.465            122.468             20.1822E-03 
              142.534            762.511             14.8127            65.6773E-03        11.4317           357.118E-03         -8.6128            -8.61921           11.1461           762.803            761.732            761.732             17.035E-03        334.908E-03        957.079E-03        170.929E-03          1.43526E-03       25.                56.3701E-03      -122.476            122.478             20.1966E-03 
              142.613            762.592             14.8147            65.7565E-03        11.4314           357.311E-03         -8.61258           -8.61899           11.1458           762.885            761.813            761.813             17.0463E-03       334.908E-03        957.085E-03        171.044E-03          1.43379E-03       25.                56.4025E-03      -122.488            122.488             20.2111E-03 
              142.693            762.67              14.8167            65.8742E-03        11.4313           357.618E-03         -8.62003           -8.62645           11.1456           762.962            761.895            761.895             17.0576E-03       334.902E-03        957.074E-03        171.158E-03          1.4276E-03        25.                56.4349E-03      -122.5              122.498             20.2255E-03 
              142.773            762.743             14.8186            65.8313E-03        11.4312           357.989E-03         -8.63468           -8.64111           11.1455           763.035            761.976            761.976             17.0689E-03       334.892E-03        957.047E-03        171.271E-03          1.4189E-03        25.                56.4674E-03      -122.512            122.508             20.2399E-03 
              142.853            762.813             14.8205            65.9472E-03        11.4312           358.469E-03         -8.6546            -8.66104           11.1454           763.105            762.056            762.056             17.0801E-03       334.879E-03        957.008E-03        171.384E-03          1.40887E-03       25.                56.4998E-03      -122.525            122.518             20.2542E-03 
              142.933            762.882             14.8224            65.9469E-03        11.4311           358.9E-03           -8.6761            -8.68256           11.1453           763.174            762.136            762.136             17.0912E-03       334.864E-03        956.966E-03        171.496E-03          1.39939E-03       25.                56.5322E-03      -122.537            122.528             20.2685E-03 
              143.012            762.951             14.8242            65.95E-03          11.431            359.359E-03         -8.69505           -8.70152           11.1452           763.243            762.215            762.215             17.1022E-03       334.852E-03        956.93E-03         171.608E-03          1.39139E-03       25.                56.5647E-03      -122.549            122.539             20.2827E-03 
              143.092            763.023             14.826             65.9261E-03        11.4307           359.672E-03         -8.70809           -8.71457           11.1448           763.315            762.294            762.294             17.1132E-03       334.843E-03        956.906E-03        171.718E-03          1.3852E-03        25.                56.5971E-03      -122.561            122.549             20.2968E-03 
              143.172            763.098             14.8279            66.0263E-03        11.4304           359.925E-03         -8.71335           -8.71983           11.1444           763.391            762.373            762.373             17.1241E-03       334.839E-03        956.9E-03          171.829E-03          1.37934E-03       25.                56.6296E-03      -122.573            122.56              20.3108E-03 
              143.252            763.177             14.8297            65.9399E-03        11.4299           359.862E-03         -8.71097           -8.71745           11.1439           763.47             762.451            762.451             17.135E-03        334.84E-03         956.911E-03        171.938E-03          1.37347E-03       25.                56.662E-03       -122.584            122.571             20.3247E-03 
              143.331            763.259             14.8314            65.9179E-03        11.4293           359.921E-03         -8.7025            -8.70899           11.1433           763.552            762.528            762.528             17.1458E-03       334.845E-03        956.935E-03        172.048E-03          1.36621E-03       25.                56.6944E-03      -122.596            122.583             20.3386E-03 
              143.411            763.342             14.8331            65.6443E-03        11.4286           359.952E-03         -8.69146           -8.69795           11.1426           763.634            762.605            762.605             17.1565E-03       334.852E-03        956.965E-03        172.156E-03          1.35627E-03       25.                56.7269E-03      -122.607            122.594             20.3523E-03 
              143.491            763.423             14.8348            65.8112E-03        11.4279           359.762E-03         -8.68163           -8.68812           11.1418           763.715            762.682            762.682             17.1672E-03       334.857E-03        956.992E-03        172.264E-03          1.34421E-03       25.                56.7593E-03      -122.618            122.607             20.366E-03  
              143.571            763.501             14.8364            65.6495E-03        11.4272           359.787E-03         -8.6761            -8.68259           11.1411           763.794            762.758            762.758             17.1778E-03       334.86E-03         957.01E-03         172.371E-03          1.3312E-03        25.                56.7917E-03      -122.629            122.619             20.3796E-03 
              143.65             763.575             14.8382            65.6212E-03        11.4267           359.85E-03          -8.67681           -8.6833            11.1406           763.868            762.832            762.832             17.1883E-03       334.86E-03         957.014E-03        172.476E-03          1.3178E-03        25.                56.8242E-03      -122.64             122.632             20.393E-03  
              143.73             763.646             14.8397            65.3554E-03        11.4261           360.028E-03         -8.68344           -8.68994           11.14             763.938            762.906            762.906             17.1986E-03       334.855E-03        957.005E-03        172.581E-03          1.30491E-03       25.                56.8566E-03      -122.651            122.644             20.4063E-03 
              143.81             763.713             14.8413            65.156E-03         11.4257           360.255E-03         -8.69402           -8.70052           11.1395           764.006            762.98             762.98              17.2089E-03       334.847E-03        956.987E-03        172.684E-03          1.29589E-03       25.                56.889E-03       -122.663            122.657             20.4196E-03 
              143.89             763.78              14.8429            65.1413E-03        11.4251           360.42E-03          -8.70492           -8.71143           11.1389           764.073            763.053            763.053             17.2191E-03       334.839E-03        956.969E-03        172.788E-03          1.29061E-03       25.                56.9215E-03      -122.674            122.67              20.4328E-03 
              143.969            763.849             14.8442            64.7996E-03        11.4245           360.565E-03         -8.71282           -8.71933           11.1383           764.141            763.126            763.126             17.2293E-03       334.834E-03        956.957E-03        172.89E-03           1.29021E-03       25.                56.9539E-03      -122.685            122.683             20.4459E-03 
              144.049            763.92              14.8458            64.6908E-03        11.4239           360.632E-03         -8.71498           -8.72149           11.1376           764.213            763.198            763.198             17.2395E-03       334.832E-03        956.958E-03        172.994E-03          1.29428E-03       25.                56.9863E-03      -122.696            122.696             20.4591E-03 
              144.129            763.995             14.8474            64.5471E-03        11.4232           360.562E-03         -8.71058           -8.71709           11.1369           764.288            763.272            763.272             17.2498E-03       334.834E-03        956.973E-03        173.097E-03          1.30171E-03       25.                57.0188E-03      -122.707            122.71              20.4723E-03 
              144.209            764.073             14.849             64.262E-03         11.4224           360.531E-03         -8.70132           -8.70784           11.1361           764.366            763.345            763.345             17.2601E-03       334.839E-03        956.999E-03        173.201E-03          1.31045E-03       25.                57.0512E-03      -122.718            122.723             20.4856E-03 
              144.288            764.153             14.8507            64.2818E-03        11.4217           360.416E-03         -8.68984           -8.69635           11.1353           764.445            763.419            763.419             17.2705E-03       334.846E-03        957.03E-03         173.306E-03          1.31955E-03       25.                57.0836E-03      -122.729            122.736             20.4989E-03 
              144.368            764.232             14.8523            64.2606E-03        11.4211           360.38E-03          -8.68008           -8.68659           11.1347           764.525            763.494            763.494             17.281E-03        334.852E-03        957.057E-03        173.412E-03          1.32711E-03       25.                57.1161E-03      -122.74             122.748             20.5124E-03 
              144.448            764.309             14.854             64.1634E-03        11.4205           360.379E-03         -8.67519           -8.68171           11.134            764.602            763.568            763.568             17.2915E-03       334.855E-03        957.073E-03        173.518E-03          1.33319E-03       25.                57.1485E-03      -122.751            122.761             20.5258E-03 
              144.528            764.383             14.8558            64.1873E-03        11.4201           360.514E-03         -8.67727           -8.68379           11.1336           764.676            763.644            763.644             17.302E-03        334.853E-03        957.073E-03        173.624E-03          1.33824E-03       25.                57.1809E-03      -122.762            122.773             20.5394E-03 
              144.608            764.453             14.8575            64.1093E-03        11.4197           360.781E-03         -8.68631           -8.69284           11.1332           764.746            763.719            763.719             17.3126E-03       334.847E-03        957.059E-03        173.731E-03          1.34332E-03       25.                57.2134E-03      -122.773            122.786             20.553E-03  
              144.687            764.521             14.8591            64.0566E-03        11.4195           361.088E-03         -8.70068           -8.70722           11.133            764.814            763.794            763.794             17.3233E-03       334.837E-03        957.033E-03        173.839E-03          1.34984E-03       25.                57.2458E-03      -122.785            122.797             20.5668E-03 
              144.767            764.588             14.8608            64.0015E-03        11.4193           361.485E-03         -8.71724           -8.72378           11.1327           764.881            763.87             763.87              17.334E-03        334.826E-03        957.002E-03        173.947E-03          1.35859E-03       25.                57.2782E-03      -122.796            122.809             20.5806E-03 
              144.847            764.656             14.8625            64.0151E-03        11.4191           361.835E-03         -8.73279           -8.73934           11.1325           764.95             763.947            763.947             17.3447E-03       334.815E-03        956.973E-03        174.056E-03          1.37089E-03       25.                57.3107E-03      -122.808            122.82              20.5945E-03 
              144.927            764.728             14.8644            63.8511E-03        11.4188           362.116E-03         -8.74424           -8.75079           11.1322           765.021            764.024            764.024             17.3556E-03       334.807E-03        956.953E-03        174.165E-03          1.38469E-03       25.                57.3431E-03      -122.82             122.831             20.6085E-03 
              145.006            764.802             14.8662            63.9488E-03        11.4185           362.348E-03         -8.74979           -8.75635           11.1318           765.096            764.102            764.102             17.3666E-03       334.803E-03        956.946E-03        174.276E-03          1.39937E-03       25.                57.3755E-03      -122.832            122.842             20.6226E-03 
              145.086            764.881             14.8681            63.9636E-03        11.4182           362.491E-03         -8.7495            -8.75606           11.1315           765.174            764.181            764.181             17.3778E-03       334.803E-03        956.952E-03        174.389E-03          1.41258E-03       25.                57.408E-03       -122.843            122.852             20.6369E-03 
              145.166            764.962             14.87              64.0389E-03        11.4178           362.597E-03         -8.74554           -8.75212           11.1311           765.256            764.26             764.26              17.389E-03        334.805E-03        956.966E-03        174.502E-03          1.4229E-03        25.                57.4404E-03      -122.855            122.862             20.6512E-03 
              145.246            765.044             14.872             64.172E-03         11.4175           362.723E-03         -8.74084           -8.74742           11.1307           765.338            764.34             764.34              17.4002E-03       334.808E-03        956.981E-03        174.616E-03          1.42892E-03       25.                57.4729E-03      -122.866            122.872             20.6656E-03 
              145.325            765.125             14.8739            64.2463E-03        11.4172           362.862E-03         -8.73847           -8.74506           11.1303           765.419            764.42             764.42              17.4115E-03       334.809E-03        956.992E-03        174.73E-03           1.43043E-03       25.                57.5053E-03      -122.878            122.882             20.6801E-03 
              145.405            765.203             14.8758            64.3727E-03        11.4169           362.996E-03         -8.74108           -8.74767           11.13             765.497            764.5              764.5               17.4228E-03       334.807E-03        956.991E-03        174.844E-03          1.42807E-03       25.                57.5377E-03      -122.889            122.892             20.6946E-03 
              145.485            765.278             14.8778            64.4305E-03        11.4167           363.343E-03         -8.74983           -8.75642           11.1298           765.572            764.579            764.579             17.4341E-03       334.801E-03        956.977E-03        174.957E-03          1.42317E-03       25.                57.5702E-03      -122.901            122.902             20.7091E-03 
              145.565            765.35              14.8796            64.3985E-03        11.4165           363.728E-03         -8.76377           -8.77038           11.1296           765.644            764.658            764.658             17.4453E-03       334.791E-03        956.952E-03        175.071E-03          1.41679E-03       25.                57.6026E-03      -122.913            122.911             20.7235E-03 
              145.644            765.42              14.8814            64.347E-03         11.4163           364.075E-03         -8.7807            -8.78731           11.1293           765.714            764.737            764.737             17.4565E-03       334.78E-03         956.92E-03         175.183E-03          1.41072E-03       25.                57.635E-03       -122.925            122.921             20.7379E-03 
              145.724            765.49              14.8833            64.3745E-03        11.4162           364.463E-03         -8.79702           -8.80364           11.1291           765.784            764.816            764.816             17.4676E-03       334.769E-03        956.89E-03         175.296E-03          1.40587E-03       25.                57.6675E-03      -122.937            122.93              20.7522E-03 
              145.804            765.562             14.885             64.2947E-03        11.4159           364.774E-03         -8.80921           -8.81584           11.1288           765.855            764.894            764.894             17.4787E-03       334.76E-03         956.868E-03        175.408E-03          1.40255E-03       25.                57.6999E-03      -122.948            122.94              20.7665E-03 
              145.884            765.636             14.8868            64.336E-03         11.4156           364.996E-03         -8.81503           -8.82166           11.1285           765.93             764.972            764.972             17.4898E-03       334.756E-03        956.861E-03        175.519E-03          1.39984E-03       25.                57.7323E-03      -122.96             122.95              20.7808E-03 
              145.964            765.714             14.8886            64.2313E-03        11.415            365.096E-03         -8.81383           -8.82047           11.1279           766.008            765.05             765.05              17.5008E-03       334.756E-03        956.869E-03        175.631E-03          1.39684E-03       25.                57.7648E-03      -122.971            122.96              20.795E-03  
              146.043            765.795             14.8904            64.2435E-03        11.4144           365.075E-03         -8.80719           -8.81384           11.1272           766.089            765.127            765.127             17.5119E-03       334.76E-03         956.889E-03        175.742E-03          1.39244E-03       25.                57.7972E-03      -122.983            122.971             20.8091E-03 
              146.123            765.877             14.8922            64.1831E-03        11.4138           365.003E-03         -8.79738           -8.80403           11.1266           766.171            765.204            765.204             17.5228E-03       334.766E-03        956.916E-03        175.853E-03          1.38583E-03       25.                57.8296E-03      -122.994            122.982             20.8232E-03 
              146.203            765.958             14.894             64.1387E-03        11.4132           364.998E-03         -8.7884            -8.79505           11.126            766.252            765.281            765.281             17.5338E-03       334.772E-03        956.941E-03        175.963E-03          1.37615E-03       25.                57.8621E-03      -123.004            122.993             20.8372E-03 
              146.283            766.037             14.8957            64.1906E-03        11.4127           365.062E-03         -8.783             -8.78965           11.1254           766.33             765.357            765.357             17.5446E-03       334.775E-03        956.959E-03        176.073E-03          1.3634E-03        25.                57.8945E-03      -123.015            123.004             20.8512E-03 
              146.362            766.111             14.8974            64.1093E-03        11.4121           365.126E-03         -8.78306           -8.78972           11.1248           766.405            765.432            765.432             17.5553E-03       334.774E-03        956.964E-03        176.181E-03          1.34925E-03       25.                57.9269E-03      -123.026            123.016             20.8649E-03 
              146.442            766.182             14.899             63.9321E-03        11.4116           365.295E-03         -8.78901           -8.79566           11.1243           766.476            765.507            765.507             17.5659E-03       334.77E-03         956.956E-03        176.288E-03          1.33507E-03       25.                57.9594E-03      -123.038            123.028             20.8786E-03 
              146.522            766.25              14.9007            63.9274E-03        11.4112           365.552E-03         -8.79968           -8.80634           11.1239           766.544            765.58             765.58              17.5764E-03       334.762E-03        956.938E-03        176.394E-03          1.32308E-03       25.                57.9918E-03      -123.049            123.04              20.8922E-03 
              146.602            766.316             14.9022            63.7395E-03        11.4108           365.825E-03         -8.81252           -8.81919           11.1234           766.61             765.653            765.653             17.5868E-03       334.753E-03        956.916E-03        176.499E-03          1.31424E-03       25.                58.0242E-03      -123.06             123.052             20.9057E-03 
              146.681            766.382             14.9038            63.519E-03         11.4104           366.042E-03         -8.82471           -8.83138           11.1229           766.676            765.726            765.726             17.5972E-03       334.745E-03        956.895E-03        176.603E-03          1.3099E-03        25.                58.0567E-03      -123.071            123.065             20.9191E-03 
              146.761            766.45              14.9053            63.4488E-03        11.4099           366.264E-03         -8.83355           -8.84023           11.1224           766.744            765.798            765.798             17.6075E-03       334.738E-03        956.881E-03        176.708E-03          1.30983E-03       25.                58.0891E-03      -123.083            123.077             20.9325E-03 
              146.841            766.52              14.9069            63.2606E-03        11.4093           366.362E-03         -8.83718           -8.84386           11.1219           766.814            765.871            765.871             17.6179E-03       334.736E-03        956.878E-03        176.813E-03          1.31271E-03       25.                58.1215E-03      -123.094            123.09              20.9459E-03 
              146.921            766.593             14.9085            63.1988E-03        11.4088           366.428E-03         -8.83537           -8.84206           11.1213           766.888            765.943            765.943             17.6283E-03       334.736E-03        956.887E-03        176.917E-03          1.31716E-03       25.                58.154E-03       -123.104            123.103             20.9593E-03 
              147.               766.669             14.9102            63.0692E-03        11.4082           366.406E-03         -8.82944           -8.83612           11.1206           766.963            766.016            766.016             17.6387E-03       334.74E-03         956.906E-03        177.023E-03          1.3213E-03        25.                58.1864E-03      -123.115            123.116             20.9727E-03 
              147.08             766.746             14.9118            63.1603E-03        11.4076           366.428E-03         -8.82148           -8.82817           11.12             767.04             766.089            766.089             17.6492E-03       334.744E-03        956.928E-03        177.128E-03          1.32364E-03       25.                58.2189E-03      -123.126            123.129             20.9862E-03 
              147.16             766.822             14.9134            63.0217E-03        11.407            366.394E-03         -8.81423           -8.82092           11.1193           767.117            766.162            766.162             17.6596E-03       334.749E-03        956.949E-03        177.234E-03          1.32476E-03       25.                58.2513E-03      -123.136            123.142             20.9996E-03 
              147.24             766.897             14.9151            62.9673E-03        11.4064           366.434E-03         -8.81089           -8.81758           11.1187           767.191            766.235            766.235             17.6701E-03       334.75E-03         956.962E-03        177.339E-03          1.32524E-03       25.                58.2837E-03      -123.147            123.154             21.0131E-03 
              147.32             766.969             14.9168            62.905E-03         11.4059           366.52E-03          -8.81285           -8.81955           11.1182           767.263            766.308            766.308             17.6806E-03       334.749E-03        956.963E-03        177.445E-03          1.32582E-03       25.                58.3162E-03      -123.158            123.167             21.0267E-03 
              147.399            767.037             14.9184            62.7776E-03        11.4055           366.755E-03         -8.82044           -8.82714           11.1177           767.332            766.381            766.381             17.6911E-03       334.743E-03        956.952E-03        177.551E-03          1.32811E-03       25.                58.3486E-03      -123.169            123.179             21.0402E-03 
              147.479            767.104             14.92              62.6395E-03        11.405            366.954E-03         -8.83183           -8.83854           11.1173           767.399            766.454            766.454             17.7016E-03       334.735E-03        956.932E-03        177.657E-03          1.33372E-03       25.                58.381E-03       -123.18             123.191             21.0538E-03 
              147.559            767.171             14.9216            62.5783E-03        11.4047           367.282E-03         -8.84461           -8.85133           11.1169           767.466            766.528            766.528             17.7121E-03       334.726E-03        956.91E-03         177.764E-03          1.34265E-03       25.                58.4135E-03      -123.191            123.203             21.0675E-03 
              147.639            767.24              14.9232            62.5508E-03        11.4043           367.535E-03         -8.85535           -8.86207           11.1165           767.534            766.602            766.602             17.7228E-03       334.719E-03        956.891E-03        177.871E-03          1.35431E-03       25.                58.4459E-03      -123.203            123.214             21.0813E-03 
              147.718            767.311             14.925             62.3461E-03        11.404            367.702E-03         -8.86184           -8.86857           11.1161           767.605            766.677            766.677             17.7336E-03       334.714E-03        956.882E-03        177.98E-03           1.36831E-03       25.                58.4783E-03      -123.214            123.225             21.0952E-03 
              147.798            767.385             14.9267            62.373E-03         11.4035           367.818E-03         -8.86285           -8.86958           11.1156           767.68             766.753            766.753             17.7444E-03       334.713E-03        956.886E-03        178.09E-03           1.38261E-03       25.                58.5108E-03      -123.225            123.236             21.1092E-03 
              147.878            767.463             14.9285            62.4245E-03        11.4031           367.944E-03         -8.85913           -8.86586           11.1151           767.758            766.829            766.829             17.7554E-03       334.715E-03        956.899E-03        178.2E-03            1.39546E-03       25.                58.5432E-03      -123.236            123.247             21.1234E-03 
              147.958            767.543             14.9302            62.3833E-03        11.4026           367.987E-03         -8.85273           -8.85947           11.1146           767.838            766.906            766.906             17.7665E-03       334.719E-03        956.918E-03        178.312E-03          1.40569E-03       25.                58.5756E-03      -123.247            123.257             21.1376E-03 
              148.037            767.624             14.9322            62.3898E-03        11.4021           368.011E-03         -8.84656           -8.85331           11.1141           767.918            766.983            766.983             17.7776E-03       334.722E-03        956.937E-03        178.425E-03          1.41307E-03       25.                58.6081E-03      -123.258            123.267             21.1519E-03 
              148.117            767.702             14.934             62.4666E-03        11.4017           368.115E-03         -8.84346           -8.85021           11.1137           767.997            767.06             767.06              17.7888E-03       334.724E-03        956.949E-03        178.538E-03          1.41735E-03       25.                58.6405E-03      -123.269            123.277             21.1663E-03 
              148.197            767.779             14.9358            62.5218E-03        11.4013           368.278E-03         -8.84544           -8.8522            11.1132           768.074            767.138            767.138             17.8E-03          334.722E-03        956.95E-03         178.651E-03          1.41897E-03       25.                58.6729E-03      -123.28             123.287             21.1807E-03 
              148.277            767.852             14.9377            62.5477E-03        11.4011           368.53E-03          -8.85305           -8.85981           11.1129           768.147            767.216            767.216             17.8112E-03       334.717E-03        956.938E-03        178.764E-03          1.41906E-03       25.                58.7054E-03      -123.292            123.296             21.1952E-03 
              148.356            767.923             14.9395            62.5556E-03        11.4008           368.864E-03         -8.86531           -8.87208           11.1127           768.218            767.293            767.293             17.8224E-03       334.709E-03        956.917E-03        178.877E-03          1.41851E-03       25.                58.7378E-03      -123.303            123.306             21.2097E-03 
              148.436            767.993             14.9413            62.5277E-03        11.4006           369.226E-03         -8.88003           -8.88681           11.1124           768.288            767.371            767.371             17.8336E-03       334.699E-03        956.89E-03         178.99E-03           1.41882E-03       25.                58.7702E-03      -123.315            123.315             21.2242E-03 
              148.516            768.063             14.9431            62.457E-03         11.4005           369.577E-03         -8.89434           -8.90113           11.1122           768.358            767.448            767.448             17.8448E-03       334.689E-03        956.864E-03        179.103E-03          1.41994E-03       25.                58.8027E-03      -123.327            123.324             21.2387E-03 
              148.596            768.135             14.945             62.4563E-03        11.4002           369.875E-03         -8.90585           -8.91264           11.112            768.43             767.526            767.526             17.8561E-03       334.681E-03        956.844E-03        179.217E-03          1.42198E-03       25.                58.8351E-03      -123.338            123.334             21.2532E-03 
              148.675            768.208             14.9468            62.5465E-03        11.3999           370.119E-03         -8.9128            -8.9196            11.1116           768.504            767.604            767.604             17.8673E-03       334.676E-03        956.834E-03        179.33E-03           1.42373E-03       25.                58.8675E-03      -123.35             123.344             21.2677E-03 
              148.755            768.285             14.9487            62.5654E-03        11.3996           370.295E-03         -8.91494           -8.92175           11.1113           768.58             767.681            767.681             17.8786E-03       334.674E-03        956.835E-03        179.444E-03          1.4237E-03        25.                58.9E-03         -123.361            123.353             21.2822E-03 
              148.835            768.363             14.9505            62.5383E-03        11.3992           370.457E-03         -8.91316           -8.91998           11.1108           768.658            767.759            767.759             17.8898E-03       334.675E-03        956.844E-03        179.557E-03          1.42128E-03       25.                58.9324E-03      -123.372            123.363             21.2966E-03 
              148.915            768.442             14.9524            62.6562E-03        11.3988           370.53E-03          -8.90959           -8.91641           11.1104           768.737            767.836            767.836             17.901E-03        334.677E-03        956.857E-03        179.67E-03           1.41473E-03       25.                58.9649E-03      -123.383            123.373             21.311E-03  
              148.995            768.52              14.9542            62.7384E-03        11.3984           370.65E-03          -8.907             -8.91382           11.11             768.815            767.913            767.913             17.9121E-03       334.678E-03        956.868E-03        179.783E-03          1.40438E-03       25.                58.9973E-03      -123.394            123.384             21.3254E-03 
              149.074            768.595             14.956             62.7131E-03        11.398            370.798E-03         -8.9076            -8.91442           11.1095           768.891            767.989            767.989             17.9232E-03       334.677E-03        956.872E-03        179.894E-03          1.39069E-03       25.                59.0297E-03      -123.405            123.394             21.3396E-03 
              149.154            768.668             14.9578            62.7013E-03        11.3976           370.982E-03         -8.91292           -8.91975           11.1091           768.963            768.064            768.064             17.9341E-03       334.674E-03        956.865E-03        180.005E-03          1.3756E-03        25.                59.0622E-03      -123.416            123.405             21.3537E-03 
