0,0,-0.0001078,0,0,0.2935,4,2,1,
0.5,-8.61E-05,-9.80E-05,0.000236772,0,0,0,0,0,
0.999,1.59E-06,-8.82E-05,-2.71403E-05,0,0,0,0,0,
1.5,-0.00013622,-7.56E-05,0.000237622,0,0,0,0,0,
2,-4.57E-05,-5.88E-05,2.21E-04,0,0,0,0,0,
2.5,-4.54E-05,-3.64E-05,-4.77666E-05,0,0,0,0,0,
3,-3.05E-05,4.23E-06,3.31485E-05,0,0,0,0,0,
3.5,3.27E-06,0.00013875,1.45842E-05,0,0,0,0,0,
4,0.00011516,0.00052949,1.70421E-05,0,0,0,0,0,
4.499,0.00018127,0.0013163,-0.000155219,0,0,0,0,0,
5,0.00039494,0.0026872,-2.20E-05,0,0,0,0,0,
5.499,0.00044519,0.0045962,8.85E-05,0,0,0,0,0,
5.999,0.00047553,0.0069499,-4.9664E-05,0,0,0,0,0,
6.5,0.00060238,0.0095563,-3.96489E-05,0,0,0,0,0,
7,0.00055546,0.012387,0.000133269,0,0,0,0,0,
7.5,0.00075299,0.01539,5.58E-05,0,0,0,0,0,
8,0.00076311,0.018432,0.000162448,0,0,0,0,0,
8.5,0.00094446,0.021301,0.00023876,0,0,0,0,0,
8.999,0.00096799,0.023821,0.000207822,0,0,0,0,0,
9.499,0.0011338,0.026086,0.000152646,0,0,0,0,0,
10,0.0012967,0.028146,0.000357974,0,0,0,0,0,
10.499,0.0011653,0.030127,0.000399882,0,0,0,0,0,
11,0.0011704,0.032058,0.000499031,0,0,0,0,0,
11.5,0.0013827,0.033948,0.000286209,0,0,0,0,0,
11.999,0.0014593,0.035747,0.000352926,0,0,0,0,0,
12.499,0.0015053,0.037531,0.000405898,0,0,0,0,0,
13,0.0016109,0.039367,0.00033582,0,0,0,0,0,
13.499,0.0016964,0.041154,0.000485009,0,0,0,0,0,
14,0.0016234,0.0429,0.000537169,0,0,0,0,0,
14.5,0.0017122,0.044688,0.000531048,0,0,0,0,0,
15,0.001868,0.046563,0.000588829,0,0,0,0,0,
15.5,0.0019033,0.048405,0.000515371,0,0,0,0,0,
16,0.0019434,0.05019,0.000472048,0,0,0,0,0,
16.499,0.0020926,0.051981,0.000423839,0,0,0,0,0,
16.999,0.0019581,0.053796,0.000618992,0,0,0,0,0,
17.5,0.0020933,0.055637,0.000451083,0,0,0,0,0,
17.999,0.00232,0.057452,0.000649512,0,0,0,0,0,
18.5,0.0022772,0.059286,0.000461305,0,0,0,0,0,
19.002,0.0023574,0.0611,0.000529815,0,0,0,0,0,
19.5,0.0024162,0.062902,0.000523263,0,0,0,0,0,
19.999,0.0024496,0.064709,0.000754755,0,0,0,0,0,
20.5,0.0023968,0.066584,0.000376216,0,0,0,0,0,
20.999,0.0026028,0.068463,0.000505087,0,0,0,0,0,
21.499,0.0025775,0.070325,0.000651278,0,0,0,0,0,
22,0.0027495,0.072164,0.000702834,0,0,0,0,0,
22.5,0.0028426,0.074022,0.000578189,0,0,0,0,0,
23,0.0027415,0.075859,0.000904194,0,0,0,0,0,
23.5,0.0028563,0.077711,0.00088267,0,0,0,0,0,
24,0.0029911,0.079576,0.000837667,0,0,0,0,0,
24.5,0.0030159,0.08139,0.000974355,0,0,0,0,0,
24.999,0.0030418,0.083156,0.000938993,0,0,0,0,0,
25.499,0.0031385,0.084956,0.000799008,0,0,0,0,0,
