
                  X               SDV_EQPS           SDV_Seq            SDV_Qeq             MISES      

                0.                 0.                 0.                 0.                 0.         
              308.2E-03          264.571E-03        816.295            816.295            816.295      
              308.822E-03        265.045E-03        816.525            816.525            816.525      
              309.444E-03        265.519E-03        816.754            816.754            816.754      
              310.066E-03        265.992E-03        816.983            816.983            816.983      
              310.687E-03        266.466E-03        817.211            817.211            817.211      
              311.309E-03        266.939E-03        817.438            817.438            817.438      
              311.93E-03         267.411E-03        817.665            817.665            817.665      
              312.552E-03        267.884E-03        817.892            817.892            817.892      
              313.173E-03        268.356E-03        818.118            818.118            818.118      
              313.794E-03        268.827E-03        818.344            818.344            818.344      
              314.415E-03        269.299E-03        818.569            818.569            818.569      
              315.036E-03        269.77E-03         818.794            818.794            818.794      
              315.657E-03        270.241E-03        819.018            819.018            819.018      
              316.278E-03        270.712E-03        819.242            819.242            819.242      
              316.899E-03        271.182E-03        819.465            819.465            819.465      
              317.519E-03        271.652E-03        819.688            819.688            819.688      
              318.14E-03         272.122E-03        819.91             819.91             819.91       
              318.76E-03         272.591E-03        820.132            820.132            820.132      
              319.38E-03         273.06E-03         820.353            820.353            820.353      
              320.001E-03        273.529E-03        820.574            820.574            820.574      
              320.621E-03        273.998E-03        820.795            820.795            820.795      
              321.241E-03        274.466E-03        821.015            821.015            821.015      
              321.861E-03        274.934E-03        821.235            821.235            821.235      
              322.481E-03        275.402E-03        821.454            821.454            821.454      
              323.1E-03          275.869E-03        821.672            821.672            821.672      
              323.72E-03         276.337E-03        821.891            821.891            821.891      
              324.34E-03         276.804E-03        822.108            822.108            822.108      
              324.959E-03        277.27E-03         822.326            822.326            822.326      
              325.579E-03        277.736E-03        822.543            822.543            822.543      
              326.198E-03        278.202E-03        822.759            822.759            822.759      
              326.817E-03        278.668E-03        822.975            822.975            822.975      
              327.436E-03        279.134E-03        823.191            823.191            823.191      
              328.056E-03        279.599E-03        823.406            823.406            823.406      
              328.674E-03        280.064E-03        823.62             823.62             823.62       
              329.293E-03        280.528E-03        823.835            823.835            823.835      
              329.912E-03        280.993E-03        824.048            824.048            824.048      
              330.531E-03        281.457E-03        824.262            824.262            824.262      
              331.149E-03        281.92E-03         824.475            824.475            824.475      
              331.768E-03        282.384E-03        824.687            824.687            824.687      
              332.386E-03        282.847E-03        824.899            824.899            824.899      
              333.005E-03        283.31E-03         825.111            825.111            825.111      
              333.623E-03        283.773E-03        825.322            825.322            825.322      
              334.241E-03        284.235E-03        825.533            825.533            825.533      
              334.859E-03        284.697E-03        825.744            825.744            825.744      
              335.477E-03        285.159E-03        825.954            825.954            825.954      
              336.095E-03        285.62E-03         826.163            826.163            826.163      
              336.713E-03        286.082E-03        826.372            826.372            826.372      
              337.331E-03        286.543E-03        826.581            826.581            826.581      
              337.948E-03        287.003E-03        826.789            826.789            826.789      
              338.566E-03        287.464E-03        826.997            826.997            826.997      
              339.183E-03        287.924E-03        827.205            827.205            827.205      
              339.8E-03          288.384E-03        827.412            827.412            827.412      
              340.418E-03        288.843E-03        827.619            827.619            827.619      
              341.035E-03        289.302E-03        827.825            827.825            827.825      
              341.652E-03        289.761E-03        828.031            828.031            828.031      
              342.269E-03        290.22E-03         828.236            828.236            828.236      
              342.886E-03        290.679E-03        828.441            828.441            828.441      
              343.502E-03        291.137E-03        828.646            828.646            828.646      
              344.119E-03        291.595E-03        828.85             828.85             828.85       
              344.736E-03        292.052E-03        829.054            829.054            829.054      
              345.352E-03        292.51E-03         829.258            829.258            829.258      
              345.969E-03        292.967E-03        829.461            829.461            829.461      
              346.585E-03        293.423E-03        829.663            829.663            829.663      
              347.201E-03        293.88E-03         829.866            829.866            829.866      
              347.817E-03        294.336E-03        830.068            830.068            830.068      
              348.433E-03        294.792E-03        830.269            830.269            830.269      
              349.049E-03        295.248E-03        830.47             830.47             830.47       
              349.665E-03        295.703E-03        830.671            830.671            830.671      
              350.281E-03        296.158E-03        830.871            830.871            830.871      
              350.897E-03        296.613E-03        831.071            831.071            831.071      
              351.512E-03        297.068E-03        831.271            831.271            831.271      
              352.128E-03        297.522E-03        831.47             831.47             831.47       
              352.743E-03        297.976E-03        831.669            831.669            831.669      
              353.359E-03        298.43E-03         831.868            831.868            831.868      
              353.974E-03        298.884E-03        832.066            832.066            832.066      
              354.589E-03        299.337E-03        832.264            832.264            832.264      
              355.204E-03        299.79E-03         832.461            832.461            832.461      
              355.819E-03        300.243E-03        832.658            832.658            832.658      
              356.434E-03        300.695E-03        832.855            832.855            832.855      
              357.049E-03        301.147E-03        833.051            833.051            833.051      
              357.664E-03        301.599E-03        833.247            833.247            833.247      
              358.278E-03        302.051E-03        833.442            833.442            833.442      
              358.893E-03        302.502E-03        833.637            833.637            833.637      
              359.507E-03        302.953E-03        833.832            833.832            833.832      
              360.122E-03        303.404E-03        834.027            834.027            834.027      
              360.736E-03        303.854E-03        834.221            834.221            834.221      
              361.35E-03         304.305E-03        834.414            834.414            834.414      
              361.964E-03        304.755E-03        834.608            834.608            834.608      
              362.578E-03        305.204E-03        834.801            834.801            834.801      
              363.192E-03        305.654E-03        834.993            834.993            834.993      
              363.806E-03        306.103E-03        835.186            835.186            835.186      
              364.419E-03        306.552E-03        835.378            835.378            835.378      
              365.033E-03        307.001E-03        835.569            835.569            835.569      
              365.647E-03        307.449E-03        835.76             835.76             835.76       
              366.26E-03         307.897E-03        835.951            835.951            835.951      
              366.873E-03        308.345E-03        836.142            836.142            836.142      
              367.487E-03        308.793E-03        836.332            836.332            836.332      
              368.1E-03          309.24E-03         836.522            836.522            836.522      
              368.713E-03        309.687E-03        836.711            836.711            836.711      
              369.326E-03        310.134E-03        836.901            836.901            836.901      
              369.939E-03        310.581E-03        837.089            837.089            837.089      
              370.552E-03        311.027E-03        837.278            837.278            837.278      
              371.164E-03        311.473E-03        837.466            837.466            837.466      
              371.777E-03        311.919E-03        837.654            837.654            837.654      
              372.39E-03         312.364E-03        837.841            837.841            837.841      
              373.002E-03        312.81E-03         838.028            838.028            838.028      
              373.615E-03        313.255E-03        838.215            838.215            838.215      
              374.227E-03        313.699E-03        838.402            838.402            838.402      
              374.839E-03        314.144E-03        838.588            838.588            838.588      
              375.451E-03        314.588E-03        838.774            838.774            838.774      
              376.063E-03        315.032E-03        838.959            838.959            838.959      
              376.675E-03        315.475E-03        839.144            839.144            839.144      
              377.287E-03        315.919E-03        839.329            839.329            839.329      
              377.899E-03        316.362E-03        839.513            839.513            839.513      
              378.51E-03         316.805E-03        839.698            839.698            839.698      
              379.122E-03        317.248E-03        839.881            839.881            839.881      
              379.733E-03        317.69E-03         840.065            840.065            840.065      
              380.345E-03        318.132E-03        840.248            840.248            840.248      
              380.956E-03        318.574E-03        840.431            840.431            840.431      
              381.567E-03        319.015E-03        840.613            840.613            840.613      
              382.178E-03        319.457E-03        840.796            840.796            840.796      
              382.789E-03        319.898E-03        840.978            840.978            840.978      
              383.4E-03          320.339E-03        841.159            841.159            841.159      
              384.011E-03        320.779E-03        841.34             841.34             841.34       
              384.622E-03        321.22E-03         841.521            841.521            841.521      
              385.233E-03        321.66E-03         841.702            841.702            841.702      
              385.843E-03        322.099E-03        841.882            841.882            841.882      
              386.454E-03        322.539E-03        842.062            842.062            842.062      
              387.064E-03        322.978E-03        842.242            842.242            842.242      
              387.674E-03        323.417E-03        842.421            842.421            842.421      
              388.285E-03        323.856E-03        842.6              842.6              842.6        
              388.895E-03        324.294E-03        842.779            842.779            842.779      
              389.505E-03        324.733E-03        842.958            842.958            842.958      
              390.115E-03        325.171E-03        843.136            843.136            843.136      
              390.725E-03        325.608E-03        843.314            843.314            843.314      
              391.335E-03        326.046E-03        843.491            843.491            843.491      
              391.944E-03        326.483E-03        843.668            843.668            843.668      
              392.554E-03        326.92E-03         843.845            843.845            843.845      
              393.163E-03        327.357E-03        844.022            844.022            844.022      
              393.773E-03        327.793E-03        844.198            844.198            844.198      
              394.382E-03        328.23E-03         844.374            844.374            844.374      
              394.992E-03        328.666E-03        844.55             844.55             844.55       
              395.601E-03        329.101E-03        844.725            844.725            844.725      
              396.21E-03         329.537E-03        844.901            844.901            844.901      
              396.819E-03        329.972E-03        845.075            845.075            845.075      
              397.428E-03        330.407E-03        845.25             845.25             845.25       
              398.036E-03        330.842E-03        845.424            845.424            845.424      
              398.645E-03        331.276E-03        845.598            845.598            845.598      
              399.254E-03        331.71E-03         845.772            845.772            845.772      
              399.862E-03        332.144E-03        845.945            845.945            845.945      
              400.471E-03        332.578E-03        846.118            846.118            846.118      
              401.079E-03        333.011E-03        846.291            846.291            846.291      
              401.688E-03        333.445E-03        846.464            846.464            846.464      
              402.296E-03        333.878E-03        846.636            846.636            846.636      
              402.904E-03        334.31E-03         846.808            846.808            846.808      
              403.512E-03        334.743E-03        846.979            846.979            846.979      
              404.12E-03         335.175E-03        847.151            847.151            847.151      
              404.728E-03        335.607E-03        847.322            847.322            847.322      
              405.335E-03        336.039E-03        847.492            847.492            847.492      
              405.943E-03        336.47E-03         847.663            847.663            847.663      
              406.551E-03        336.901E-03        847.833            847.833            847.833      
              407.158E-03        337.332E-03        848.003            848.003            848.003      
              407.766E-03        337.763E-03        848.173            848.173            848.173      
              408.373E-03        338.193E-03        848.342            848.342            848.342      
              408.98E-03         338.624E-03        848.511            848.511            848.511      
              409.587E-03        339.054E-03        848.68             848.68             848.68       
              410.194E-03        339.483E-03        848.849            848.849            848.849      
              410.801E-03        339.913E-03        849.017            849.017            849.017      
              411.408E-03        340.342E-03        849.185            849.185            849.185      
              412.015E-03        340.771E-03        849.353            849.353            849.353      
              412.622E-03        341.2E-03          849.52             849.52             849.52       
              413.228E-03        341.628E-03        849.687            849.687            849.687      
              413.835E-03        342.056E-03        849.854            849.854            849.854      
              414.441E-03        342.484E-03        850.021            850.021            850.021      
              415.048E-03        342.912E-03        850.187            850.187            850.187      
              415.654E-03        343.34E-03         850.353            850.353            850.353      
              416.26E-03         343.767E-03        850.519            850.519            850.519      
              416.866E-03        344.194E-03        850.685            850.685            850.685      
              417.472E-03        344.621E-03        850.85             850.85             850.85       
              418.078E-03        345.047E-03        851.015            851.015            851.015      
              418.684E-03        345.474E-03        851.18             851.18             851.18       
              419.29E-03         345.9E-03          851.344            851.344            851.344      
              419.895E-03        346.326E-03        851.509            851.509            851.509      
              420.501E-03        346.751E-03        851.673            851.673            851.673      
              421.106E-03        347.177E-03        851.836            851.836            851.836      
              421.712E-03        347.602E-03        852.               852.               852.         
              422.317E-03        348.026E-03        852.163            852.163            852.163      
              422.922E-03        348.451E-03        852.326            852.326            852.326      
              423.527E-03        348.875E-03        852.488            852.488            852.488      
              424.132E-03        349.3E-03          852.651            852.651            852.651      
              424.737E-03        349.723E-03        852.813            852.813            852.813      
              425.342E-03        350.147E-03        852.975            852.975            852.975      
              425.947E-03        350.57E-03         853.137            853.137            853.137      
              426.552E-03        350.994E-03        853.298            853.298            853.298      
              427.156E-03        351.417E-03        853.459            853.459            853.459      
              427.761E-03        351.839E-03        853.62             853.62             853.62       
              428.365E-03        352.262E-03        853.781            853.781            853.781      
              428.97E-03         352.684E-03        853.941            853.941            853.941      
              429.574E-03        353.106E-03        854.101            854.101            854.101      
              430.178E-03        353.528E-03        854.261            854.261            854.261      
              430.782E-03        353.949E-03        854.421            854.421            854.421      
              431.386E-03        354.37E-03         854.58             854.58             854.58       
              431.99E-03         354.791E-03        854.739            854.739            854.739      
              432.594E-03        355.212E-03        854.898            854.898            854.898      
              433.198E-03        355.633E-03        855.057            855.057            855.057      
              433.801E-03        356.053E-03        855.215            855.215            855.215      
              434.405E-03        356.473E-03        855.373            855.373            855.373      
              435.008E-03        356.893E-03        855.531            855.531            855.531      
              435.612E-03        357.313E-03        855.689            855.689            855.689      
              436.215E-03        357.732E-03        855.846            855.846            855.846      
              436.818E-03        358.151E-03        856.003            856.003            856.003      
              437.421E-03        358.57E-03         856.16             856.16             856.16       
              438.024E-03        358.989E-03        856.317            856.317            856.317      
              438.627E-03        359.407E-03        856.473            856.473            856.473      
              439.23E-03         359.825E-03        856.63             856.63             856.63       
              439.833E-03        360.243E-03        856.786            856.786            856.786      
              440.436E-03        360.661E-03        856.941            856.941            856.941      
              441.038E-03        361.078E-03        857.097            857.097            857.097      
              441.641E-03        361.496E-03        857.252            857.252            857.252      
              442.243E-03        361.913E-03        857.407            857.407            857.407      
              442.846E-03        362.329E-03        857.562            857.562            857.562      
              443.448E-03        362.746E-03        857.716            857.716            857.716      
              444.05E-03         363.162E-03        857.871            857.871            857.871      
              444.652E-03        363.578E-03        858.025            858.025            858.025      
              445.254E-03        363.994E-03        858.179            858.179            858.179      
              445.856E-03        364.41E-03         858.332            858.332            858.332      
              446.458E-03        364.825E-03        858.486            858.486            858.486      
              447.06E-03         365.24E-03         858.639            858.639            858.639      
              447.661E-03        365.655E-03        858.792            858.792            858.792      
              448.263E-03        366.07E-03         858.944            858.944            858.944      
              448.864E-03        366.485E-03        859.097            859.097            859.097      
              449.466E-03        366.899E-03        859.249            859.249            859.249      
              450.067E-03        367.313E-03        859.401            859.401            859.401      
              450.668E-03        367.727E-03        859.553            859.553            859.553      
              451.269E-03        368.14E-03         859.704            859.704            859.704      
              451.87E-03         368.553E-03        859.856            859.856            859.856      
              452.471E-03        368.967E-03        860.007            860.007            860.007      
              453.072E-03        369.379E-03        860.158            860.158            860.158      
              453.673E-03        369.792E-03        860.308            860.308            860.308      
              454.274E-03        370.204E-03        860.459            860.459            860.459      
              454.874E-03        370.617E-03        860.609            860.609            860.609      
              455.475E-03        371.029E-03        860.759            860.759            860.759      
              456.075E-03        371.44E-03         860.909            860.909            860.909      
              456.676E-03        371.852E-03        861.058            861.058            861.058      
              457.276E-03        372.263E-03        861.207            861.207            861.207      
              457.876E-03        372.674E-03        861.356            861.356            861.356      
              458.476E-03        373.085E-03        861.505            861.505            861.505      
              459.076E-03        373.495E-03        861.654            861.654            861.654      
              459.676E-03        373.906E-03        861.802            861.802            861.802      
              460.276E-03        374.316E-03        861.951            861.951            861.951      
              460.876E-03        374.726E-03        862.099            862.099            862.099      
              461.476E-03        375.135E-03        862.246            862.246            862.246      
              462.075E-03        375.545E-03        862.394            862.394            862.394      
              462.675E-03        375.954E-03        862.541            862.541            862.541      
              463.274E-03        376.363E-03        862.688            862.688            862.688      
              463.874E-03        376.772E-03        862.835            862.835            862.835      
              464.473E-03        377.18E-03         862.982            862.982            862.982      
              465.072E-03        377.589E-03        863.128            863.128            863.128      
              465.671E-03        377.997E-03        863.275            863.275            863.275      
              466.27E-03         378.405E-03        863.421            863.421            863.421      
              466.869E-03        378.812E-03        863.567            863.567            863.567      
              467.468E-03        379.22E-03         863.712            863.712            863.712      
              468.067E-03        379.627E-03        863.858            863.858            863.858      
              468.665E-03        380.034E-03        864.003            864.003            864.003      
              469.264E-03        380.441E-03        864.148            864.148            864.148      
              469.862E-03        380.847E-03        864.293            864.293            864.293      
              470.461E-03        381.254E-03        864.437            864.437            864.437      
              471.059E-03        381.66E-03         864.582            864.582            864.582      
              471.657E-03        382.065E-03        864.726            864.726            864.726      
              472.255E-03        382.471E-03        864.87             864.87             864.87       
              472.853E-03        382.877E-03        865.014            865.014            865.014      
              473.451E-03        383.282E-03        865.157            865.157            865.157      
              474.049E-03        383.687E-03        865.301            865.301            865.301      
              474.647E-03        384.091E-03        865.444            865.444            865.444      
              475.245E-03        384.496E-03        865.587            865.587            865.587      
              475.842E-03        384.9E-03          865.729            865.729            865.729      
              476.44E-03         385.304E-03        865.872            865.872            865.872      
              477.037E-03        385.708E-03        866.014            866.014            866.014      
              477.635E-03        386.112E-03        866.156            866.156            866.156      
              478.232E-03        386.515E-03        866.298            866.298            866.298      
              478.829E-03        386.919E-03        866.44             866.44             866.44       
              479.427E-03        387.322E-03        866.582            866.582            866.582      
              480.024E-03        387.724E-03        866.723            866.723            866.723      
              480.621E-03        388.127E-03        866.864            866.864            866.864      
              481.217E-03        388.529E-03        867.005            867.005            867.005      
              481.814E-03        388.931E-03        867.146            867.146            867.146      
              482.411E-03        389.333E-03        867.286            867.286            867.286      
              483.008E-03        389.735E-03        867.427            867.427            867.427      
              483.604E-03        390.136E-03        867.567            867.567            867.567      
              484.201E-03        390.538E-03        867.707            867.707            867.707      
              484.797E-03        390.939E-03        867.847            867.847            867.847      
              485.393E-03        391.34E-03         867.986            867.986            867.986      
              485.989E-03        391.74E-03         868.125            868.125            868.125      
              486.585E-03        392.141E-03        868.265            868.265            868.265      
              487.181E-03        392.541E-03        868.404            868.404            868.404      
              487.777E-03        392.941E-03        868.542            868.542            868.542      
              488.373E-03        393.34E-03         868.681            868.681            868.681      
              488.969E-03        393.74E-03         868.819            868.819            868.819      
              489.565E-03        394.139E-03        868.958            868.958            868.958      
              490.16E-03         394.538E-03        869.096            869.096            869.096      
              490.756E-03        394.937E-03        869.234            869.234            869.234      
              491.351E-03        395.336E-03        869.371            869.371            869.371      
              491.947E-03        395.734E-03        869.509            869.509            869.509      
              492.542E-03        396.132E-03        869.646            869.646            869.646      
              493.137E-03        396.53E-03         869.783            869.783            869.783      
              493.732E-03        396.928E-03        869.92             869.92             869.92       
              494.327E-03        397.326E-03        870.057            870.057            870.057      
              494.922E-03        397.723E-03        870.193            870.193            870.193      
              495.517E-03        398.12E-03         870.329            870.329            870.329      
              496.112E-03        398.517E-03        870.465            870.465            870.465      
              496.707E-03        398.914E-03        870.601            870.601            870.601      
              497.301E-03        399.311E-03        870.737            870.737            870.737      
              497.896E-03        399.707E-03        870.873            870.873            870.873      
              498.49E-03         400.103E-03        871.008            871.008            871.008      
              499.084E-03        400.499E-03        871.143            871.143            871.143      
              499.679E-03        400.895E-03        871.278            871.278            871.278      
              500.273E-03        401.29E-03         871.413            871.413            871.413      
              500.867E-03        401.685E-03        871.548            871.548            871.548      
              501.461E-03        402.08E-03         871.682            871.682            871.682      
              502.055E-03        402.475E-03        871.817            871.817            871.817      
              502.649E-03        402.87E-03         871.951            871.951            871.951      
              503.242E-03        403.264E-03        872.085            872.085            872.085      
              503.836E-03        403.658E-03        872.218            872.218            872.218      
              504.43E-03         404.052E-03        872.352            872.352            872.352      
              505.023E-03        404.446E-03        872.485            872.485            872.485      
              505.617E-03        404.84E-03         872.619            872.619            872.619      
              506.21E-03         405.233E-03        872.752            872.752            872.752      
              506.803E-03        405.626E-03        872.885            872.885            872.885      
              507.397E-03        406.019E-03        873.017            873.017            873.017      
              507.99E-03         406.412E-03        873.15             873.15             873.15       
              508.583E-03        406.804E-03        873.282            873.282            873.282      
              509.176E-03        407.196E-03        873.414            873.414            873.414      
              509.768E-03        407.589E-03        873.546            873.546            873.546      
              510.361E-03        407.98E-03         873.678            873.678            873.678      
              510.954E-03        408.372E-03        873.81             873.81             873.81       
              511.546E-03        408.764E-03        873.941            873.941            873.941      
              512.139E-03        409.155E-03        874.072            874.072            874.072      
              512.731E-03        409.546E-03        874.203            874.203            874.203      
              513.324E-03        409.937E-03        874.334            874.334            874.334      
              513.916E-03        410.327E-03        874.465            874.465            874.465      
              514.508E-03        410.718E-03        874.596            874.596            874.596      
              515.1E-03          411.108E-03        874.726            874.726            874.726      
              515.692E-03        411.498E-03        874.856            874.856            874.856      
              516.284E-03        411.888E-03        874.986            874.986            874.986      
              516.876E-03        412.277E-03        875.116            875.116            875.116      
              517.468E-03        412.667E-03        875.246            875.246            875.246      
              518.06E-03         413.056E-03        875.376            875.376            875.376      
              518.651E-03        413.445E-03        875.505            875.505            875.505      
              519.243E-03        413.834E-03        875.634            875.634            875.634      
              519.834E-03        414.222E-03        875.763            875.763            875.763      
              520.425E-03        414.611E-03        875.892            875.892            875.892      
              521.017E-03        414.999E-03        876.021            876.021            876.021      
              521.608E-03        415.387E-03        876.149            876.149            876.149      
              522.199E-03        415.775E-03        876.278            876.278            876.278      
              522.79E-03         416.162E-03        876.406            876.406            876.406      
              523.381E-03        416.549E-03        876.534            876.534            876.534      
              523.972E-03        416.937E-03        876.662            876.662            876.662      
              524.563E-03        417.324E-03        876.789            876.789            876.789      
              525.153E-03        417.71E-03         876.917            876.917            876.917      
              525.744E-03        418.097E-03        877.044            877.044            877.044      
              526.334E-03        418.483E-03        877.172            877.172            877.172      
              526.925E-03        418.869E-03        877.299            877.299            877.299      
              527.515E-03        419.255E-03        877.426            877.426            877.426      
              528.105E-03        419.641E-03        877.552            877.552            877.552      
              528.696E-03        420.026E-03        877.679            877.679            877.679      
              529.286E-03        420.412E-03        877.805            877.805            877.805      
              529.876E-03        420.797E-03        877.931            877.931            877.931      
              530.466E-03        421.182E-03        878.057            878.057            878.057      
              531.056E-03        421.567E-03        878.183            878.183            878.183      
              531.645E-03        421.951E-03        878.309            878.309            878.309      
              532.235E-03        422.335E-03        878.435            878.435            878.435      
              532.825E-03        422.719E-03        878.56             878.56             878.56       
              533.414E-03        423.103E-03        878.685            878.685            878.685      
              534.004E-03        423.487E-03        878.81             878.81             878.81       
              534.593E-03        423.871E-03        878.935            878.935            878.935      
              535.182E-03        424.254E-03        879.06             879.06             879.06       
              535.772E-03        424.637E-03        879.185            879.185            879.185      
              536.361E-03        425.02E-03         879.309            879.309            879.309      
              536.95E-03         425.403E-03        879.434            879.434            879.434      
              537.539E-03        425.785E-03        879.558            879.558            879.558      
              538.128E-03        426.167E-03        879.682            879.682            879.682      
              538.716E-03        426.55E-03         879.806            879.806            879.806      
              539.305E-03        426.931E-03        879.929            879.929            879.929      
              539.894E-03        427.313E-03        880.053            880.053            880.053      
              540.482E-03        427.695E-03        880.176            880.176            880.176      
              541.071E-03        428.076E-03        880.299            880.299            880.299      
              541.659E-03        428.457E-03        880.422            880.422            880.422      
              542.248E-03        428.838E-03        880.545            880.545            880.545      
              542.836E-03        429.219E-03        880.668            880.668            880.668      
              543.424E-03        429.599E-03        880.791            880.791            880.791      
              544.012E-03        429.98E-03         880.913            880.913            880.913      
              544.6E-03          430.36E-03         881.035            881.035            881.035      
              545.188E-03        430.74E-03         881.158            881.158            881.158      
              545.776E-03        431.119E-03        881.28             881.28             881.28       
              546.363E-03        431.499E-03        881.401            881.401            881.401      
              546.951E-03        431.878E-03        881.523            881.523            881.523      
              547.539E-03        432.257E-03        881.645            881.645            881.645      
              548.126E-03        432.636E-03        881.766            881.766            881.766      
              548.714E-03        433.015E-03        881.887            881.887            881.887      
              549.301E-03        433.394E-03        882.008            882.008            882.008      
              549.888E-03        433.772E-03        882.129            882.129            882.129      
              550.475E-03        434.15E-03         882.25             882.25             882.25       
              551.062E-03        434.528E-03        882.371            882.371            882.371      
              551.649E-03        434.906E-03        882.491            882.491            882.491      
              552.236E-03        435.284E-03        882.611            882.611            882.611      
              552.823E-03        435.661E-03        882.732            882.732            882.732      
              553.41E-03         436.038E-03        882.852            882.852            882.852      
              553.997E-03        436.415E-03        882.971            882.971            882.971      
              554.583E-03        436.792E-03        883.091            883.091            883.091      
              555.17E-03         437.169E-03        883.211            883.211            883.211      
              555.756E-03        437.545E-03        883.33             883.33             883.33       
              556.343E-03        437.921E-03        883.449            883.449            883.449      
              556.929E-03        438.297E-03        883.569            883.569            883.569      
              557.515E-03        438.673E-03        883.688            883.688            883.688      
              558.101E-03        439.049E-03        883.806            883.806            883.806      
              558.687E-03        439.424E-03        883.925            883.925            883.925      
              559.273E-03        439.8E-03          884.044            884.044            884.044      
              559.859E-03        440.175E-03        884.162            884.162            884.162      
              560.445E-03        440.549E-03        884.28             884.28             884.28       
              561.031E-03        440.924E-03        884.399            884.399            884.399      
              561.616E-03        441.299E-03        884.517            884.517            884.517      
              562.202E-03        441.673E-03        884.634            884.634            884.634      
              562.787E-03        442.047E-03        884.752            884.752            884.752      
              563.372E-03        442.421E-03        884.87             884.87             884.87       
              563.958E-03        442.795E-03        884.987            884.987            884.987      
              564.543E-03        443.168E-03        885.104            885.104            885.104      
              565.128E-03        443.542E-03        885.221            885.221            885.221      
              565.713E-03        443.915E-03        885.339            885.339            885.339      
              566.298E-03        444.288E-03        885.455            885.455            885.455      
              566.883E-03        444.661E-03        885.572            885.572            885.572      
              567.468E-03        445.033E-03        885.689            885.689            885.689      
              568.053E-03        445.406E-03        885.805            885.805            885.805      
              568.637E-03        445.778E-03        885.921            885.921            885.921      
              569.222E-03        446.15E-03         886.037            886.037            886.037      
              569.807E-03        446.522E-03        886.153            886.153            886.153      
              570.391E-03        446.893E-03        886.269            886.269            886.269      
              570.975E-03        447.265E-03        886.385            886.385            886.385      
              571.56E-03         447.636E-03        886.501            886.501            886.501      
              572.144E-03        448.007E-03        886.616            886.616            886.616      
              572.728E-03        448.378E-03        886.731            886.731            886.731      
              573.312E-03        448.749E-03        886.847            886.847            886.847      
              573.896E-03        449.119E-03        886.962            886.962            886.962      
              574.48E-03         449.489E-03        887.077            887.077            887.077      
              575.063E-03        449.86E-03         887.191            887.191            887.191      
              575.647E-03        450.23E-03         887.306            887.306            887.306      
              576.231E-03        450.599E-03        887.42             887.42             887.42       
              576.814E-03        450.969E-03        887.535            887.535            887.535      
              577.398E-03        451.338E-03        887.649            887.649            887.649      
              577.981E-03        451.707E-03        887.763            887.763            887.763      
              578.564E-03        452.076E-03        887.877            887.877            887.877      
              579.148E-03        452.445E-03        887.991            887.991            887.991      
              579.731E-03        452.814E-03        888.105            888.105            888.105      
              580.314E-03        453.182E-03        888.218            888.218            888.218      
              580.897E-03        453.551E-03        888.331            888.331            888.331      
              581.48E-03         453.919E-03        888.445            888.445            888.445      
              582.063E-03        454.287E-03        888.558            888.558            888.558      
              582.645E-03        454.654E-03        888.671            888.671            888.671      
              583.228E-03        455.022E-03        888.784            888.784            888.784      
              583.811E-03        455.389E-03        888.897            888.897            888.897      
              584.393E-03        455.756E-03        889.009            889.009            889.009      
              584.976E-03        456.123E-03        889.122            889.122            889.122      
              585.558E-03        456.49E-03         889.234            889.234            889.234      
              586.14E-03         456.857E-03        889.346            889.346            889.346      
              586.722E-03        457.223E-03        889.458            889.458            889.458      
              587.304E-03        457.589E-03        889.57             889.57             889.57       
              587.886E-03        457.955E-03        889.682            889.682            889.682      
              588.468E-03        458.321E-03        889.794            889.794            889.794      
              589.05E-03         458.687E-03        889.905            889.905            889.905      
              589.632E-03        459.052E-03        890.017            890.017            890.017      
              590.214E-03        459.418E-03        890.128            890.128            890.128      
              590.795E-03        459.783E-03        890.239            890.239            890.239      
              591.377E-03        460.148E-03        890.35             890.35             890.35       
              591.958E-03        460.513E-03        890.461            890.461            890.461      
              592.54E-03         460.877E-03        890.572            890.572            890.572      
              593.121E-03        461.242E-03        890.683            890.683            890.683      
              593.702E-03        461.606E-03        890.793            890.793            890.793      
              594.284E-03        461.97E-03         890.904            890.904            890.904      
              594.865E-03        462.334E-03        891.014            891.014            891.014      
              595.446E-03        462.697E-03        891.124            891.124            891.124      
              596.027E-03        463.061E-03        891.234            891.234            891.234      
              596.607E-03        463.424E-03        891.344            891.344            891.344      
              597.188E-03        463.787E-03        891.454            891.454            891.454      
              597.769E-03        464.15E-03         891.564            891.564            891.564      
              598.349E-03        464.513E-03        891.673            891.673            891.673      
              598.93E-03         464.876E-03        891.782            891.782            891.782      
              599.51E-03         465.238E-03        891.892            891.892            891.892      
              600.091E-03        465.6E-03          892.001            892.001            892.001      
              600.671E-03        465.962E-03        892.11             892.11             892.11       
              601.251E-03        466.324E-03        892.219            892.219            892.219      
              601.831E-03        466.686E-03        892.328            892.328            892.328      
              602.411E-03        467.047E-03        892.436            892.436            892.436      
              602.991E-03        467.409E-03        892.545            892.545            892.545      
              603.571E-03        467.77E-03         892.653            892.653            892.653      
              604.151E-03        468.131E-03        892.762            892.762            892.762      
              604.731E-03        468.492E-03        892.87             892.87             892.87       
              605.311E-03        468.852E-03        892.978            892.978            892.978      
              605.89E-03         469.213E-03        893.086            893.086            893.086      
              606.47E-03         469.573E-03        893.193            893.193            893.193      
