
                  X               SDV_EQPS           SDV_Seq            SDV_Qeq             MISES      

                0.                 0.                 0.                 0.                 0.         
              607.049E-03        469.933E-03        893.301            893.301            893.301      
              607.628E-03        470.293E-03        893.409            893.409            893.409      
              608.208E-03        470.653E-03        893.516            893.516            893.516      
              608.787E-03        471.012E-03        893.623            893.623            893.623      
              609.366E-03        471.372E-03        893.731            893.731            893.731      
              609.945E-03        471.731E-03        893.838            893.838            893.838      
              610.524E-03        472.09E-03         893.945            893.945            893.945      
              611.103E-03        472.449E-03        894.051            894.051            894.051      
              611.682E-03        472.807E-03        894.158            894.158            894.158      
              612.26E-03         473.166E-03        894.265            894.265            894.265      
              612.839E-03        473.524E-03        894.371            894.371            894.371      
              613.418E-03        473.882E-03        894.478            894.478            894.478      
              613.996E-03        474.24E-03         894.584            894.584            894.584      
              614.574E-03        474.598E-03        894.69             894.69             894.69       
              615.153E-03        474.956E-03        894.796            894.796            894.796      
              615.731E-03        475.313E-03        894.902            894.902            894.902      
              616.309E-03        475.67E-03         895.008            895.008            895.008      
              616.887E-03        476.027E-03        895.113            895.113            895.113      
              617.465E-03        476.384E-03        895.219            895.219            895.219      
              618.043E-03        476.741E-03        895.324            895.324            895.324      
              618.621E-03        477.098E-03        895.429            895.429            895.429      
              619.199E-03        477.454E-03        895.534            895.534            895.534      
              619.777E-03        477.81E-03         895.64             895.64             895.64       
              620.354E-03        478.166E-03        895.745            895.745            895.745      
              620.932E-03        478.522E-03        895.849            895.849            895.849      
              621.509E-03        478.878E-03        895.954            895.954            895.954      
              622.087E-03        479.233E-03        896.059            896.059            896.059      
              622.664E-03        479.588E-03        896.163            896.163            896.163      
              623.241E-03        479.944E-03        896.267            896.267            896.267      
              623.818E-03        480.299E-03        896.372            896.372            896.372      
              624.396E-03        480.653E-03        896.476            896.476            896.476      
              624.973E-03        481.008E-03        896.58             896.58             896.58       
              625.549E-03        481.362E-03        896.684            896.684            896.684      
              626.126E-03        481.717E-03        896.788            896.788            896.788      
              626.703E-03        482.071E-03        896.891            896.891            896.891      
              627.28E-03         482.425E-03        896.995            896.995            896.995      
              627.856E-03        482.779E-03        897.098            897.098            897.098      
              628.433E-03        483.132E-03        897.202            897.202            897.202      
              629.009E-03        483.486E-03        897.305            897.305            897.305      
              629.586E-03        483.839E-03        897.408            897.408            897.408      
              630.162E-03        484.192E-03        897.511            897.511            897.511      
              630.738E-03        484.545E-03        897.614            897.614            897.614      
              631.315E-03        484.898E-03        897.716            897.716            897.716      
              631.891E-03        485.25E-03         897.819            897.819            897.819      
              632.467E-03        485.603E-03        897.922            897.922            897.922      
              633.043E-03        485.955E-03        898.024            898.024            898.024      
              633.618E-03        486.307E-03        898.126            898.126            898.126      
              634.194E-03        486.659E-03        898.229            898.229            898.229      
              634.77E-03         487.01E-03         898.331            898.331            898.331      
              635.345E-03        487.362E-03        898.433            898.433            898.433      
              635.921E-03        487.713E-03        898.535            898.535            898.535      
              636.496E-03        488.064E-03        898.636            898.636            898.636      
              637.072E-03        488.415E-03        898.738            898.738            898.738      
              637.647E-03        488.766E-03        898.84             898.84             898.84       
              638.222E-03        489.117E-03        898.941            898.941            898.941      
              638.798E-03        489.468E-03        899.042            899.042            899.042      
              639.373E-03        489.818E-03        899.144            899.144            899.144      
              639.948E-03        490.168E-03        899.245            899.245            899.245      
              640.523E-03        490.518E-03        899.346            899.346            899.346      
              641.097E-03        490.868E-03        899.447            899.447            899.447      
              641.672E-03        491.218E-03        899.547            899.547            899.547      
              642.247E-03        491.567E-03        899.648            899.648            899.648      
              642.821E-03        491.916E-03        899.749            899.749            899.749      
              643.396E-03        492.266E-03        899.849            899.849            899.849      
              643.97E-03         492.615E-03        899.949            899.949            899.949      
              644.545E-03        492.963E-03        900.05             900.05             900.05       
              645.119E-03        493.312E-03        900.15             900.15             900.15       
              645.693E-03        493.661E-03        900.25             900.25             900.25       
              646.268E-03        494.009E-03        900.35             900.35             900.35       
              646.842E-03        494.357E-03        900.45             900.45             900.45       
              647.416E-03        494.705E-03        900.549            900.549            900.549      
              647.99E-03         495.053E-03        900.649            900.649            900.649      
              648.563E-03        495.401E-03        900.748            900.748            900.748      
              649.137E-03        495.748E-03        900.848            900.848            900.848      
              649.711E-03        496.095E-03        900.947            900.947            900.947      
              650.285E-03        496.443E-03        901.046            901.046            901.046      
              650.858E-03        496.79E-03         901.145            901.145            901.145      
              651.432E-03        497.136E-03        901.244            901.244            901.244      
              652.005E-03        497.483E-03        901.343            901.343            901.343      
              652.578E-03        497.829E-03        901.442            901.442            901.442      
              653.152E-03        498.176E-03        901.541            901.541            901.541      
              653.725E-03        498.522E-03        901.639            901.639            901.639      
              654.298E-03        498.868E-03        901.738            901.738            901.738      
              654.871E-03        499.214E-03        901.836            901.836            901.836      
              655.444E-03        499.559E-03        901.934            901.934            901.934      
              656.017E-03        499.905E-03        902.033            902.033            902.033      
              656.589E-03        500.25E-03         902.131            902.131            902.131      
              657.162E-03        500.595E-03        902.229            902.229            902.229      
              657.735E-03        500.94E-03         902.326            902.326            902.326      
              658.307E-03        501.285E-03        902.424            902.424            902.424      
              658.88E-03         501.63E-03         902.522            902.522            902.522      
              659.452E-03        501.974E-03        902.619            902.619            902.619      
              660.025E-03        502.319E-03        902.717            902.717            902.717      
              660.597E-03        502.663E-03        902.814            902.814            902.814      
              661.169E-03        503.007E-03        902.911            902.911            902.911      
              661.741E-03        503.351E-03        903.008            903.008            903.008      
              662.313E-03        503.695E-03        903.105            903.105            903.105      
              662.885E-03        504.038E-03        903.202            903.202            903.202      
              663.457E-03        504.381E-03        903.299            903.299            903.299      
              664.029E-03        504.725E-03        903.396            903.396            903.396      
              664.601E-03        505.068E-03        903.492            903.492            903.492      
              665.172E-03        505.411E-03        903.589            903.589            903.589      
              665.744E-03        505.753E-03        903.685            903.685            903.685      
              666.315E-03        506.096E-03        903.782            903.782            903.782      
              666.887E-03        506.438E-03        903.878            903.878            903.878      
              667.458E-03        506.78E-03         903.974            903.974            903.974      
              668.029E-03        507.123E-03        904.07             904.07             904.07       
              668.601E-03        507.464E-03        904.166            904.166            904.166      
              669.172E-03        507.806E-03        904.262            904.262            904.262      
              669.743E-03        508.148E-03        904.358            904.358            904.358      
              670.314E-03        508.489E-03        904.453            904.453            904.453      
              670.885E-03        508.83E-03         904.549            904.549            904.549      
              671.455E-03        509.172E-03        904.644            904.644            904.644      
              672.026E-03        509.512E-03        904.74             904.74             904.74       
              672.597E-03        509.853E-03        904.835            904.835            904.835      
              673.167E-03        510.194E-03        904.93             904.93             904.93       
              673.738E-03        510.534E-03        905.025            905.025            905.025      
              674.308E-03        510.875E-03        905.12             905.12             905.12       
              674.879E-03        511.215E-03        905.215            905.215            905.215      
              675.449E-03        511.555E-03        905.309            905.309            905.309      
              676.019E-03        511.894E-03        905.404            905.404            905.404      
              676.589E-03        512.234E-03        905.499            905.499            905.499      
              677.159E-03        512.574E-03        905.593            905.593            905.593      
              677.729E-03        512.913E-03        905.687            905.687            905.687      
              678.299E-03        513.252E-03        905.782            905.782            905.782      
              678.869E-03        513.591E-03        905.876            905.876            905.876      
              679.439E-03        513.93E-03         905.97             905.97             905.97       
              680.009E-03        514.269E-03        906.064            906.064            906.064      
              680.578E-03        514.607E-03        906.158            906.158            906.158      
              681.148E-03        514.946E-03        906.252            906.252            906.252      
              681.717E-03        515.284E-03        906.345            906.345            906.345      
              682.287E-03        515.622E-03        906.439            906.439            906.439      
              682.856E-03        515.96E-03         906.532            906.532            906.532      
              683.425E-03        516.298E-03        906.626            906.626            906.626      
              683.995E-03        516.635E-03        906.719            906.719            906.719      
              684.564E-03        516.973E-03        906.812            906.812            906.812      
              685.133E-03        517.31E-03         906.906            906.906            906.906      
              685.702E-03        517.647E-03        906.999            906.999            906.999      
              686.271E-03        517.984E-03        907.091            907.091            907.091      
              686.839E-03        518.321E-03        907.184            907.184            907.184      
              687.408E-03        518.657E-03        907.277            907.277            907.277      
              687.977E-03        518.994E-03        907.37             907.37             907.37       
              688.545E-03        519.33E-03         907.462            907.462            907.462      
              689.114E-03        519.666E-03        907.555            907.555            907.555      
              689.682E-03        520.002E-03        907.647            907.647            907.647      
              690.251E-03        520.338E-03        907.739            907.739            907.739      
              690.819E-03        520.674E-03        907.832            907.832            907.832      
              691.387E-03        521.009E-03        907.924            907.924            907.924      
              691.955E-03        521.345E-03        908.016            908.016            908.016      
              692.523E-03        521.68E-03         908.108            908.108            908.108      
              693.091E-03        522.015E-03        908.2              908.2              908.2        
              693.659E-03        522.35E-03         908.291            908.291            908.291      
              694.227E-03        522.685E-03        908.383            908.383            908.383      
              694.795E-03        523.019E-03        908.474            908.474            908.474      
              695.362E-03        523.354E-03        908.566            908.566            908.566      
              695.93E-03         523.688E-03        908.657            908.657            908.657      
              696.498E-03        524.022E-03        908.749            908.749            908.749      
              697.065E-03        524.356E-03        908.84             908.84             908.84       
              697.633E-03        524.69E-03         908.931            908.931            908.931      
              698.2E-03          525.024E-03        909.022            909.022            909.022      
              698.767E-03        525.357E-03        909.113            909.113            909.113      
              699.334E-03        525.691E-03        909.204            909.204            909.204      
              699.901E-03        526.024E-03        909.294            909.294            909.294      
              700.468E-03        526.357E-03        909.385            909.385            909.385      
              701.035E-03        526.69E-03         909.476            909.476            909.476      
              701.602E-03        527.022E-03        909.566            909.566            909.566      
              702.169E-03        527.355E-03        909.656            909.656            909.656      
              702.736E-03        527.688E-03        909.747            909.747            909.747      
              703.302E-03        528.02E-03         909.837            909.837            909.837      
              703.869E-03        528.352E-03        909.927            909.927            909.927      
              704.435E-03        528.684E-03        910.017            910.017            910.017      
              705.002E-03        529.016E-03        910.107            910.107            910.107      
              705.568E-03        529.347E-03        910.197            910.197            910.197      
              706.135E-03        529.679E-03        910.287            910.287            910.287      
              706.701E-03        530.01E-03         910.376            910.376            910.376      
              707.267E-03        530.341E-03        910.466            910.466            910.466      
              707.833E-03        530.673E-03        910.555            910.555            910.555      
              708.399E-03        531.003E-03        910.645            910.645            910.645      
              708.965E-03        531.334E-03        910.734            910.734            910.734      
              709.531E-03        531.665E-03        910.823            910.823            910.823      
              710.097E-03        531.995E-03        910.913            910.913            910.913      
              710.662E-03        532.326E-03        911.002            911.002            911.002      
              711.228E-03        532.656E-03        911.091            911.091            911.091      
              711.793E-03        532.986E-03        911.18             911.18             911.18       
              712.359E-03        533.316E-03        911.268            911.268            911.268      
              712.924E-03        533.645E-03        911.357            911.357            911.357      
              713.49E-03         533.975E-03        911.446            911.446            911.446      
              714.055E-03        534.304E-03        911.534            911.534            911.534      
              714.62E-03         534.633E-03        911.623            911.623            911.623      
              715.185E-03        534.963E-03        911.711            911.711            911.711      
              715.75E-03         535.292E-03        911.799            911.799            911.799      
              716.315E-03        535.62E-03         911.888            911.888            911.888      
              716.88E-03         535.949E-03        911.976            911.976            911.976      
              717.445E-03        536.277E-03        912.064            912.064            912.064      
              718.01E-03         536.606E-03        912.152            912.152            912.152      
              718.574E-03        536.934E-03        912.24             912.24             912.24       
              719.139E-03        537.262E-03        912.327            912.327            912.327      
              719.704E-03        537.59E-03         912.415            912.415            912.415      
              720.268E-03        537.918E-03        912.503            912.503            912.503      
              720.832E-03        538.245E-03        912.59             912.59             912.59       
              721.397E-03        538.573E-03        912.678            912.678            912.678      
              721.961E-03        538.9E-03          912.765            912.765            912.765      
              722.525E-03        539.227E-03        912.852            912.852            912.852      
              723.089E-03        539.554E-03        912.94             912.94             912.94       
              723.653E-03        539.881E-03        913.027            913.027            913.027      
              724.217E-03        540.208E-03        913.114            913.114            913.114      
              724.781E-03        540.534E-03        913.201            913.201            913.201      
              725.345E-03        540.861E-03        913.287            913.287            913.287      
              725.909E-03        541.187E-03        913.374            913.374            913.374      
              726.472E-03        541.513E-03        913.461            913.461            913.461      
              727.036E-03        541.839E-03        913.548            913.548            913.548      
              727.599E-03        542.165E-03        913.634            913.634            913.634      
              728.163E-03        542.49E-03         913.721            913.721            913.721      
              728.726E-03        542.816E-03        913.807            913.807            913.807      
              729.29E-03         543.141E-03        913.893            913.893            913.893      
              729.853E-03        543.466E-03        913.979            913.979            913.979      
              730.416E-03        543.791E-03        914.065            914.065            914.065      
              730.979E-03        544.116E-03        914.152            914.152            914.152      
              731.542E-03        544.441E-03        914.237            914.237            914.237      
              732.105E-03        544.766E-03        914.323            914.323            914.323      
              732.668E-03        545.09E-03         914.409            914.409            914.409      
              733.231E-03        545.415E-03        914.495            914.495            914.495      
              733.793E-03        545.739E-03        914.581            914.581            914.581      
              734.356E-03        546.063E-03        914.666            914.666            914.666      
              734.919E-03        546.387E-03        914.752            914.752            914.752      
              735.481E-03        546.711E-03        914.837            914.837            914.837      
              736.044E-03        547.034E-03        914.922            914.922            914.922      
              736.606E-03        547.358E-03        915.007            915.007            915.007      
              737.168E-03        547.681E-03        915.093            915.093            915.093      
              737.73E-03         548.004E-03        915.178            915.178            915.178      
              738.293E-03        548.327E-03        915.263            915.263            915.263      
              738.855E-03        548.65E-03         915.348            915.348            915.348      
              739.417E-03        548.973E-03        915.432            915.432            915.432      
              739.979E-03        549.295E-03        915.517            915.517            915.517      
              740.54E-03         549.618E-03        915.602            915.602            915.602      
              741.102E-03        549.94E-03         915.686            915.686            915.686      
              741.664E-03        550.262E-03        915.771            915.771            915.771      
              742.226E-03        550.584E-03        915.855            915.855            915.855      
              742.787E-03        550.906E-03        915.94             915.94             915.94       
              743.349E-03        551.228E-03        916.024            916.024            916.024      
              743.91E-03         551.549E-03        916.108            916.108            916.108      
              744.471E-03        551.871E-03        916.192            916.192            916.192      
              745.033E-03        552.192E-03        916.276            916.276            916.276      
              745.594E-03        552.513E-03        916.36             916.36             916.36       
              746.155E-03        552.834E-03        916.444            916.444            916.444      
              746.716E-03        553.155E-03        916.528            916.528            916.528      
              747.277E-03        553.476E-03        916.612            916.612            916.612      
              747.838E-03        553.796E-03        916.695            916.695            916.695      
              748.399E-03        554.117E-03        916.779            916.779            916.779      
              748.96E-03         554.437E-03        916.862            916.862            916.862      
              749.521E-03        554.757E-03        916.946            916.946            916.946      
              750.081E-03        555.077E-03        917.029            917.029            917.029      
              750.642E-03        555.397E-03        917.113            917.113            917.113      
              751.202E-03        555.716E-03        917.196            917.196            917.196      
              751.763E-03        556.036E-03        917.279            917.279            917.279      
              752.323E-03        556.356E-03        917.362            917.362            917.362      
              752.883E-03        556.675E-03        917.445            917.445            917.445      
              753.443E-03        556.994E-03        917.528            917.528            917.528      
              754.004E-03        557.313E-03        917.611            917.611            917.611      
              754.564E-03        557.632E-03        917.693            917.693            917.693      
              755.124E-03        557.95E-03         917.776            917.776            917.776      
              755.684E-03        558.269E-03        917.859            917.859            917.859      
              756.243E-03        558.587E-03        917.941            917.941            917.941      
              756.803E-03        558.906E-03        918.023            918.023            918.023      
              757.363E-03        559.224E-03        918.106            918.106            918.106      
              757.923E-03        559.542E-03        918.188            918.188            918.188      
              758.482E-03        559.86E-03         918.27             918.27             918.27       
              759.042E-03        560.177E-03        918.352            918.352            918.352      
              759.601E-03        560.495E-03        918.434            918.434            918.434      
              760.161E-03        560.812E-03        918.516            918.516            918.516      
              760.72E-03         561.13E-03         918.598            918.598            918.598      
              761.279E-03        561.447E-03        918.68             918.68             918.68       
              761.838E-03        561.764E-03        918.762            918.762            918.762      
              762.397E-03        562.081E-03        918.844            918.844            918.844      
              762.956E-03        562.397E-03        918.925            918.925            918.925      
              763.515E-03        562.714E-03        919.007            919.007            919.007      
              764.074E-03        563.031E-03        919.088            919.088            919.088      
              764.633E-03        563.347E-03        919.17             919.17             919.17       
              765.192E-03        563.663E-03        919.251            919.251            919.251      
              765.75E-03         563.979E-03        919.332            919.332            919.332      
              766.309E-03        564.295E-03        919.413            919.413            919.413      
              766.867E-03        564.611E-03        919.494            919.494            919.494      
              767.426E-03        564.926E-03        919.575            919.575            919.575      
              767.984E-03        565.242E-03        919.656            919.656            919.656      
              768.543E-03        565.557E-03        919.737            919.737            919.737      
              769.101E-03        565.872E-03        919.818            919.818            919.818      
              769.659E-03        566.187E-03        919.899            919.899            919.899      
              770.217E-03        566.502E-03        919.979            919.979            919.979      
              770.775E-03        566.817E-03        920.06             920.06             920.06       
              771.333E-03        567.132E-03        920.14             920.14             920.14       
              771.891E-03        567.446E-03        920.221            920.221            920.221      
              772.449E-03        567.76E-03         920.301            920.301            920.301      
              773.006E-03        568.075E-03        920.382            920.382            920.382      
              773.564E-03        568.389E-03        920.462            920.462            920.462      
              774.122E-03        568.703E-03        920.542            920.542            920.542      
              774.679E-03        569.017E-03        920.622            920.622            920.622      
              775.237E-03        569.33E-03         920.702            920.702            920.702      
              775.794E-03        569.644E-03        920.782            920.782            920.782      
              776.351E-03        569.957E-03        920.862            920.862            920.862      
              776.909E-03        570.271E-03        920.942            920.942            920.942      
              777.466E-03        570.584E-03        921.021            921.021            921.021      
              778.023E-03        570.897E-03        921.101            921.101            921.101      
              778.58E-03         571.209E-03        921.18             921.18             921.18       
              779.137E-03        571.522E-03        921.26             921.26             921.26       
              779.694E-03        571.835E-03        921.339            921.339            921.339      
              780.251E-03        572.147E-03        921.419            921.419            921.419      
              780.807E-03        572.459E-03        921.498            921.498            921.498      
              781.364E-03        572.772E-03        921.577            921.577            921.577      
              781.921E-03        573.084E-03        921.656            921.656            921.656      
              782.477E-03        573.396E-03        921.736            921.736            921.736      
              783.034E-03        573.707E-03        921.815            921.815            921.815      
              783.59E-03         574.019E-03        921.893            921.893            921.893      
              784.147E-03        574.33E-03         921.972            921.972            921.972      
              784.703E-03        574.642E-03        922.051            922.051            922.051      
              785.259E-03        574.953E-03        922.13             922.13             922.13       
              785.815E-03        575.264E-03        922.208            922.208            922.208      
              786.371E-03        575.575E-03        922.287            922.287            922.287      
              786.927E-03        575.886E-03        922.366            922.366            922.366      
              787.483E-03        576.196E-03        922.444            922.444            922.444      
              788.039E-03        576.507E-03        922.522            922.522            922.522      
              788.595E-03        576.817E-03        922.601            922.601            922.601      
              789.151E-03        577.128E-03        922.679            922.679            922.679      
              789.706E-03        577.438E-03        922.757            922.757            922.757      
              790.262E-03        577.748E-03        922.835            922.835            922.835      
              790.817E-03        578.058E-03        922.913            922.913            922.913      
              791.373E-03        578.367E-03        922.991            922.991            922.991      
              791.928E-03        578.677E-03        923.069            923.069            923.069      
              792.483E-03        578.986E-03        923.147            923.147            923.147      
              793.039E-03        579.296E-03        923.225            923.225            923.225      
              793.594E-03        579.605E-03        923.302            923.302            923.302      
              794.149E-03        579.914E-03        923.38             923.38             923.38       
              794.704E-03        580.223E-03        923.458            923.458            923.458      
              795.259E-03        580.532E-03        923.535            923.535            923.535      
              795.814E-03        580.84E-03         923.613            923.613            923.613      
              796.369E-03        581.149E-03        923.69             923.69             923.69       
              796.923E-03        581.457E-03        923.767            923.767            923.767      
              797.478E-03        581.765E-03        923.844            923.844            923.844      
              798.033E-03        582.073E-03        923.922            923.922            923.922      
              798.587E-03        582.381E-03        923.999            923.999            923.999      
              799.142E-03        582.689E-03        924.076            924.076            924.076      
              799.696E-03        582.997E-03        924.153            924.153            924.153      
              800.25E-03         583.305E-03        924.23             924.23             924.23       
              800.805E-03        583.612E-03        924.306            924.306            924.306      
              801.359E-03        583.919E-03        924.383            924.383            924.383      
              801.913E-03        584.227E-03        924.46             924.46             924.46       
              802.467E-03        584.534E-03        924.536            924.536            924.536      
              803.021E-03        584.841E-03        924.613            924.613            924.613      
              803.575E-03        585.147E-03        924.69             924.69             924.69       
              804.129E-03        585.454E-03        924.766            924.766            924.766      
              804.683E-03        585.761E-03        924.842            924.842            924.842      
              805.236E-03        586.067E-03        924.919            924.919            924.919      
              805.79E-03         586.373E-03        924.995            924.995            924.995      
              806.344E-03        586.679E-03        925.071            925.071            925.071      
              806.897E-03        586.985E-03        925.147            925.147            925.147      
              807.451E-03        587.291E-03        925.223            925.223            925.223      
              808.004E-03        587.597E-03        925.299            925.299            925.299      
              808.557E-03        587.903E-03        925.375            925.375            925.375      
              809.11E-03         588.208E-03        925.451            925.451            925.451      
              809.664E-03        588.513E-03        925.527            925.527            925.527      
              810.217E-03        588.819E-03        925.602            925.602            925.602      
              810.77E-03         589.124E-03        925.678            925.678            925.678      
              811.323E-03        589.429E-03        925.753            925.753            925.753      
              811.876E-03        589.733E-03        925.829            925.829            925.829      
              812.428E-03        590.038E-03        925.904            925.904            925.904      
              812.981E-03        590.343E-03        925.98             925.98             925.98       
              813.534E-03        590.647E-03        926.055            926.055            926.055      
              814.086E-03        590.951E-03        926.13             926.13             926.13       
              814.639E-03        591.256E-03        926.206            926.206            926.206      
              815.192E-03        591.56E-03         926.281            926.281            926.281      
              815.744E-03        591.864E-03        926.356            926.356            926.356      
              816.296E-03        592.167E-03        926.431            926.431            926.431      
              816.849E-03        592.471E-03        926.506            926.506            926.506      
              817.401E-03        592.774E-03        926.581            926.581            926.581      
              817.953E-03        593.078E-03        926.655            926.655            926.655      
              818.505E-03        593.381E-03        926.73             926.73             926.73       
              819.057E-03        593.684E-03        926.805            926.805            926.805      
              819.609E-03        593.987E-03        926.879            926.879            926.879      
              820.161E-03        594.29E-03         926.954            926.954            926.954      
              820.713E-03        594.593E-03        927.028            927.028            927.028      
              821.264E-03        594.895E-03        927.103            927.103            927.103      
              821.816E-03        595.198E-03        927.177            927.177            927.177      
              822.368E-03        595.5E-03          927.251            927.251            927.251      
              822.919E-03        595.803E-03        927.326            927.326            927.326      
              823.471E-03        596.105E-03        927.4              927.4              927.4        
              824.022E-03        596.407E-03        927.474            927.474            927.474      
              824.573E-03        596.708E-03        927.548            927.548            927.548      
              825.125E-03        597.01E-03         927.622            927.622            927.622      
              825.676E-03        597.312E-03        927.696            927.696            927.696      
              826.227E-03        597.613E-03        927.77             927.77             927.77       
              826.778E-03        597.914E-03        927.844            927.844            927.844      
              827.329E-03        598.216E-03        927.917            927.917            927.917      
              827.88E-03         598.517E-03        927.991            927.991            927.991      
              828.431E-03        598.818E-03        928.065            928.065            928.065      
              828.982E-03        599.119E-03        928.138            928.138            928.138      
              829.532E-03        599.419E-03        928.212            928.212            928.212      
              830.083E-03        599.72E-03         928.285            928.285            928.285      
              830.634E-03        600.02E-03         928.358            928.358            928.358      
              831.184E-03        600.321E-03        928.432            928.432            928.432      
              831.734E-03        600.621E-03        928.505            928.505            928.505      
              832.285E-03        600.921E-03        928.578            928.578            928.578      
              832.835E-03        601.221E-03        928.651            928.651            928.651      
              833.385E-03        601.521E-03        928.724            928.724            928.724      
              833.936E-03        601.82E-03         928.797            928.797            928.797      
              834.486E-03        602.12E-03         928.87             928.87             928.87       
              835.036E-03        602.419E-03        928.943            928.943            928.943      
              835.586E-03        602.719E-03        929.016            929.016            929.016      
              836.136E-03        603.018E-03        929.089            929.089            929.089      
              836.686E-03        603.317E-03        929.161            929.161            929.161      
              837.235E-03        603.616E-03        929.234            929.234            929.234      
              837.785E-03        603.914E-03        929.307            929.307            929.307      
              838.335E-03        604.213E-03        929.379            929.379            929.379      
              838.884E-03        604.512E-03        929.452            929.452            929.452      
              839.434E-03        604.81E-03         929.524            929.524            929.524      
              839.983E-03        605.108E-03        929.596            929.596            929.596      
              840.533E-03        605.407E-03        929.669            929.669            929.669      
              841.082E-03        605.705E-03        929.741            929.741            929.741      
              841.631E-03        606.003E-03        929.813            929.813            929.813      
              842.18E-03         606.3E-03          929.885            929.885            929.885      
              842.729E-03        606.598E-03        929.957            929.957            929.957      
              843.278E-03        606.896E-03        930.029            930.029            930.029      
              843.827E-03        607.193E-03        930.101            930.101            930.101      
              844.376E-03        607.49E-03         930.173            930.173            930.173      
              844.925E-03        607.787E-03        930.245            930.245            930.245      
              845.474E-03        608.085E-03        930.316            930.316            930.316      
              846.023E-03        608.381E-03        930.388            930.388            930.388      
              846.571E-03        608.678E-03        930.46             930.46             930.46       
              847.12E-03         608.975E-03        930.531            930.531            930.531      
              847.668E-03        609.271E-03        930.603            930.603            930.603      
              848.217E-03        609.568E-03        930.674            930.674            930.674      
              848.765E-03        609.864E-03        930.746            930.746            930.746      
              849.313E-03        610.16E-03         930.817            930.817            930.817      
              849.862E-03        610.456E-03        930.888            930.888            930.888      
              850.41E-03         610.752E-03        930.959            930.959            930.959      
              850.958E-03        611.048E-03        931.031            931.031            931.031      
              851.506E-03        611.344E-03        931.102            931.102            931.102      
              852.054E-03        611.639E-03        931.173            931.173            931.173      
              852.602E-03        611.935E-03        931.244            931.244            931.244      
              853.15E-03         612.23E-03         931.315            931.315            931.315      
              853.698E-03        612.525E-03        931.385            931.385            931.385      
              854.245E-03        612.82E-03         931.456            931.456            931.456      
              854.793E-03        613.115E-03        931.527            931.527            931.527      
              855.34E-03         613.41E-03         931.598            931.598            931.598      
              855.888E-03        613.705E-03        931.668            931.668            931.668      
              856.435E-03        614.E-03           931.739            931.739            931.739      
              856.983E-03        614.294E-03        931.809            931.809            931.809      
              857.53E-03         614.588E-03        931.88             931.88             931.88       
              858.077E-03        614.883E-03        931.95             931.95             931.95       
              858.625E-03        615.177E-03        932.021            932.021            932.021      
              859.172E-03        615.471E-03        932.091            932.091            932.091      
              859.719E-03        615.764E-03        932.161            932.161            932.161      
              860.266E-03        616.058E-03        932.231            932.231            932.231      
              860.813E-03        616.352E-03        932.301            932.301            932.301      
              861.359E-03        616.645E-03        932.372            932.372            932.372      
              861.906E-03        616.939E-03        932.442            932.442            932.442      
              862.453E-03        617.232E-03        932.511            932.511            932.511      
              863.E-03           617.525E-03        932.581            932.581            932.581      
              863.546E-03        617.818E-03        932.651            932.651            932.651      
              864.093E-03        618.111E-03        932.721            932.721            932.721      
              864.639E-03        618.404E-03        932.791            932.791            932.791      
              865.186E-03        618.696E-03        932.86             932.86             932.86       
              865.732E-03        618.989E-03        932.93             932.93             932.93       
              866.278E-03        619.281E-03        933.               933.               933.         
              866.824E-03        619.573E-03        933.069            933.069            933.069      
              867.37E-03         619.866E-03        933.138            933.138            933.138      
              867.917E-03        620.158E-03        933.208            933.208            933.208      
              868.463E-03        620.449E-03        933.277            933.277            933.277      
              869.008E-03        620.741E-03        933.346            933.346            933.346      
              869.554E-03        621.033E-03        933.416            933.416            933.416      
              870.1E-03          621.325E-03        933.485            933.485            933.485      
              870.646E-03        621.616E-03        933.554            933.554            933.554      
              871.192E-03        621.907E-03        933.623            933.623            933.623      
              871.737E-03        622.198E-03        933.692            933.692            933.692      
              872.283E-03        622.49E-03         933.761            933.761            933.761      
              872.828E-03        622.781E-03        933.83             933.83             933.83       
              873.373E-03        623.071E-03        933.899            933.899            933.899      
              873.919E-03        623.362E-03        933.967            933.967            933.967      
              874.464E-03        623.653E-03        934.036            934.036            934.036      
              875.009E-03        623.943E-03        934.105            934.105            934.105      
              875.554E-03        624.233E-03        934.174            934.174            934.174      
              876.1E-03          624.524E-03        934.242            934.242            934.242      
              876.644E-03        624.814E-03        934.311            934.311            934.311      
              877.189E-03        625.104E-03        934.379            934.379            934.379      
              877.734E-03        625.394E-03        934.447            934.447            934.447      
              878.279E-03        625.683E-03        934.516            934.516            934.516      
              878.824E-03        625.973E-03        934.584            934.584            934.584      
              879.369E-03        626.263E-03        934.652            934.652            934.652      
              879.913E-03        626.552E-03        934.72             934.72             934.72       
              880.458E-03        626.841E-03        934.789            934.789            934.789      
              881.002E-03        627.13E-03         934.857            934.857            934.857      
              881.547E-03        627.42E-03         934.925            934.925            934.925      
              882.091E-03        627.708E-03        934.993            934.993            934.993      
              882.635E-03        627.997E-03        935.061            935.061            935.061      
              883.18E-03         628.286E-03        935.128            935.128            935.128      
              883.724E-03        628.575E-03        935.196            935.196            935.196      
              884.268E-03        628.863E-03        935.264            935.264            935.264      
              884.812E-03        629.151E-03        935.332            935.332            935.332      
              885.356E-03        629.44E-03         935.399            935.399            935.399      
              885.9E-03          629.728E-03        935.467            935.467            935.467      
