
                  X                 S11                S12                S13                S22                S23                S33                SP1                SP2                SP3              SDV_Seq            SDV_Svm             SDV_D            SDV_TRIAX           SDV_LODE           SDV_EQPS         SDV_EQPSdot           SDV_T                U2                RF2                RF2L            U2_EXT_Y1    
              134.082            664.914            -19.9885E-03         2.71819E-03       79.4597            32.3363E-06       408.721E-03        408.721E-03         79.4597           664.914            628.719            628.719              5.7624E-03       394.868E-03        791.625E-03         54.7266E-03         1.E-03            25.                72.7048E-03       -90.5249            90.5297            11.6166E-03 
              134.165            665.019            -19.9879E-03         2.73554E-03       79.4839            28.5809E-06       410.004E-03        410.004E-03         79.4839           665.019            628.812            628.812              5.76728E-03      394.878E-03        791.596E-03         54.7728E-03         1.E-03            25.                72.7513E-03       -90.5338            90.5375            11.6261E-03 
              134.248            665.125            -19.9863E-03         2.73444E-03       79.5084            37.587E-06        410.85E-03         410.85E-03          79.5083           665.125            628.907            628.907              5.77227E-03      394.888E-03        791.565E-03         54.8201E-03         1.E-03            25.                72.7978E-03       -90.5429            90.5454            11.6358E-03 
              134.331            665.233            -20.3976E-03         2.81325E-03       79.5347           127.477E-06        411.315E-03        411.315E-03         79.5347           665.233            629.004            629.004              5.77735E-03      394.899E-03        791.529E-03         54.8683E-03         1.E-03            25.                72.8443E-03       -90.552             90.5534            11.6457E-03 
              134.414            665.345            -20.3217E-03         2.8261E-03        79.5639            96.5312E-06       412.699E-03        412.699E-03         79.5639           665.345            629.102            629.102              5.7825E-03       394.913E-03        791.488E-03         54.9172E-03         1.E-03            25.                72.8908E-03       -90.5611            90.5615            11.6557E-03 
              134.497            665.458            -20.4068E-03         2.85669E-03       79.5951            68.3922E-06       414.862E-03        414.862E-03         79.5951           665.458            629.2              629.2                5.78768E-03      394.929E-03        791.444E-03         54.9663E-03         1.E-03            25.                72.9374E-03       -90.5703            90.5696            11.6658E-03 
              134.58             665.57             -20.7383E-03         2.99305E-03       79.6272            -3.17783E-06      417.424E-03        417.424E-03         79.6272           665.57             629.298            629.298              5.79282E-03      394.945E-03        791.398E-03         55.0151E-03         1.E-03            25.                72.9839E-03       -90.5794            90.5774            11.6758E-03 
              134.663            665.68             -20.6482E-03         2.97156E-03       79.6566           -95.4347E-06       419.578E-03        419.578E-03         79.6566           665.68             629.394            629.394              5.79787E-03      394.96E-03         791.358E-03         55.0629E-03         1.E-03            25.                73.0304E-03       -90.5883            90.5851            11.6856E-03 
              134.746            665.784            -20.9217E-03         3.03457E-03       79.6795          -187.545E-06        421.035E-03        421.035E-03         79.6795           665.784            629.487            629.487              5.80276E-03      394.969E-03        791.332E-03         55.1093E-03         1.E-03            25.                73.0769E-03       -90.5972            90.593             11.6951E-03 
              134.829            665.88             -21.0618E-03         2.95181E-03       79.6963          -111.417E-06        420.849E-03        420.849E-03         79.6963           665.88             629.576            629.576              5.80746E-03      394.973E-03        791.317E-03         55.154E-03          1.E-03            25.                73.1234E-03       -90.6059            90.6011            11.7044E-03 
              134.913            665.971            -20.9385E-03         2.89722E-03       79.7078          -154.081E-06        420.246E-03        420.246E-03         79.7078           665.971            629.662            629.662              5.81199E-03      394.973E-03        791.314E-03         55.1969E-03         1.E-03            25.                73.1699E-03       -90.6145            90.6091            11.7133E-03 
              134.996            666.057            -21.1288E-03         2.96694E-03       79.716           -113.503E-06        419.212E-03        419.212E-03         79.716            666.057            629.745            629.745              5.81636E-03      394.971E-03        791.317E-03         55.2383E-03         1.E-03            25.                73.2164E-03       -90.6229            90.617             11.7219E-03 
              135.079            666.14             -21.0286E-03         2.87565E-03       79.7233           -77.7721E-06       418.649E-03        418.649E-03         79.7233           666.14             629.825            629.825              5.8206E-03       394.968E-03        791.323E-03         55.2786E-03         1.E-03            25.                73.2629E-03       -90.6312            90.6246            11.7303E-03 
              135.162            666.222            -21.0353E-03         2.92917E-03       79.7308           -35.064E-06        418.441E-03        418.441E-03         79.7308           666.222            629.904            629.904              5.82476E-03      394.966E-03        791.329E-03         55.318E-03          1.E-03            25.                73.3094E-03       -90.6393            90.6324            11.7386E-03 
              135.245            666.303            -21.1053E-03         2.91951E-03       79.7384            15.7921E-06       418.536E-03        418.536E-03         79.7384           666.303            629.981            629.981              5.82886E-03      394.964E-03        791.334E-03         55.3569E-03         1.E-03            25.                73.3559E-03       -90.6473            90.6406            11.7467E-03 
              135.328            666.384            -21.2506E-03         2.8133E-03        79.7469           -28.7605E-06       418.694E-03        418.694E-03         79.7469           666.384            630.058            630.058              5.83291E-03      394.964E-03        791.338E-03         55.3954E-03         1.E-03            25.                73.4024E-03       -90.6552            90.6491            11.7547E-03 
              135.411            666.464            -21.2183E-03         2.8154E-03        79.7556          -124.38E-06         418.488E-03        418.488E-03         79.7556           666.464            630.134            630.134              5.83696E-03      394.963E-03        791.34E-03          55.4338E-03         1.E-03            25.                73.4489E-03       -90.6632            90.6576            11.7627E-03 
              135.494            666.544            -21.1261E-03         2.79876E-03       79.7628           -28.1721E-06       418.129E-03        418.129E-03         79.7628           666.544            630.211            630.211              5.84103E-03      394.96E-03         791.345E-03         55.4723E-03         1.E-03            25.                73.4954E-03       -90.6711            90.6659            11.7708E-03 
              135.577            666.625            -21.2365E-03         2.88181E-03       79.7704           -66.8254E-06       417.763E-03        417.763E-03         79.7704           666.625            630.289            630.289              5.84515E-03      394.958E-03        791.35E-03          55.5114E-03         1.E-03            25.                73.5419E-03       -90.679             90.6743            11.7789E-03 
              135.66             666.709            -21.2209E-03         2.82559E-03       79.7812          -105.981E-06        417.611E-03        417.611E-03         79.7812           666.709            630.368            630.368              5.84935E-03      394.959E-03        791.348E-03         55.5513E-03         1.E-03            25.                73.5884E-03       -90.687             90.683             11.7872E-03 
              135.743            666.796            -21.2015E-03         2.78698E-03       79.7951           -82.2114E-06       417.738E-03        417.738E-03         79.7951           666.796            630.449            630.449              5.85365E-03      394.962E-03        791.338E-03         55.5921E-03         1.E-03            25.                73.6349E-03       -90.695             90.6922            11.7957E-03 
              135.826            666.887            -21.2361E-03         2.84713E-03       79.8115           -40.6731E-06       418.447E-03        418.447E-03         79.8115           666.887            630.532            630.532              5.85807E-03      394.966E-03        791.324E-03         55.6339E-03         1.E-03            25.                73.6814E-03       -90.7032            90.7018            11.8044E-03 
              135.909            666.981            -21.2456E-03         2.82862E-03       79.8308           -17.8649E-06       419.441E-03        419.441E-03         79.8308           666.981            630.617            630.617              5.86259E-03      394.974E-03        791.304E-03         55.6769E-03         1.E-03            25.                73.7279E-03       -90.7114            90.7112            11.8132E-03 
              135.992            667.078            -21.2031E-03         2.90399E-03       79.8516           -97.3349E-06       420.383E-03        420.383E-03         79.8516           667.078            630.704            630.704              5.86721E-03      394.982E-03        791.281E-03         55.7207E-03         1.E-03            25.                73.7744E-03       -90.7197            90.7205            11.8223E-03 
              136.075            667.176            -21.1734E-03         2.87319E-03       79.8738           -79.784E-06        421.414E-03        421.414E-03         79.8738           667.176            630.792            630.792              5.8719E-03       394.991E-03        791.254E-03         55.7652E-03         1.E-03            25.                73.8209E-03       -90.728             90.7296            11.8314E-03 
              136.158            667.276            -21.2088E-03         2.97055E-03       79.8974           -52.2293E-06       422.502E-03        422.502E-03         79.8974           667.276            630.881            630.881              5.87665E-03      395.001E-03        791.225E-03         55.8102E-03         1.E-03            25.                73.8674E-03       -90.7364            90.7389            11.8407E-03 
              136.241            667.376            -21.2151E-03         2.974E-03         79.9212            -6.29577E-06      423.57E-03         423.57E-03          79.9212           667.376            630.971            630.971              5.88142E-03      395.011E-03        791.194E-03         55.8554E-03         1.E-03            25.                73.9139E-03       -90.7448            90.7485            11.85E-03   
              136.324            667.476            -21.188E-03          2.93161E-03       79.9454           -18.8539E-06       424.718E-03        424.718E-03         79.9454           667.476            631.06             631.06               5.88618E-03      395.021E-03        791.163E-03         55.9006E-03         1.E-03            25.                73.9604E-03       -90.7532            90.7579            11.8593E-03 
              136.407            667.576            -21.1604E-03         2.96175E-03       79.9695          -116.222E-06        426.119E-03        426.119E-03         79.9695           667.576            631.149            631.149              5.89091E-03      395.032E-03        791.133E-03         55.9454E-03         1.E-03            25.                74.0068E-03       -90.7616            90.7671            11.8685E-03 
              136.49             667.674            -21.2581E-03         2.96696E-03       79.9917          -125.266E-06        427.451E-03        427.451E-03         79.9917           667.674            631.236            631.236              5.89557E-03      395.041E-03        791.107E-03         55.9897E-03         1.E-03            25.                74.0533E-03       -90.7699            90.7758            11.8776E-03 
              136.573            667.768            -21.2179E-03         2.96406E-03       80.0114          -118.259E-06        428.572E-03        428.572E-03         80.0114           667.768            631.322            631.322              5.90014E-03      395.049E-03        791.086E-03         56.033E-03          1.E-03            25.                74.0998E-03       -90.7781            90.7844            11.8866E-03 
              136.656            667.859            -21.264E-03          2.92776E-03       80.028           -107.32E-06         429.259E-03        429.259E-03         80.028            667.859            631.405            631.405              5.9046E-03       395.054E-03        791.072E-03         56.0753E-03         1.E-03            25.                74.1463E-03       -90.7863            90.7928            11.8953E-03 
              136.739            667.946            -21.2146E-03         2.96829E-03       80.0395          -103.443E-06        429.169E-03        429.169E-03         80.0395           667.946            631.486            631.486              5.90894E-03      395.054E-03        791.068E-03         56.1165E-03         1.E-03            25.                74.1928E-03       -90.7944            90.8011            11.9039E-03 
              136.822            668.028            -21.2714E-03         2.95675E-03       80.0466          -124.744E-06        428.355E-03        428.355E-03         80.0466           668.028            631.565            631.565              5.91318E-03      395.052E-03        791.074E-03         56.1567E-03         1.E-03            25.                74.2393E-03       -90.8024            90.8091            11.9123E-03 
              136.905            668.108            -21.3089E-03         2.93391E-03       80.0526          -135.835E-06        427.6E-03          427.6E-03           80.0526           668.108            631.643            631.643              5.91736E-03      395.048E-03        791.082E-03         56.1963E-03         1.E-03            25.                74.2857E-03       -90.8104            90.8167            11.9206E-03 
              136.988            668.188            -21.3041E-03         2.94817E-03       80.0585           -85.3101E-06       427.097E-03        427.097E-03         80.0585           668.188            631.721            631.721              5.92152E-03      395.045E-03        791.091E-03         56.2357E-03         1.E-03            25.                74.3322E-03       -90.8184            90.8242            11.9288E-03 
              137.071            668.269            -21.3189E-03         2.93373E-03       80.0644           -74.7862E-06       426.764E-03        426.764E-03         80.0644           668.269            631.799            631.799              5.92569E-03      395.041E-03        791.1E-03           56.2753E-03         1.E-03            25.                74.3787E-03       -90.8265            90.8317            11.9371E-03 
              137.154            668.35             -21.3529E-03         2.83752E-03       80.0716           -65.9436E-06       426.514E-03        426.514E-03         80.0716           668.35             631.877            631.877              5.92991E-03      395.039E-03        791.107E-03         56.3153E-03         1.E-03            25.                74.4252E-03       -90.8345            90.8391            11.9455E-03 
              137.237            668.434            -21.3609E-03         2.9257E-03        80.0797           -42.9183E-06       425.999E-03        425.999E-03         80.0797           668.434            631.957            631.957              5.93421E-03      395.037E-03        791.11E-03          56.3561E-03         1.E-03            25.                74.4716E-03       -90.8427            90.8465            11.954E-03  
              137.32             668.52             -21.3337E-03         2.88234E-03       80.0895           -33.5106E-06       425.348E-03        425.348E-03         80.0895           668.52             632.039            632.039              5.93862E-03      395.036E-03        791.11E-03          56.398E-03          1.E-03            25.                74.5181E-03       -90.851             90.8537            11.9627E-03 
              137.403            668.611            -21.3295E-03         2.84224E-03       80.1035            -1.40378E-06      425.19E-03         425.19E-03          80.1035           668.611            632.124            632.124              5.94318E-03      395.038E-03        791.101E-03         56.4412E-03         1.E-03            25.                74.5646E-03       -90.8593            90.8609            11.9717E-03 
              137.486            668.708            -21.3669E-03         2.91702E-03       80.1235           -41.7425E-06       426.108E-03        426.108E-03         80.1235           668.708            632.212            632.212              5.9479E-03       395.046E-03        791.08E-03          56.486E-03          1.E-03            25.                74.6111E-03       -90.8678            90.8682            11.981E-03  
              137.569            668.81             -21.3325E-03         2.9182E-03        80.1485           -82.6256E-06       427.978E-03        427.978E-03         80.1485           668.81             632.302            632.302              5.95277E-03      395.057E-03        791.049E-03         56.5322E-03         1.E-03            25.                74.6575E-03       -90.8764            90.8758            11.9905E-03 
              137.652            668.916            -21.3489E-03         2.94328E-03       80.1768          -118.232E-06        430.173E-03        430.173E-03         80.1768           668.916            632.395            632.395              5.95776E-03      395.071E-03        791.011E-03         56.5795E-03         1.E-03            25.                74.704E-03        -90.885             90.8834            12.0002E-03 
              137.735            669.023            -21.305E-03          2.962E-03         80.205           -128.979E-06        432.014E-03        432.014E-03         80.205            669.023            632.489            632.489              5.96281E-03      395.085E-03        790.973E-03         56.6274E-03         1.E-03            25.                74.7505E-03       -90.8937            90.8911            12.01E-03   
              137.818            669.129            -21.292E-03          3.00223E-03       80.231           -150.223E-06        433.094E-03        433.094E-03         80.231            669.129            632.583            632.583              5.96789E-03      395.096E-03        790.939E-03         56.6755E-03         1.E-03            25.                74.797E-03        -90.9025            90.8988            12.0199E-03 
              137.901            669.233            -21.2782E-03         2.98631E-03       80.2556          -128.006E-06        433.669E-03        433.669E-03         80.2556           669.233            632.677            632.677              5.97296E-03      395.106E-03        790.907E-03         56.7236E-03         1.E-03            25.                74.8434E-03       -90.9112            90.9067            12.0298E-03 
              137.984            669.337            -21.2432E-03         3.07862E-03       80.2796          -150.806E-06        434.459E-03        434.459E-03         80.2796           669.337            632.77             632.77               5.978E-03        395.115E-03        790.876E-03         56.7714E-03         1.E-03            25.                74.8899E-03       -90.9199            90.9147            12.0397E-03 
              138.067            669.44             -20.9609E-03         3.01965E-03       80.3036          -143.933E-06        435.358E-03        435.358E-03         80.3036           669.44             632.862            632.862              5.98299E-03      395.125E-03        790.846E-03         56.8187E-03         1.E-03            25.                74.9364E-03       -90.9285            90.9228            12.0494E-03 
              138.15             669.542            -21.2329E-03         3.09695E-03       80.3278          -137.176E-06        436.729E-03        436.729E-03         80.3278           669.542            632.953            632.953              5.9879E-03       395.136E-03        790.816E-03         56.8653E-03         1.E-03            25.                74.9828E-03       -90.937             90.9309            12.059E-03  
              138.233            669.641            -21.7413E-03         3.15148E-03       80.3504          -159.108E-06        438.012E-03        438.012E-03         80.3504           669.641            633.041            633.041              5.99269E-03      395.145E-03        790.79E-03          56.9107E-03         1.E-03            25.                75.0293E-03       -90.9454            90.9389            12.0684E-03 
              138.316            669.736            -21.7885E-03         3.11815E-03       80.369           -196.947E-06        439.158E-03        439.158E-03         80.369            669.736            633.127            633.127              5.99734E-03      395.152E-03        790.772E-03         56.9549E-03         1.E-03            25.                75.0757E-03       -90.9536            90.947             12.0775E-03 
              138.399            669.826            -21.4651E-03         3.16567E-03       80.3846          -351.415E-06        439.47E-03         439.47E-03          80.3846           669.826            633.21             633.21               6.00185E-03      395.156E-03        790.76E-03          56.9976E-03         1.E-03            25.                75.1222E-03       -90.9616            90.9554            12.0863E-03 
              138.482            669.912            -21.6255E-03         2.9758E-03        80.3977          -116.707E-06        439.363E-03        439.363E-03         80.3977           669.912            633.29             633.29               6.00619E-03      395.158E-03        790.752E-03         57.0388E-03         1.E-03            25.                75.1687E-03       -90.9696            90.9638            12.0949E-03 
              138.565            669.993            -21.5919E-03         3.1168E-03        80.4067           -70.973E-06        439.189E-03        439.189E-03         80.4067           669.993            633.368            633.368              6.0104E-03       395.157E-03        790.753E-03         57.0787E-03         1.E-03            25.                75.2151E-03       -90.9773            90.9721            12.1032E-03 
              138.648            670.071            -21.7058E-03         2.96906E-03       80.4125          -168.728E-06        438.683E-03        438.683E-03         80.4125           670.071            633.443            633.443              6.01449E-03      395.154E-03        790.762E-03         57.1175E-03         1.E-03            25.                75.2616E-03       -90.985             90.9802            12.1113E-03 
              138.731            670.147            -21.6086E-03         2.84666E-03       80.4175          -125.401E-06        438.138E-03        438.138E-03         80.4175           670.147            633.517            633.517              6.01851E-03      395.15E-03         790.771E-03         57.1556E-03         1.E-03            25.                75.308E-03        -90.9925            90.9883            12.1193E-03 
              138.814            670.222            -21.6109E-03         3.05937E-03       80.4231          -159.493E-06        437.668E-03        437.668E-03         80.4231           670.222            633.59             633.59               6.02248E-03      395.147E-03        790.78E-03          57.1932E-03         1.E-03            25.                75.3545E-03       -91.                90.9968            12.1272E-03 
              138.896            670.298            -21.7484E-03         2.85294E-03       80.4289          -143.075E-06        437.471E-03        437.471E-03         80.4289           670.298            633.663            633.663              6.02644E-03      395.144E-03        790.788E-03         57.2308E-03         1.E-03            25.                75.4009E-03       -91.0075            91.0056            12.1351E-03 
              138.979            670.374            -21.701E-03          2.78008E-03       80.4354          -199.925E-06        437.206E-03        437.206E-03         80.4354           670.374            633.736            633.736              6.03043E-03      395.142E-03        790.795E-03         57.2687E-03         1.E-03            25.                75.4474E-03       -91.015             91.0143            12.143E-03  
              139.062            670.451            -21.7566E-03         2.90885E-03       80.4415          -116.46E-06         437.E-03           437.E-03            80.4415           670.451            633.81             633.81               6.03449E-03      395.139E-03        790.803E-03         57.3071E-03         1.E-03            25.                75.4938E-03       -91.0226            91.0229            12.151E-03  
              139.145            670.53             -21.699E-03          2.96166E-03       80.4488           -72.7875E-06       436.478E-03        436.478E-03         80.4488           670.53             633.886            633.886              6.03863E-03      395.137E-03        790.807E-03         57.3464E-03         1.E-03            25.                75.5403E-03       -91.0302            91.0314            12.1592E-03 
              139.228            670.613            -21.7341E-03         2.88013E-03       80.4591           -69.0576E-06       435.841E-03        435.841E-03         80.4591           670.613            633.965            633.965              6.04289E-03      395.137E-03        790.805E-03         57.3868E-03         1.E-03            25.                75.5867E-03       -91.0379            91.04              12.1677E-03 
              139.311            670.7              -21.7349E-03         2.91536E-03       80.4731           -98.7347E-06       435.743E-03        435.743E-03         80.4731           670.7              634.045            634.045              6.04731E-03      395.139E-03        790.794E-03         57.4287E-03         1.E-03            25.                75.6332E-03       -91.0458            91.0489            12.1764E-03 
              139.394            670.792            -21.7885E-03         2.94371E-03       80.492           -107.281E-06        436.659E-03        436.659E-03         80.492            670.792            634.129            634.129              6.05188E-03      395.146E-03        790.775E-03         57.4721E-03         1.E-03            25.                75.6796E-03       -91.0538            91.0581            12.1853E-03 
              139.477            670.89             -21.8142E-03         2.95988E-03       80.5165          -147.651E-06        438.131E-03        438.131E-03         80.5165           670.89             634.216            634.216              6.05661E-03      395.157E-03        790.743E-03         57.5169E-03         1.E-03            25.                75.7261E-03       -91.0618            91.0671            12.1946E-03 
              139.56             670.992            -21.7106E-03         2.86521E-03       80.5441          -184.989E-06        440.154E-03        440.154E-03         80.5441           670.992            634.304            634.304              6.06146E-03      395.171E-03        790.705E-03         57.5629E-03         1.E-03            25.                75.7725E-03       -91.07              91.0758            12.204E-03  
              139.643            671.095            -21.7324E-03         3.0864E-03        80.5724          -192.362E-06        442.423E-03        442.423E-03         80.5724           671.095            634.394            634.394              6.06638E-03      395.185E-03        790.667E-03         57.6095E-03         1.E-03            25.                75.819E-03        -91.0782            91.0842            12.2136E-03 
              139.726            671.198            -21.6529E-03         3.08042E-03       80.6002          -124.31E-06         444.003E-03        444.003E-03         80.6002           671.198            634.484            634.484              6.07132E-03      395.199E-03        790.628E-03         57.6564E-03         1.E-03            25.                75.8654E-03       -91.0865            91.0927            12.2232E-03 
              139.809            671.299            -21.766E-03          3.07671E-03       80.6261          -196.92E-06         445.389E-03        445.389E-03         80.6261           671.299            634.574            634.574              6.07625E-03      395.21E-03         790.594E-03         57.7032E-03         1.E-03            25.                75.9119E-03       -91.0948            91.1013            12.2328E-03 
              139.892            671.399            -21.8447E-03         3.00458E-03       80.6487          -281.556E-06        446.239E-03        446.239E-03         80.6487           671.399            634.663            634.663              6.08113E-03      395.219E-03        790.566E-03         57.7495E-03         1.E-03            25.                75.9583E-03       -91.103             91.1097            12.2424E-03 
              139.975            671.496            -21.7708E-03         3.05167E-03       80.6696          -230.062E-06        446.88E-03         446.88E-03          80.6696           671.496            634.751            634.751              6.08594E-03      395.227E-03        790.542E-03         57.7951E-03         1.E-03            25.                76.0047E-03       -91.1113            91.1178            12.2518E-03 
              140.058            671.59             -22.1219E-03         3.02804E-03       80.6886          -218.72E-06         447.429E-03        447.429E-03         80.6886           671.59             634.837            634.837              6.09067E-03      395.233E-03        790.522E-03         57.8399E-03         1.E-03            25.                76.0512E-03       -91.1195            91.1254            12.2611E-03 
              140.141            671.682            -22.01E-03           3.00253E-03       80.7042          -294.702E-06        448.221E-03        448.221E-03         80.7042           671.682            634.921            634.921              6.09531E-03      395.238E-03        790.511E-03         57.8839E-03         1.E-03            25.                76.0976E-03       -91.1276            91.1329            12.2702E-03 
              140.223            671.77             -22.1396E-03         2.93065E-03       80.7175          -361.037E-06        448.329E-03        448.329E-03         80.7175           671.77             635.004            635.004              6.09985E-03      395.24E-03         790.504E-03         57.9269E-03         1.E-03            25.                76.1441E-03       -91.1356            91.1403            12.2791E-03 
              140.306            671.856            -21.9983E-03         2.96437E-03       80.7282          -216.483E-06        448.161E-03        448.161E-03         80.7282           671.856            635.085            635.085              6.1043E-03       395.24E-03         790.502E-03         57.9691E-03         1.E-03            25.                76.1905E-03       -91.1436            91.1477            12.2879E-03 
              140.389            671.939            -22.2358E-03         3.04473E-03       80.7371          -213.005E-06        447.494E-03        447.494E-03         80.7371           671.939            635.164            635.164              6.10868E-03      395.238E-03        790.504E-03         58.0107E-03         1.E-03            25.                76.2369E-03       -91.1516            91.1548            12.2966E-03 
              140.472            672.022            -22.2568E-03         2.97807E-03       80.745           -254.316E-06        446.809E-03        446.809E-03         80.745            672.022            635.243            635.243              6.11303E-03      395.236E-03        790.507E-03         58.052E-03          1.E-03            25.                76.2834E-03       -91.1595            91.1616            12.3052E-03 
              140.555            672.104            -22.127E-03          2.91158E-03       80.7535          -361.891E-06        446.607E-03        446.607E-03         80.7535           672.104            635.322            635.322              6.11738E-03      395.235E-03        790.511E-03         58.0932E-03         1.E-03            25.                76.3298E-03       -91.1674            91.1683            12.3139E-03 
              140.638            672.189            -22.2833E-03         3.00784E-03       80.7643          -223.919E-06        446.907E-03        446.907E-03         80.7643           672.189            635.402            635.402              6.12176E-03      395.235E-03        790.509E-03         58.1347E-03         1.E-03            25.                76.3762E-03       -91.1752            91.1751            12.3225E-03 
              140.721            672.275            -22.2244E-03         3.00884E-03       80.7772          -209.227E-06        447.25E-03         447.25E-03          80.7772           672.275            635.482            635.482              6.12619E-03      395.238E-03        790.503E-03         58.1767E-03         1.E-03            25.                76.4226E-03       -91.1832            91.1821            12.3313E-03 
              140.804            672.362            -22.3153E-03         3.0226E-03        80.7906          -146.004E-06        447.63E-03         447.63E-03          80.7906           672.362            635.563            635.563              6.13066E-03      395.24E-03         790.496E-03         58.2191E-03         1.E-03            25.                76.4691E-03       -91.1911            91.1892            12.3401E-03 
              140.887            672.45             -22.3323E-03         3.03737E-03       80.8037          -201.735E-06        447.691E-03        447.691E-03         80.8037           672.45             635.645            635.645              6.13521E-03      395.242E-03        790.489E-03         58.2622E-03         1.E-03            25.                76.5155E-03       -91.1992            91.1964            12.3491E-03 
              140.97             672.54             -22.3158E-03         3.03829E-03       80.8179          -201.73E-06         447.723E-03        447.723E-03         80.8179           672.54             635.729            635.729              6.13983E-03      395.245E-03        790.479E-03         58.3061E-03         1.E-03            25.                76.5619E-03       -91.2072            91.2035            12.3582E-03 
              141.053            672.633            -22.2496E-03         3.01488E-03       80.8354          -251.73E-06         448.065E-03        448.065E-03         80.8354           672.633            635.814            635.814              6.14456E-03      395.25E-03         790.463E-03         58.3509E-03         1.E-03            25.                76.6084E-03       -91.2154            91.2107            12.3675E-03 
              141.135            672.729            -22.2222E-03         2.97605E-03       80.8562          -270.752E-06        448.814E-03        448.814E-03         80.8562           672.729            635.901            635.901              6.14938E-03      395.258E-03        790.439E-03         58.3966E-03         1.E-03            25.                76.6548E-03       -91.2236            91.2182            12.3769E-03 
              141.218            672.829            -22.2072E-03         3.04523E-03       80.8797          -259.47E-06         450.334E-03        450.333E-03         80.8797           672.829            635.989            635.989              6.15428E-03      395.268E-03        790.411E-03         58.443E-03          1.E-03            25.                76.7012E-03       -91.2318            91.2261            12.3865E-03 
              141.301            672.93             -22.2175E-03         3.04417E-03       80.9049          -261.64E-06         451.745E-03        451.745E-03         80.9049           672.93             636.079            636.079              6.15923E-03      395.279E-03        790.378E-03         58.49E-03           1.E-03            25.                76.7476E-03       -91.24              91.2341            12.3962E-03 
              141.384            673.031            -22.2773E-03         2.98303E-03       80.9299          -280.225E-06        452.815E-03        452.815E-03         80.9299           673.031            636.168            636.168              6.1642E-03       395.29E-03         790.345E-03         58.5372E-03         1.E-03            25.                76.7941E-03       -91.2483            91.2422            12.4059E-03 
              141.467            673.131            -22.2026E-03         3.06665E-03       80.9543          -349.475E-06        454.127E-03        454.127E-03         80.9543           673.131            636.258            636.258              6.16917E-03      395.301E-03        790.314E-03         58.5843E-03         1.E-03            25.                76.8405E-03       -91.2565            91.2504            12.4156E-03 
              141.55             673.231            -22.3697E-03         3.0689E-03        80.9794          -319.209E-06        455.146E-03        455.146E-03         80.9794           673.231            636.347            636.347              6.17411E-03      395.312E-03        790.281E-03         58.6311E-03         1.E-03            25.                76.8869E-03       -91.2646            91.2587            12.4252E-03 
              141.633            673.33             -22.1395E-03         3.02969E-03       81.0036          -382.689E-06        456.24E-03         456.24E-03          81.0036           673.33             636.434            636.434              6.17898E-03      395.322E-03        790.249E-03         58.6773E-03         1.E-03            25.                76.9333E-03       -91.2726            91.2671            12.4347E-03 
              141.716            673.426            -22.3899E-03         3.13481E-03       81.0268          -303.419E-06        457.565E-03        457.565E-03         81.0268           673.426            636.52             636.52               6.18376E-03      395.332E-03        790.221E-03         58.7226E-03         1.E-03            25.                76.9797E-03       -91.2806            91.2756            12.4441E-03 
              141.799            673.52             -22.3333E-03         3.12999E-03       81.0476          -290.833E-06        458.65E-03         458.65E-03          81.0476           673.52             636.604            636.604              6.18842E-03      395.341E-03        790.197E-03         58.7668E-03         1.E-03            25.                77.0261E-03       -91.2884            91.284             12.4532E-03 
              141.881            673.609            -22.2384E-03         3.20713E-03       81.0651          -321.309E-06        459.482E-03        459.482E-03         81.0651           673.609            636.685            636.685              6.19294E-03      395.346E-03        790.18E-03          58.8096E-03         1.E-03            25.                77.0725E-03       -91.2961            91.2924            12.4621E-03 
              141.964            673.694            -22.3371E-03         3.19847E-03       81.0795          -408.241E-06        460.04E-03         460.04E-03          81.0795           673.694            636.763            636.763              6.19731E-03      395.35E-03         790.17E-03          58.8511E-03         1.E-03            25.                77.119E-03        -91.3036            91.3008            12.4707E-03 
              142.047            673.774            -22.3176E-03         3.0192E-03        81.0902          -407.27E-06         460.182E-03        460.182E-03         81.0902           673.774            636.839            636.839              6.20154E-03      395.351E-03        790.167E-03         58.8912E-03         1.E-03            25.                77.1654E-03       -91.311             91.3094            12.479E-03  
              142.13             673.85             -22.26E-03           3.03361E-03       81.0964          -364.18E-06         459.59E-03         459.59E-03          81.0964           673.85             636.912            636.912              6.20564E-03      395.348E-03        790.174E-03         58.93E-03           1.E-03            25.                77.2118E-03       -91.3184            91.3178            12.4872E-03 
              142.213            673.923            -22.4788E-03         3.02004E-03       81.0988          -335.058E-06        458.772E-03        458.772E-03         81.0988           673.923            636.984            636.984              6.20964E-03      395.342E-03        790.189E-03         58.968E-03          1.E-03            25.                77.2582E-03       -91.3256            91.326             12.4951E-03 
              142.296            673.994            -22.2951E-03         2.96415E-03       81.0997          -378.36E-06         457.329E-03        457.329E-03         81.0997           673.994            637.055            637.055              6.21359E-03      395.335E-03        790.206E-03         59.0054E-03         1.E-03            25.                77.3046E-03       -91.3329            91.3341            12.503E-03  
              142.379            674.064            -22.3515E-03         3.00546E-03       81.1008          -283.638E-06        456.085E-03        456.085E-03         81.1008           674.064            637.125            637.125              6.21754E-03      395.328E-03        790.224E-03         59.0429E-03         1.E-03            25.                77.351E-03        -91.3401            91.3423            12.5109E-03 
