
                  X                 S11                S12                S13                S22                S23                S33                SP1                SP2                SP3              SDV_Seq            SDV_Svm             SDV_D            SDV_TRIAX           SDV_LODE           SDV_EQPS         SDV_EQPSdot           SDV_T                U2                RF2                RF2L            U2_EXT_Y1    
               34.8263           529.08             -24.8326E-03       668.93E-06         155.195            176.031E-06        155.669E-03        155.669E-03        155.195            529.08             470.95             470.95               1.14287E-03      484.433E-03        447.837E-03         10.2034E-03         1.E-03            25.                16.751E-03        -75.515             75.5585             2.36068E-03
               34.8909           529.578            -24.9765E-03         1.31124E-03      155.344             60.8327E-06       170.585E-03        170.585E-03        155.344            529.578            471.382            471.382              1.14927E-03      484.457E-03        447.869E-03         10.2606E-03         1.E-03            25.                16.7852E-03       -75.5528            75.5629             2.37034E-03
               34.9554           529.956            -25.1415E-03         1.20298E-03      155.491            250.247E-06        144.801E-03        144.801E-03        155.491            529.956            471.729            471.729              1.15443E-03      484.453E-03        447.655E-03         10.3067E-03         1.E-03            25.                16.8195E-03       -75.59              75.5591             2.37851E-03
               35.02             530.134            -24.8613E-03       870.669E-06        155.486            225.565E-06        154.749E-03        154.749E-03        155.486            530.134            471.894            471.894              1.15689E-03      484.413E-03        447.908E-03         10.3287E-03         1.E-03            25.                16.8537E-03       -75.6183            75.5785             2.38317E-03
               35.0846           530.173            -25.2932E-03         1.09785E-03      155.489            165.898E-06        168.988E-03        168.988E-03        155.489            530.173            471.92             471.92               1.15728E-03      484.426E-03        447.98E-03          10.3322E-03         1.E-03            25.                16.888E-03        -75.6434            75.629              2.38517E-03
               35.1491           530.253            -25.175E-03        738.246E-06        155.576            298.676E-06        159.988E-03        159.988E-03        155.576            530.253            471.983            471.983              1.15822E-03      484.473E-03        447.706E-03         10.3406E-03         1.E-03            25.                16.9222E-03       -75.672             75.6988             2.38776E-03
               35.2137           530.449            -25.4447E-03       737.052E-06        155.522            533.816E-06        163.24E-03         163.24E-03         155.522            530.449            472.181            472.181              1.16118E-03      484.373E-03        448.15E-03          10.3671E-03         1.E-03            25.                16.9564E-03       -75.7021            75.7491             2.3936E-03 
               35.2782           530.963            -25.4044E-03       772.813E-06        155.689            429.118E-06        152.994E-03        152.994E-03        155.689            530.963            472.642            472.642              1.1681E-03       484.372E-03        448.06E-03          10.4289E-03         1.06931E-03       25.                16.9907E-03       -75.7441            75.7597             2.4038E-03 
               35.3428           531.485            -25.3703E-03         1.20287E-03      155.856            411.884E-06        159.681E-03        159.681E-03        155.856            531.485            473.099            473.099              1.17498E-03      484.395E-03        448.023E-03         10.4904E-03         1.E-03            25.                17.0249E-03       -75.7797            75.7641             2.41397E-03
               35.4074           531.756            -24.9777E-03       946.857E-06        155.852             35.7026E-06       157.632E-03        157.632E-03        155.852            531.756            473.361            473.361              1.17893E-03      484.314E-03        448.343E-03         10.5258E-03         1.E-03            25.                17.0592E-03       -75.8161            75.7795             2.42095E-03
               35.4719           531.863            -25.3267E-03         1.21587E-03      155.956            284.516E-06        151.48E-03         151.48E-03         155.956            531.863            473.444            473.444              1.18019E-03      484.373E-03        448.04E-03          10.537E-03          1.E-03            25.                17.0934E-03       -75.8415            75.8272             2.42384E-03
               35.5365           531.897            -24.9803E-03       756.577E-06        155.965             15.9484E-06       175.168E-03        175.168E-03        155.965            531.897            473.457            473.457              1.18039E-03      484.407E-03        448.109E-03         10.5388E-03         1.E-03            25.                17.1276E-03       -75.8666            75.8845             2.42546E-03
               35.601            531.925            -25.383E-03         13.2658E-06       155.938            798.509E-06        148.216E-03        148.216E-03        155.938            531.925            473.51             473.51               1.18119E-03      484.334E-03        448.175E-03         10.546E-03          1.E-03            25.                17.1619E-03       -75.8928            75.9337             2.42829E-03
               35.6656           532.274            -25.26E-03         394.348E-06        156.014            348.86E-06         165.752E-03        165.752E-03        156.014            532.274            473.814            473.814              1.18581E-03      484.335E-03        448.327E-03         10.5873E-03         1.E-03            25.                17.1961E-03       -75.9253            75.9487             2.43551E-03
               35.7301           532.77             -25.4408E-03       742.697E-06        156.186            444.42E-06         154.726E-03        154.726E-03        156.186            532.77             474.257            474.257              1.19256E-03      484.344E-03        448.19E-03          10.6477E-03         1.E-03            25.                17.2304E-03       -75.9644            75.9446             2.44576E-03
               35.7947           533.25             -25.3986E-03         1.1853E-03       156.374             65.5906E-06       163.781E-03        163.781E-03        156.374            533.25             474.668            474.668              1.19883E-03      484.401E-03        448.03E-03          10.7037E-03         1.E-03            25.                17.2646E-03       -76.0025            75.96               2.45506E-03
               35.8593           533.436            -25.1798E-03       830.885E-06        156.32             196.398E-06        156.813E-03        156.813E-03        156.32             533.436            474.863            474.863              1.20183E-03      484.289E-03        448.435E-03         10.7306E-03         1.E-03            25.                17.2988E-03       -76.0354            76.0072             2.46095E-03
               35.9238           533.506            -25.4198E-03         1.06915E-03      156.285            314.878E-06        177.159E-03        177.159E-03        156.285            533.506            474.924            474.924              1.20276E-03      484.266E-03        448.71E-03          10.7389E-03         1.E-03            25.                17.3331E-03       -76.0597            76.0728             2.46371E-03
               35.9884           533.622            -25.3265E-03       933.262E-06        156.404            283.113E-06        174.376E-03        174.376E-03        156.404            533.622            475.009            475.009              1.20408E-03      484.341E-03        448.371E-03         10.7507E-03         1.E-03            25.                17.3673E-03       -76.0885            76.1253             2.46657E-03
               36.0529           533.75             -25.6581E-03       346.442E-06        156.339            617.284E-06        173.686E-03        173.686E-03        156.339            533.75             475.147            475.147              1.2062E-03       484.244E-03        448.768E-03         10.7696E-03         1.E-03            25.                17.4015E-03       -76.1151            76.1442             2.47132E-03
               36.1175           534.149            -25.4122E-03       644.211E-06        156.48             230.255E-06        162.377E-03        162.377E-03        156.48             534.149            475.505            475.505              1.21172E-03      484.251E-03        448.64E-03          10.819E-03          1.E-03            25.                17.4358E-03       -76.152             76.1364             2.47976E-03
               36.182            534.643            -25.1463E-03         1.1857E-03       156.668             22.1296E-06       169.307E-03        169.307E-03        156.668            534.643            475.93             475.93               1.21829E-03      484.301E-03        448.492E-03         10.8778E-03         1.E-03            25.                17.47E-03         -76.1863            76.1393             2.48933E-03
               36.2466           534.949            -25.4798E-03         1.0946E-03       156.738            337.947E-06        157.375E-03        157.375E-03        156.738            534.949            476.216            476.216              1.22273E-03      484.266E-03        448.533E-03         10.9175E-03         1.E-03            25.                17.5042E-03       -76.2204            76.1738             2.49674E-03
               36.3111           535.09             -25.376E-03        567.279E-06        156.807            248.005E-06        159.496E-03        159.496E-03        156.807            535.09             476.334            476.334              1.22457E-03      484.294E-03        448.434E-03         10.9339E-03         1.E-03            25.                17.5385E-03       -76.2494            76.2541             2.50061E-03
               36.3757           535.117            -25.5306E-03       329.663E-06        156.785            554.387E-06        160.719E-03        160.719E-03        156.785            535.117            476.363            476.363              1.22504E-03      484.268E-03        448.554E-03         10.9381E-03         1.E-03            25.                17.5727E-03       -76.2713            76.3259             2.50264E-03
               36.4402           535.196            -25.3022E-03       459.737E-06        156.713            464.521E-06        174.029E-03        174.029E-03        156.713            535.196            476.447            476.447              1.22633E-03      484.197E-03        448.962E-03         10.9497E-03         1.E-03            25.                17.6069E-03       -76.296             76.3579             2.50578E-03
               36.5047           535.47             -25.6303E-03       495.374E-06        156.873            437.262E-06        177.798E-03        177.798E-03        156.873            535.47             476.67             476.67               1.22981E-03      484.277E-03        448.661E-03         10.9808E-03         1.E-03            25.                17.6412E-03       -76.3278            76.3433             2.51172E-03
               36.5693           535.888            -25.4844E-03       646.325E-06        157.024            428.862E-06        163.494E-03        163.494E-03        157.024            535.888            477.045            477.045              1.23569E-03      484.284E-03        448.509E-03         11.0333E-03         1.E-03            25.                17.6754E-03       -76.3662            76.3263             2.52093E-03
               36.6338           536.357            -25.3999E-03         1.2091E-03       157.102            -73.3841E-06       186.725E-03        186.725E-03        157.102            536.357            477.459            477.459              1.2422E-03       484.261E-03        448.804E-03         11.0915E-03         1.E-03            25.                17.7096E-03       -76.399             76.3395             2.53053E-03
               36.6984           536.629            -25.4683E-03         1.15307E-03      157.135            222.935E-06        172.515E-03        172.515E-03        157.135            536.629            477.723            477.723              1.24635E-03      484.197E-03        448.947E-03         11.1287E-03         1.E-03            25.                17.7439E-03       -76.4339            76.4052             2.53769E-03
               36.7629           536.753            -25.5342E-03         1.03009E-03      157.188            235.286E-06        164.137E-03        164.137E-03        157.188            536.753            477.836            477.836              1.24814E-03      484.201E-03        448.857E-03         11.1446E-03         1.E-03            25.                17.7781E-03       -76.4629            76.495              2.5417E-03 
               36.8275           536.845            -25.6786E-03       788.111E-06        157.213            366.45E-06         177.343E-03        177.343E-03        157.213            536.845            477.909            477.909              1.24929E-03      484.217E-03        448.904E-03         11.155E-03          1.E-03            25.                17.8123E-03       -76.4893            76.5623             2.54468E-03
               36.892            536.961            -25.4864E-03       465.761E-06        157.132            381.451E-06        170.218E-03        170.218E-03        157.132            536.961            478.044            478.044              1.25143E-03      484.1E-03          449.329E-03         11.1741E-03         1.E-03            25.                17.8465E-03       -76.5151            76.5605             2.54899E-03
               36.9566           537.284            -25.7039E-03       976.033E-06        157.284            397.736E-06        189.117E-03        189.117E-03        157.284            537.284            478.304            478.304              1.25556E-03      484.181E-03        449.158E-03         11.211E-03          1.E-03            25.                17.8808E-03       -76.545             76.5264             2.55563E-03
               37.0211           537.694            -25.6179E-03       916.164E-06        157.559            265.702E-06        166.312E-03        166.312E-03        157.559            537.694            478.65             478.65               1.26105E-03      484.293E-03        448.491E-03         11.2601E-03         1.E-03            25.                17.915E-03        -76.5829            76.5085             2.56397E-03
               37.0856           537.998            -25.5198E-03         1.04157E-03      157.55             205.226E-06        175.442E-03        175.442E-03        157.55             537.998            478.937            478.937              1.26563E-03      484.214E-03        448.898E-03         11.3011E-03         1.E-03            25.                17.9492E-03       -76.612             76.542              2.57148E-03
               37.1502           538.192            -25.3535E-03       795.523E-06        157.512            191.486E-06        167.974E-03        167.974E-03        157.512            538.192            479.137            479.137              1.26883E-03      484.115E-03        449.244E-03         11.3296E-03         1.E-03            25.                17.9835E-03       -76.6419            76.6347             2.57724E-03
               37.2147           538.348            -25.4941E-03         1.09971E-03      157.619            180.221E-06        171.845E-03        171.845E-03        157.619            538.348            479.259            479.259              1.27078E-03      484.178E-03        449.017E-03         11.3471E-03         1.E-03            25.                18.0177E-03       -76.6693            76.7295             2.58112E-03
               37.2792           538.474            -25.5945E-03       676.974E-06        157.66             421.266E-06        174.84E-03         174.84E-03         157.66             538.474            479.368            479.368              1.27253E-03      484.185E-03        449.01E-03          11.3628E-03         1.E-03            25.                18.0519E-03       -76.6993            76.7766             2.58515E-03
               37.3438           538.685            -25.6341E-03       648.195E-06        157.663            320.672E-06        181.232E-03        181.232E-03        157.663            538.685            479.565            479.565              1.27569E-03      484.14E-03         449.256E-03         11.3911E-03         1.E-03            25.                18.0861E-03       -76.7256            76.7541             2.59063E-03
               37.4083           538.993            -25.6264E-03       669.446E-06        157.672            374.955E-06        184.511E-03        184.511E-03        157.672            538.993            479.855            479.855              1.28036E-03      484.069E-03        449.578E-03         11.4328E-03         1.E-03            25.                18.1204E-03       -76.7576            76.7078             2.5983E-03 
               37.4729           539.427            -25.5157E-03         1.0668E-03       157.973              2.79738E-06      179.096E-03        179.096E-03        157.973            539.427            480.205            480.205              1.28601E-03      484.223E-03        448.888E-03         11.4833E-03         1.E-03            25.                18.1546E-03       -76.7926            76.7062             2.60666E-03
               37.5374           539.687            -25.5783E-03         1.36181E-03      157.953            140.338E-06        192.518E-03        192.518E-03        157.953            539.687            480.449            480.449              1.28996E-03      484.153E-03        449.296E-03         11.5186E-03         1.E-03            25.                18.1888E-03       -76.8219            76.7706             2.61346E-03
               37.6019           539.832            -25.4174E-03       854.152E-06        157.923            179.106E-06        174.877E-03        174.877E-03        157.923            539.832            480.608            480.608              1.29253E-03      484.06E-03         449.53E-03          11.5417E-03         1.E-03            25.                18.2231E-03       -76.8508            76.8716             2.61838E-03
               37.6665           539.963            -25.7312E-03       967.614E-06        157.979            280.037E-06        187.632E-03        187.632E-03        157.979            539.963            480.712            480.712              1.29421E-03      484.095E-03        449.494E-03         11.5567E-03         1.E-03            25.                18.2573E-03       -76.8758            76.9542             2.62208E-03
               37.731            540.127            -25.628E-03        750.607E-06        158.06             288.572E-06        177.598E-03        177.598E-03        158.06             540.127            480.857            480.857              1.29658E-03      484.111E-03        449.338E-03         11.5778E-03         1.E-03            25.                18.2915E-03       -76.9064            76.9793             2.6266E-03 
               37.7955           540.388            -25.7355E-03       863.713E-06        158.192            368.387E-06        181.519E-03        181.519E-03        158.192            540.388            481.073            481.073              1.3001E-03       484.168E-03        449.134E-03         11.6093E-03         1.E-03            25.                18.3257E-03       -76.9319            76.948              2.6324E-03 
               37.8601           540.683            -25.6215E-03       936.06E-06         158.181            255.246E-06        186.731E-03        186.731E-03        158.181            540.683            481.356            481.356              1.30471E-03      484.085E-03        449.525E-03         11.6506E-03         1.E-03            25.                18.36E-03         -76.9625            76.9002             2.63982E-03
               37.9246           541.022            -25.6596E-03         1.24586E-03      158.375             64.159E-06        193.927E-03        193.927E-03        158.375            541.022            481.63             481.63               1.3092E-03       484.183E-03        449.178E-03         11.6907E-03         1.E-03            25.                18.3942E-03       -76.9926            76.9186             2.64676E-03
               37.9891           541.187            -25.6702E-03       775.553E-06        158.368            334.439E-06        168.558E-03        168.558E-03        158.368            541.187            481.808            481.808              1.31212E-03      484.095E-03        449.324E-03         11.7168E-03         1.E-03            25.                18.4284E-03       -77.0241            76.9938             2.65254E-03
               38.0536           541.379            -25.7373E-03       802.281E-06        158.359            228.547E-06        188.398E-03        188.398E-03        158.359            541.379            481.98             481.98               1.31494E-03      484.064E-03        449.627E-03         11.742E-03          1.E-03            25.                18.4626E-03       -77.0521            77.0963             2.65771E-03
               38.1182           541.582            -25.8191E-03       773.476E-06        158.419            399.647E-06        177.116E-03        177.116E-03        158.419            541.582            482.168            482.168              1.31804E-03      484.048E-03        449.595E-03         11.7698E-03         1.E-03            25.                18.4968E-03       -77.0827            77.1607             2.66333E-03
               38.1827           541.829            -25.7035E-03       669.179E-06        158.48             264.826E-06        178.839E-03        178.839E-03        158.48             541.829            482.39             482.39               1.3217E-03       484.04E-03         449.641E-03         11.8025E-03         1.E-03            25.                18.5311E-03       -77.1132            77.1666             2.66967E-03
               38.2472           542.132            -25.7119E-03         1.07553E-03      158.566            125.615E-06        190.998E-03        190.998E-03        158.566            542.132            482.652            482.652              1.32603E-03      484.054E-03        449.685E-03         11.8412E-03         1.E-03            25.                18.5653E-03       -77.1428            77.1287             2.67673E-03
               38.3118           542.435            -25.5535E-03         1.08032E-03      158.673            174.159E-06        177.608E-03        177.608E-03        158.673            542.435            482.927            482.927              1.33059E-03      484.052E-03        449.579E-03         11.882E-03          1.E-03            25.                18.5995E-03       -77.1737            77.0946             2.68389E-03
               38.3763           542.67             -25.7043E-03       967.761E-06        158.712             68.6838E-06       201.577E-03        201.577E-03        158.712            542.67             483.126            483.126              1.33389E-03      484.058E-03        449.758E-03         11.9115E-03         1.E-03            25.                18.6337E-03       -77.1992            77.1239             2.68954E-03
               38.4408           542.782            -25.7265E-03       576.303E-06        158.721            274.633E-06        172.425E-03        172.425E-03        158.721            542.782            483.252            483.252              1.33599E-03      483.995E-03        449.771E-03         11.9303E-03         1.E-03            25.                18.668E-03        -77.2297            77.2126             2.69407E-03
               38.5053           542.951            -25.7293E-03       798.573E-06        158.768            138.799E-06        193.642E-03        193.642E-03        158.768            542.951            483.388            483.388              1.33825E-03      484.023E-03        449.836E-03         11.9505E-03         1.E-03            25.                18.7022E-03       -77.2547            77.3043             2.69843E-03
               38.5699           543.167            -25.8491E-03       671.178E-06        158.832            399.638E-06        183.388E-03        183.388E-03        158.832            543.167            483.588            483.588              1.34158E-03      484.009E-03        449.807E-03         11.9803E-03         1.E-03            25.                18.7364E-03       -77.2851            77.357              2.70423E-03
               38.6344           543.461            -25.9034E-03       856.944E-06        158.918            323.726E-06        193.952E-03        193.952E-03        158.918            543.461            483.842            483.842              1.34582E-03      484.024E-03        449.834E-03         12.0182E-03         1.E-03            25.                18.7706E-03       -77.3128            77.3524             2.71105E-03
               38.6989           543.751            -25.6947E-03       913.506E-06        159.004            129.281E-06        185.052E-03        185.052E-03        159.004            543.751            484.106            484.106              1.35026E-03      484.013E-03        449.803E-03         12.0578E-03         1.E-03            25.                18.8048E-03       -77.3428            77.3158             2.71822E-03
               38.7634           544.018            -25.8355E-03       968.79E-06         159.094            206.089E-06        190.269E-03        190.269E-03        159.094            544.018            484.338            484.338              1.35414E-03      484.03E-03         449.773E-03         12.0926E-03         1.E-03            25.                18.8391E-03       -77.3715            77.3038             2.72467E-03
               38.8279           544.231            -25.5581E-03         1.29916E-03      159.156           -156.962E-06        201.366E-03        201.366E-03        159.156            544.231            484.519            484.519              1.3572E-03       484.046E-03        449.802E-03         12.1199E-03         1.E-03            25.                18.8733E-03       -77.3977            77.3406             2.7298E-03 
               38.8925           544.304            -25.9412E-03       598.166E-06        159.104            504.222E-06        182.483E-03        182.483E-03        159.104            544.304            484.615            484.615              1.35881E-03      483.952E-03        450.033E-03         12.1343E-03         1.E-03            25.                18.9075E-03       -77.4271            77.4305             2.73415E-03
               38.957            544.521            -25.9941E-03       785.152E-06        159.179            413.087E-06        186.7E-03          186.7E-03          159.179            544.521            484.802            484.802              1.36197E-03      483.968E-03        449.999E-03         12.1626E-03         1.E-03            25.                18.9417E-03       -77.4544            77.5135             2.73957E-03
               39.0215           544.818            -25.6411E-03         1.02874E-03      159.234            148.011E-06        190.646E-03        190.646E-03        159.234            544.818            485.071            485.071              1.36651E-03      483.945E-03        450.13E-03          12.2032E-03         1.E-03            25.                18.9759E-03       -77.4849            77.5509             2.74689E-03
               39.086            545.151            -25.9891E-03         1.04083E-03      159.386            210.519E-06        187.412E-03        187.412E-03        159.386            545.151            485.357            485.357              1.37137E-03      483.99E-03         449.913E-03         12.2466E-03         1.E-03            25.                19.0101E-03       -77.5145            77.5379             2.75456E-03
               39.1505           545.431            -25.7124E-03         1.22866E-03      159.44              51.1206E-06       194.443E-03        194.443E-03        159.44             545.431            485.609            485.609              1.37564E-03      483.974E-03        450.041E-03         12.2849E-03         1.E-03            25.                19.0444E-03       -77.5442            77.5091             2.76149E-03
               39.215            545.614            -25.8178E-03         1.04519E-03      159.479            185.792E-06        195.884E-03        195.884E-03        159.479            545.614            485.774            485.774              1.37845E-03      483.962E-03        450.099E-03         12.31E-03           1.E-03            25.                19.0786E-03       -77.5692            77.5104             2.76655E-03
               39.2796           545.757            -25.6975E-03         1.21027E-03      159.56               1.47671E-06      208.812E-03        208.812E-03        159.56             545.757            485.883            485.883              1.38031E-03      484.016E-03        449.985E-03         12.3266E-03         1.E-03            25.                19.1128E-03       -77.595             77.555              2.77021E-03
               39.3441           545.837            -25.8374E-03       820.242E-06        159.548            214.43E-06         200.654E-03        200.654E-03        159.548            545.837            485.968            485.968              1.38176E-03      483.973E-03        450.095E-03         12.3396E-03         1.E-03            25.                19.147E-03        -77.6214            77.6382             2.77391E-03
               39.4086           546.03             -26.1647E-03       777.147E-06        159.582            465.2E-06          191.682E-03        191.682E-03        159.582            546.03             486.152            486.152              1.38491E-03      483.939E-03        450.159E-03         12.3677E-03         1.E-03            25.                19.1812E-03       -77.648             77.7103             2.77958E-03
               39.4731           546.382            -25.9038E-03         1.10151E-03      159.673            175.245E-06        197.118E-03        197.118E-03        159.673            546.382            486.464            486.464              1.39025E-03      483.936E-03        450.217E-03         12.4155E-03         1.E-03            25.                19.2154E-03       -77.6807            77.7304             2.78788E-03
               39.5376           546.752            -25.9427E-03         1.01821E-03      159.798             71.4492E-06       198.163E-03        198.163E-03        159.798            546.753            486.789            486.789              1.39584E-03      483.952E-03        450.157E-03         12.4655E-03         1.E-03            25.                19.2497E-03       -77.7109            77.7135             2.79655E-03
               39.6021           547.042            -25.8638E-03       987.361E-06        159.882            209.394E-06        189.351E-03        189.351E-03        159.882            547.042            487.053            487.053              1.40039E-03      483.939E-03        450.136E-03         12.5062E-03         1.E-03            25.                19.2839E-03       -77.7435            77.6975             2.80405E-03
               39.6666           547.213            -26.0319E-03       699.385E-06        159.9              261.415E-06        192.19E-03         192.19E-03         159.9              547.213            487.211            487.211              1.40311E-03      483.915E-03        450.261E-03         12.5305E-03         1.E-03            25.                19.3181E-03       -77.7682            77.7084             2.80904E-03
               39.7312           547.295            -26.0074E-03       597.268E-06        159.879            266.629E-06        187.589E-03        187.589E-03        159.879            547.295            487.298            487.298              1.40461E-03      483.866E-03        450.423E-03         12.544E-03          1.E-03            25.                19.3523E-03       -77.7936            77.7683             2.81262E-03
               39.7957           547.408            -26.0775E-03       837.578E-06        159.874            360.086E-06        202.878E-03        202.878E-03        159.874            547.408            487.397            487.397              1.40632E-03      483.853E-03        450.607E-03         12.5592E-03         1.E-03            25.                19.3865E-03       -77.8182            77.8373             2.8164E-03 
               39.8602           547.65             -26.1198E-03       849.88E-06         160.023            318.889E-06        197.968E-03        197.968E-03        160.023            547.65             487.598            487.598              1.4098E-03       483.918E-03        450.297E-03         12.5903E-03         1.E-03            25.                19.4207E-03       -77.8473            77.8973             2.82235E-03
               39.9247           547.964            -25.9278E-03       814.835E-06        160.032            246.51E-06         197.955E-03        197.955E-03        160.032            547.964            487.897            487.897              1.41499E-03      483.841E-03        450.613E-03         12.6368E-03         1.E-03            25.                19.4549E-03       -77.877             77.9052             2.83058E-03
               39.9892           548.349            -26.0448E-03         1.15226E-03      160.204            136.886E-06        205.628E-03        205.628E-03        160.204            548.349            488.22             488.22               1.42062E-03      483.907E-03        450.406E-03         12.6871E-03         1.E-03            25.                19.4892E-03       -77.9052            77.8921             2.83896E-03
               40.0537           548.609            -25.8661E-03         1.09454E-03      160.322             52.9636E-06       196.622E-03        196.622E-03        160.322            548.609            488.448            488.448              1.42459E-03      483.932E-03        450.221E-03         12.7227E-03         1.E-03            25.                19.5234E-03       -77.9364            77.8922             2.84562E-03
               40.1182           548.737            -26.0429E-03         1.20689E-03      160.361             89.6709E-06       210.333E-03        210.333E-03        160.361            548.737            488.551            488.551              1.4264E-03       483.953E-03        450.249E-03         12.7388E-03         1.E-03            25.                19.5576E-03       -77.9576            77.9245             2.8493E-03 
               40.1827           548.761            -26.0875E-03       776.382E-06        160.298            338.156E-06        192.237E-03        192.237E-03        160.298            548.761            488.602            488.602              1.4273E-03       483.864E-03        450.468E-03         12.7469E-03         1.E-03            25.                19.5918E-03       -77.9824            77.9859             2.85216E-03
               40.2472           548.877            -26.0995E-03       745.02E-06         160.266            256.125E-06        214.396E-03        214.396E-03        160.266            548.877            488.706            488.706              1.42911E-03      483.834E-03        450.78E-03          12.763E-03          1.E-03            25.                19.626E-03        -78.004             78.0434             2.85601E-03
               40.3117           549.139            -26.0744E-03       627.183E-06        160.394            326.923E-06        198.431E-03        198.431E-03        160.394            549.139            488.938            488.938              1.43319E-03      483.859E-03        450.541E-03         12.7995E-03         1.E-03            25.                19.6602E-03       -78.0359            78.0786             2.86283E-03
               40.3762           549.512            -26.1671E-03       740.539E-06        160.537            265.272E-06        189.45E-03         189.45E-03         160.537            549.512            489.269            489.269              1.439E-03        483.877E-03        450.388E-03         12.8515E-03         1.E-03            25.                19.6944E-03       -78.0672            78.0813             2.87184E-03
               40.4407           549.891            -26.0941E-03         1.20523E-03      160.566            120.508E-06        208.919E-03        208.919E-03        160.566            549.891            489.612            489.612              1.44504E-03      483.83E-03         450.747E-03         12.9055E-03         1.E-03            25.                19.7286E-03       -78.0969            78.0704             2.8811E-03 
               40.5052           550.177            -25.9273E-03         1.14587E-03      160.703            -29.7493E-06       197.038E-03        197.038E-03        160.703            550.177            489.862            489.862              1.44947E-03      483.862E-03        450.513E-03         12.9452E-03         1.E-03            25.                19.7628E-03       -78.1281            78.0857             2.88823E-03
               40.5697           550.298            -26.1526E-03         1.16509E-03      160.729            101.63E-06         212.692E-03        212.692E-03        160.729            550.298            489.961            489.961              1.45122E-03      483.875E-03        450.589E-03         12.9608E-03         1.E-03            25.                19.797E-03        -78.1512            78.1393             2.89213E-03
               40.6342           550.321            -26.1585E-03       710.819E-06        160.658            338.034E-06        191.937E-03        191.937E-03        160.658            550.321            490.015            490.015              1.45218E-03      483.775E-03        450.83E-03          12.9693E-03         1.E-03            25.                19.8312E-03       -78.1759            78.1974             2.89504E-03
               40.6987           550.442            -26.2921E-03       687.652E-06        160.675            337.307E-06        211.288E-03        211.288E-03        160.675            550.442            490.113            490.113              1.45392E-03      483.785E-03        450.952E-03         12.9849E-03         1.E-03            25.                19.8655E-03       -78.1958            78.2383             2.89862E-03
               40.7632           550.676            -26.1048E-03       703.762E-06        160.783            268.53E-06         199.146E-03        199.146E-03        160.783            550.676            490.321            490.321              1.45762E-03      483.804E-03        450.769E-03         13.018E-03          1.E-03            25.                19.8997E-03       -78.2274            78.2482             2.90495E-03
               40.8277           551.015            -26.4098E-03       684.409E-06        160.914            480.971E-06        199.946E-03        199.946E-03        160.914            551.015            490.615            490.615              1.46284E-03      483.835E-03        450.649E-03         13.0647E-03         1.E-03            25.                19.9339E-03       -78.2559            78.2432             2.91324E-03
               40.8922           551.402            -26.057E-03          1.03925E-03      161.01              77.9628E-06       211.813E-03        211.813E-03        161.01             551.402            490.955            490.955              1.46892E-03      483.835E-03        450.745E-03         13.1191E-03         1.E-03            25.                19.9681E-03       -78.2863            78.2441             2.92227E-03
               40.9567           551.659            -26.0426E-03         1.14253E-03      161.075             -3.13144E-06      212.262E-03        212.262E-03        161.075            551.659            491.185            491.185              1.47305E-03      483.827E-03        450.783E-03         13.156E-03          1.E-03            25.                20.0023E-03       -78.3135            78.2778             2.92907E-03
               41.0212           551.767            -26.2247E-03       955.579E-06        161.097            196.07E-06         207.763E-03        207.763E-03        161.097            551.767            491.287            491.287              1.47487E-03      483.812E-03        450.805E-03         13.1723E-03         1.E-03            25.                20.0365E-03       -78.339             78.3411             2.93315E-03
               41.0857           551.842            -26.1139E-03         1.03362E-03      161.09             150.09E-06         213.454E-03        213.454E-03        161.09             551.842            491.357            491.357              1.47612E-03      483.794E-03        450.931E-03         13.1835E-03         1.E-03            25.                20.0707E-03       -78.364             78.4009             2.93638E-03
               41.1502           551.956            -26.452E-03        603.785E-06        161.088            420.706E-06        201.862E-03        201.862E-03        161.088            551.956            491.475            491.475              1.47824E-03      483.746E-03        451.032E-03         13.2024E-03         1.E-03            25.                20.1049E-03       -78.3864            78.4232             2.94074E-03
               41.2147           552.231            -26.2232E-03       834.69E-06         161.143            261.29E-06         210.937E-03        210.937E-03        161.143            552.231            491.719            491.719              1.48264E-03      483.735E-03        451.152E-03         13.2418E-03         1.E-03            25.                20.1391E-03       -78.4158            78.4215             2.94786E-03
               41.2792           552.589            -26.278E-03        931.35E-06         161.316            221.096E-06        204.507E-03        204.507E-03        161.316            552.589            492.026            492.026              1.48818E-03      483.788E-03        450.876E-03         13.2913E-03         1.E-03            25.                20.1733E-03       -78.444             78.4128             2.95634E-03
               41.3437           552.924            -26.2165E-03         1.00286E-03      161.413            146.21E-06         207.265E-03        207.265E-03        161.413            552.924            492.323            492.323              1.49354E-03      483.791E-03        450.884E-03         13.3393E-03         1.E-03            25.                20.2075E-03       -78.4756            78.4241             2.96485E-03
               41.4082           553.149            -26.2185E-03         1.10752E-03      161.436            124.775E-06        211.263E-03        211.263E-03        161.436            553.149            492.531            492.531              1.49732E-03      483.758E-03        451.056E-03         13.373E-03          1.E-03            25.                20.2417E-03       -78.4995            78.4719             2.97106E-03
               41.4727           553.245            -26.2452E-03       882.545E-06        161.433            221.462E-06        206.018E-03        206.018E-03        161.433            553.245            492.627            492.627              1.49906E-03      483.722E-03        451.161E-03         13.3886E-03         1.E-03            25.                20.2759E-03       -78.5247            78.5424             2.975E-03  
