0,0,0
0.13418,0.29574,0
0.68426,-0.83363,0
0.347,0.9849,0
0.35281,0.99932,0
0.35043,0.99804,0
0.36183,0.97012,0
0.35455,0.99472,0
0.34878,0.98518,0
0.35397,0.99333,0
0.35239,0.99771,0
0.34826,0.98653,0
0.34688,0.98433,0
0.34996,0.99293,0
0.35061,0.99466,0
0.34984,0.9916,0
0.34871,0.98981,0
0.34501,0.97789,0
0.35082,0.99501,0
0.35096,0.99573,0
0.34394,0.97654,0
0.34997,0.99146,0
0.35167,0.99818,0
0.34995,0.99455,0
0.34786,0.98566,0
0.34995,0.99449,0
0.35165,0.99797,0
0.3489,0.99088,0
0.34767,0.98535,0
0.34858,0.98813,0
0.35067,0.99708,0
0.34918,0.99088,0
0.34841,0.98894,0
0.34912,0.9911,0
0.35017,0.99571,0
0.34953,0.99143,0
0.3488,0.98948,0
0.34978,0.99339,0
0.34922,0.99084,0
0.34919,0.99065,0
0.34905,0.99169,0
0.34866,0.98984,0
0.34905,0.99067,0
0.34923,0.99176,0
0.34923,0.99178,0
0.34893,0.98926,0
0.34998,0.99357,0
0.34993,0.99346,0
0.34813,0.98773,0
0.34825,0.98877,0
0.34983,0.99341,0
0.34992,0.9944,0
0.34802,0.98769,0
0.3493,0.99105,0
0.35028,0.99493,0
0.34952,0.99157,0
0.34944,0.99128,0
0.34989,0.99315,0
0.34962,0.99292,0
0.34871,0.98955,0
0.34902,0.99097,0
0.34923,0.99155,0
0.3495,0.99185,0
0.34954,0.99135,0
0.3494,0.99123,0
0.34943,0.99222,0
0.34934,0.99138,0
0.34964,0.99249,0
0.3494,0.9923,0
0.34902,0.99059,0
0.3497,0.99239,0
0.34957,0.99208,0
0.34912,0.991,0
0.34925,0.99069,0
0.34974,0.9926,0
0.34944,0.99218,0
0.34913,0.99116,0
0.34968,0.99244,0
0.34932,0.99173,0
0.34939,0.99168,0
0.34925,0.99104,0
0.34946,0.99193,0
0.34957,0.99225,0
0.34934,0.99168,0
0.34942,0.99173,0
0.34928,0.99167,0
0.34936,0.99195,0
0.34939,0.99173,0
0.34936,0.99168,0
0.34938,0.99189,0
0.34933,0.99171,0
0.34929,0.99143,0
0.34932,0.99176,0
0.34958,0.9925,0
0.35084,0.9958,1.3238e-05
0.35326,0.99675,4.3359e-05
0.35447,0.99288,5.8532e-05
0.35587,0.98859,8.0107e-05
0.35696,0.98506,0.00010004
0.35821,0.98045,0.00012477
0.35981,0.97513,0.00015791
0.36118,0.97118,0.00019592
0.36178,0.96901,0.00022122
0.36224,0.96701,0.00024407
0.36267,0.96585,0.00027155
0.36336,0.96363,0.00029135
0.36375,0.96261,0.00033509
0.36368,0.9625,0.00036951
0.36418,0.9611,0.00040477
0.36434,0.96035,0.00043362
0.36405,0.96141,0.00047094
0.36397,0.96184,0.00050773
0.36369,0.96273,0.00056815
0.36328,0.96407,0.00059858
0.36296,0.96513,0.00062565
0.3628,0.96589,0.00065758
0.36236,0.96726,0.00069222
0.36186,0.96885,0.00073834
0.36082,0.9723,0.00080632
0.36043,0.97382,0.00085363
0.3599,0.97548,0.00088399
0.35928,0.97754,0.00093205
0.35922,0.97827,0.00097034
0.35809,0.98181,0.001029
0.3572,0.98458,0.0010775
0.35674,0.98624,0.0011196
0.3564,0.98743,0.0011522
0.35547,0.99036,0.0012068
0.35529,0.99107,0.0012545
0.35419,0.99485,0.0013357
0.35351,0.9971,0.0013978
0.35312,0.99828,0.0014422
0.35263,0.99959,0.0014793
0.35221,0.99839,0.001533
0.35178,0.99711,0.0015713
0.35088,0.9942,0.001644
0.35049,0.9928,0.0017132
0.3502,0.99191,0.0017645
0.34981,0.9906,0.0018218
0.34977,0.99026,0.0018771
0.34936,0.98892,0.0019499
0.349,0.98783,0.0020167
0.34861,0.98663,0.0020828
0.34835,0.9857,0.0021294
0.34813,0.98494,0.0021834
0.34823,0.98536,0.0022227
0.34788,0.98416,0.0023098
0.34775,0.98374,0.0023915
0.3477,0.98352,0.0024701
0.34768,0.98335,0.0025319
0.34715,0.98159,0.0026066
0.34731,0.98217,0.0026512
0.34717,0.98181,0.0027335
0.34698,0.98105,0.0028202
0.34667,0.98018,0.0028839
0.34678,0.98044,0.002943
0.34633,0.97903,0.0030196
0.34651,0.97952,0.003085
0.34622,0.97877,0.0031867
0.3461,0.97828,0.0032999
0.34598,0.97784,0.0033822
0.34608,0.97815,0.0034468
0.34565,0.97679,0.0035178
0.3459,0.97746,0.0035833
0.34553,0.97635,0.0036684
0.34532,0.97585,0.0037699
0.34508,0.97519,0.0038681
0.34534,0.97575,0.0039556
0.34487,0.97419,0.0040539
0.34512,0.97507,0.0041371
0.34498,0.97459,0.0042455
0.34466,0.97357,0.0043481
0.3447,0.9738,0.0044501
0.34457,0.97323,0.0045408
0.34439,0.97278,0.0046129
0.34449,0.97309,0.0046894
0.34457,0.97338,0.0047802
0.34396,0.97124,0.0048985
0.34425,0.97236,0.0049977
0.34427,0.97232,0.0051231
0.34403,0.9714,0.0052233
0.34381,0.97089,0.0052972
0.34393,0.97123,0.0053837
0.34354,0.9699,0.0054782
0.34354,0.96998,0.0055734
0.34349,0.96973,0.0056945
0.34358,0.97017,0.0057726
0.3433,0.96924,0.0058767
0.34328,0.96922,0.0059457
0.34294,0.96808,0.0060582
0.34284,0.96767,0.0061658
0.34342,0.96952,0.0062624
0.34283,0.96775,0.0063902
0.34272,0.96741,0.0064803
0.3428,0.96766,0.0065619
0.34267,0.96727,0.0066545
0.34249,0.96668,0.0067421
0.34244,0.96645,0.0068229
0.34239,0.96644,0.0069214
0.34218,0.96576,0.0070462
0.34238,0.96631,0.0071367
0.34231,0.96606,0.0072543
0.34213,0.96546,0.0073703
0.34214,0.96549,0.0074513
0.34203,0.96525,0.0075304
0.34198,0.96505,0.0076425
0.34186,0.96478,0.0077272
0.34199,0.96515,0.0078024
0.3418,0.96444,0.00793
0.3417,0.96432,0.0080194
0.34152,0.96365,0.0081092
0.34178,0.96449,0.0082168
0.34146,0.96349,0.0083388
0.34152,0.96361,0.0084426
0.34168,0.9641,0.0085333
0.34139,0.96333,0.0086374
0.3414,0.96324,0.0087285
0.34148,0.9636,0.0087911
0.34106,0.96222,0.0089005
0.34124,0.96285,0.0090055
0.3412,0.96273,0.0090944
0.34119,0.96264,0.0092152
0.34117,0.96269,0.0093173
0.34091,0.96176,0.0094256
0.34121,0.96275,0.0095069
0.34088,0.96171,0.0096309
0.34093,0.96188,0.0097275
0.3409,0.96181,0.009799
0.34083,0.96158,0.0099091
0.34068,0.96118,0.010005
0.34091,0.9619,0.01009
0.34066,0.96106,0.010192
0.34082,0.96166,0.010306
0.34063,0.96109,0.010406
0.34056,0.96075,0.010502
0.34081,0.96159,0.010607
0.34052,0.96069,0.010724
0.34071,0.96126,0.010805
0.34063,0.96101,0.010923
0.34052,0.96069,0.011022
0.34035,0.96022,0.011101
0.34048,0.9606,0.011188
0.34035,0.96024,0.011298
0.34048,0.96069,0.01139
0.34036,0.96028,0.011495
0.34033,0.96019,0.011602
0.34037,0.96031,0.011722
0.34036,0.96035,0.01181
0.3402,0.95977,0.011905
0.34019,0.95975,0.012035
0.34034,0.96028,0.012121
0.34003,0.95928,0.012218
0.34023,0.95988,0.012313
0.34017,0.9598,0.012403
0.34019,0.95988,0.012485
0.34005,0.95946,0.012585
0.33997,0.95919,0.012702
0.34012,0.95965,0.012813
0.34003,0.95937,0.012914
0.34014,0.95971,0.013031
0.3401,0.95958,0.013145
0.34002,0.95943,0.013223
0.33988,0.9589,0.013327
0.33999,0.95926,0.013433
0.33994,0.95919,0.013524
0.34003,0.9595,0.013599
0.33982,0.95883,0.0137
0.33982,0.9588,0.013806
0.33999,0.95939,0.013905
0.33996,0.9593,0.014004
0.3398,0.95876,0.01414
0.34,0.95943,0.014259
0.33977,0.95869,0.014353
0.33998,0.9594,0.014446
0.33979,0.95876,0.014559
0.33975,0.95863,0.014638
0.33998,0.95947,0.014716
0.33962,0.95826,0.014828
0.33978,0.95883,0.014924
0.33972,0.95865,0.015018
0.33975,0.95875,0.015111
0.33978,0.95887,0.015234
0.33956,0.95812,0.015359
0.33981,0.95894,0.015458
0.33989,0.95927,0.015564
0.33963,0.95837,0.015691
