
   1.8231,   0.9604,   0.0059,   0.0527,   0.1344,   0.0231, 
   1.7516,   0.9427,   0.0039,   0.0726,   0.1722,   0.0758, 
   1.7046,   1.0100,   0.0029,   0.0086,   0.1353,   0.0399, 
   1.6041,   1.1507,   0.0014,   0.1227,   0.0774,   0.0108, 
   1.3054,   1.3420,   0.0001,   0.2590,   0.1902,   0.1768, 
   1.7070,   1.0506,   0.0030,   0.0313,   0.1016,   0.0007, 
   1.7666,   1.0456,   0.0089,   0.0301,   0.0913,   0.0170, 
   1.8711,   0.9873,   0.0191,   0.0222,   0.1221,   0.0105, 
   1.7835,   0.9928,   0.0099,   0.0210,   0.1297,   0.0254, 
   1.6516,   1.1103,   0.0028,   0.0868,   0.0831,   0.0118, 
   1.6508,   1.1308,   0.0066,   0.1077,   0.0761,   0.0179, 
   1.6932,   1.0704,   0.0038,   0.0502,   0.0942,   0.0052, 
   1.7887,   1.0354,   0.0068,   0.0203,   0.0860,   0.0273, 
   1.8616,   0.9961,   0.0091,   0.0159,   0.0970,   0.0230, 
   1.7798,   1.0567,   0.0085,   0.0413,   0.0757,   0.0370, 
   1.8192,   1.0498,   0.0115,   0.0365,   0.0723,   0.0446, 
   1.7461,   1.0845,   0.0046,   0.0665,   0.0590,   0.0536, 
   1.7357,   1.1041,   0.0029,   0.0849,   0.0440,   0.0702, 
   1.8938,   1.0038,   0.0140,   0.0065,   0.0904,   0.0315, 
   1.7210,   1.0832,   0.0048,   0.0643,   0.0727,   0.0339, 
   1.7373,   1.1101,   0.0065,   0.0917,   0.0469,   0.0652, 
   1.7762,   1.0538,   0.0067,   0.0380,   0.0757,   0.0375, 
   1.7505,   1.0912,   0.0066,   0.0737,   0.0561,   0.0565, 
   1.7570,   1.0818,   0.0066,   0.0648,   0.0609,   0.0519, 
   1.8247,   1.0608,   0.0103,   0.0472,   0.0581,   0.0623, 
   1.8694,   1.0496,   0.0137,   0.0381,   0.0589,   0.0649, 
   1.7317,   1.1018,   0.0035,   0.0826,   0.0494,   0.0632, 
   1.7985,   1.0627,   0.0091,   0.0480,   0.0644,   0.0523, 
   1.8382,   1.0525,   0.0138,   0.0402,   0.0680,   0.0506, 
   1.7706,   1.0764,   0.0064,   0.0599,   0.0588,   0.0564, 
   1.8368,   1.0515,   0.0107,   0.0385,   0.0622,   0.0590, 
   1.8242,   1.0631,   0.0089,   0.0491,   0.0533,   0.0686, 
   1.8050,   1.0628,   0.0091,   0.0483,   0.0615,   0.0565, 
   1.7842,   1.0664,   0.0071,   0.0507,   0.0628,   0.0532, 
   1.8149,   1.0622,   0.0094,   0.0481,   0.0589,   0.0606, 
   1.7544,   1.0828,   0.0061,   0.0656,   0.0602,   0.0526, 
   1.8174,   1.0593,   0.0094,   0.0453,   0.0603,   0.0594, 
   1.7977,   1.0691,   0.0077,   0.0540,   0.0561,   0.0625, 
   1.8032,   1.0644,   0.0087,   0.0497,   0.0601,   0.0581, 
   1.7793,   1.0712,   0.0069,   0.0553,   0.0604,   0.0555, 
   1.7884,   1.0690,   0.0075,   0.0535,   0.0597,   0.0572, 
   1.7561,   1.0806,   0.0058,   0.0633,   0.0605,   0.0526, 
   1.8027,   1.0646,   0.0084,   0.0499,   0.0595,   0.0588, 
   1.7711,   1.0756,   0.0063,   0.0591,   0.0589,   0.0565, 
   1.7544,   1.0813,   0.0052,   0.0638,   0.0593,   0.0542, 
   1.8041,   1.0631,   0.0084,   0.0484,   0.0602,   0.0583, 
   1.7791,   1.0731,   0.0069,   0.0571,   0.0589,   0.0572, 
   1.7804,   1.0732,   0.0069,   0.0572,   0.0581,   0.0584, 
   1.7764,   1.0754,   0.0065,   0.0591,   0.0573,   0.0589, 
   1.7500,   1.0834,   0.0051,   0.0657,   0.0593,   0.0535, 
   1.7899,   1.0693,   0.0075,   0.0538,   0.0589,   0.0584, 
   1.7950,   1.0681,   0.0080,   0.0530,   0.0587,   0.0591, 
   1.7891,   1.0700,   0.0075,   0.0545,   0.0586,   0.0586, 
   1.7938,   1.0686,   0.0077,   0.0533,   0.0582,   0.0596, 
   1.7828,   1.0720,   0.0071,   0.0561,   0.0587,   0.0579, 
   1.7783,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7724,   1.0766,   0.0064,   0.0602,   0.0578,   0.0578, 
   1.7825,   1.0730,   0.0070,   0.0571,   0.0577,   0.0590, 
   1.7827,   1.0722,   0.0071,   0.0564,   0.0584,   0.0581, 
   1.7717,   1.0764,   0.0063,   0.0599,   0.0580,   0.0575, 
   1.7848,   1.0716,   0.0072,   0.0559,   0.0583,   0.0585, 
   1.7761,   1.0748,   0.0066,   0.0586,   0.0581,   0.0579, 
   1.7827,   1.0724,   0.0071,   0.0565,   0.0583,   0.0584, 
   1.7782,   1.0743,   0.0067,   0.0582,   0.0578,   0.0584, 
   1.7793,   1.0738,   0.0068,   0.0578,   0.0580,   0.0584, 
   1.7798,   1.0737,   0.0069,   0.0577,   0.0581,   0.0582, 
   1.7812,   1.0730,   0.0070,   0.0571,   0.0583,   0.0581, 
   1.7768,   1.0748,   0.0068,   0.0587,   0.0581,   0.0579, 
   1.7812,   1.0730,   0.0070,   0.0571,   0.0582,   0.0582, 
   1.7784,   1.0742,   0.0068,   0.0581,   0.0579,   0.0583, 
   1.7791,   1.0739,   0.0068,   0.0579,   0.0580,   0.0582, 
   1.7769,   1.0748,   0.0067,   0.0586,   0.0579,   0.0581, 
   1.7801,   1.0735,   0.0069,   0.0575,   0.0581,   0.0582, 
   1.7797,   1.0736,   0.0069,   0.0576,   0.0582,   0.0581, 
   1.7784,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7776,   1.0745,   0.0068,   0.0584,   0.0581,   0.0580, 
   1.7779,   1.0743,   0.0068,   0.0582,   0.0581,   0.0580, 
   1.7793,   1.0738,   0.0069,   0.0578,   0.0581,   0.0581, 
   1.7776,   1.0745,   0.0067,   0.0584,   0.0580,   0.0581, 
   1.7792,   1.0738,   0.0069,   0.0578,   0.0581,   0.0581, 
   1.7780,   1.0743,   0.0068,   0.0582,   0.0581,   0.0581, 
   1.7790,   1.0739,   0.0068,   0.0579,   0.0581,   0.0581, 
   1.7779,   1.0744,   0.0068,   0.0582,   0.0580,   0.0581, 
   1.7789,   1.0740,   0.0068,   0.0579,   0.0581,   0.0581, 
   1.7792,   1.0739,   0.0069,   0.0579,   0.0581,   0.0581, 
   1.7785,   1.0741,   0.0068,   0.0580,   0.0581,   0.0581, 
   1.7782,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7788,   1.0740,   0.0068,   0.0580,   0.0581,   0.0581, 
   1.7789,   1.0740,   0.0069,   0.0580,   0.0581,   0.0581, 
   1.7786,   1.0741,   0.0068,   0.0580,   0.0581,   0.0581, 
   1.7783,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7787,   1.0740,   0.0068,   0.0580,   0.0581,   0.0581, 
   1.7784,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7782,   1.0743,   0.0068,   0.0582,   0.0581,   0.0581, 
   1.7784,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7785,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7781,   1.0743,   0.0068,   0.0582,   0.0581,   0.0580, 
   1.7786,   1.0741,   0.0068,   0.0580,   0.0581,   0.0581, 
   1.7785,   1.0741,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0741,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7785,   1.0741,   0.0068,   0.0580,   0.0581,   0.0581, 
   1.7785,   1.0741,   0.0068,   0.0580,   0.0581,   0.0581, 
   1.7783,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7785,   1.0741,   0.0068,   0.0580,   0.0581,   0.0581, 
   1.7786,   1.0741,   0.0068,   0.0580,   0.0581,   0.0581, 
   1.7784,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7785,   1.0741,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0741,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7785,   1.0741,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0741,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0741,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0741,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0741,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0741,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7783,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7784,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7783,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7783,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7783,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7783,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7783,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7783,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7782,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7782,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7782,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7782,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7781,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7780,   1.0742,   0.0068,   0.0581,   0.0581,   0.0581, 
   1.7779,   1.0742,   0.0067,   0.0581,   0.0581,   0.0581, 
   1.7779,   1.0742,   0.0067,   0.0581,   0.0581,   0.0581, 
   1.7777,   1.0742,   0.0067,   0.0581,   0.0581,   0.0581, 
   1.7777,   1.0742,   0.0067,   0.0581,   0.0581,   0.0581, 
   1.7774,   1.0742,   0.0066,   0.0581,   0.0581,   0.0581, 
   1.7773,   1.0742,   0.0066,   0.0581,   0.0581,   0.0580, 
   1.7768,   1.0743,   0.0065,   0.0581,   0.0581,   0.0580, 
   1.7768,   1.0743,   0.0065,   0.0581,   0.0581,   0.0580, 
   1.7762,   1.0743,   0.0064,   0.0580,   0.0581,   0.0580, 
   1.7759,   1.0743,   0.0064,   0.0580,   0.0581,   0.0580, 
   1.7752,   1.0743,   0.0063,   0.0580,   0.0581,   0.0579, 
   1.7769,   1.0743,   0.0066,   0.0581,   0.0581,   0.0580, 
   1.7758,   1.0743,   0.0064,   0.0580,   0.0581,   0.0580, 
   1.7766,   1.0743,   0.0065,   0.0580,   0.0581,   0.0580, 
   1.7772,   1.0742,   0.0066,   0.0581,   0.0581,   0.0580, 
   1.7762,   1.0743,   0.0064,   0.0580,   0.0581,   0.0580, 
   1.7758,   1.0743,   0.0064,   0.0580,   0.0581,   0.0580, 
   1.7766,   1.0743,   0.0065,   0.0580,   0.0581,   0.0580, 
   1.7761,   1.0743,   0.0064,   0.0580,   0.0581,   0.0580, 
   1.7764,   1.0743,   0.0065,   0.0580,   0.0581,   0.0580, 
   1.7767,   1.0743,   0.0065,   0.0580,   0.0581,   0.0580, 
   1.7763,   1.0743,   0.0065,   0.0580,   0.0581,   0.0580, 
   1.7760,   1.0743,   0.0064,   0.0580,   0.0581,   0.0580, 
   1.7765,   1.0743,   0.0065,   0.0580,   0.0581,   0.0580, 
   1.7766,   1.0743,   0.0065,   0.0580,   0.0581,   0.0580, 
   1.7763,   1.0743,   0.0065,   0.0580,   0.0581,   0.0580, 
   1.7762,   1.0743,   0.0064,   0.0580,   0.0581,   0.0580, 
   1.7764,   1.0743,   0.0065,   0.0580,   0.0581,   0.0580, 
   1.7764,   1.0743,   0.0065,   0.0580,   0.0581,   0.0580, 
   1.7765,   1.0743,   0.0065,   0.0580,   0.0581,   0.0580, 
   1.7763,   1.0743,   0.0065,   0.0580,   0.0581,   0.0580, 
   1.7765,   1.0743,   0.0065,   0.0580,   0.0581,   0.0580, 
   1.7764,   1.0743,   0.0065,   0.0580,   0.0581,   0.0580, 
   1.7763,   1.0743,   0.0065,   0.0580,   0.0581,   0.0580, 
   1.7762,   1.0743,   0.0064,   0.0580,   0.0581,   0.0580, 
   1.7764,   1.0743,   0.0065,   0.0580,   0.0581,   0.0580, 
   1.7765,   1.0743,   0.0065,   0.0580,   0.0581,   0.0580, 
   1.7765,   1.0743,   0.0065,   0.0580,   0.0581,   0.0580, 
   1.7764,   1.0743,   0.0065,   0.0580,   0.0581,   0.0580, 
   1.7765,   1.0743,   0.0065,   0.0580,   0.0581,   0.0580, 
   1.7765,   1.0743,   0.0065,   0.0580,   0.0581,   0.0580, 
   1.7765,   1.0743,   0.0065,   0.0580,   0.0581,   0.0580, 
   1.7766,   1.0743,   0.0065,   0.0580,   0.0581,   0.0580, 
   1.7765,   1.0743,   0.0065,   0.0580,   0.0581,   0.0580, 
   1.7765,   1.0743,   0.0065,   0.0580,   0.0581,   0.0580, 
   1.7766,   1.0743,   0.0065,   0.0580,   0.0581,   0.0580, 
   1.7764,   1.0743,   0.0065,   0.0580,   0.0581,   0.0580, 
   1.7763,   1.0743,   0.0065,   0.0580,   0.0581,   0.0580, 
   1.7764,   1.0743,   0.0065,   0.0580,   0.0581,   0.0580, 
   1.7764,   1.0743,   0.0065,   0.0580,   0.0581,   0.0580, 
   1.7762,   1.0743,   0.0064,   0.0580,   0.0581,   0.0580, 
   1.7761,   1.0743,   0.0064,   0.0580,   0.0581,   0.0580, 
   1.7760,   1.0743,   0.0064,   0.0580,   0.0581,   0.0580, 
   1.7761,   1.0743,   0.0064,   0.0580,   0.0581,   0.0580, 
   1.7760,   1.0743,   0.0064,   0.0580,   0.0581,   0.0580, 
   1.7761,   1.0743,   0.0064,   0.0580,   0.0581,   0.0580, 
   1.7760,   1.0743,   0.0064,   0.0580,   0.0581,   0.0580, 
   1.7756,   1.0743,   0.0063,   0.0580,   0.0581,   0.0580, 
   1.7758,   1.0743,   0.0064,   0.0580,   0.0581,   0.0580, 
   1.7757,   1.0743,   0.0063,   0.0580,   0.0581,   0.0580, 
   1.7755,   1.0743,   0.0063,   0.0580,   0.0581,   0.0580, 
   1.7759,   1.0742,   0.0064,   0.0580,   0.0581,   0.0580, 
   1.7761,   1.0742,   0.0064,   0.0579,   0.0581,   0.0580, 
   1.7755,   1.0742,   0.0063,   0.0579,   0.0581,   0.0580, 
   1.7753,   1.0742,   0.0062,   0.0579,   0.0580,   0.0580, 
   1.7759,   1.0742,   0.0063,   0.0579,   0.0580,   0.0581, 
   1.7758,   1.0741,   0.0063,   0.0578,   0.0580,   0.0581, 
   1.7757,   1.0742,   0.0063,   0.0579,   0.0581,   0.0580, 
   1.7758,   1.0742,   0.0063,   0.0579,   0.0580,   0.0581, 
   1.7757,   1.0742,   0.0063,   0.0579,   0.0581,   0.0580, 
   1.7752,   1.0742,   0.0062,   0.0578,   0.0580,   0.0580, 
   1.7747,   1.0742,   0.0061,   0.0578,   0.0580,   0.0580, 
   1.7748,   1.0741,   0.0061,   0.0578,   0.0580,   0.0580, 
   1.7744,   1.0741,   0.0060,   0.0577,   0.0580,   0.0580, 
   1.7737,   1.0741,   0.0059,   0.0577,   0.0580,   0.0580, 
   1.7732,   1.0741,   0.0058,   0.0576,   0.0580,   0.0580, 
   1.7745,   1.0741,   0.0060,   0.0577,   0.0580,   0.0580, 
   1.7758,   1.0742,   0.0063,   0.0579,   0.0580,   0.0581, 
   1.7739,   1.0741,   0.0059,   0.0576,   0.0580,   0.0580, 
   1.7738,   1.0740,   0.0059,   0.0576,   0.0580,   0.0580, 
   1.7733,   1.0740,   0.0058,   0.0575,   0.0580,   0.0580, 
   1.7743,   1.0740,   0.0060,   0.0576,   0.0580,   0.0581, 
   1.7740,   1.0741,   0.0059,   0.0576,   0.0580,   0.0580, 
   1.7733,   1.0740,   0.0058,   0.0575,   0.0580,   0.0580, 
   1.7736,   1.0740,   0.0058,   0.0576,   0.0580,   0.0580, 
   1.7729,   1.0740,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7733,   1.0740,   0.0058,   0.0575,   0.0580,   0.0580, 
   1.7728,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7727,   1.0739,   0.0056,   0.0574,   0.0580,   0.0580, 
   1.7734,   1.0740,   0.0058,   0.0575,   0.0580,   0.0580, 
   1.7730,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7729,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7738,   1.0740,   0.0059,   0.0576,   0.0580,   0.0580, 
   1.7735,   1.0740,   0.0058,   0.0575,   0.0580,   0.0580, 
   1.7732,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7733,   1.0740,   0.0058,   0.0575,   0.0580,   0.0580, 
   1.7732,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7733,   1.0740,   0.0058,   0.0575,   0.0580,   0.0580, 
   1.7729,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7731,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7729,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7727,   1.0739,   0.0056,   0.0573,   0.0580,   0.0580, 
   1.7732,   1.0740,   0.0057,   0.0575,   0.0580,   0.0580, 
   1.7731,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7727,   1.0739,   0.0056,   0.0573,   0.0580,   0.0580, 
   1.7728,   1.0739,   0.0056,   0.0573,   0.0580,   0.0580, 
   1.7731,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7728,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7731,   1.0740,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7729,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7731,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7729,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7731,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7729,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7730,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7729,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7731,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7729,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7730,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7730,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7728,   1.0739,   0.0056,   0.0573,   0.0580,   0.0580, 
   1.7730,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7730,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7729,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7729,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7730,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7730,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7729,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7730,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7730,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7730,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7730,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7729,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7730,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7730,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7730,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7730,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7730,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7730,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7730,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7730,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7730,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7729,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7729,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7729,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7729,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7729,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7729,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7729,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7729,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7729,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7729,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7729,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7729,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7729,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7729,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7729,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7729,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7729,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7729,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
   1.7729,   1.0739,   0.0057,   0.0574,   0.0580,   0.0580, 
