Loop,P12, P22, P44, G12, G22, G44, SValpha,
0.000000,0.630221,1.110000,1.080000,-0.500000,1.000000,3.000000,-0.500000,1.000000,3.000000,0.005780,0.001524,0.002125,3.175594,3.185024
