CH_00,-0.000202
NT20_00,0.000287
NT6_00,-0.000074
CH_00,-0.000202
NT20_00,0.000287
NT6_00,-0.000074
CH_00,-0.000202
NT20_00,0.000287
NT6_00,-0.000074
CH_00,-0.000202
NT20_00,0.000287
NT6_00,-0.000074
CH_00,-0.000202
NT20_00,0.000287
NT6_00,-0.000074
CH_00,-0.000202
NT20_00,0.000287
NT6_00,-0.000074
CH_00,-0.000202
NT20_00,-0.000272
NT6_00,0.000774
CH_00,-0.000202
NT20_00,-0.000272
NT6_00,0.000774
CH_00,-0.000202
NT20_00,-0.000272
NT6_00,0.000774
CH_00,-0.000202
NT20_00,-0.000272
NT6_00,0.000774
CH_00,-0.000202
NT20_00,-0.000272
NT6_00,0.000774
CH_00,-0.000202
NT20_00,-0.000272
NT6_00,0.000774
CH_00,-0.000202
NT20_00,-0.000272
NT6_00,0.000774
CH_00,-0.000202
NT20_00,-0.000272
NT6_00,0.000774
CH_00,-0.000202
NT20_00,-0.000272
NT6_00,0.000774
CH_00,-0.000202
NT20_00,-0.000272
NT6_00,0.000774
CH_00,-0.000202
NT20_00,-0.000272
NT6_00,0.000774
CH_00,-0.000202
NT20_00,-0.000272
NT6_00,0.000774
CH_00,-0.000202
NT20_00,-0.000272
NT6_00,0.000774
CH_00,-0.000202
NT20_00,-0.000272
NT6_00,0.000774
CH_00,-0.000202
NT20_00,-0.000272
NT6_00,0.001012
CH_00,-0.000202
NT20_00,-0.000272
NT6_00,0.001012
CH_00,-0.000202
NT20_00,-0.000272
NT6_00,0.001012
