0,0,0.000196,0,0,0.2842,4,1,3
0.501,-0.00022717,0.000196,-2.23E-05,-0.000161613,0,0,0,0
1.001,0.00022007,0.000196,-6.41E-05,9.83E-05,0,0,0,0
1.503,-6.24E-05,0.00019881,3.43E-05,8.67E-05,0,0,0,0
2,0.0004826,0.00021702,-1.33E-05,0.000197306,0,0,0,0
2.501,-0.00018591,0.00028005,-0.000104142,-0.000279536,0,0,0,0
3.001,0.00030363,0.0004397,-7.01E-05,0.000158008,0,0,0,0
3.501,0.00023199,0.00074911,4.98E-05,-1.31E-05,0,0,0,0
4.002,0.00015331,0.0012054,-9.38E-05,-0.000393195,0,0,0,0
4.501,0.00030496,0.0018174,-0.000246313,-0.000144175,0,0,0,0
5.001,0.00034802,0.0025971,-7.89E-05,-0.000286042,0,0,0,0
5.501,0.00024497,0.0035,-0.00013359,-0.000124146,0,0,0,0
6.001,0.00036758,0.0045306,6.50E-05,-0.000377091,0,0,0,0
6.501,0.00035951,0.0056306,-0.000179176,4.50E-05,0,0,0,0
7.001,0.00041495,0.0068098,-9.11E-05,-0.00027838,0,0,0,0
7.501,0.00040765,0.0080037,-0.000268453,-0.000115473,0,0,0,0
8.001,0.00056723,0.0091938,-8.12E-05,-0.000184352,0,0,0,0
8.5,0.00056126,0.0103,-0.000307424,-0.000299078,0,0,0,0
9.001,0.00052597,0.011417,-8.25E-05,-6.84E-05,0,0,0,0
9.5,0.00052619,0.012551,-0.000278223,-0.000561112,0,0,0,0
10,0.00058011,0.013734,-0.00028118,-5.93E-05,0,0,0,0
10.501,0.00061597,0.014998,-0.000184242,-0.000514934,0,0,0,0
11,0.00069379,0.016342,-0.000399019,-0.000257902,0,0,0,0
11.5,0.00077406,0.017724,-0.000252773,-0.00052243,0,0,0,0
12.001,0.00077044,0.01917,-0.000463425,-0.000287473,0,0,0,0
12.501,0.00088022,0.020656,-7.31E-05,-0.000361658,0,0,0,0
13.001,0.00091286,0.022133,-0.000287924,-0.000553945,0,0,0,0
13.501,0.00086709,0.023653,-0.000262016,-0.000135754,0,0,0,0
14.001,0.0009244,0.025227,-0.00024783,-0.000712998,0,0,0,0
14.502,0.00098598,0.026848,-0.000182262,-0.000101455,0,0,0,0
15.001,0.00097679,0.028514,-2.80E-06,-0.00067177,0,0,0,0
15.5,0.001029,0.030168,-0.00026349,-0.000678446,0,0,0,0
16.001,0.0011221,0.031816,-0.000190144,-0.000294249,0,0,0,0
16.501,0.00099563,0.033534,-0.000314823,-0.000830596,0,0,0,0
17.001,0.0011874,0.035352,-0.000256034,-0.000510919,0,0,0,0
17.501,0.0012457,0.037142,-0.000181799,-0.000714499,0,0,0,0
18.001,0.0012318,0.03888,-0.00040738,-0.000784614,0,0,0,0
18.501,0.0013476,0.04063,-0.000252763,-0.000573382,0,0,0,0
19.001,0.0013853,0.04242,-0.000445365,-0.001099845,0,0,0,0
19.5,0.0014237,0.044267,-0.000312428,-0.000765999,0,0,0,0
20.001,0.0015376,0.04619,-0.000190353,-0.000941761,0,0,0,0
20.5,0.0015372,0.048142,-0.000291277,-0.001430413,0,0,0,0
21.001,0.0015728,0.05019,-0.000465126,-0.001205416,0,0,0,0
21.514,0.0016503,0.052365,-0.000268919,-0.000972548,0,0,0,0
22.001,0.0017885,0.054646,-0.000272433,-0.001251413,0,0,0,0
22.501,0.0017913,0.056926,-0.000106482,-0.001450281,0,0,0,0
23,0.0018912,0.059407,-0.00029722,-0.001630178,0,0,0,0
23.5,0.0019887,0.062013,-0.000343176,-0.00153028,0,0,0,0
24.001,0.001999,0.064605,-0.000109537,-0.001824513,0,0,0,0
24.501,0.0021247,0.06715,-0.000294967,-0.001956252,0,0,0,0
25,0.0025882,0.06978,-0.000147801,-0.001724316,0,0,0,0
25.501,0.0022836,0.072399,-0.000249035,-0.001920253,0,0,0,0
26.001,0.0024115,0.074915,-0.000363881,-0.002292746,0,0,0,0
26.501,0.0023057,0.077479,-0.000337343,-0.002038136,0,0,0,0
27.001,0.0024662,0.080031,-0.000101694,-0.002126058,0,0,0,0
27.502,0.0025562,0.082487,-8.10E-05,-0.002525075,0,0,0,0
28.001,0.0025947,0.084969,-8.51E-05,-0.002247895,0,0,0,0
