,Time,U2,RF2
0,0.0,0.0,0.0
1,0.00223387,5.75978e-06,7.558193673424886e-05
2,0.0128873,3.32283e-05,0.00043603527529834096
3,0.0668201,0.000172288,0.002260832511487748
4,0.339855,0.0008762749999999999,0.011498899764977515
5,1.72209,0.00444021,0.05826835648621814
6,8.71968,0.0224826,0.2950791953230522
7,24.2597,0.0625506,0.8107686353084954
8,39.7997,0.10261899999999999,1.2483333825745426
9,55.3397,0.142687,1.5449151798076166
10,70.8797,0.182755,1.7222434183935789
11,86.4197,0.222823,1.8494519283290387
12,101.96,0.262891,1.9498540201897163
13,117.5,0.302959,2.032458234367929
14,133.04,0.343027,2.1028507144350495
15,148.58,0.383095,2.1637821057698945
16,164.12,0.423163,2.217988911615655
17,179.66,0.46323100000000006,2.2667509952462797
18,195.2,0.5032989999999999,2.31076132130733
19,210.74,0.543367,2.350847204732796
20,226.28,0.5834349999999999,2.3871147115398537
21,241.82,0.623503,2.4203982277303044
22,257.36,0.663571,2.4515321393059484
23,272.9,0.703639,2.4808063600470716
24,288.44,0.743707,2.5084471641236536
25,303.98,0.783775,2.534638399298803
26,319.52,0.8238429999999999,2.5595356290643814
27,335.06,0.8639110000000001,2.5833014879800613
28,350.6,0.903979,2.606027899927397
29,366.14,0.944047,2.6277431491776357
30,381.68,0.9841150000000001,2.648461377866402
31,388.5,1.0017,2.65728607049561
