,Time,U2,RF2
0,0.0,0.0,0.0
1,0.00259946,6.532e-07,0.0336243
2,0.0149963,3.76833e-06,0.193979
3,0.0777556,1.95386e-05,1.00578
4,0.395474,9.93759e-05,5.11547
5,2.00392,0.000503552,25.9201
6,10.1467,0.0208307,1070.74
7,17.2105,0.045559,1705.97
8,26.1108,0.0767165,1884.94
9,40.4149,0.126791,2042.81
10,53.2886,0.171858,2136.8
11,66.1622,0.216926,2208.45
12,79.0359,0.261993,2265.85
13,91.9096,0.30706,2313.1
14,104.783,0.352127,2352.62
15,117.657,0.397194,2386.03
16,130.531,0.442262,2414.42
17,143.404,0.487329,2438.57
18,156.278,0.532396,2459.06
19,169.152,0.577463,2476.3
20,182.025,0.622531,2490.64
21,194.899,0.667598,2502.3
22,205.359,0.704215,2509.92
23,215.014,0.738015,2515.54
24,224.669,0.771816,2519.84
25,234.325,0.805616,2522.82
26,243.377,0.837304,2524.41
27,250.618,0.862654,2524.82
28,257.859,0.888005,2524.46
29,265.101,0.913355,2523.29
30,271.89,0.937121,2521.46
31,277.321,0.956133,2519.46
32,282.752,0.975146,2516.97
33,288.183,0.994159,2513.97
34,293.275,1.01198,2510.65
35,297.348,1.02624,2507.64
36,301.421,1.0405,2504.3
37,305.495,1.05476,2500.59
38,309.568,1.06902,2496.51
39,313.132,1.0815,2492.62
40,316.187,1.09219,2489.03
41,319.242,1.10289,2485.19
42,322.297,1.11358,2481.1
43,325.352,1.12428,2476.74
44,328.407,1.13497,2472.09
45,330.889,1.14366,2468.1
46,333.18,1.15168,2464.23
47,335.472,1.1597,2460.18
48,337.763,1.16772,2455.95
49,340.054,1.17575,2451.51
50,342.345,1.18377,2446.87
51,344.637,1.19179,2442.02
52,346.498,1.1983,2437.91
53,348.217,1.20432,2433.99
54,349.935,1.21034,2429.92
55,351.654,1.21635,2425.72
56,353.372,1.22237,2421.37
57,355.09,1.22838,2416.88
58,356.809,1.2344,2412.22
59,358.527,1.24041,2407.41
60,360.246,1.24643,2402.42
61,361.642,1.25132,2398.24
62,362.931,1.25583,2394.28
63,363.877,1.25914,2391.3
64,364.633,1.26179,2388.89
65,366.01,1.26661,2384.38
66,367.386,1.27143,2379.76
67,368.762,1.27624,2374.99
68,370.138,1.28106,2370.1
69,371.515,1.28588,2365.06
70,372.891,1.2907,2359.87
71,374.267,1.29552,2354.53
72,375.3,1.29913,2350.43
73,376.332,1.30274,2346.24
74,377.364,1.30636,2341.95
75,378.396,1.30997,2337.57
76,379.114,1.31248,2334.47
77,380.257,1.31648,2329.43
78,380.938,1.31887,2326.37
79,382.178,1.32321,2320.7
80,383.418,1.32755,2314.86
81,384.426,1.33108,2310.02
82,385.356,1.33433,2305.45
83,386.141,1.33708,2301.53
84,387.056,1.34029,2296.88
85,388.233,1.34441,2290.77
86,389.411,1.34853,2284.52
87,390.588,1.35265,2278.12
88,391.765,1.35677,2271.57
89,392.942,1.36089,2264.87
90,393.972,1.3645,2258.88
91,394.62,1.36677,2255.06
92,395.644,1.37035,2248.92
93,396.762,1.37426,2242.1
94,397.879,1.37817,2235.14
95,398.996,1.38209,2228.05
96,400.114,1.386,2220.82
97,401.231,1.38991,2213.46
98,402.139,1.39309,2207.38
99,402.977,1.39602,2201.69
100,403.815,1.39895,2195.92
101,404.653,1.40189,2190.08
102,405.491,1.40482,2184.17
103,406.329,1.40775,2178.18
104,407.167,1.41069,2172.12
105,408.005,1.41362,2165.99
106,408.62,1.41578,2161.44
107,409.592,1.41918,2154.17
108,410.653,1.42289,2146.13
109,411.713,1.4266,2137.99
110,412.774,1.43032,2129.75
111,413.835,1.43403,2121.41
112,414.895,1.43774,2112.97
113,415.956,1.44146,2104.44
114,417.016,1.44517,2095.83
115,418.077,1.44888,2087.12
116,419.137,1.45259,2078.34
117,420.198,1.45631,2069.47
118,421.259,1.46002,2060.53
119,422.319,1.46373,2051.51
120,423.38,1.46745,2042.41
121,424.44,1.47116,2033.25
122,425.501,1.47487,2024.02
123,426.561,1.47858,2014.72
124,427.622,1.4823,2005.36
125,428.683,1.48601,1995.93
126,429.743,1.48972,1986.45
127,430.804,1.49343,1976.91
128,431.864,1.49715,1967.31
129,432.925,1.50086,1957.66
130,433.986,1.50457,1947.96
131,435.046,1.50829,1938.22
132,436.107,1.512,1928.43
133,437.167,1.51571,1918.61
134,438.228,1.51942,1908.76
135,439.288,1.52314,1898.89
136,440.349,1.52685,1889.01
137,441.41,1.53056,1879.12
138,442.47,1.53428,1869.23
139,443.531,1.53799,1859.35
140,444.591,1.5417,1849.46
141,445.652,1.54541,1839.59
142,446.712,1.54913,1829.72
143,447.773,1.55284,1819.86
144,448.834,1.55655,1810.02
145,449.894,1.56027,1800.19
146,450.955,1.56398,1790.37
147,452.015,1.56769,1780.58
148,452.08,1.56792,1780.02
