,Time,U2,RF2,Time,U2_ext,Strain_eng,Strain_ext
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.00118532,4.5178e-07,6.5294e-05,0.00118532,7.74037e-09,1.548074e-08,1.5480739903394875e-08
2,0.00340779,1.298868e-06,0.00018772,0.00340779,2.22536e-08,4.45072e-08,4.450719893510213e-08
3,0.00840836,3.20482e-06,0.00046318,0.00840836,5.49082e-08,1.098164e-07,1.0981639394371868e-07
4,0.0196596,7.4932e-06,0.00108296,0.0196596,1.28381e-07,2.56762e-07,2.5676196714258007e-07
5,0.044975,1.714206e-05,0.002477468,0.044975,2.93696e-07,5.87392e-07,5.873918274142413e-07
6,0.101935,3.8852e-05,0.00561512,0.101935,6.65653e-07,1.331306e-06,1.3313051139203996e-06
7,0.230094,8.76994e-05,0.0126748,0.230094,1.50256e-06,3.00512e-06,3.005115484590725e-06
8,0.518452,0.0001976058,0.028558959999999998,0.518452,3.38561e-06,6.77122e-06,6.7711970754280576e-06
9,1.16726,0.000444896,0.06429800000000001,1.16726,7.6225e-06,1.5245e-05,1.5244883796110072e-05
10,2.62707,0.001001298,0.1447088,2.62707,1.71557e-05,3.43114e-05,3.431081137747698e-05
11,5.91165,0.0022532,0.3256228,5.91165,3.86063e-05,7.72126e-05,7.720961926056519e-05
12,13.3019,0.0306252,4.41268,13.3019,0.000524628,0.001049256,0.0010487059156757338
13,25.1551,0.076214,7.04708,25.1551,0.00300476,0.00600952,0.005991534853447519
14,37.0083,0.1218028,7.665760000000001,37.0083,0.00547566,0.01095132,0.010891788532877329
15,48.8615,0.1673914,8.091479999999999,48.8615,0.00787414,0.01574828,0.015625562554213653
16,60.7147,0.21298,8.4212,60.7147,0.0102943,0.0205886,0.0203795196852914
17,72.5679,0.258568,8.68948,72.5679,0.0127462,0.0254924,0.025172887483821477
18,84.4212,0.304158,8.91228,84.4212,0.0152205,0.030441,0.029986865949006986
19,96.2743,0.349746,9.09832,96.2743,0.017681,0.035362,0.03475112402020882
20,108.128,0.395334,9.25968,108.128,0.0201587,0.0403174,0.03952585889927449
21,119.981,0.440924,9.40136,119.981,0.0226559,0.0453118,0.044315214118083306
22,131.834,0.486512,9.52768,131.834,0.0251988,0.0503976,0.04916875915997005
23,143.687,0.532102,9.64184,143.687,0.0278142,0.0556284,0.05413622941547475
24,155.54,0.57769,9.74564,155.54,0.0305128,0.0610256,0.059235987521727575
25,167.394,0.623278,9.84036,167.394,0.0333055,0.066611,0.0644863322757562
26,179.247,0.668868,9.92692,179.247,0.0361998,0.0723996,0.06989875438444655
27,191.1,0.714456,10.00608,191.1,0.0392039,0.0784078,0.07548569408743334
28,202.953,0.760044,10.078520000000001,202.953,0.042326,0.084652,0.08125919821801636
29,214.806,0.805634,10.14472,214.806,0.0455763,0.0911526,0.08723456874716301
30,226.66,0.851222,10.20508,226.66,0.0489693,0.0979386,0.09343442166948503
31,238.513,0.89681,10.26008,238.513,0.0525112,0.1050224,0.09986560625746482
32,250.366,0.9424,10.309959999999998,250.366,0.0562189,0.1124378,0.10655382338287002
33,262.219,0.987988,10.35504,262.219,0.0601083,0.1202166,0.1135220594661581
34,274.072,1.033576,10.3954,274.072,0.0641975,0.128395,0.12079626908306891
35,285.926,1.079166,10.43132,285.926,0.0685074,0.1370148,0.1284062313943244
36,297.779,1.124754,10.462879999999998,297.779,0.0730625,0.146125,0.13638668738792786
37,309.632,1.170344,10.490120000000001,309.632,0.0778917,0.1557834,0.14477838245197436
38,321.485,1.215932,10.513200000000001,321.485,0.0830292,0.1660584,0.15362917243734403
39,333.338,1.26152,10.53204,333.338,0.0885165,0.177033,0.16299686526827717
40,345.192,1.30711,10.5466,345.192,0.0944039,0.1888078,0.17295095619805623
41,357.045,1.352698,10.55684,357.045,0.100753,0.201506,0.1835757699397205
42,368.898,1.398286,10.5626,368.898,0.107642,0.215284,0.19497779433440632
43,380.751,1.443876,10.56396,380.751,0.115101,0.230202,0.20717838354271959
44,392.604,1.489464,10.5602,392.604,0.123179,0.246358,0.22022569851909177
45,404.458,1.535052,10.55148,404.458,0.1319,0.2638,0.23412305535721786
46,416.311,1.580642,10.53764,416.311,0.141316,0.282632,0.24891421674308667
47,428.164,1.62623,10.51848,428.164,0.151478,0.302956,0.2646355293453806
48,440.017,1.671818,10.49376,440.017,0.162436,0.324872,0.2813158509981556
49,451.87,1.717408,10.4632,451.87,0.174239,0.348478,0.2989765490411326
50,463.724,1.762996,10.4264,463.724,0.186932,0.373864,0.31762720782406045
51,475.577,1.808584,10.38292,475.577,0.200557,0.401114,0.33726763449415326
52,487.43,1.854174,10.33216,487.43,0.215147,0.430294,0.3578800175457768
53,499.283,1.899762,10.27356,499.283,0.230729,0.461458,0.37943456755787297
54,511.136,1.945352,10.20632,511.136,0.247317,0.494634,0.4018813608167961
55,522.99,1.99094,10.12956,522.99,0.264915,0.52983,0.42515661811993616
56,534.843,2.03652,10.042200000000001,534.843,0.283517,0.567034,0.449184660649664
57,546.696,2.08212,9.94308,546.696,0.303111,0.606222,0.4738848376028406
58,558.549,2.1277,9.830879999999999,558.549,0.323658,0.647316,0.49914729678710357
59,570.402,2.1733,9.70424,570.402,0.345089,0.690178,0.5248338488324339
60,582.256,2.21888,9.5618,582.256,0.36729,0.73458,0.5507653091660039
61,592.66,2.2589,9.422799999999999,592.66,0.38729,0.77458,0.573563775210207
