PlasticStrain,PlasticStress,YoungModulus
0.0,342.68267257,75214.89757103499
0.0014138600000000003,343.36999307,0
0.00259261,343.97732384,0
0.00352925,344.40148754,0
0.0035654799999999998,344.41402135,0
0.00385787,344.41485794,0
0.004001900000000001,345.76952925,0
0.00420392,348.95206431,0
0.004410570000000001,349.32579324,0
0.00467968,350.82660942,0
0.0051011400000000005,351.77919541,0
0.005465660000000001,353.11453005,0
0.00589021,353.86870157,0
0.006489690000000001,355.08839983,0
0.00699377,355.67110541,0
0.0074523,356.84250846,0
0.007936400000000001,358.0241491,0
0.008367020000000001,359.59098405,0
0.00876264,360.44020711,0
0.00922878,361.51755784,0
0.0095011,362.42427487,0
0.00982974,363.55406536,0
0.010237910000000001,364.51163031,0
0.010507510000000001,365.62122132,0
0.01081254,366.54223935,0
0.01121774,367.70312404,0
0.01154369,368.43076098,0
0.01198606,369.80950573,0
0.0123128,370.74119004,0
0.01269899,371.89832263,0
0.013150420000000001,372.57393986,0
0.013599449999999999,373.95912787,0
0.013924410000000002,374.69000701,0
0.01435875,375.76710905,0
0.01477585,376.73703614,0
0.015188779999999999,378.01091684,0
0.015608440000000001,378.7802154,0
0.01598343,379.8380953,0
0.01633563,380.68458838,0
0.016768790000000002,381.7662234,0
0.01711909,382.71507112,0
0.01743511,383.7531752,0
0.01784504,384.62448944,0
0.01819731,385.67797188,0
0.018555850000000002,386.53069639,0
0.01891596,387.79260783,0
0.019273290000000002,388.44210818,0
0.019638140000000002,389.60535499,0
0.020044660000000002,390.3773247,0
0.02039742,391.33305159,0
0.02077677,392.19771345,0
0.02118151,393.07303096,0
0.02155926,394.04060686,0
0.02193733,394.70203075,0
0.02233378,395.88306096,0
0.02273418,396.75933957,0
0.023118450000000002,397.73228396,0
0.0234994,398.39712439,0
0.02388069,399.57524901,0
0.02425051,400.2367367,0
0.02465948,401.22231832,0
0.02499873,401.97515121,0
0.0254046,403.16625621,0
0.0257782,404.03694253,0
0.026167660000000002,404.81191263,0
0.02652376,405.88231899,0
0.026901150000000002,406.44783456,0
0.0272801,407.4260048,0
0.02765078,408.19558671,0
0.02802707,409.07099533,0
0.02839606,409.94401725,0
0.02877715,410.71957316,0
0.02912273,411.68720323,0
0.02951447,412.4683294,0
0.029862529999999998,413.23186783,0
0.030263200000000004,414.12104276,0
0.03063266,414.89458237,0
0.030994189999999998,415.9752857,0
0.0313912,416.55482913,0
0.03176252,417.43420139,0
0.03213137,418.20970702,0
0.03252454,419.30644334,0
0.03288154,419.87110166,0
0.03327798,420.9706251,0
0.03367421,421.55284814,0
0.03403019,422.42932939,0
0.0343923,423.10163897,0
0.03481235,424.00654997,0
0.03515139,424.77378017,0
0.0355546,425.56896482,0
0.03593537,426.14740158,0
0.03629624,427.13326998,0
0.03669187,427.92690639,0
0.03708234,428.82287923,0
0.03741116,429.48482233,0
0.03781197,430.38644316,0
0.03819539,430.96887861,0
0.03853675,431.74173126,0
0.03894205,432.54289664,0
0.03929584,433.42643201,0
0.03966095,434.00270752,0
0.04006435,434.90902113,0
0.04042906,435.4860026,0
0.04078952,436.37466485,0
0.04118102,437.06872028,0
0.04151758,437.84353624,0
0.04189795,438.53366435,0
0.04229126,439.33453537,0
0.04263518,439.80033991,0
0.04300385,440.80054827,0
0.04340165,441.50037246,0
0.04374083,442.2793391,0
0.04411337,442.96890747,0
0.044516190000000004,443.77726133,0
0.04486856,444.3539651,0
0.04525477,445.051059,0
0.04565139,445.75330462,0
0.04597441,446.63292106,0
0.04637364,447.12736536,0
0.04675985,448.03646845,0
0.04710081,448.6105329,0
0.047516420000000004,449.4289454,0
0.047878290000000004,450.01329269,0
0.04821236,450.79582722,0
0.04861621,451.40004628,0
0.04898323,452.09323393,0
0.04936558,452.68853367,0
0.049748600000000004,453.49529007,0
0.05011658,454.08490321,0
0.05045326,454.87149511,0
0.050868870000000004,455.58926519,0
0.05122448,456.28001996,0
0.05158611,456.76282632,0
0.05197516,457.5754164,0
0.05234236,458.16717648,0
0.05270152,459.07272651,0
0.05310836,459.57795526,0
0.05344757,460.36957964,0
0.05385057,460.87380458,0
0.05420644,461.46236596,0
0.05454667,462.14992798,0
0.05497574,462.77334512,0
0.05529476,463.45189423,0
0.05573415,464.08102855,0
0.05606468,464.65972527,0
0.05643566,465.36382655,0
0.05681353,466.07162734,0
0.05716267,466.55401187,0
0.057522870000000004,467.2543679,0
0.05793872,467.98138398,0
0.05828942,468.57188047,0
0.058654120000000004,469.16935687,0
0.05904501,469.88600504,0
0.05942599,470.27910636,0
0.0597714,470.97506301,0
0.06014232,471.57703834,0
0.060524350000000005,472.3978316,0
0.060881069999999995,472.99391721,0
0.061300240000000006,473.62014345,0
0.06164781,474.10594649,0
0.06199228,474.80403374,0
0.06239224,475.52911767,0
0.06276848,475.92287201,0
0.06312291,476.62699474,0
0.06353573,477.14580337,0
0.06388082,477.73935653,0
0.06427802,478.35835717,0
0.06465618000000001,479.07563935,0
0.06501429,479.46250309,0
0.06538662,480.07068258,0
0.06579004,480.69430487,0
0.06614823,481.29644772,0
0.06653054,481.91067156,0
0.06689048,482.62172487,0
0.06728088,483.1334022,0
0.06770077000000001,483.76714052,0
0.06804239,484.25576259,0
0.06839971,484.85978344,0
0.0688052,485.487724,0
0.06917419,485.99070043,0
0.06954619,486.49546697,0
0.06993607,487.22456394,0
0.07031289,487.62474754,0
0.07069542,488.35110419,0
0.07107241,488.96747774,0
0.07143358,489.46866696,0
0.07181652,489.87306342,0
0.0721897,490.48863873,0
0.07259019,491.11812062,0
