q,LoadAngle,YieldStress,Rval,Type,YoungMod,Width,Thickness
0.0,0.0,468.10792573,0.674943975,e,,,
0.0,15.0,465.79160584500005,0.710464895,e,,,
0.0,30.0,454.357516545,0.75296499,e,,,
0.0,45.0,446.080728325,0.756565815,e,,,
0.0,60.0,446.16391457500004,0.717762495,e,,,
0.0,75.0,447.54387532,0.6451941400000001,e,,,
0.0,90.0,450.34638699000004,0.61291865,e,,,
1.0,0.0,475.257,0.0,e,,,
