Time[s],Displacement[mm],Force[kN],EngStrain_longi,EngStress[MPa],TrueStrain,TrueStress[MPa],TrueStrainRate[1/s],PlasticStrain_longi,PlasticStress[MPa],PlasticStrain_thick,PlasticStrain_width,R-Value,Thickness[mm],Width[mm], Young's Modulus [MPa]
0.62000000,0.00000000,-0.01300000,0.00000000,-1.28710832,0.00000000,-1.28710832,0.00000000,0.00056122,279.12325680,0.00059125,-0.00115247,0.64629113,1.00800000,10.02000000,80798.76207732
1.12000000,0.00009600,-0.01600000,-0.00001589,-1.58413332,-0.00001589,-1.58410815,-0.00003178,0.00077830,283.27761303,0.00048463,-0.00126293,0.00000000,0.00000000,0.00000000,0.00000000
1.62000000,0.00016000,-0.01700000,-0.00005289,-1.68314165,-0.00005289,-1.68305263,-0.00007400,0.00112436,286.47252636,0.00025192,-0.00137629,0.00000000,0.00000000,0.00000000,0.00000000
2.12000000,0.00113400,-0.00800000,-0.00003522,-0.79206666,-0.00003522,-0.79203876,0.00003533,0.00133066,290.02893503,0.00015932,-0.00148998,0.00000000,0.00000000,0.00000000,0.00000000
2.62000000,0.00318200,0.11900000,-0.00001578,11.78199157,-0.00001578,11.78180568,0.00003889,0.00149366,292.07520218,0.00010635,-0.00160001,0.00000000,0.00000000,0.00000000,0.00000000
3.12000000,0.00419900,0.17600000,0.00003044,17.42546653,0.00003044,17.42599704,0.00009244,0.00185357,295.88017706,-0.00013662,-0.00171696,0.00000000,0.00000000,0.00000000,0.00000000
3.62000000,0.00617900,0.27400000,0.00008044,27.12828312,0.00008044,27.13046544,0.00009999,0.00220087,298.38402598,-0.00038095,-0.00181992,0.00000000,0.00000000,0.00000000,0.00000000
4.12000000,0.00889600,0.32000000,0.00013500,31.68266641,0.00013499,31.68694357,0.00010910,0.00239387,301.24336350,-0.00044789,-0.00194598,0.00000000,0.00000000,0.00000000,0.00000000
4.62000000,0.01030700,0.39700000,0.00017178,39.30630802,0.00017176,39.31305997,0.00007354,0.00269907,303.53770815,-0.00064279,-0.00205628,0.00000000,0.00000000,0.00000000,0.00000000
5.12000000,0.01191400,0.45700000,0.00023989,45.24680797,0.00023986,45.25766218,0.00013619,0.00304833,306.14750591,-0.00089850,-0.00214983,0.00000000,0.00000000,0.00000000,0.00000000
5.62000000,0.01555200,0.53100000,0.00034967,52.57342458,0.00034961,52.59180775,0.00021949,0.00334039,307.73982596,-0.00104237,-0.00229802,0.00000000,0.00000000,0.00000000,0.00000000
6.12000000,0.01778200,0.59100000,0.00043044,58.51392453,0.00043035,58.53911153,0.00016149,0.00365866,310.14291972,-0.00126824,-0.00239042,0.00000000,0.00000000,0.00000000,0.00000000
6.62000000,0.01881100,0.66700000,0.00045122,66.03855781,0.00045112,66.06835587,0.00004154,0.00393151,312.03220497,-0.00141815,-0.00251336,0.00000000,0.00000000,0.00000000,0.00000000
7.12000000,0.02190000,0.71200000,0.00056589,70.49393277,0.00056573,70.53382450,0.00022922,0.00423189,314.63321569,-0.00159467,-0.00263722,0.00000000,0.00000000,0.00000000,0.00000000
7.62000000,0.02476300,0.80300000,0.00066811,79.50369103,0.00066789,79.55680833,0.00020432,0.00463884,315.96568072,-0.00188476,-0.00275408,0.00000000,0.00000000,0.00000000,0.00000000
8.12000000,0.02670500,0.86400000,0.00070456,85.54319932,0.00070431,85.60346925,0.00007284,0.00499358,318.38658695,-0.00212403,-0.00286955,0.00000000,0.00000000,0.00000000,0.00000000
8.62000000,0.02941200,0.94100000,0.00074444,93.16684092,0.00074417,93.23619846,0.00007972,0.00521848,319.66318124,-0.00221396,-0.00300452,0.00000000,0.00000000,0.00000000,0.00000000
9.12000000,0.03209500,1.00200000,0.00093733,99.20634921,0.00093689,99.29933862,0.00038545,0.00562789,321.60247653,-0.00250591,-0.00312199,0.00000000,0.00000000,0.00000000,0.00000000
9.62000000,0.03440000,1.07700000,0.00094489,106.63197415,0.00094444,106.73272951,0.00001510,0.00601283,323.13353298,-0.00275397,-0.00325887,0.00000000,0.00000000,0.00000000,0.00000000
10.12000000,0.03729600,1.12300000,0.00102489,111.18635744,0.00102436,111.30031111,0.00015984,0.00632327,324.94303892,-0.00295766,-0.00336561,0.00000000,0.00000000,0.00000000,0.00000000
10.62000000,0.03955300,1.20000000,0.00119189,118.80999905,0.00119118,118.95160737,0.00033363,0.00666110,326.36049506,-0.00316213,-0.00349897,0.00000000,0.00000000,0.00000000,0.00000000
11.12000000,0.04261600,1.26200000,0.00116967,124.94851567,0.00116898,125.09466378,-0.00004439,0.00703551,328.09276170,-0.00339250,-0.00364302,0.00000000,0.00000000,0.00000000,0.00000000
11.62000000,0.04579300,1.35300000,0.00122911,133.95827393,0.00122836,134.12292353,0.00011875,0.00739332,329.11640657,-0.00361654,-0.00377678,0.00000000,0.00000000,0.00000000,0.00000000
12.12000000,0.04702500,1.39800000,0.00143178,138.41364889,0.00143075,138.61182648,0.00040479,0.00781266,331.06730854,-0.00389033,-0.00392234,0.00000000,0.00000000,0.00000000,0.00000000
12.62000000,0.05034400,1.49000000,0.00145389,147.52241549,0.00145283,147.73689669,0.00004416,0.00810328,332.37253502,-0.00402984,-0.00407343,0.00000000,0.00000000,0.00000000,0.00000000
13.12000000,0.05386000,1.53700000,0.00147156,152.17580712,0.00147047,152.39974227,0.00003528,0.00841684,333.88773418,-0.00420252,-0.00421432,0.00000000,0.00000000,0.00000000,0.00000000
13.62000000,0.05537300,1.61300000,0.00167722,159.70044039,0.00167582,159.96829352,0.00041069,0.00887482,335.15016902,-0.00451276,-0.00436206,0.00000000,0.00000000,0.00000000,0.00000000
14.12000000,0.05825900,1.67400000,0.00178589,165.73994867,0.00178430,166.03594181,0.00021696,0.00922632,336.57943141,-0.00470175,-0.00452457,0.00000000,0.00000000,0.00000000,0.00000000
14.62000000,0.06192400,1.76500000,0.00172767,174.74970694,0.00172618,175.05161618,-0.00011624,0.00954400,337.49385006,-0.00488598,-0.00465801,0.00000000,0.00000000,0.00000000,0.00000000
15.12000000,0.06393000,1.81000000,0.00192089,179.20508190,0.00191905,179.54931495,0.00038574,0.00991004,338.92985649,-0.00509329,-0.00481675,0.00000000,0.00000000,0.00000000,0.00000000
15.62000000,0.06707700,1.86900000,0.00208222,185.04657352,0.00208006,185.43188161,0.00032202,0.01030582,340.07421585,-0.00535596,-0.00494986,0.00000000,0.00000000,0.00000000,0.00000000
16.12000000,0.06998100,1.96000000,0.00203522,194.05633178,0.00203315,194.45127954,-0.00009381,0.01065782,341.70944338,-0.00553253,-0.00512528,0.00000000,0.00000000,0.00000000,0.00000000
16.62000000,0.07289700,2.00400000,0.00215056,198.41269841,0.00214825,198.83939594,0.00023018,0.01107943,342.56151018,-0.00582596,-0.00525347,0.00000000,0.00000000,0.00000000,0.00000000
17.12000000,0.07676200,2.09200000,0.00238000,207.12543168,0.00237717,207.61839020,0.00045785,0.01139790,344.18730382,-0.00599654,-0.00540136,0.00000000,0.00000000,0.00000000,0.00000000
17.62000000,0.07867700,2.13600000,0.00235811,211.48179831,0.00235534,211.98049589,-0.00004367,0.01179707,345.03321800,-0.00624732,-0.00554975,0.00000000,0.00000000,0.00000000,0.00000000
18.12000000,0.08166800,2.22200000,0.00243256,219.99651491,0.00242960,220.53166865,0.00014853,0.01222749,346.29530690,-0.00654892,-0.00567857,0.00000000,0.00000000,0.00000000,0.00000000
18.62000000,0.08630700,2.26500000,0.00266567,224.25387321,0.00266212,224.85165928,0.00046504,0.01252792,347.31066562,-0.00667508,-0.00585284,0.00000000,0.00000000,0.00000000,0.00000000
19.12000000,0.08937000,2.34900000,0.00274467,232.57057314,0.00274091,233.20890184,0.00015757,0.01288294,348.64946540,-0.00688924,-0.00599370,0.00000000,0.00000000,0.00000000,0.00000000
19.62000000,0.09214100,2.39000000,0.00277844,236.62991477,0.00277459,237.28737785,0.00006737,0.01330582,349.60792912,-0.00716757,-0.00613825,0.00000000,0.00000000,0.00000000,0.00000000
20.12000000,0.09742000,2.45800000,0.00298900,243.36248139,0.00298454,244.08989184,0.00041990,0.01369868,350.86058593,-0.00740943,-0.00628925,0.00000000,0.00000000,0.00000000,0.00000000
20.62000000,0.10175100,2.51100000,0.00315067,248.60992301,0.00314571,249.39321001,0.00032234,0.01401608,351.68205071,-0.00754114,-0.00647495,0.00000000,0.00000000,0.00000000,0.00000000
21.12000000,0.10682700,2.58600000,0.00324467,256.03554795,0.00323941,256.86629796,0.00018740,0.01442190,353.04239068,-0.00783308,-0.00658882,0.00000000,0.00000000,0.00000000,0.00000000
21.62000000,0.11241000,2.62200000,0.00344022,259.59984792,0.00343432,260.49292909,0.00038981,0.01479866,354.08912037,-0.00807496,-0.00672370,0.00000000,0.00000000,0.00000000,0.00000000
22.12000000,0.11758700,2.69000000,0.00365456,266.33241454,0.00364789,267.30574114,0.00042715,0.01520684,355.24932803,-0.00833011,-0.00687673,0.00000000,0.00000000,0.00000000,0.00000000
22.62000000,0.12567400,2.72200000,0.00387256,269.50068118,0.00386508,270.54433754,0.00043437,0.01560662,356.20437118,-0.00857723,-0.00702939,0.00000000,0.00000000,0.00000000,0.00000000
23.12000000,0.13274700,2.77100000,0.00413956,274.35208947,0.00413101,275.48778519,0.00053187,0.01590682,357.42912781,-0.00874175,-0.00716507,0.00000000,0.00000000,0.00000000,0.00000000
23.62000000,0.14117200,2.80700000,0.00434256,277.91638944,0.00433315,279.12325680,0.00040429,0.01630312,358.07956908,-0.00899308,-0.00731004,0.00000000,0.00000000,0.00000000,0.00000000
24.12000000,0.14986900,2.84800000,0.00461700,281.97573108,0.00460637,283.27761303,0.00054644,0.01669588,359.23749403,-0.00923270,-0.00746318,0.00000000,0.00000000,0.00000000,0.00000000
