Time[s],Displacement[mm],Force[kN],EngStrain_longi,EngStress[MPa],TrueStrain,TrueStress[MPa],TrueStrainRate[1/s],PlasticStrain_longi,PlasticStress[MPa],PlasticStrain_thick,PlasticStrain_width,R-Value,Thickness[mm],Width[mm], Young's Modulus [MPa]
0.61000000,0.00000000,-0.00900000,0.00000000,-0.88841507,0.00000000,-0.88841507,0.00000000,0.00093110,333.48339783,0.00056098,-0.00149208,0.67363731,1.00800000,10.05000000,81442.48493253
1.11000000,0.00000300,-0.01100000,-0.00001133,-1.08584064,-0.00001133,-1.08582833,-0.00002267,0.00181593,334.37868278,0.00014665,-0.00196258,0.00000000,0.00000000,0.00000000,0.00000000
1.61000000,0.00115900,-0.01300000,-0.00008711,-1.28326621,-0.00008711,-1.28315442,-0.00015156,0.00260976,335.34453635,-0.00030467,-0.00230509,0.00000000,0.00000000,0.00000000,0.00000000
2.11000000,0.00279800,0.00400000,-0.00008678,0.39485114,-0.00008678,0.39481688,0.00000067,0.00325757,336.06253093,-0.00071771,-0.00253985,0.00000000,0.00000000,0.00000000,0.00000000
2.61000000,0.00555900,0.11300000,-0.00003256,11.15454474,-0.00003256,11.15418159,0.00010845,0.00361300,336.88237768,-0.00102415,-0.00258885,0.00000000,0.00000000,0.00000000,0.00000000
3.11000000,0.00780400,0.19300000,-0.00000778,19.05156756,-0.00000778,19.05141938,0.00004956,0.00379862,337.24519348,-0.00114487,-0.00265375,0.00000000,0.00000000,0.00000000,0.00000000
3.61000000,0.00856800,0.28300000,0.00006700,27.93571823,0.00006700,27.93758993,0.00014955,0.00392667,337.48859637,-0.00120909,-0.00271758,0.00000000,0.00000000,0.00000000,0.00000000
4.11000000,0.01137400,0.35100000,0.00012633,34.64818763,0.00012633,34.65256485,0.00011866,0.00421811,339.08804703,-0.00144108,-0.00277704,0.00000000,0.00000000,0.00000000,0.00000000
4.61000000,0.01484600,0.45000000,0.00020467,44.42075338,0.00020465,44.42984482,0.00015664,0.00446588,340.87366611,-0.00160994,-0.00285594,0.00000000,0.00000000,0.00000000,0.00000000
5.11000000,0.01546700,0.49900000,0.00023767,49.25767985,0.00023764,49.26938676,0.00006599,0.00463804,341.63327203,-0.00169290,-0.00294514,0.00000000,0.00000000,0.00000000,0.00000000
