Time[s],Displacement longi[mm],Force[kN],Effective Strain,N/A,Thickness[mm],OuterWidth[mm],N/A
0.68,0,-0.0052405,0,0,1.1148,19.961,0
1.18,-4.2e-05,-0.0022769,0,0,0,0,0
1.68,0.001935,0.0011452,0,0,0,0,0
2.18,0.004095,0.0088589,0,0,0,0,0
2.68,0.0063,0.018427,0,0,0,0,0
3.18,0.00848,0.028,0,0,0,0,0
3.68,0.010436,0.037573,0,0,0,0,0
4.18,0.012192,0.047427,0,0,0,0,0
4.68,0.01438,0.056714,0,0,0,0,0
5.18,0.01631,0.065573,0,0,0,0,0
5.68,0.018273,0.075286,0,0,0,0,0
6.18,0.020257,0.085141,0,0,0,0,0
6.68,0.022159,0.094573,0,0,0,0,0
7.18,0.024022,0.10343,0,0,0,0,0
7.68,0.026016,0.112,0,0,0,0,0
8.18,0.028031,0.12029,0,0,0,0,0
8.68,0.029879,0.12871,0,0,0,0,0
9.18,0.031737,0.13671,0,0,0,0,0
9.68,0.033384,0.144,0,0,0,0,0
10.18,0.034534,0.15071,0,0,0,0,0
10.68,0.036047,0.15729,0,0,0,0,0
11.18,0.037913,0.164,0,0,0,0,0
11.68,0.039628,0.17071,0,0,0,0,0
12.18,0.041421,0.17729,0,0,0,0,0
12.68,0.043369,0.184,0,0,0,0,0
13.18,0.045245,0.19071,0,0,0,0,0
13.68,0.047089,0.19671,0,0,0,0,0
14.18,0.049173,0.20257,0,0,0,0,0
14.68,0.051035,0.209,0,0,0,0,0
15.18,0.052967,0.21543,0,0,0,0,0
15.68,0.055144,0.22157,0,0,0,0,0
16.18,0.057219,0.22714,0,0,0,0,0
16.68,0.059309,0.23229,0,0,0,0,0
17.18,0.06161,0.237,0,0,0,0,0
17.68,0.063802,0.24171,0,0,0,0,0
18.18,0.065953,0.246,0,0,0,0,0
18.68,0.068344,0.25029,0,0,0,0,0
19.18,0.070631,0.25471,0,0,0,0,0
19.68,0.073147,0.259,0,0,0,0,0
20.18,0.075636,0.26271,0,0,0,0,0
20.68,0.078063,0.26629,0,0,0,0,0
21.18,0.080641,0.27,0,0,0,0,0
21.68,0.083214,0.27371,0,0,0,0,0
22.18,0.085753,0.277,0,0,0,0,0
22.68,0.088427,0.27971,0,0,0,0,0
23.18,0.090979,0.28257,0,0,0,0,0
23.68,0.093681,0.28571,0,0,0,0,0
24.18,0.096323,0.28871,0,0,0,0,0
24.68,0.098959,0.29129,0,0,0,0,0
25.18,0.10175,0.294,0,0,0,0,0
25.68,0.10436,0.29671,0,0,0,0,0
26.18,0.10711,0.299,0,0,0,0,0
26.68,0.10995,0.30129,0,0,0,0,0
