Time[s],Displacement[mm],Force[kN],EngStrain_longi,EngStress[MPa],TrueStrain,TrueStress[MPa],TrueStrainRate[1/s],PlasticStrain_longi,PlasticStress[MPa],PlasticStrain_thick,PlasticStrain_width,R-Value,Thickness[mm],Width[mm], Young's Modulus [MPa]
0.60000000,0.00000000,-0.00100000,0.00000000,-0.09006775,0.00000000,-0.09006775,0.00000000,0.00085692,119.73397170,-0.00028202,-0.00057491,0.69287549,1.11240000,9.98090000,80628.72602891
1.10000000,0.00063500,-0.00200000,0.00002056,-0.18013550,0.00002056,-0.18013920,0.00004111,0.00127572,121.77499489,-0.00057691,-0.00069880,0.00000000,0.00000000,0.00000000,0.00000000
1.60000000,0.00433800,0.06200000,0.00013767,5.58420052,0.00013766,5.58496928,0.00023420,0.00161852,123.17470246,-0.00079026,-0.00082826,0.00000000,0.00000000,0.00000000,0.00000000
2.10000000,0.00674200,0.16100000,0.00020811,14.50090781,0.00020809,14.50392561,0.00014086,0.00202350,124.40203635,-0.00103103,-0.00099247,0.00000000,0.00000000,0.00000000,0.00000000
2.60000000,0.00949000,0.24400000,0.00029889,21.97653109,0.00029884,21.98309963,0.00018151,0.00237681,125.80508911,-0.00127056,-0.00110626,0.00000000,0.00000000,0.00000000,0.00000000
3.10000000,0.01273100,0.34000000,0.00040767,30.62303512,0.00040758,30.63551912,0.00021748,0.00279027,126.85426550,-0.00152505,-0.00126523,0.00000000,0.00000000,0.00000000,0.00000000
3.60000000,0.01463100,0.40300000,0.00047789,36.29730340,0.00047777,36.31464948,0.00014038,0.00324570,127.90969587,-0.00183709,-0.00140861,0.00000000,0.00000000,0.00000000,0.00000000
4.10000000,0.01703800,0.47300000,0.00054800,42.60204592,0.00054785,42.62539184,0.00014015,0.00352140,129.12430446,-0.00194686,-0.00157454,0.00000000,0.00000000,0.00000000,0.00000000
4.60000000,0.01988500,0.56400000,0.00064200,50.79821121,0.00064179,50.83082366,0.00018789,0.00393491,130.26685602,-0.00218750,-0.00174741,0.00000000,0.00000000,0.00000000,0.00000000
5.10000000,0.02405200,0.65800000,0.00083078,59.26457974,0.00083043,59.31381544,0.00037728,0.00444078,131.15011506,-0.00253575,-0.00190503,0.00000000,0.00000000,0.00000000,0.00000000
5.60000000,0.02668000,0.73300000,0.00084789,66.01966102,0.00084753,66.07563836,0.00003419,0.00476976,132.19253142,-0.00271417,-0.00205559,0.00000000,0.00000000,0.00000000,0.00000000
6.10000000,0.02977200,0.82800000,0.00093144,74.57609730,0.00093101,74.64556080,0.00016696,0.00519092,133.06620184,-0.00295633,-0.00223459,0.00000000,0.00000000,0.00000000,0.00000000
