Time[s],Displacement[mm],Force[kN],AxStrain_1,AxStrain_2,Thickness[mm],OuterWidth[mm],Diameter[mm]
0.61,0,-0.005415,0,0,1.1163,19.965,5.231
1.11,-0.000488,0.0034605,8.1997e-05,-0.00011801,0,0,0
1.61,0.000126,0.014299,-0.00011301,6.0998e-05,0,0,0
2.11,0.000355,0.038568,3.2999e-05,5.9998e-05,0,0,0
2.61,0.000929,0.068145,3.1999e-05,0.00010899,0,0,0
3.11,0.001184,0.09571,-5.4001e-05,8.4996e-05,0,0,0
3.61,0.001435,0.11671,0.00016399,-1.6e-05,0,0,0
4.11,0.001613,0.13129,7.3997e-05,2.3e-05,0,0,0
4.61,0.002179,0.14672,0.00010699,0.00012499,0,0,0
5.11,0.00224,0.16557,7.6997e-05,0.00011799,0,0,0
5.61,0.002354,0.184,2.7e-05,0.00014999,0,0,0
6.11,0.002838,0.20243,7.6997e-05,0.00025497,0,0,0
6.61,0.002638,0.22243,-1.2e-05,9.7995e-05,0,0,0
7.11,0.002852,0.23871,7.3997e-05,9.3996e-05,0,0,0
7.61,0.003007,0.24743,0.00011099,0.00021798,0,0,0
8.11,0.003155,0.25386,0.00012499,4.2999e-05,0,0,0
8.61,0.003619,0.26429,0.00021798,0.00010999,0,0,0
9.11,0.003621,0.27915,0.00019398,0.00020598,0,0,0
9.61,0.004059,0.29457,0.00028496,0.00014699,0,0,0
10.11,0.004185,0.30929,6.9998e-05,0.00018498,0,0,0
10.61,0.004663,0.32386,0.00040992,0.00017199,0,0,0
11.11,0.004841,0.33885,0.00027296,0.00027196,0,0,0
11.61,0.005327,0.35415,0.00020498,0.00041691,0,0,0
12.11,0.005588,0.36914,0.00037993,0.00022997,0,0,0
12.61,0.00591,0.38486,0.00041891,0.00046589,0,0,0
13.11,0.00631,0.39985,0.00042991,0.00046989,0,0,0
13.61,0.006596,0.41515,0.00049388,0.00041291,0,0,0
14.11,0.006844,0.43014,0.00050987,0.00041291,0,0,0
14.61,0.00709,0.445,0.00055085,0.0004429,0,0,0
15.11,0.007154,0.45986,0.00033594,0.00034594,0,0,0
15.61,0.007117,0.47629,0.0004429,0.00038293,0,0,0
16.11,0.007571,0.49285,0.00032595,0.00058383,0,0,0
16.61,0.007856,0.50829,0.00034594,0.00053386,0,0,0
17.11,0.007779,0.52271,0.00041991,0.00037593,0,0,0
17.61,0.0079,0.53815,0.00038293,0.0004359,0,0,0
18.11,0.008158,0.555,0.00056084,0.00049988,0,0,0
18.61,0.00838,0.57214,0.0004529,0.00042291,0,0,0
19.11,0.008668,0.58771,0.00041591,0.00046289,0,0,0
19.61,0.008893,0.60343,0.00050387,0.00059382,0,0,0
20.11,0.009383,0.61985,0.00058383,0.00066078,0,0,0
20.61,0.009256,0.63686,0.00055684,0.00064479,0,0,0
21.11,0.010055,0.65285,0.00050387,0.00064779,0,0,0
21.61,0.010152,0.66943,0.00056684,0.00062081,0,0,0
22.11,0.010575,0.68585,0.00073873,0.00053686,0,0,0
22.61,0.011075,0.70286,0.00072474,0.00076471,0,0,0
23.11,0.011629,0.71914,0.00079169,0.00071474,0,0,0
23.61,0.012193,0.735,0.00083565,0.00084264,0,0,0
24.11,0.012798,0.75086,0.00078569,0.00093257,0,0,0
24.61,0.012768,0.76829,0.00092257,0.00083865,0,0,0
25.11,0.013227,0.78585,0.00081866,0.0010035,0,0,0
25.61,0.013342,0.802,0.00080168,0.0010574,0,0,0
26.11,0.013556,0.817,0.00076471,0.00083565,0,0,0
26.61,0.01402,0.83286,0.00078869,0.00096354,0,0,0
27.11,0.014178,0.85029,0.00080568,0.00083565,0,0,0
27.61,0.01401,0.86785,0.00075871,0.00093956,0,0,0
28.11,0.013946,0.884,0.00084564,0.00075472,0,0,0
28.61,0.014352,0.89986,0.00082266,0.00096354,0,0,0
29.11,0.014846,0.91614,0.00071474,0.00076471,0,0,0
29.61,0.014812,0.93286,0.0007757,0.00084564,0,0,0
30.11,0.015349,0.94914,0.00080168,0.00096953,0,0,0
30.61,0.015366,0.96586,0.00097952,0.00081567,0,0,0
31.11,0.015584,0.98214,0.00080867,0.00085863,0,0,0
31.61,0.016034,0.99886,0.00090959,0.00078569,0,0,0
32.11,0.01638,1.0149,0.0010305,0.00090259,0,0,0
32.61,0.01645,1.0303,0.0010904,0.00093956,0,0,0
33.11,0.017478,1.0459,0.00095355,0.0010205,0,0,0
33.61,0.017659,1.0633,0.0010365,0.00091658,0,0,0
34.11,0.018035,1.0806,0.0010834,0.0011773,0,0,0
34.61,0.018508,1.0963,0.0012342,0.0011274,0,0,0
35.11,0.018824,1.1119,0.0013081,0.0012083,0,0,0
35.61,0.019344,1.1279,0.0013721,0.0012982,0,0,0
36.11,0.019626,1.1441,0.0013691,0.0011643,0,0,0
36.61,0.020479,1.1599,0.001446,0.0011813,0,0,0
37.11,0.020318,1.1753,0.0012113,0.0012982,0,0,0
37.61,0.020419,1.1906,0.0011104,0.0012812,0,0,0
38.11,0.021006,1.2073,0.0012682,0.0012013,0,0,0
38.61,0.021043,1.223,0.0013251,0.0012812,0,0,0
39.11,0.020885,1.238,0.001406,0.0012243,0,0,0
39.61,0.021292,1.2537,0.0013251,0.0012213,0,0,0
40.11,0.02157,1.2701,0.0012922,0.001392,0,0,0
40.61,0.021822,1.2861,0.0011813,0.0013151,0,0,0
41.11,0.021845,1.3019,0.0012712,0.001402,0,0,0
41.61,0.022044,1.317,0.0012412,0.0012752,0,0,0
42.11,0.022487,1.3319,0.0012582,0.0013121,0,0,0
42.61,0.022557,1.3483,0.0013451,0.0015428,0,0,0
43.11,0.023313,1.3646,0.0015598,0.0015159,0,0,0
43.61,0.02348,1.3793,0.0016407,0.0013321,0,0,0
44.11,0.024085,1.3941,0.0017075,0.0015099,0,0,0
44.61,0.024269,1.4099,0.0017305,0.0015328,0,0,0
45.11,0.025119,1.4256,0.0017175,0.0017575,0,0,0
45.61,0.024951,1.4404,0.0017644,0.0017714,0,0,0
46.11,0.02582,1.4547,0.0018513,0.0017075,0,0,0
46.61,0.026133,1.4694,0.002006,0.001989,0,0,0
47.11,0.026606,1.4857,0.0020689,0.0020898,0,0,0
47.61,0.026908,1.501,0.0021766,0.0021198,0,0,0
48.11,0.027039,1.515,0.0020788,0.0020529,0,0,0
48.61,0.027482,1.53,0.0022195,0.0021467,0,0,0
49.11,0.027284,1.5459,0.0020729,0.0022634,0,0,0
49.61,0.027885,1.5611,0.0021158,0.0021627,0,0,0
50.11,0.028372,1.5761,0.0020928,0.0022335,0,0,0
50.61,0.028701,1.5907,0.0022565,0.0022565,0,0,0
51.11,0.028842,1.6049,0.0020329,0.0022066,0,0,0
51.61,0.029114,1.6203,0.0020689,0.0023073,0,0,0
52.11,0.029359,1.6359,0.0021058,0.0023403,0,0,0
52.61,0.030141,1.65,0.0021966,0.0023073,0,0,0
53.11,0.030077,1.6639,0.0023842,0.002458,0,0,0
53.61,0.030638,1.6784,0.0023103,0.0025248,0,0,0
54.11,0.031138,1.6936,0.0025956,0.0027023,0,0,0
54.61,0.031548,1.7081,0.0025418,0.0026355,0,0,0
55.11,0.031994,1.722,0.0026555,0.0027422,0,0,0
55.61,0.03225,1.7359,0.0027831,0.00284,0,0,0
56.11,0.032773,1.751,0.0029566,0.0030164,0,0,0
56.61,0.033307,1.7661,0.0030972,0.003147,0,0,0
57.11,0.033958,1.7797,0.0030743,0.0032677,0,0,0
57.61,0.034294,1.7931,0.0032816,0.0033444,0,0,0
58.11,0.034647,1.8069,0.0036493,0.0034122,0,0,0
58.61,0.035227,1.8211,0.0035058,0.0037559,0,0,0
59.11,0.035744,1.8351,0.0036623,0.0036493,0,0,0
59.61,0.03602,1.8487,0.0035457,0.0038566,0,0,0
60.11,0.036856,1.8619,0.0035587,0.0038366,0,0,0
60.61,0.037175,1.876,0.0037998,0.0039273,0,0,0
61.11,0.037816,1.8899,0.0036563,0.0040468,0,0,0
61.61,0.038376,1.9023,0.0037928,0.0039273,0,0,0
62.11,0.038927,1.9146,0.0041105,0.0040508,0,0,0
62.61,0.039807,1.9274,0.0040737,0.0041842,0,0,0
63.11,0.040257,1.9406,0.0041175,0.0042241,0,0,0
63.61,0.041364,1.9531,0.0044182,0.0043983,0,0,0
64.11,0.041855,1.9647,0.0044819,0.0043585,0,0,0
64.61,0.042657,1.9759,0.0046561,0.0045685,0,0,0
65.11,0.04355,1.9883,0.0049796,0.004689,0,0,0
65.61,0.044275,2.0009,0.0052064,0.0050134,0,0,0
66.11,0.044765,2.012,0.0054302,0.0051905,0,0,0
66.61,0.045987,2.0226,0.0058618,0.0055605,0,0,0
67.11,0.046803,2.0331,0.0061381,0.0060417,0,0,0
67.61,0.047616,2.0439,0.0064988,0.0060944,0,0,0
68.11,0.048582,2.0541,0.0070918,0.0064352,0,0,0
68.61,0.04963,2.064,0.0071851,0.0067452,0,0,0
69.11,0.050708,2.0736,0.0075187,0.0070858,0,0,0
69.61,0.052178,2.0831,0.0076586,0.0073519,0,0,0
70.11,0.053534,2.0926,0.0078184,0.0076388,0,0,0
70.61,0.055116,2.1017,0.0080951,0.0075951,0,0,0
71.11,0.056536,2.111,0.0081378,0.0079682,0,0,0
71.61,0.058063,2.1197,0.0082648,0.008112,0,0,0
72.11,0.059644,2.1283,0.0085583,0.008238,0,0,0
72.61,0.060994,2.1367,0.0087377,0.0085047,0,0,0
73.11,0.062877,2.1444,0.0089806,0.0085642,0,0,0
73.61,0.06411,2.1521,0.0091302,0.0089568,0,0,0
74.11,0.065583,2.1604,0.0093799,0.0092233,0,0,0
74.61,0.067306,2.1687,0.0099583,0.009476,0,0,0
75.11,0.068699,2.1757,0.010347,0.0098315,0,0,0
75.61,0.070371,2.1829,0.010673,0.010101,0,0,0
76.11,0.07211,2.1901,0.011287,0.010649,0,0,0
76.61,0.073825,2.1976,0.01199,0.011197,0,0,0
77.11,0.075732,2.2047,0.012395,0.011576,0,0,0
77.61,0.077703,2.2117,0.012759,0.01199,0,0,0
78.11,0.079781,2.2186,0.013323,0.012617,0,0,0
78.61,0.081681,2.226,0.013469,0.012846,0,0,0
79.11,0.083514,2.2334,0.014094,0.013213,0,0,0
79.61,0.085243,2.24,0.014313,0.013714,0,0,0
80.11,0.086878,2.2463,0.014813,0.014025,0,0,0
80.61,0.089074,2.2527,0.014816,0.01427,0,0,0
81.11,0.090739,2.2596,0.0151,0.014591,0,0,0
81.61,0.092394,2.2664,0.015371,0.014776,0,0,0
82.11,0.094019,2.2727,0.015673,0.015011,0,0,0
82.61,0.096057,2.2786,0.015821,0.015179,0,0,0
83.11,0.097648,2.2853,0.016065,0.015484,0,0,0
83.61,0.099958,2.2921,0.016518,0.015771,0,0,0
84.11,0.10194,2.298,0.016686,0.016184,0,0,0
84.61,0.10421,2.3033,0.017033,0.016376,0,0,0
85.11,0.10629,2.3093,0.017515,0.016683,0,0,0
85.61,0.10842,2.316,0.017792,0.017399,0,0,0
86.11,0.11019,2.3224,0.018375,0.017614,0,0,0
86.61,0.11214,2.328,0.018933,0.018049,0,0,0
87.11,0.1142,2.3336,0.01938,0.018514,0,0,0
