Time[s],Displacement[mm],Force[kN],AxStrain_1,AxStrain_2,Thickness[mm],OuterWidth[mm],Diameter[mm]
0.6,0,-0.0061597,0,0,1.1142,19.934,5.2297
1.1,-3.8e-05,0.0028615,6.5998e-05,1e-06,0,0,0
1.6,0.00043,0.013871,-2.4e-05,-5.4001e-05,0,0,0
2.1,0.000729,0.038282,-2.2e-05,7.2997e-05,0,0,0
2.6,0.001134,0.066427,0.00018298,6.6998e-05,0,0,0
3.1,0.001376,0.092573,1e-06,1.7e-05,0,0,0
3.6,0.001578,0.11385,8.2997e-05,0.00020598,0,0,0
4.1,0.001851,0.13029,8.5996e-05,0.00016299,0,0,0
4.6,0.0021,0.14643,0.00015399,0.00010499,0,0,0
5.1,0.002261,0.16585,0.00015099,0.00033994,0,0,0
5.6,0.002747,0.185,0.00013099,0.00016999,0,0,0
6.1,0.003108,0.20386,0.00028096,0.00013399,0,0,0
6.6,0.00339,0.22314,0.00012399,0.00031695,0,0,0
7.1,0.003533,0.24171,0.00010299,0.00025997,0,0,0
7.6,0.003948,0.25929,0.00017798,0.00017199,0,0,0
8.1,0.003776,0.27328,0.00033194,0.00024397,0,0,0
8.6,0.003826,0.28229,0.00028496,0.00010099,0,0,0
9.1,0.003928,0.29029,0.00023097,0.00012699,0,0,0
9.6,0.004153,0.302,0.00023997,0.00014899,0,0,0
10.1,0.00423,0.31571,0.00043491,0.00022397,0,0,0
10.6,0.004517,0.33015,0.00018998,0.00023397,0,0,0
11.1,0.004974,0.34485,0.00035094,0.00021698,0,0,0
11.6,0.00513,0.359,0.00045989,0.00029096,0,0,0
12.1,0.00563,0.37315,0.00047988,0.00035494,0,0,0
12.6,0.006031,0.389,0.0004359,0.00029696,0,0,0
13.1,0.006349,0.40514,0.00048788,0.00034394,0,0,0
13.6,0.006461,0.42057,0.00049388,0.0004399,0,0,0
14.1,0.006738,0.43543,0.00041291,0.00026896,0,0,0
14.6,0.007042,0.45,0.00034194,0.00048288,0,0,0
15.1,0.007174,0.46515,0.0004399,0.00042991,0,0,0
15.6,0.00749,0.48085,0.0004469,0.00047289,0,0,0
16.1,0.007453,0.496,0.00041291,0.00049988,0,0,0
16.6,0.007896,0.51115,0.00053686,0.00035594,0,0,0
17.1,0.008131,0.528,0.00059782,0.00040292,0,0,0
17.6,0.008239,0.544,0.00052386,0.00053386,0,0,0
18.1,0.008628,0.56015,0.0004499,0.0004529,0,0,0
18.6,0.008692,0.577,0.00058383,0.00052986,0,0,0
19.1,0.008964,0.59371,0.00047988,0.00055085,0,0,0
19.6,0.009199,0.60943,0.00050387,0.00040592,0,0,0
20.1,0.009326,0.62585,0.00067477,0.00057683,0,0,0
20.6,0.009612,0.64171,0.00054385,0.00041291,0,0,0
21.1,0.009984,0.65743,0.00061781,0.00051687,0,0,0
21.6,0.010414,0.67471,0.00073173,0.00050387,0,0,0
22.1,0.010807,0.69214,0.00074872,0.00061081,0,0,0
22.6,0.011304,0.70886,0.00087562,0.00043291,0,0,0
23.1,0.011626,0.72514,0.00078169,0.00064779,0,0,0
23.6,0.012052,0.741,0.00085264,0.00051387,0,0,0
24.1,0.012573,0.75686,0.00074872,0.00064779,0,0,0
24.6,0.013053,0.77314,0.00086962,0.00066078,0,0,0
25.1,0.013479,0.789,0.00091958,0.00057384,0,0,0
25.6,0.013496,0.80486,0.00094256,0.00072174,0,0,0
26.1,0.013916,0.82229,0.00084864,0.00082266,0,0,0
26.6,0.014104,0.83957,0.00091958,0.0007787,0,0,0
27.1,0.014366,0.85643,0.00082266,0.00071474,0,0,0
27.6,0.01457,0.87257,0.00073173,0.00084564,0,0,0
28.1,0.014617,0.88829,0.00098651,0.00090559,0,0,0
28.6,0.014809,0.90386,0.0010604,0.00083565,0,0,0
29.1,0.015145,0.92014,0.0009965,0.00085563,0,0,0
29.6,0.015346,0.93571,0.00087562,0.0010065,0,0,0
30.1,0.0154,0.95115,0.0010365,0.0010405,0,0,0
30.6,0.015735,0.968,0.0008896,0.0008956,0,0,0
31.1,0.016021,0.98514,0.0010574,0.00087562,0,0,0
31.6,0.016323,1.0016,0.0010704,0.00093257,0,0,0
32.1,0.016739,1.0174,0.0010574,0.0009965,0,0,0
32.6,0.017223,1.0327,0.0010734,0.00088261,0,0,0
33.1,0.017498,1.0481,0.0012213,0.00090559,0,0,0
33.6,0.018052,1.0639,0.0012922,0.0010405,0,0,0
34.1,0.018462,1.079,0.0013051,0.00096953,0,0,0
34.6,0.018891,1.0941,0.0011843,0.0011613,0,0,0
35.1,0.019472,1.111,0.001396,0.0011304,0,0,0
35.6,0.019794,1.1279,0.001379,0.00099351,0,0,0
36.1,0.020167,1.143,0.0014929,0.0011004,0,0,0
36.6,0.020627,1.1579,0.0014629,0.0013691,0,0,0
37.1,0.020795,1.1734,0.0015398,0.0012612,0,0,0
37.6,0.021147,1.1896,0.0015598,0.001416,0,0,0
38.1,0.021382,1.2051,0.0015937,0.0014999,0,0,0
38.6,0.021688,1.2197,0.0014589,0.0014859,0,0,0
39.1,0.021879,1.2344,0.0016676,0.0014759,0,0,0
39.6,0.022158,1.2499,0.0016107,0.0014689,0,0,0
40.1,0.022306,1.2659,0.0016506,0.0015298,0,0,0
40.6,0.022574,1.282,0.0017774,0.0016167,0,0,0
41.1,0.022678,1.2981,0.0016876,0.0016906,0,0,0
41.6,0.022903,1.3127,0.0016436,0.0015698,0,0,0
42.1,0.023229,1.3271,0.0017175,0.0016806,0,0,0
42.6,0.023565,1.3421,0.0017075,0.0016936,0,0,0
43.1,0.02385,1.357,0.0017674,0.0016307,0,0,0
43.6,0.024343,1.3719,0.002006,0.0017744,0,0,0
44.1,0.024847,1.388,0.0019591,0.0017874,0,0,0
44.6,0.025226,1.4039,0.002009,0.0019651,0,0,0
45.1,0.025777,1.4183,0.0022235,0.0019022,0,0,0
45.6,0.026234,1.4326,0.0022704,0.0018383,0,0,0
46.1,0.026717,1.4474,0.0024141,0.0022165,0,0,0
46.6,0.02708,1.4626,0.0025248,0.0021198,0,0,0
47.1,0.027258,1.4771,0.0025617,0.0022165,0,0,0
47.6,0.027738,1.491,0.0025847,0.0023143,0,0,0
48.1,0.027872,1.5051,0.0027592,0.0024081,0,0,0
48.6,0.028473,1.5199,0.0027223,0.0026485,0,0,0
49.1,0.028671,1.5349,0.002468,0.0026285,0,0,0
49.6,0.029141,1.5503,0.0028699,0.0027422,0,0,0
50.1,0.029269,1.5659,0.0027462,0.0025448,0,0,0
50.6,0.029732,1.58,0.0030065,0.0026385,0,0,0
