Time[s],Displacement[mm],Force[kN],AxStrain_1,AxStrain_2,Thickness[mm],OuterWidth[mm],InnerWidth[mm]
0.59,0,-0.0052326,0,0,1.1185,20,10.09
1.09,0.000184,0.0033292,-4.2001e-05,0,0,0,0
1.59,0.000574,0.013726,-0.00018502,0,0,0,0
2.09,0.001137,0.036568,2.2e-05,0,0,0,0
2.59,0.001638,0.062714,7.4997e-05,0,0,0,0
3.09,0.001983,0.087573,-6.2002e-05,0,0,0,0
3.59,0.002276,0.10871,5.1999e-05,0,0,0,0
4.09,0.002632,0.12486,0.00014199,0,0,0,0
4.59,0.002782,0.13972,9.0996e-05,0,0,0,0
5.09,0.003298,0.15829,0.00019698,0,0,0,0
5.59,0.003588,0.17785,9.3996e-05,0,0,0,0
6.09,0.003747,0.19657,0.00026796,0,0,0,0
6.59,0.004141,0.21357,0.00021298,0,0,0,0
7.09,0.004197,0.22814,0.00034294,0,0,0,0
7.59,0.004489,0.23943,0.00018798,0,0,0,0
8.09,0.004583,0.24957,0.00029796,0,0,0,0
8.59,0.004722,0.26,0.00025197,0,0,0,0
9.09,0.005202,0.27243,0.00022198,0,0,0,0
9.59,0.005299,0.287,0.00016399,0,0,0,0
10.09,0.005654,0.30214,0.00027796,0,0,0,0
10.59,0.006156,0.31715,0.00029996,0,0,0,0
11.09,0.006643,0.33157,0.00014199,0,0,0,0
11.59,0.007053,0.34529,0.00010599,0,0,0,0
12.09,0.007324,0.35915,0.00020798,0,0,0,0
12.59,0.0077,0.37385,0.00029996,0,0,0,0
13.09,0.008181,0.38829,6.3998e-05,0,0,0,0
13.59,0.008311,0.40257,0.00029896,0,0,0,0
14.09,0.008602,0.41829,0.00015399,0,0,0,0
14.59,0.008938,0.43414,0.00025197,0,0,0,0
15.09,0.009195,0.44986,0.00035294,0,0,0,0
15.59,0.00941,0.46514,0.00024497,0,0,0,0
16.09,0.009632,0.47971,0.00033894,0,0,0,0
16.59,0.009753,0.49443,0.00029896,0,0,0,0
17.09,0.010038,0.50985,0.00029896,0,0,0,0
17.59,0.010186,0.525,0.00038293,0,0,0,0
18.09,0.010397,0.53986,0.00037293,0,0,0,0
18.59,0.010807,0.55629,0.00030595,0,0,0,0
19.09,0.011166,0.57285,0.00051387,0,0,0,0
19.59,0.011478,0.58915,0.00022797,0,0,0,0
20.09,0.011804,0.60485,0.00042991,0,0,0,0
20.59,0.012167,0.62,0.00047988,0,0,0,0
21.09,0.012778,0.63515,0.00049688,0,0,0,0
21.59,0.013023,0.65085,0.00047289,0,0,0,0
22.09,0.013546,0.666,0.00054085,0,0,0,0
22.59,0.014248,0.68086,0.00039992,0,0,0,0
23.09,0.014711,0.69729,0.00057384,0,0,0,0
23.59,0.015292,0.71385,0.00062381,0,0,0,0
24.09,0.015618,0.73015,0.00065479,0,0,0,0
24.59,0.016105,0.74585,0.00069776,0,0,0,0
25.09,0.016568,0.761,0.00053386,0,0,0,0
25.59,0.016635,0.77615,0.0006278,0,0,0,0
