Time[s],Displacement[mm],Force[kN],EngStrain_longi,EngStress[MPa],TrueStrain,TrueStress[MPa],TrueStrainRate[1/s],PlasticStrain_longi,PlasticStress[MPa],PlasticStrain_thick,PlasticStrain_width,R-Value,Thickness[mm],Width[mm], Young's Modulus [MPa]
0.58000000,0.00000000,-0.00100000,0.00000000,-0.09043719,0.00000000,-0.09043719,0.00000000,0.00086938,121.04484149,-0.00009253,-0.00077685,0.69311325,1.10840000,9.97600000,87144.66426896
1.08000000,0.00045600,-0.00200000,0.00000022,-0.18087437,0.00000022,-0.18087441,0.00000044,0.00122254,122.63227833,-0.00029206,-0.00093048,0.00000000,0.00000000,0.00000000,0.00000000
1.58000000,0.00341100,0.05900000,0.00008467,5.33579400,0.00008466,5.33624576,0.00016888,0.00157896,124.40309377,-0.00051916,-0.00105980,0.00000000,0.00000000,0.00000000,0.00000000
2.08000000,0.00562700,0.16000000,0.00012444,14.46994982,0.00012444,14.47175053,0.00007955,0.00195454,125.54111544,-0.00075301,-0.00120154,0.00000000,0.00000000,0.00000000,0.00000000
2.58000000,0.00818600,0.26300000,0.00022211,23.78498002,0.00022209,23.79026293,0.00019530,0.00233129,126.68015833,-0.00098277,-0.00134852,0.00000000,0.00000000,0.00000000,0.00000000
3.08000000,0.01106600,0.33700000,0.00031233,30.47733181,0.00031228,30.48685090,0.00018040,0.00278735,128.01226846,-0.00128135,-0.00150600,0.00000000,0.00000000,0.00000000,0.00000000
3.58000000,0.01284800,0.40000000,0.00036856,36.17487455,0.00036849,36.18820700,0.00011241,0.00317988,129.24633067,-0.00153308,-0.00164680,0.00000000,0.00000000,0.00000000,0.00000000
4.08000000,0.01510400,0.48500000,0.00044722,43.86203540,0.00044712,43.88165147,0.00015727,0.00350272,130.19900900,-0.00171735,-0.00178537,0.00000000,0.00000000,0.00000000,0.00000000
4.58000000,0.01824600,0.57400000,0.00056511,51.91094498,0.00056495,51.94028044,0.00023566,0.00399442,131.26563849,-0.00202442,-0.00197000,0.00000000,0.00000000,0.00000000,0.00000000
5.08000000,0.02194600,0.64600000,0.00074644,58.42242240,0.00074617,58.46603150,0.00036243,0.00443663,131.96204553,-0.00234610,-0.00209053,0.00000000,0.00000000,0.00000000,0.00000000
5.58000000,0.02394700,0.71700000,0.00076100,64.84346264,0.00076071,64.89280851,0.00002909,0.00475927,133.00800195,-0.00252140,-0.00223787,0.00000000,0.00000000,0.00000000,0.00000000
6.08000000,0.02618600,0.80700000,0.00078367,72.98280941,0.00078336,73.04000361,0.00004530,0.00516955,134.06642279,-0.00278672,-0.00238283,0.00000000,0.00000000,0.00000000,0.00000000
6.58000000,0.02967400,0.87800000,0.00093922,79.40384964,0.00093878,79.47842750,0.00031084,0.00557634,134.85137939,-0.00300590,-0.00257044,0.00000000,0.00000000,0.00000000,0.00000000
7.08000000,0.03266900,0.96600000,0.00109633,87.36232204,0.00109573,87.45810027,0.00031390,0.00597711,135.91013690,-0.00329198,-0.00268513,0.00000000,0.00000000,0.00000000,0.00000000
7.58000000,0.03606000,1.03400000,0.00112244,93.51205072,0.00112181,93.61701280,0.00005216,0.00642510,136.70211803,-0.00359069,-0.00283441,0.00000000,0.00000000,0.00000000,0.00000000
8.08000000,0.03977000,1.10000000,0.00119556,99.48090502,0.00119484,99.59983997,0.00014605,0.00675997,137.47921689,-0.00376470,-0.00299527,0.00000000,0.00000000,0.00000000,0.00000000
8.58000000,0.04365300,1.17500000,0.00140233,106.26369400,0.00140135,106.41271112,0.00041302,0.00712893,138.35299952,-0.00396853,-0.00316040,0.00000000,0.00000000,0.00000000,0.00000000
9.08000000,0.04918900,1.22600000,0.00166889,110.87599050,0.00166750,111.06103021,0.00053229,0.00763759,139.33840936,-0.00434971,-0.00328788,0.00000000,0.00000000,0.00000000,0.00000000
9.58000000,0.05784300,1.27700000,0.00180800,115.48828701,0.00180637,115.69708983,0.00027774,0.00796879,140.02529941,-0.00452893,-0.00343987,0.00000000,0.00000000,0.00000000,0.00000000
10.08000000,0.06714700,1.31300000,0.00210233,118.74402572,0.00210013,118.99366524,0.00058752,0.00832668,140.80796125,-0.00475902,-0.00356766,0.00000000,0.00000000,0.00000000,0.00000000
10.58000000,0.07789000,1.33500000,0.00257756,120.73364382,0.00257424,121.04484149,0.00094823,0.00876750,141.69454785,-0.00504316,-0.00372434,0.00000000,0.00000000,0.00000000,0.00000000
11.08000000,0.08959100,1.35200000,0.00295411,122.27107599,0.00294976,122.63227833,0.00075103,0.00912855,142.38724708,-0.00524504,-0.00388351,0.00000000,0.00000000,0.00000000,0.00000000
11.58000000,0.10191000,1.37100000,0.00333667,123.98938253,0.00333111,124.40309377,0.00076271,0.00955676,143.09007057,-0.00553152,-0.00402525,0.00000000,0.00000000,0.00000000,0.00000000
12.08000000,0.11339200,1.38300000,0.00372967,125.07462877,0.00372273,125.54111544,0.00078323,0.00993300,143.96941779,-0.00574929,-0.00418371,0.00000000,0.00000000,0.00000000,0.00000000
12.58000000,0.12536700,1.39500000,0.00412400,126.15987500,0.00411552,126.68015833,0.00078558,0.01025968,144.84223564,-0.00591566,-0.00434402,0.00000000,0.00000000,0.00000000,0.00000000
13.08000000,0.13810300,1.40900000,0.00460089,127.42599561,0.00459034,128.01226846,0.00094964,0.01069907,145.54851613,-0.00623594,-0.00446314,0.00000000,0.00000000,0.00000000,0.00000000
13.58000000,0.15030900,1.42200000,0.00501278,128.60167904,0.00500026,129.24633067,0.00081984,0.01111869,146.34433145,-0.00648869,-0.00462999,0.00000000,0.00000000,0.00000000,0.00000000
14.08000000,0.16298400,1.43200000,0.00535078,129.50605090,0.00533651,130.19900900,0.00067252,0.01143554,146.85008564,-0.00665676,-0.00477879,0.00000000,0.00000000,0.00000000,0.00000000
14.58000000,0.17538100,1.44300000,0.00586033,130.50085995,0.00584323,131.26563849,0.00101343,0.01182551,147.64263164,-0.00687265,-0.00495287,0.00000000,0.00000000,0.00000000,0.00000000
15.08000000,0.18815300,1.45000000,0.00631511,131.13392025,0.00629525,131.96204553,0.00090405,0.01226157,148.53458322,-0.00715092,-0.00511064,0.00000000,0.00000000,0.00000000,0.00000000
