Time[s],Displacement[mm],Force[kN],EngStrain_longi,EngStress[MPa],TrueStrain,TrueStress[MPa],TrueStrainRate[1/s],PlasticStrain_longi,PlasticStress[MPa],PlasticStrain_thick,PlasticStrain_width,R-Value,Thickness[mm],Width[mm], Young's Modulus [MPa]
0.66000000,0.00000000,-0.00100000,0.00000000,-0.09064477,0.00000000,-0.09064477,0.00000000,0.00065892,115.92808961,-0.00002082,-0.00063809,0.55698733,1.11280000,9.91380000,77340.95395782
1.16000000,0.00054000,-0.00200000,0.00002989,-0.18128953,0.00002989,-0.18129495,0.00005978,0.00112899,116.89314006,-0.00032494,-0.00080405,0.00000000,0.00000000,0.00000000,0.00000000
1.66000000,0.00359300,0.05100000,0.00009733,4.62288304,0.00009733,4.62333300,0.00013488,0.00152741,118.12389772,-0.00059167,-0.00093574,0.00000000,0.00000000,0.00000000,0.00000000
2.16000000,0.00577900,0.17000000,0.00017911,15.40961013,0.00017910,15.41237017,0.00016353,0.00192345,119.17312625,-0.00086461,-0.00105884,0.00000000,0.00000000,0.00000000,0.00000000
2.66000000,0.00838100,0.25300000,0.00024144,22.93312567,0.00024142,22.93866275,0.00012464,0.00231506,120.31382655,-0.00109891,-0.00121615,0.00000000,0.00000000,0.00000000,0.00000000
3.16000000,0.01112200,0.32100000,0.00036256,29.09696973,0.00036249,29.10751899,0.00024215,0.00267067,121.63345901,-0.00135602,-0.00131465,0.00000000,0.00000000,0.00000000,0.00000000
3.66000000,0.01296900,0.39900000,0.00039833,36.16726143,0.00039825,36.18166806,0.00007153,0.00312896,122.60173437,-0.00167910,-0.00144987,0.00000000,0.00000000,0.00000000,0.00000000
4.16000000,0.01519100,0.46800000,0.00044311,42.42175025,0.00044301,42.44054780,0.00008952,0.00348143,123.55779936,-0.00190250,-0.00157892,0.00000000,0.00000000,0.00000000,0.00000000
4.66000000,0.01833700,0.53900000,0.00057333,48.85752860,0.00057317,48.88554025,0.00026031,0.00377493,124.68980962,-0.00209013,-0.00168480,0.00000000,0.00000000,0.00000000,0.00000000
5.16000000,0.02187200,0.62900000,0.00071767,57.01555750,0.00071741,57.05647566,0.00028848,0.00425517,125.75469582,-0.00245181,-0.00180335,0.00000000,0.00000000,0.00000000,0.00000000
