Time[s],Displacement[mm],Force[kN],AxStrain_1,AxStrain_2,Thickness[mm],OuterWidth[mm],InnerWidth[mm]
0.63,0,-0.0050833,0,0,1.1187,20,10
1.13,0.000184,0.0016718,-6.9002e-05,0,0,0,0
1.63,0.000519,0.0098673,-1.7e-05,0,0,0,0
2.13,0.001095,0.031004,2.5e-05,0,0,0,0
2.63,0.001696,0.05771,0.00012399,0,0,0,0
3.13,0.001937,0.084432,1.8e-05,0,0,0,0
3.63,0.002253,0.10613,1.2e-05,0,0,0,0
4.13,0.002604,0.12372,0.00019498,0,0,0,0
4.63,0.002675,0.139,1.7e-05,0,0,0,0
5.13,0.002934,0.15571,0.00016699,0,0,0,0
5.63,0.003215,0.17343,7.5997e-05,0,0,0,0
6.13,0.003752,0.19185,0.00013299,0,0,0,0
6.63,0.003925,0.21057,0.00018298,0,0,0,0
7.13,0.004215,0.22671,6.5998e-05,0,0,0,0
7.63,0.00401,0.23914,-4.8001e-05,0,0,0,0
8.13,0.004485,0.24829,-6.9002e-05,0,0,0,0
8.63,0.004799,0.25872,3.8999e-05,0,0,0,0
9.13,0.00498,0.27114,6.2998e-05,0,0,0,0
9.63,0.005276,0.28429,0.00012299,0,0,0,0
10.13,0.00557,0.29786,-0.00018902,0,0,0,0
10.63,0.005763,0.31214,2.5e-05,0,0,0,0
11.13,0.006063,0.32715,-4.4001e-05,0,0,0,0
11.63,0.006602,0.34185,2e-05,0,0,0,0
12.13,0.006798,0.35571,1.2e-05,0,0,0,0
12.63,0.007584,0.36915,0.00010399,0,0,0,0
13.13,0.007779,0.38429,0.00017099,0,0,0,0
13.63,0.007888,0.39957,-4.4001e-05,0,0,0,0
14.13,0.008187,0.41386,1.7e-05,0,0,0,0
14.63,0.008382,0.42857,0.00014399,0,0,0,0
15.13,0.00842,0.44385,0.00024797,0,0,0,0
15.63,0.008913,0.45915,0.00019798,0,0,0,0
16.13,0.00889,0.47443,0.00026896,0,0,0,0
16.63,0.009414,0.49057,0.00015399,0,0,0,0
17.13,0.009444,0.50614,0.00027896,0,0,0,0
17.63,0.009769,0.52215,0.00023497,0,0,0,0
18.13,0.009971,0.53785,0.00023797,0,0,0,0
18.63,0.010454,0.553,0.00014799,0,0,0,0
19.13,0.010585,0.56786,0.00014799,0,0,0,0
19.63,0.011089,0.58343,0.00019498,0,0,0,0
20.13,0.011421,0.59957,0.00015399,0,0,0,0
20.63,0.011623,0.61543,0.00022797,0,0,0,0
21.13,0.012022,0.63071,0.00030895,0,0,0,0
21.63,0.012579,0.64615,0.00033594,0,0,0,0
22.13,0.012878,0.663,0.00016799,0,0,0,0
22.63,0.013509,0.67985,0.00021798,0,0,0,0
23.13,0.01409,0.69529,0.00025197,0,0,0,0
23.63,0.014621,0.71086,0.00028896,0,0,0,0
24.13,0.015185,0.72714,0.00031895,0,0,0,0
24.63,0.015551,0.74386,0.00047689,0,0,0,0
25.13,0.015631,0.75985,0.00048988,0,0,0,0
25.63,0.016326,0.77615,0.00023197,0,0,0,0
