Time[s],Displacement[mm],Force[kN],AxStrain_1,AxStrain_2,Thickness[mm],OuterWidth[mm],Diameter[mm]
0.64,0,-0.005032,0,0,1.1245,19.918,5.1972
1.14,-0.00042,0.003562,0.00021898,-7.6003e-05,0,0,0
1.64,6.6e-05,0.014158,0.00024397,-7.7003e-05,0,0,0
2.13,0.000552,0.039714,0.00019198,-6.3002e-05,0,0,0
2.63,0.000919,0.069996,0.00052286,0.00016799,0,0,0
3.14,0.001203,0.095855,0.0004499,-7.4003e-05,0,0,0
3.63,0.001195,0.11485,0.0004369,-0.00022202,0,0,0
4.13,0.001645,0.12972,0.00050687,-6.3002e-05,0,0,0
4.63,0.001749,0.14543,0.00043391,3.2999e-05,0,0,0
5.13,0.001854,0.16414,0.0004549,-3.3001e-05,0,0,0
5.63,0.001815,0.18271,0.00065379,-2.7e-05,0,0,0
6.13,0.002604,0.20143,0.00053186,0.00010299,0,0,0
6.63,0.002586,0.22028,0.00052286,-2.3e-05,0,0,0
7.13,0.002762,0.23915,0.00059882,9.8995e-05,0,0,0
7.63,0.002963,0.25485,0.00043291,-1.1e-05,0,0,0
8.13,0.002944,0.26585,0.00060482,0.00011499,0,0,0
8.63,0.003047,0.27372,0.00038493,0.00023797,0,0,0
9.13,0.003345,0.28443,0.00039692,0.00027396,0,0,0
9.63,0.003485,0.29843,0.00034394,0.00018298,0,0,0
10.13,0.003725,0.31271,0.00052086,0.00027596,0,0,0
10.63,0.003883,0.32715,0.00038493,0.00018298,0,0,0
11.13,0.00433,0.343,0.00049188,0.00019998,0,0,0
11.63,0.004446,0.35885,0.00051487,0.00029396,0,0,0
12.13,0.004628,0.37329,0.00055485,0.00036893,0,0,0
12.63,0.004882,0.38786,0.00037793,0.00027896,0,0,0
13.13,0.005306,0.40314,0.00059682,0.00036793,0,0,0
13.63,0.005548,0.41915,0.00065978,0.00031195,0,0,0
14.13,0.005778,0.43457,0.00076471,0.00014099,0,0,0
14.63,0.006241,0.44929,0.00062381,0.00036593,0,0,0
15.14,0.006164,0.46415,0.00073173,0.00018098,0,0,0
15.63,0.006335,0.47985,0.00073173,0.00030895,0,0,0
16.14,0.006476,0.49615,0.00069776,0.00032895,0,0,0
16.63,0.006698,0.51214,0.00064779,0.00048288,0,0,0
17.14,0.007023,0.52857,0.00067077,0.00040292,0,0,0
17.64,0.00696,0.54443,0.00073873,0.00035294,0,0,0
18.14,0.007033,0.56086,0.00070175,0.00040992,0,0,0
18.64,0.007477,0.57685,0.00088561,0.00045989,0,0,0
19.14,0.007752,0.59229,0.00066778,0.00048288,0,0,0
19.64,0.007691,0.60786,0.00060082,0.00042291,0,0,0
20.14,0.007994,0.62529,0.00067777,0.00052386,0,0,0
20.64,0.008333,0.64285,0.00071774,0.00047988,0,0,0
21.14,0.008826,0.65871,0.00065479,0.00041291,0,0,0
21.64,0.008856,0.67415,0.00064079,0.00060082,0,0,0
22.14,0.009333,0.69014,0.00067777,0.00053386,0,0,0
22.64,0.009743,0.70715,0.00058383,0.0006378,0,0,0
23.14,0.009817,0.72357,0.00062381,0.0006278,0,0,0
23.64,0.010582,0.73929,0.00084864,0.00059382,0,0,0
24.14,0.01075,0.75486,0.00088261,0.00071774,0,0,0
