Time[s],Displacement[mm],Force[kN],AxStrain_1,AxStrain_2,Thickness[mm],OuterWidth[mm],Diameter[mm]
0.63,0,-0.0054298,0,0,1.1177,19.967,5.2567
1.13,2.2e-05,0.0023364,0.00011499,-9.2004e-05,0,0,0
1.64,0.000499,0.011581,0.00012599,1.4e-05,0,0,0
2.13,0.000894,0.034004,-4.7001e-05,3.7999e-05,0,0,0
2.63,0.001438,0.062282,0.00016999,0.00010799,0,0,0
3.13,0.001624,0.089427,0.00015199,6.2998e-05,0,0,0
3.63,0.002033,0.11028,0.00027096,0.00019798,0,0,0
4.13,0.002217,0.12729,2.7e-05,0.00019198,0,0,0
4.63,0.002334,0.14371,0.00022997,0.00036993,0,0,0
5.13,0.002745,0.16315,0.00021698,0.00013199,0,0,0
5.63,0.002892,0.18257,4.8999e-05,0.00026996,0,0,0
6.13,0.003242,0.201,0.00024897,0.00030295,0,0,0
6.63,0.003568,0.21943,0.00034694,0.00030395,0,0,0
7.13,0.003674,0.23828,0.00022797,0.00024297,0,0,0
7.63,0.003724,0.25371,0.00021598,0.00034294,0,0,0
8.13,0.003609,0.26314,0.00031695,0.00038992,0,0,0
8.63,0.003811,0.27129,0.00015499,0.00026896,0,0,0
9.13,0.004242,0.28229,0.00014699,0.00019098,0,0,0
9.63,0.004487,0.29686,0.00027396,0.00033794,0,0,0
10.13,0.004555,0.31185,0.00030495,0.00025397,0,0,0
10.63,0.004776,0.326,0.00025797,0.00037193,0,0,0
11.13,0.005061,0.34015,0.00033894,0.00028796,0,0,0
11.63,0.005478,0.35485,0.00014399,0.00036093,0,0,0
12.13,0.005521,0.369,0.00033494,0.00026896,0,0,0
12.63,0.006172,0.38315,0.00027896,0.00036593,0,0,0
13.13,0.006942,0.399,0.00047089,0.00034494,0,0,0
13.63,0.006934,0.41514,0.00027896,0.00053686,0,0,0
14.13,0.007124,0.43086,0.00051687,0.0004469,0,0,0
14.63,0.007343,0.44614,0.00067777,0.00074472,0,0,0
15.13,0.007601,0.461,0.00041591,0.0004499,0,0,0
15.63,0.007722,0.47615,0.00061781,0.00061781,0,0,0
16.13,0.007631,0.49185,0.00046989,0.00056384,0,0,0
16.64,0.007554,0.50729,0.00057683,0.00052386,0,0,0
17.13,0.007947,0.52286,0.00053686,0.00051986,0,0,0
17.63,0.008182,0.54,0.00055684,0.00058783,0,0,0
18.13,0.00846,0.55685,0.00064779,0.00057084,0,0,0
18.63,0.008591,0.57343,0.00064079,0.00075472,0,0,0
19.13,0.008809,0.58957,0.00064479,0.00058383,0,0,0
19.63,0.008991,0.60529,0.00066078,0.00055684,0,0,0
20.13,0.009051,0.62115,0.00061081,0.00061781,0,0,0
20.63,0.009612,0.63785,0.00049388,0.00073173,0,0,0
21.13,0.009753,0.654,0.00057384,0.00067077,0,0,0
21.63,0.01033,0.66986,0.0006308,0.00067777,0,0,0
22.13,0.010696,0.68729,0.00069776,0.00066478,0,0,0
22.63,0.011042,0.70485,0.00075172,0.00058383,0,0,0
23.13,0.011253,0.72215,0.00075172,0.00060082,0,0,0
23.63,0.011851,0.73857,0.00074472,0.00068776,0,0,0
24.13,0.012472,0.75429,0.00078569,0.00081167,0,0,0
24.63,0.012875,0.77015,0.00078869,0.00096653,0,0,0
25.13,0.013036,0.78771,0.00082266,0.00092957,0,0,0
25.63,0.013419,0.80428,0.0010904,0.00084564,0,0,0
26.13,0.013466,0.81972,0.00087262,0.00087961,0,0,0
26.63,0.013983,0.83629,0.00091658,0.0010305,0,0,0
27.13,0.013993,0.85385,0.00082866,0.00093956,0,0,0
27.63,0.014295,0.87086,0.00092257,0.0010235,0,0,0
28.13,0.014255,0.88714,0.00086563,0.0010734,0,0,0
28.63,0.01451,0.903,0.00081866,0.0010205,0,0,0
29.13,0.014614,0.91915,0.0008996,0.00098951,0,0,0
29.63,0.014644,0.93557,0.00085863,0.0010904,0,0,0
30.13,0.01506,0.95129,0.00096653,0.00096354,0,0,0
30.63,0.015463,0.96715,0.00090259,0.0011673,0,0,0
31.13,0.015692,0.98471,0.0010405,0.0011344,0,0,0
31.63,0.01589,1.0019,0.0010165,0.0010704,0,0,0
32.13,0.016323,1.0181,0.0010834,0.0011513,0,0,0
32.63,0.016742,1.0341,0.0011943,0.0011743,0,0,0
33.13,0.017253,1.0497,0.0010834,0.0011274,0,0,0
33.63,0.017978,1.0651,0.0011144,0.0012512,0,0,0
34.13,0.01828,1.0811,0.0010834,0.0011244,0,0,0
34.63,0.018606,1.0967,0.0013251,0.0011813,0,0,0
35.13,0.019049,1.1124,0.001433,0.0012982,0,0,0
35.63,0.019398,1.1297,0.001406,0.0012282,0,0,0
36.13,0.019801,1.1469,0.0014689,0.0013451,0,0,0
36.63,0.020174,1.1631,0.001386,0.0016407,0,0,0
37.13,0.020338,1.1789,0.001392,0.001443,0,0,0
37.63,0.020845,1.1943,0.0014489,0.001402,0,0,0
38.13,0.020946,1.2099,0.0012312,0.0014829,0,0,0
38.63,0.021137,1.2259,0.0014759,0.0015428,0,0,0
39.13,0.021305,1.241,0.0015328,0.001436,0,0,0
39.63,0.021369,1.2561,0.001433,0.0015628,0,0,0
40.13,0.021473,1.273,0.0014799,0.0016237,0,0,0
40.63,0.021835,1.2899,0.0012342,0.0014999,0,0,0
41.13,0.022299,1.3061,0.001402,0.0013621,0,0,0
41.63,0.022426,1.3219,0.0014999,0.0015628,0,0,0
42.13,0.022846,1.337,0.0014759,0.0014659,0,0,0
42.63,0.023071,1.3519,0.0016097,0.0015698,0,0,0
43.13,0.023537,1.3674,0.0015198,0.0016706,0,0,0
43.63,0.02395,1.3827,0.0014959,0.0015468,0,0,0
44.13,0.024414,1.3979,0.0017674,0.0017145,0,0,0
