Time[s],Displacement longi[mm],Force[kN],Effective Strain,N/A,Thickness[mm],OuterWidth[mm],N/A
0.68,0,-0.0051129,0,0,1.1179,19.957,0
1.18,-7.8e-05,-0.0025764,0,0,0,0,0
1.68,0.001731,0.00043155,0,0,0,0,0
2.18,0.003762,0.0081452,0,0,0,0,0
2.68,0.005668,0.018141,0,0,0,0,0
3.18,0.007752,0.028,0,0,0,0,0
3.68,0.009654,0.037859,0,0,0,0,0
4.18,0.011477,0.048141,0,0,0,0,0
4.68,0.013507,0.058573,0,0,0,0,0
5.18,0.015405,0.068427,0,0,0,0,0
5.68,0.017215,0.078286,0,0,0,0,0
6.18,0.019018,0.087714,0,0,0,0,0
6.68,0.021063,0.097286,0,0,0,0,0
7.18,0.022917,0.10671,0,0,0,0,0
7.68,0.024726,0.11571,0,0,0,0,0
8.18,0.026282,0.12371,0,0,0,0,0
8.68,0.027395,0.13071,0,0,0,0,0
9.18,0.028843,0.13757,0,0,0,0,0
9.68,0.030519,0.14471,0,0,0,0,0
10.18,0.03218,0.15257,0,0,0,0,0
10.68,0.033818,0.16043,0,0,0,0,0
11.18,0.035644,0.16829,0,0,0,0,0
11.68,0.037363,0.17571,0,0,0,0,0
12.18,0.039266,0.18271,0,0,0,0,0
12.68,0.041158,0.18986,0,0,0,0,0
13.18,0.042732,0.19714,0,0,0,0,0
13.68,0.0447,0.20429,0,0,0,0,0
14.18,0.04666,0.21129,0,0,0,0,0
14.68,0.048542,0.21814,0,0,0,0,0
15.18,0.050452,0.22429,0,0,0,0,0
15.68,0.052516,0.23,0,0,0,0,0
16.18,0.054695,0.23571,0,0,0,0,0
16.68,0.056778,0.241,0,0,0,0,0
17.18,0.059073,0.246,0,0,0,0,0
17.68,0.061273,0.25071,0,0,0,0,0
18.18,0.063448,0.255,0,0,0,0,0
18.68,0.065892,0.25957,0,0,0,0,0
19.18,0.068249,0.26443,0,0,0,0,0
19.68,0.070765,0.269,0,0,0,0,0
20.18,0.072821,0.273,0,0,0,0,0
20.68,0.075487,0.27671,0,0,0,0,0
21.18,0.078015,0.28,0,0,0,0,0
21.68,0.080914,0.283,0,0,0,0,0
22.18,0.083153,0.286,0,0,0,0,0
22.68,0.086041,0.28929,0,0,0,0,0
23.18,0.088622,0.29271,0,0,0,0,0
23.68,0.091115,0.29571,0,0,0,0,0
24.18,0.093954,0.29829,0,0,0,0,0
24.68,0.096579,0.301,0,0,0,0,0
25.18,0.099336,0.30371,0,0,0,0,0
25.68,0.10214,0.30629,0,0,0,0,0
26.18,0.10482,0.309,0,0,0,0,0
26.68,0.1078,0.31171,0,0,0,0,0
27.18,0.11052,0.314,0,0,0,0,0
27.68,0.11321,0.31629,0,0,0,0,0
28.18,0.11614,0.31871,0,0,0,0,0
28.68,0.11913,0.321,0,0,0,0,0
29.18,0.12194,0.32329,0,0,0,0,0
29.68,0.12469,0.32571,0,0,0,0,0
30.18,0.12755,0.328,0,0,0,0,0
30.68,0.13049,0.33,0,0,0,0,0
31.18,0.13328,0.332,0,0,0,0,0
31.68,0.13631,0.334,0,0,0,0,0
32.18,0.13912,0.336,0,0,0,0,0
32.67,0.14209,0.338,0,0,0,0,0
33.18,0.14511,0.34,0,0,0,0,0
33.68,0.14795,0.342,0,0,0,0,0
34.18,0.15102,0.344,0,0,0,0,0
34.68,0.15388,0.346,0,0,0,0,0
35.18,0.15689,0.348,0,0,0,0,0
35.68,0.15986,0.34971,0,0,0,0,0
36.18,0.16272,0.35129,0,0,0,0,0
36.68,0.16583,0.353,0,0,0,0,0
37.18,0.16868,0.355,0,0,0,0,0
37.68,0.17171,0.357,0,0,0,0,0
38.18,0.17465,0.35871,0,0,0,0,0
38.68,0.17742,0.36029,0,0,0,0,0
39.18,0.18058,0.362,0,0,0,0,0
39.68,0.18352,0.36371,0,0,0,0,0
40.18,0.18644,0.36529,0,0,0,0,0
40.68,0.18946,0.367,0,0,0,0,0
41.18,0.19238,0.369,0,0,0,0,0
41.68,0.19544,0.37071,0,0,0,0,0
42.18,0.19833,0.372,0,0,0,0,0
42.68,0.2014,0.37329,0,0,0,0,0
43.18,0.20444,0.37471,0,0,0,0,0
43.68,0.20739,0.37629,0,0,0,0,0
44.18,0.21051,0.37771,0,0,0,0,0
44.67,0.21347,0.37929,0,0,0,0,0
45.18,0.21648,0.38071,0,0,0,0,0
45.68,0.2194,0.38229,0,0,0,0,0
46.18,0.22242,0.38371,0,0,0,0,0
46.68,0.22564,0.38529,0,0,0,0,0
47.18,0.22845,0.38671,0,0,0,0,0
47.68,0.23155,0.388,0,0,0,0,0
48.18,0.23462,0.38929,0,0,0,0,0
48.68,0.23762,0.39071,0,0,0,0,0
49.18,0.24082,0.392,0,0,0,0,0
49.68,0.2437,0.39329,0,0,0,0,0
50.18,0.24686,0.39471,0,0,0,0,0
50.68,0.24993,0.396,0,0,0,0,0
51.18,0.25301,0.39729,0,0,0,0,0
51.68,0.25609,0.39871,0,0,0,0,0
52.18,0.25914,0.4,0,0,0,0,0
52.68,0.26228,0.401,0,0,0,0,0
53.18,0.26527,0.40229,0,0,0,0,0
53.68,0.26847,0.40371,0,0,0,0,0
54.17,0.27162,0.405,0,0,0,0,0
54.68,0.27458,0.406,0,0,0,0,0
55.18,0.2778,0.407,0,0,0,0,0
55.68,0.28084,0.40829,0,0,0,0,0
