Time[s],Displacement[mm],Force[kN],AxStrain_1,AxStrain_2,Thickness[mm],OuterWidth[mm],InnerWidth[mm]
0.58,0,-0.0051959,0,0,1.1144,20,9.9496
1.08,0.000191,0.0041333,0.00014299,0,0,0,0
1.58,0.000738,0.014863,0.00026197,0,0,0,0
2.08,0.001107,0.037718,0.00034894,0,0,0,0
2.58,0.001828,0.063996,0.00017898,0,0,0,0
3.08,0.002291,0.087855,0.00021598,0,0,0,0
3.58,0.00256,0.10571,0.00020098,0,0,0,0
4.08,0.002708,0.12043,0.00019998,0,0,0,0
4.58,0.002956,0.13529,0.00038493,0,0,0,0
5.08,0.003476,0.15315,0.00024097,0,0,0,0
5.58,0.00377,0.173,0.00024097,0,0,0,0
6.08,0.004142,0.19285,0.00025297,0,0,0,0
6.58,0.004666,0.21186,0.00019698,0,0,0,0
7.08,0.004816,0.22985,0.00032995,0,0,0,0
7.58,0.004922,0.24585,0.00017598,0,0,0,0
8.08,0.004968,0.25785,0.00021198,0,0,0,0
8.58,0.0056,0.26729,0.00025597,0,0,0,0
9.08,0.005938,0.27657,0.00036093,0,0,0,0
9.58,0.006026,0.28843,0.0004429,0,0,0,0
10.08,0.006504,0.303,0.00033594,0,0,0,0
10.58,0.006732,0.31814,0.0004469,0,0,0,0
11.08,0.007307,0.33286,0.00040092,0,0,0,0
11.58,0.007365,0.34714,0.00031695,0,0,0,0
12.08,0.008042,0.361,0.00049988,0,0,0,0
12.58,0.008306,0.37486,0.00052486,0,0,0,0
13.08,0.008798,0.38914,0.00053686,0,0,0,0
13.58,0.009141,0.40329,0.00055085,0,0,0,0
14.08,0.009626,0.41757,0.00048988,0,0,0,0
14.58,0.009721,0.43329,0.00061781,0,0,0,0
15.08,0.010033,0.44914,0.00062381,0,0,0,0
15.58,0.010357,0.46486,0.0004569,0,0,0,0
16.08,0.010424,0.48014,0.00048688,0,0,0,0
16.58,0.010877,0.495,0.00065479,0,0,0,0
17.08,0.011109,0.50986,0.00070175,0,0,0,0
17.58,0.0113,0.52514,0.0007717,0,0,0,0
18.08,0.011552,0.54,0.00057384,0,0,0,0
18.58,0.011901,0.55515,0.00057084,0,0,0,0
19.08,0.012224,0.572,0.00064479,0,0,0,0
19.58,0.012657,0.58885,0.00070175,0,0,0,0
20.08,0.013113,0.60486,0.00056684,0,0,0,0
20.58,0.013436,0.62014,0.00066078,0,0,0,0
21.08,0.013852,0.635,0.00076471,0,0,0,0
21.58,0.01452,0.65015,0.00075871,0,0,0,0
22.08,0.014899,0.66614,0.00071474,0,0,0,0
22.58,0.01546,0.68171,0.00085563,0,0,0,0
23.08,0.016105,0.69715,0.00083265,0,0,0,0
23.58,0.016642,0.714,0.0007757,0,0,0,0
24.08,0.017004,0.73085,0.00090559,0,0,0,0
24.58,0.017431,0.74715,0.00091258,0,0,0,0
25.08,0.017834,0.76285,0.00094256,0,0,0,0
25.58,0.018203,0.778,0.0010035,0,0,0,0
26.08,0.018743,0.79315,0.00098951,0,0,0,0
26.58,0.018857,0.80885,0.00097353,0,0,0,0
27.08,0.019274,0.824,0.0008926,0,0,0,0
27.58,0.019452,0.83915,0.00097353,0,0,0,0
28.08,0.019754,0.85571,0.00094955,0,0,0,0
28.58,0.020093,0.87214,0.00097353,0,0,0,0
29.08,0.020482,0.88815,0.00087562,0,0,0,0
29.58,0.020691,0.90385,0.00097952,0,0,0,0
30.08,0.02107,0.919,0.00091958,0,0,0,0
30.58,0.02154,0.93386,0.0010235,0,0,0,0
31.08,0.021819,0.94914,0.00095954,0,0,0,0
31.58,0.022265,0.96429,0.0009995,0,0,0,0
32.08,0.023061,0.97957,0.0010405,0,0,0,0
32.58,0.023484,0.996,0.0010205,0,0,0,0
33.08,0.023967,1.0124,0.0011513,0,0,0,0
33.58,0.024652,1.0274,0.00098951,0,0,0,0
34.08,0.025112,1.0421,0.0012083,0,0,0,0
34.58,0.025565,1.0571,0.0013151,0,0,0,0
35.08,0.026176,1.0729,0.0012083,0,0,0,0
35.58,0.026653,1.0881,0.0013251,0,0,0,0
36.08,0.027418,1.1027,0.0012952,0,0,0,0
36.58,0.027828,1.1171,0.0012452,0,0,0,0
37.08,0.028264,1.1319,0.0013651,0,0,0,0
37.58,0.028768,1.1469,0.001422,0,0,0,0
38.08,0.029261,1.162,0.001396,0,0,0,0
38.58,0.029671,1.1771,0.001422,0,0,0,0
39.08,0.030238,1.1907,0.0014659,0,0,0,0
39.58,0.030987,1.2041,0.0015198,0,0,0,0
40.08,0.031175,1.2179,0.0014929,0,0,0,0
40.58,0.031612,1.2313,0.0014589,0,0,0,0
41.08,0.032444,1.2446,0.0014529,0,0,0,0
41.58,0.033293,1.2587,0.0016436,0,0,0,0
42.08,0.034244,1.2719,0.0016466,0,0,0,0
42.58,0.035221,1.2839,0.0019281,0,0,0,0
43.08,0.036372,1.2951,0.0020998,0,0,0,0
43.58,0.037544,1.3054,0.0021497,0,0,0,0
44.08,0.039081,1.3146,0.0025687,0,0,0,0
44.58,0.040307,1.3231,0.002819,0,0,0,0
45.08,0.041757,1.331,0.0030234,0,0,0,0
45.58,0.043204,1.3386,0.0035058,0,0,0,0
46.08,0.044886,1.3464,0.003746,0,0,0,0
46.58,0.046789,1.3543,0.0040876,0,0,0,0
47.08,0.048347,1.362,0.0043177,0,0,0,0
47.58,0.050103,1.3697,0.0045685,0,0,0,0
48.08,0.051983,1.3767,0.0047527,0,0,0,0
48.58,0.054017,1.3836,0.0049258,0,0,0,0
49.08,0.056169,1.3904,0.0049159,0,0,0,0
49.58,0.058244,1.397,0.0050064,0,0,0,0
50.08,0.06049,1.4033,0.0051835,0,0,0,0
50.58,0.062666,1.41,0.0052233,0,0,0,0
51.08,0.064824,1.4164,0.0054879,0,0,0,0
51.58,0.066865,1.4226,0.0055943,0,0,0,0
52.08,0.068836,1.4284,0.0058916,0,0,0,0
52.58,0.071109,1.434,0.0058916,0,0,0,0
53.08,0.072932,1.4396,0.0062514,0,0,0,0
53.58,0.075289,1.4451,0.0064114,0,0,0,0
54.08,0.077266,1.4506,0.006775,0,0,0,0
54.58,0.079529,1.456,0.0070819,0,0,0,0
55.08,0.08208,1.4614,0.007336,0,0,0,0
55.58,0.084256,1.4666,0.0076923,0,0,0,0
56.08,0.086908,1.472,0.0080287,0,0,0,0
