Time[s],Displacement longi[mm],Force[kN],Effective Strain,N/A,Thickness[mm],OuterWidth[mm],N/A
0.64,0,-0.00604,0,0,1.1209,19.921,0
1.14,-0.000135,-0.0040441,0,0,0,0,0
1.64,0.001504,-0.0014232,0,0,0,0,0
2.14,0.003539,0.0057137,0,0,0,0,0
2.64,0.005678,0.014714,0,0,0,0,0
3.14,0.007715,0.023859,0,0,0,0,0
3.64,0.009694,0.033427,0,0,0,0,0
4.14,0.01168,0.042714,0,0,0,0,0
4.64,0.013642,0.051573,0,0,0,0,0
5.14,0.015517,0.060427,0,0,0,0,0
5.64,0.017406,0.069573,0,0,0,0,0
6.14,0.019045,0.077855,0,0,0,0,0
6.64,0.020517,0.085286,0,0,0,0,0
7.14,0.02205,0.092,0,0,0,0,0
7.64,0.023802,0.099573,0,0,0,0,0
8.14,0.025543,0.10743,0,0,0,0,0
8.64,0.027114,0.115,0,0,0,0,0
9.14,0.028933,0.12257,0,0,0,0,0
9.64,0.030747,0.13043,0,0,0,0,0
10.14,0.032402,0.13829,0,0,0,0,0
10.64,0.034118,0.146,0,0,0,0,0
11.14,0.03608,0.15371,0,0,0,0,0
11.64,0.037831,0.161,0,0,0,0,0
12.14,0.039628,0.168,0,0,0,0,0
12.64,0.041497,0.175,0,0,0,0,0
13.14,0.043297,0.18171,0,0,0,0,0
13.64,0.045141,0.18829,0,0,0,0,0
14.14,0.047067,0.19471,0,0,0,0,0
14.64,0.04892,0.20129,0,0,0,0,0
15.14,0.050835,0.20771,0,0,0,0,0
15.64,0.05283,0.214,0,0,0,0,0
16.14,0.05494,0.21971,0,0,0,0,0
16.64,0.05705,0.225,0,0,0,0,0
17.14,0.059238,0.23,0,0,0,0,0
17.64,0.061465,0.235,0,0,0,0,0
18.14,0.063687,0.24,0,0,0,0,0
18.64,0.066064,0.24471,0,0,0,0,0
19.14,0.068394,0.249,0,0,0,0,0
19.64,0.070525,0.25329,0,0,0,0,0
20.14,0.073069,0.25743,0,0,0,0,0
20.64,0.075391,0.26129,0,0,0,0,0
21.14,0.077864,0.265,0,0,0,0,0
21.64,0.080483,0.26871,0,0,0,0,0
22.14,0.082933,0.272,0,0,0,0,0
22.64,0.085618,0.27529,0,0,0,0,0
23.14,0.088039,0.27871,0,0,0,0,0
23.64,0.090639,0.282,0,0,0,0,0
24.14,0.093335,0.28529,0,0,0,0,0
24.64,0.096002,0.28843,0,0,0,0,0
25.14,0.098689,0.29129,0,0,0,0,0
25.64,0.10134,0.29371,0,0,0,0,0
26.14,0.10406,0.29629,0,0,0,0,0
26.64,0.10697,0.29871,0,0,0,0,0
27.14,0.10969,0.30129,0,0,0,0,0
27.64,0.11238,0.30371,0,0,0,0,0
28.14,0.11525,0.306,0,0,0,0,0
28.64,0.11794,0.30829,0,0,0,0,0
29.14,0.12081,0.31071,0,0,0,0,0
29.64,0.12364,0.313,0,0,0,0,0
30.14,0.12649,0.315,0,0,0,0,0
30.64,0.12924,0.317,0,0,0,0,0
31.14,0.13202,0.319,0,0,0,0,0
31.64,0.13499,0.321,0,0,0,0,0
32.14,0.13789,0.323,0,0,0,0,0
32.64,0.1407,0.325,0,0,0,0,0
33.14,0.14373,0.327,0,0,0,0,0
33.64,0.14657,0.329,0,0,0,0,0
34.14,0.14948,0.331,0,0,0,0,0
34.64,0.15241,0.333,0,0,0,0,0
35.14,0.15549,0.33471,0,0,0,0,0
35.64,0.15848,0.33629,0,0,0,0,0
36.14,0.16123,0.33771,0,0,0,0,0
36.64,0.16429,0.33929,0,0,0,0,0
37.14,0.16712,0.341,0,0,0,0,0
37.64,0.17002,0.343,0,0,0,0,0
38.14,0.17319,0.34471,0,0,0,0,0
38.64,0.17586,0.34629,0,0,0,0,0
39.14,0.17896,0.348,0,0,0,0,0
39.64,0.18186,0.34971,0,0,0,0,0
40.14,0.18466,0.351,0,0,0,0,0
40.64,0.18781,0.35229,0,0,0,0,0
41.14,0.19073,0.35371,0,0,0,0,0
41.64,0.19382,0.35529,0,0,0,0,0
42.14,0.19685,0.35671,0,0,0,0,0
42.64,0.19982,0.35829,0,0,0,0,0
43.14,0.20295,0.36,0,0,0,0,0
43.64,0.20587,0.36171,0,0,0,0,0
44.14,0.2089,0.363,0,0,0,0,0
44.64,0.21185,0.364,0,0,0,0,0
45.14,0.21497,0.36529,0,0,0,0,0
45.64,0.21791,0.36671,0,0,0,0,0
46.14,0.22085,0.36829,0,0,0,0,0
46.64,0.22404,0.36971,0,0,0,0,0
47.14,0.22704,0.371,0,0,0,0,0
47.64,0.23,0.372,0,0,0,0,0
48.14,0.23314,0.37329,0,0,0,0,0
48.64,0.2361,0.37471,0,0,0,0,0
49.14,0.23926,0.376,0,0,0,0,0
49.64,0.24225,0.377,0,0,0,0,0
50.14,0.24545,0.378,0,0,0,0,0
50.64,0.24852,0.379,0,0,0,0,0
51.14,0.25155,0.38029,0,0,0,0,0
51.64,0.25472,0.38171,0,0,0,0,0
52.14,0.2577,0.383,0,0,0,0,0
52.64,0.26095,0.384,0,0,0,0,0
53.14,0.26397,0.385,0,0,0,0,0
53.64,0.26703,0.386,0,0,0,0,0
54.14,0.27024,0.387,0,0,0,0,0
54.64,0.2732,0.388,0,0,0,0,0
55.14,0.27649,0.389,0,0,0,0,0
55.64,0.2796,0.39029,0,0,0,0,0
56.14,0.28277,0.39143,0,0,0,0,0
56.64,0.28601,0.39229,0,0,0,0,0
57.14,0.28902,0.393,0,0,0,0,0
57.64,0.29216,0.39429,0,0,0,0,0
58.14,0.29529,0.39543,0,0,0,0,0
58.64,0.29851,0.39629,0,0,0,0,0
59.14,0.30166,0.397,0,0,0,0,0
59.64,0.30474,0.39829,0,0,0,0,0
60.14,0.30805,0.39943,0,0,0,0,0
60.64,0.31109,0.40029,0,0,0,0,0
61.14,0.31424,0.401,0,0,0,0,0
61.64,0.31739,0.402,0,0,0,0,0
62.14,0.32059,0.403,0,0,0,0,0
62.64,0.32368,0.40371,0,0,0,0,0
63.14,0.32683,0.40457,0,0,0,0,0
63.64,0.33004,0.40543,0,0,0,0,0
64.14,0.33307,0.40629,0,0,0,0,0
64.64,0.33642,0.407,0,0,0,0,0
65.14,0.33941,0.408,0,0,0,0,0
65.64,0.34261,0.409,0,0,0,0,0
66.14,0.3459,0.41,0,0,0,0,0
66.64,0.34899,0.41071,0,0,0,0,0
67.14,0.35225,0.41129,0,0,0,0,0
67.64,0.35531,0.412,0,0,0,0,0
68.14,0.35866,0.413,0,0,0,0,0
68.64,0.3618,0.414,0,0,0,0,0
