Time[s],Displacement[mm],Force[kN],AxStrain_1,AxStrain_2,Thickness[mm],OuterWidth[mm],Diameter[mm]
0.63,0,-0.0046488,0,0,1.1332,19.939,5.0085
1.13,-0.000145,0.0037015,-7.9003e-05,6e-06,0,0,0
1.63,0.000391,0.013581,2e-06,2.2e-05,0,0,0
2.12,0.000785,0.037004,-0.00014301,8.6996e-05,0,0,0
2.63,0.001071,0.06571,6.8998e-05,-2.5e-05,0,0,0
3.13,0.001341,0.092714,0.00020098,0.00018398,0,0,0
3.63,0.001537,0.11356,0.00012999,8.5996e-05,0,0,0
4.13,0.00178,0.13043,0.00010299,-0.00011501,0,0,0
4.63,0.001952,0.146,0.00011599,8.3996e-05,0,0,0
5.13,0.002,0.16443,7.5997e-05,0.00019298,0,0,0
5.63,0.002431,0.18385,0.00026896,0.00012799,0,0,0
6.13,0.002617,0.203,5.1999e-05,0.00022997,0,0,0
6.63,0.002838,0.22157,0.00023097,0.00013899,0,0,0
7.12,0.003033,0.23957,0.00021798,0.00022697,0,0,0
7.63,0.002899,0.25256,0.00020498,-4.2001e-05,0,0,0
8.13,0.003148,0.26129,0.00032195,0.00014899,0,0,0
8.63,0.003304,0.27057,0.00019998,0.00018698,0,0,0
9.13,0.003402,0.28329,0.00021098,0.00035494,0,0,0
9.63,0.00353,0.29786,0.00022597,0.00027096,0,0,0
10.13,0.003957,0.31314,0.00019598,0.00048888,0,0,0
10.63,0.004129,0.32771,0.00020098,0.00031795,0,0,0
11.13,0.004437,0.34215,0.00031095,0.00035694,0,0,0
11.63,0.004571,0.35685,0.00035894,0.00028096,0,0,0
12.13,0.005082,0.37215,0.00018598,0.00054285,0,0,0
12.63,0.005457,0.388,0.00021998,0.00052786,0,0,0
13.13,0.005571,0.40414,9.2996e-05,0.00035594,0,0,0
13.63,0.00587,0.41871,0.00016499,0.00033594,0,0,0
14.13,0.006292,0.43343,0.00035294,0.00040292,0,0,0
14.62,0.006338,0.44885,0.00029896,0.00050387,0,0,0
15.12,0.006691,0.464,0.00031195,0.00040592,0,0,0
15.63,0.006748,0.47886,0.00046989,0.00034194,0,0,0
16.13,0.006943,0.49529,0.00024497,0.00048288,0,0,0
16.62,0.006966,0.51185,0.00024497,0.00039992,0,0,0
17.13,0.007393,0.52843,0.00039292,0.00028896,0,0,0
17.63,0.007534,0.54457,0.00022497,0.00041291,0,0,0
18.12,0.007638,0.56,0.00039992,0.00042991,0,0,0
18.63,0.007604,0.57543,0.00037593,0.00054085,0,0,0
19.13,0.007876,0.59157,0.00033594,0.00052986,0,0,0
19.63,0.008182,0.60729,0.00030595,0.00049988,0,0,0
20.13,0.008417,0.62286,0.00048288,0.00057384,0,0,0
20.63,0.008601,0.64029,0.00042991,0.00061081,0,0,0
21.13,0.008967,0.65785,0.00038892,0.00067477,0,0,0
21.63,0.00934,0.67486,0.00032595,0.00051387,0,0,0
22.12,0.009608,0.69085,0.00049388,0.00050987,0,0,0
22.63,0.010018,0.70629,0.00054685,0.00074172,0,0,0
23.13,0.010508,0.72186,0.00042591,0.00069476,0,0,0
23.63,0.010978,0.73814,0.00060382,0.00093956,0,0,0
24.12,0.01126,0.75371,0.0006378,0.00071474,0,0,0
24.63,0.011546,0.76915,0.00052386,0.00074172,0,0,0
25.13,0.011948,0.78629,0.00065479,0.00083565,0,0,0
25.63,0.012371,0.80357,0.0006378,0.00060782,0,0,0
26.13,0.012596,0.82015,0.00068776,0.00078169,0,0,0
26.62,0.012858,0.83614,0.00056384,0.00087562,0,0,0
27.13,0.012939,0.852,0.00080867,0.00084864,0,0,0
27.63,0.013271,0.86786,0.00073473,0.00059382,0,0,0
28.13,0.013439,0.88414,0.00072873,0.00072474,0,0,0
28.63,0.013449,0.89971,0.00075172,0.00069176,0,0,0
29.13,0.01358,0.91515,0.0007787,0.00081567,0,0,0
29.63,0.013976,0.93229,0.00070775,0.00074472,0,0,0
30.13,0.013956,0.94985,0.00091958,0.0008996,0,0,0
30.63,0.014322,0.96657,0.00075472,0.00081167,0,0,0
31.13,0.014634,0.98243,0.00082266,0.00094256,0,0,0
31.63,0.014822,0.99771,0.00088261,0.00093257,0,0,0
32.13,0.01504,1.0131,0.00093257,0.00085563,0,0,0
32.63,0.015527,1.0289,0.0010574,0.0010804,0,0,0
33.13,0.016222,1.044,0.00086263,0.0009965,0,0,0
33.63,0.016595,1.0591,0.0010335,0.00098352,0,0,0
34.13,0.017122,1.076,0.0009965,0.0010435,0,0,0
34.62,0.017605,1.0931,0.0011773,0.0011304,0,0,0
35.13,0.01783,1.1099,0.0012043,0.0011713,0,0,0
35.63,0.01826,1.1256,0.0013551,0.0010574,0,0,0
36.13,0.018596,1.1403,0.001399,0.0012043,0,0,0
36.63,0.019062,1.1551,0.0012482,0.0012612,0,0,0
37.12,0.019224,1.1711,0.0013691,0.0012282,0,0,0
37.63,0.019479,1.1867,0.0013391,0.001392,0,0,0
38.12,0.019694,1.2019,0.0013022,0.0011304,0,0,0
38.62,0.019744,1.2183,0.001399,0.0012342,0,0,0
39.13,0.020063,1.2346,0.001382,0.0012243,0,0,0
39.63,0.020076,1.2504,0.001439,0.0013022,0,0,0
40.13,0.020462,1.2656,0.0015198,0.0011643,0,0,0
40.63,0.020523,1.2803,0.0017145,0.0013751,0,0,0
41.13,0.020953,1.2951,0.0016736,0.001382,0,0,0
41.62,0.021171,1.3106,0.0015698,0.0013351,0,0,0
42.13,0.02152,1.3253,0.0016167,0.0012312,0,0,0
42.63,0.021721,1.3399,0.0015159,0.001419,0,0,0
43.13,0.021812,1.356,0.0017145,0.0015768,0,0,0
43.62,0.022339,1.3719,0.0016906,0.0016636,0,0,0
44.13,0.022849,1.3871,0.0017205,0.0016776,0,0,0
44.62,0.023601,1.4021,0.0019621,0.0016976,0,0,0
