Time[s],Displacement longi[mm],Force[kN],Effective Strain,N/A,Thickness[mm],OuterWidth[mm],N/A
0.63,0,-0.0054595,0,0,1.1155,19.944,0
1.13,0.00033,-0.0019118,0,0,0,0,0
1.63,0.002478,0.0021452,0,0,0,0,0
2.13,0.004436,0.01,0,0,0,0,0
2.63,0.006508,0.019573,0,0,0,0,0
3.13,0.008569,0.029427,0,0,0,0,0
3.63,0.010601,0.038714,0,0,0,0,0
4.13,0.012406,0.048432,0,0,0,0,0
4.63,0.014656,0.058568,0,0,0,0,0
5.13,0.016533,0.068286,0,0,0,0,0
5.63,0.018475,0.076714,0,0,0,0,0
6.13,0.020571,0.085859,0,0,0,0,0
6.63,0.022503,0.095141,0,0,0,0,0
7.13,0.024427,0.10457,0,0,0,0,0
7.63,0.02636,0.11343,0,0,0,0,0
8.13,0.028334,0.122,0,0,0,0,0
8.63,0.030255,0.13115,0,0,0,0,0
9.13,0.032063,0.14057,0,0,0,0,0
9.63,0.034166,0.14929,0,0,0,0,0
10.13,0.035916,0.15671,0,0,0,0,0
10.63,0.037915,0.16457,0,0,0,0,0
11.13,0.039683,0.17214,0,0,0,0,0
11.63,0.040957,0.17871,0,0,0,0,0
12.13,0.042426,0.18429,0,0,0,0,0
12.63,0.044234,0.18971,0,0,0,0,0
13.13,0.046056,0.19615,0,0,0,0,0
13.63,0.047911,0.20285,0,0,0,0,0
14.13,0.049891,0.20929,0,0,0,0,0
14.63,0.051951,0.21471,0,0,0,0,0
15.13,0.053969,0.22057,0,0,0,0,0
15.63,0.05618,0.22614,0,0,0,0,0
16.13,0.058234,0.23157,0,0,0,0,0
16.63,0.060294,0.23671,0,0,0,0,0
17.13,0.062574,0.24171,0,0,0,0,0
17.63,0.064741,0.24657,0,0,0,0,0
18.13,0.067146,0.25143,0,0,0,0,0
18.63,0.069482,0.256,0,0,0,0,0
19.13,0.07164,0.25971,0,0,0,0,0
19.63,0.074045,0.26357,0,0,0,0,0
20.13,0.076632,0.26743,0,0,0,0,0
20.63,0.079025,0.27129,0,0,0,0,0
21.13,0.081609,0.27471,0,0,0,0,0
21.63,0.08422,0.278,0,0,0,0,0
22.13,0.086761,0.28157,0,0,0,0,0
22.63,0.089459,0.28514,0,0,0,0,0
23.13,0.092069,0.28829,0,0,0,0,0
23.63,0.094658,0.291,0,0,0,0,0
24.13,0.097413,0.294,0,0,0,0,0
24.63,0.1,0.29671,0,0,0,0,0
25.13,0.10269,0.29929,0,0,0,0,0
25.63,0.10548,0.30171,0,0,0,0,0
26.13,0.10818,0.304,0,0,0,0,0
26.63,0.11087,0.30629,0,0,0,0,0
27.13,0.11384,0.30871,0,0,0,0,0
27.63,0.11656,0.31129,0,0,0,0,0
28.13,0.11925,0.31371,0,0,0,0,0
28.63,0.12196,0.316,0,0,0,0,0
29.13,0.12492,0.318,0,0,0,0,0
29.63,0.12767,0.32,0,0,0,0,0
30.13,0.13041,0.322,0,0,0,0,0
30.63,0.13327,0.324,0,0,0,0,0
31.13,0.13613,0.326,0,0,0,0,0
31.63,0.13917,0.328,0,0,0,0,0
32.13,0.14203,0.33,0,0,0,0,0
32.63,0.14485,0.332,0,0,0,0,0
33.13,0.14776,0.334,0,0,0,0,0
33.63,0.15059,0.336,0,0,0,0,0
34.13,0.15364,0.338,0,0,0,0,0
34.63,0.15647,0.33971,0,0,0,0,0
35.13,0.15943,0.34129,0,0,0,0,0
35.63,0.16234,0.343,0,0,0,0,0
36.13,0.16525,0.34471,0,0,0,0,0
36.63,0.1682,0.34629,0,0,0,0,0
37.13,0.17111,0.348,0,0,0,0,0
37.63,0.17412,0.35,0,0,0,0,0
38.13,0.17706,0.35171,0,0,0,0,0
38.63,0.17989,0.35329,0,0,0,0,0
39.13,0.18289,0.35471,0,0,0,0,0
39.63,0.18576,0.35629,0,0,0,0,0
40.13,0.18873,0.358,0,0,0,0,0
40.63,0.19177,0.35971,0,0,0,0,0
41.13,0.19462,0.361,0,0,0,0,0
41.63,0.19778,0.36229,0,0,0,0,0
42.13,0.20076,0.364,0,0,0,0,0
42.63,0.20369,0.36571,0,0,0,0,0
43.13,0.20668,0.367,0,0,0,0,0
43.63,0.20967,0.368,0,0,0,0,0
44.13,0.21282,0.36929,0,0,0,0,0
44.63,0.21579,0.37071,0,0,0,0,0
45.13,0.21893,0.37229,0,0,0,0,0
45.63,0.22178,0.37371,0,0,0,0,0
46.13,0.22468,0.37529,0,0,0,0,0
46.63,0.22776,0.37671,0,0,0,0,0
47.13,0.2307,0.378,0,0,0,0,0
47.63,0.23375,0.379,0,0,0,0,0
48.13,0.23672,0.38,0,0,0,0,0
48.63,0.23963,0.38129,0,0,0,0,0
49.13,0.2429,0.38271,0,0,0,0,0
49.63,0.24573,0.384,0,0,0,0,0
50.13,0.24891,0.385,0,0,0,0,0
50.63,0.25184,0.38629,0,0,0,0,0
51.13,0.25491,0.38771,0,0,0,0,0
51.63,0.25794,0.389,0,0,0,0,0
52.13,0.26085,0.39,0,0,0,0,0
52.63,0.26402,0.391,0,0,0,0,0
53.13,0.267,0.392,0,0,0,0,0
53.63,0.27008,0.39329,0,0,0,0,0
54.13,0.27316,0.39471,0,0,0,0,0
54.63,0.27624,0.396,0,0,0,0,0
55.13,0.2794,0.397,0,0,0,0,0
55.63,0.28241,0.398,0,0,0,0,0
56.13,0.28558,0.399,0,0,0,0,0
56.63,0.28862,0.4,0,0,0,0,0
57.13,0.29162,0.401,0,0,0,0,0
57.63,0.29489,0.402,0,0,0,0,0
58.13,0.29795,0.403,0,0,0,0,0
58.63,0.30107,0.404,0,0,0,0,0
59.13,0.30422,0.405,0,0,0,0,0
59.63,0.30738,0.406,0,0,0,0,0
60.13,0.31048,0.407,0,0,0,0,0
60.63,0.3135,0.408,0,0,0,0,0
61.13,0.31666,0.409,0,0,0,0,0
61.63,0.3196,0.41,0,0,0,0,0
62.13,0.32295,0.411,0,0,0,0,0
62.63,0.32584,0.412,0,0,0,0,0
63.13,0.32891,0.413,0,0,0,0,0
63.63,0.33227,0.414,0,0,0,0,0
64.13,0.33528,0.415,0,0,0,0,0
64.63,0.3384,0.41571,0,0,0,0,0
65.13,0.34149,0.41629,0,0,0,0,0
65.63,0.34475,0.417,0,0,0,0,0
66.13,0.34793,0.418,0,0,0,0,0
66.63,0.35101,0.419,0,0,0,0,0
67.13,0.35427,0.42,0,0,0,0,0
67.63,0.35743,0.42071,0,0,0,0,0
68.13,0.36048,0.42157,0,0,0,0,0
68.63,0.36382,0.42271,0,0,0,0,0
69.13,0.36672,0.42371,0,0,0,0,0
69.63,0.37015,0.42429,0,0,0,0,0
70.13,0.37283,0.425,0,0,0,0,0
70.63,0.3764,0.42571,0,0,0,0,0
71.13,0.37932,0.42629,0,0,0,0,0
71.63,0.38244,0.427,0,0,0,0,0
72.13,0.3856,0.428,0,0,0,0,0
72.63,0.38864,0.429,0,0,0,0,0
73.13,0.39181,0.43,0,0,0,0,0
73.63,0.39486,0.43071,0,0,0,0,0
74.13,0.39803,0.43129,0,0,0,0,0
74.63,0.40112,0.43171,0,0,0,0,0
75.13,0.40421,0.43229,0,0,0,0,0
75.63,0.40749,0.433,0,0,0,0,0
76.13,0.41065,0.434,0,0,0,0,0
