Time[s],Displacement[mm],Force[kN],AxStrain_1,AxStrain_2,Thickness[mm],OuterWidth[mm],InnerWidth[mm]
0.6,0,-0.004886,0,0,1.1134,20,10.095
1.1,0.000252,0.0036646,-9.3004e-05,0,0,0,0
1.6,0.000936,0.014013,9.1996e-05,0,0,0,0
2.1,0.001276,0.035996,7.4997e-05,0,0,0,0
2.6,0.001965,0.062718,-4.9001e-05,0,0,0,0
3.1,0.002422,0.086278,0.00016999,0,0,0,0
3.6,0.002562,0.104,7.9997e-05,0,0,0,0
4.1,0.002856,0.11815,0.00010499,0,0,0,0
4.6,0.003146,0.13414,0.00016999,0,0,0,0
5.1,0.003553,0.15171,6.2998e-05,0,0,0,0
5.6,0.003701,0.16943,0.00017898,0,0,0,0
6.1,0.00404,0.18871,0.00010999,0,0,0,0
6.6,0.004436,0.20728,-6.7002e-05,0,0,0,0
7.1,0.004532,0.22071,0.00016399,0,0,0,0
7.6,0.004691,0.22986,0.00016099,0,0,0,0
8.1,0.004929,0.23857,0.00013099,0,0,0,0
8.6,0.005029,0.25043,2.5e-05,0,0,0,0
9.1,0.005339,0.26414,0.00016999,0,0,0,0
9.6,0.005732,0.278,2.4e-05,0,0,0,0
10.1,0.006042,0.29186,0.00020898,0,0,0,0
10.6,0.006512,0.307,0.00014799,0,0,0,0
11.1,0.007159,0.32214,0.00018798,0,0,0,0
11.6,0.00764,0.33686,4.0999e-05,0,0,0,0
12.1,0.008002,0.35114,0.00034694,0,0,0,0
12.6,0.008383,0.36471,0.00030695,0,0,0,0
13.1,0.008846,0.37843,0.00046789,0,0,0,0
13.6,0.009121,0.39285,0.00029496,0,0,0,0
14.1,0.009478,0.407,0.00026197,0,0,0,0
14.6,0.009918,0.42086,0.00014799,0,0,0,0
15.1,0.010088,0.43629,0.00053686,0,0,0,0
15.6,0.010263,0.45214,0.00041591,0,0,0,0
16.1,0.010683,0.46786,0.00030895,0,0,0,0
16.6,0.010951,0.48314,0.00043291,0,0,0,0
17.1,0.011035,0.498,0.00023797,0,0,0,0
17.6,0.011324,0.51286,0.00029196,0,0,0,0
18.1,0.0117,0.52785,0.00033894,0,0,0,0
18.6,0.011767,0.54229,0.00033894,0,0,0,0
19.1,0.011854,0.55715,0.00026197,0,0,0,0
19.6,0.012465,0.57257,0.00046289,0,0,0,0
20.1,0.012955,0.58843,0.00040592,0,0,0,0
20.6,0.01356,0.60471,0.00039992,0,0,0,0
21.1,0.013875,0.62114,0.00042591,0,0,0,0
21.6,0.014658,0.63629,0.00036893,0,0,0,0
22.1,0.014886,0.65157,0.00047289,0,0,0,0
22.6,0.015336,0.66714,0.00041291,0,0,0,0
23.1,0.016021,0.682,0.00047289,0,0,0,0
23.6,0.016669,0.69715,0.00055085,0,0,0,0
24.1,0.017038,0.71371,0.00066478,0,0,0,0
24.6,0.017632,0.73014,0.00057084,0,0,0,0
25.1,0.017968,0.74615,0.00073173,0,0,0,0
25.6,0.018414,0.76185,0.00071774,0,0,0,0
26.1,0.018824,0.77671,0.00078169,0,0,0,0
26.6,0.018915,0.79143,0.00051687,0,0,0,0
27.1,0.019254,0.80657,0.00071774,0,0,0,0
27.6,0.019596,0.82157,0.00057683,0,0,0,0
28.1,0.019861,0.83657,0.00072174,0,0,0,0
28.6,0.020053,0.85214,0.00075172,0,0,0,0
29.1,0.020398,0.86786,0.00067077,0,0,0,0
29.6,0.020821,0.88429,0.00074872,0,0,0,0
30.1,0.021181,0.90057,0.0006348,0,0,0,0
30.6,0.021164,0.91529,0.00070175,0,0,0,0
31.1,0.021855,0.92986,0.00071774,0,0,0,0
31.6,0.022641,0.94514,0.00068177,0,0,0,0
32.1,0.023104,0.96,0.0008996,0,0,0,0
32.6,0.023628,0.97486,0.00082866,0,0,0,0
33.1,0.024407,0.991,0.0008956,0,0,0,0
33.6,0.024974,1.0069,0.00085863,0,0,0,0
34.1,0.025471,1.0221,0.00092257,0,0,0,0
34.6,0.025928,1.0371,0.0010634,0,0,0,0
35.1,0.026149,1.0517,0.00080568,0,0,0,0
35.6,0.026656,1.0661,0.00092657,0,0,0,0
36.1,0.027076,1.0809,0.00097952,0,0,0,0
36.6,0.027566,1.095,0.0010934,0,0,0,0
37.1,0.027946,1.1091,0.0011443,0,0,0,0
37.6,0.02853,1.1247,0.0010674,0,0,0,0
38.1,0.028946,1.1404,0.0012143,0,0,0,0
38.6,0.028879,1.1556,0.0010974,0,0,0,0
39.1,0.029664,1.1701,0.0010165,0,0,0,0
39.6,0.030275,1.184,0.0011743,0,0,0,0
40.1,0.03047,1.1979,0.0011773,0,0,0,0
40.6,0.031085,1.2121,0.0011543,0,0,0,0
41.1,0.031679,1.2257,0.0012452,0,0,0,0
41.6,0.032236,1.2391,0.0013022,0,0,0,0
42.1,0.033146,1.2534,0.0011513,0,0,0,0
42.6,0.033663,1.2674,0.0012582,0,0,0,0
43.1,0.03468,1.2809,0.001416,0,0,0,0
43.6,0.035231,1.2939,0.001439,0,0,0,0
44.1,0.036423,1.306,0.0015468,0,0,0,0
44.6,0.037248,1.3176,0.0014659,0,0,0,0
45.1,0.038125,1.3289,0.0019721,0,0,0,0
45.6,0.039072,1.3384,0.0023373,0,0,0,0
46.1,0.040535,1.3463,0.0026724,0,0,0,0
46.6,0.042127,1.3537,0.0031441,0,0,0,0
47.1,0.043846,1.3607,0.0035188,0,0,0,0
47.6,0.045561,1.3679,0.0039542,0,0,0,0
48.1,0.047401,1.3751,0.004241,0,0,0,0
48.6,0.049539,1.382,0.0044023,0,0,0,0
49.1,0.05146,1.3886,0.0046253,0,0,0,0
49.6,0.053756,1.3954,0.0048333,0,0,0,0
50.1,0.055942,1.402,0.0052074,0,0,0,0
50.6,0.058007,1.4083,0.0049696,0,0,0,0
51.1,0.060115,1.4153,0.0051975,0,0,0,0
51.6,0.062076,1.4221,0.0055545,0,0,0,0
52.1,0.06408,1.4286,0.005658,0,0,0,0
52.6,0.065889,1.4344,0.005992,0,0,0,0
53.1,0.067746,1.44,0.0059711,0,0,0,0
53.6,0.069848,1.4456,0.0063349,0,0,0,0
54.1,0.07198,1.4514,0.0066091,0,0,0,0
54.6,0.074262,1.457,0.0068227,0,0,0,0
55.1,0.076542,1.4623,0.0073589,0,0,0,0
55.6,0.078822,1.468,0.0076626,0,0,0,0
56.1,0.081481,1.4734,0.0079057,0,0,0,0
56.6,0.084089,1.4786,0.0081656,0,0,0,0
57.1,0.086443,1.4837,0.0086078,0,0,0,0
57.6,0.088783,1.4887,0.0090073,0,0,0,0
58.1,0.090475,1.4936,0.0091906,0,0,0,0
58.6,0.092979,1.4984,0.0091074,0,0,0,0
59.1,0.095198,1.5033,0.009254,0,0,0,0
59.6,0.097344,1.508,0.0094433,0,0,0,0
60.1,0.099616,1.513,0.0094334,0,0,0,0
60.6,0.1021,1.5177,0.0095126,0,0,0,0
61.1,0.1044,1.5226,0.0095265,0,0,0,0
61.6,0.10705,1.5274,0.0097553,0,0,0,0
62.1,0.10971,1.532,0.0098285,0,0,0,0
62.6,0.11216,1.5363,0.010034,0,0,0,0
63.1,0.11482,1.5407,0.010258,0,0,0,0
63.6,0.11699,1.545,0.01046,0,0,0,0
64.1,0.11951,1.5493,0.01068,0,0,0,0
64.6,0.1219,1.5537,0.010959,0,0,0,0
65.1,0.12422,1.558,0.011284,0,0,0,0
65.6,0.12639,1.562,0.011523,0,0,0,0
66.1,0.12862,1.5663,0.011988,0,0,0,0
66.6,0.13111,1.5707,0.012531,0,0,0,0
67.1,0.13353,1.575,0.012604,0,0,0,0
67.6,0.13621,1.579,0.012959,0,0,0,0
68.1,0.13899,1.5827,0.013036,0,0,0,0
68.6,0.14163,1.5866,0.013128,0,0,0,0
69.1,0.1443,1.5907,0.013188,0,0,0,0
69.6,0.1465,1.595,0.01331,0,0,0,0
70.1,0.14883,1.599,0.013241,0,0,0,0
70.6,0.15103,1.603,0.013349,0,0,0,0
71.1,0.15361,1.6067,0.013539,0,0,0,0
71.6,0.15596,1.6106,0.013588,0,0,0,0
72.1,0.15806,1.6144,0.013734,0,0,0,0
72.6,0.1608,1.6183,0.013664,0,0,0,0
73.1,0.16342,1.622,0.013896,0,0,0,0
73.6,0.1662,1.626,0.014078,0,0,0,0
74.1,0.16917,1.6297,0.01432,0,0,0,0
74.6,0.17162,1.6333,0.014707,0,0,0,0
75.1,0.17452,1.637,0.014988,0,0,0,0
75.6,0.177,1.6407,0.015058,0,0,0,0
76.1,0.17926,1.6443,0.015497,0,0,0,0
76.6,0.18141,1.6477,0.015782,0,0,0,0
77.1,0.18381,1.6513,0.016169,0,0,0,0
77.6,0.18628,1.6547,0.016456,0,0,0,0
78.1,0.18881,1.6583,0.016519,0,0,0,0
78.6,0.1915,1.662,0.016677,0,0,0,0
79.1,0.19421,1.6657,0.016789,0,0,0,0
79.6,0.19688,1.6693,0.016848,0,0,0,0
80.1,0.19976,1.6727,0.017034,0,0,0,0
80.6,0.2025,1.676,0.017152,0,0,0,0
81.1,0.20518,1.6793,0.017106,0,0,0,0
81.6,0.20762,1.6827,0.017172,0,0,0,0
82.1,0.20994,1.6863,0.017235,0,0,0,0
82.6,0.21252,1.69,0.01746,0,0,0,0
83.1,0.21501,1.6934,0.017635,0,0,0,0
83.6,0.21775,1.6966,0.017806,0,0,0,0
84.1,0.2202,1.6997,0.017915,0,0,0,0
84.6,0.22331,1.703,0.018172,0,0,0,0
85.1,0.22625,1.7063,0.018455,0,0,0,0
85.6,0.229,1.7097,0.018927,0,0,0,0
86.1,0.2317,1.713,0.019029,0,0,0,0
86.6,0.23437,1.7163,0.019292,0,0,0,0
87.1,0.2372,1.7194,0.019407,0,0,0,0
87.6,0.23953,1.7226,0.019793,0,0,0,0
88.1,0.24215,1.726,0.01991,0,0,0,0
88.6,0.24489,1.7294,0.02022,0,0,0,0
89.1,0.24747,1.7326,0.020167,0,0,0,0
89.6,0.25032,1.7357,0.020615,0,0,0,0
90.1,0.25319,1.739,0.02053,0,0,0,0
90.6,0.25626,1.7417,0.020552,0,0,0,0
91.1,0.25881,1.7446,0.020526,0,0,0,0
91.6,0.26161,1.7477,0.02078,0,0,0,0
92.1,0.26435,1.751,0.020918,0,0,0,0
92.6,0.26696,1.754,0.020993,0,0,0,0
93.1,0.26963,1.757,0.021128,0,0,0,0
93.6,0.27209,1.76,0.021272,0,0,0,0
94.1,0.27466,1.7633,0.02146,0,0,0,0
94.6,0.27736,1.7667,0.0217,0,0,0,0
95.1,0.27993,1.7697,0.022058,0,0,0,0
95.6,0.28289,1.7723,0.022264,0,0,0,0
96.1,0.2858,1.7753,0.022386,0,0,0,0
96.6,0.28863,1.7784,0.022692,0,0,0,0
97.1,0.2915,1.7816,0.022856,0,0,0,0
97.6,0.29458,1.7847,0.023009,0,0,0,0
98.1,0.29706,1.7877,0.023308,0,0,0,0
98.6,0.29978,1.7906,0.023304,0,0,0,0
99.1,0.30254,1.7934,0.02356,0,0,0,0
99.6,0.30489,1.7963,0.023627,0,0,0,0
100.1,0.30745,1.799,0.023806,0,0,0,0
100.6,0.3106,1.802,0.023842,0,0,0,0
101.1,0.31335,1.8047,0.023941,0,0,0,0
101.6,0.31655,1.8076,0.023925,0,0,0,0
102.1,0.31953,1.8104,0.024337,0,0,0,0
102.6,0.32228,1.8133,0.024311,0,0,0,0
103.1,0.32517,1.816,0.024649,0,0,0,0
103.6,0.32793,1.8187,0.024731,0,0,0,0
104.1,0.33055,1.8213,0.024917,0,0,0,0
104.6,0.33322,1.824,0.02516,0,0,0,0
105.1,0.33592,1.827,0.025349,0,0,0,0
105.6,0.33875,1.83,0.025402,0,0,0,0
106.1,0.34117,1.833,0.025664,0,0,0,0
106.6,0.34403,1.8357,0.025929,0,0,0,0
107.1,0.34672,1.8383,0.026017,0,0,0,0
107.6,0.34984,1.841,0.026194,0,0,0,0
108.1,0.35297,1.8437,0.026469,0,0,0,0
108.6,0.3559,1.8463,0.026652,0,0,0,0
109.1,0.35844,1.8487,0.026553,0,0,0,0
109.6,0.36139,1.8513,0.026838,0,0,0,0
110.1,0.36346,1.854,0.027063,0,0,0,0
