Time[s];Displacement[mm];Force[kN];AxStrain_1;AxStrain_2;Thickness[mm];OuterWidth[mm];InnerWidth[mm]
0;0;-0.006;0;0;1.021;20;10
0.4764;0.002097968;0.0114;0.000457038;0;0;0;0
0.9764;0.000815072;-0.0335;0.000521293;0;0;0;0
1.4764;0.00141777;0.0108;0.000697971;0;0;0;0
1.9764;0.001787262;0;0.000740797;0;0;0;0
2.4764;0.002962823;-0.0038;0.00038564;0;0;0;0
2.9762;0.002245376;-0.0354;0.000169628;0;0;0;0
3.4761;0.001282013;-0.0148;0.000658712;0;0;0;0
3.9761;-0.000264806;-0.0063;0.000264251;0;0;0;0
4.4761;-0.000359606;0.0019;0.000737228;0;0;0;0
4.9761;0.001059576;0.007;0.000744366;0;0;0;0
5.4761;0.002983831;0.0051;0.000656927;0;0;0;0
5.9761;0.00169564;0.0168;0.000603389;0;0;0;0
6.4763;-7.1321E-05;0.0534;0.00074615;0;0;0;0
6.9763;0.006215874;0.0904;0.000970957;0;0;0;0
7.4763;0.001947911;0.1457;0.000249969;0;0;0;0
7.9761;0.004089307;0.1814;0.000198195;0;0;0;0
8.476;0.004696418;0.213;-8.5718E-05;0;0;0;0
8.9763;0.008219571;0.3053;0.000303525;0;0;0;0
9.4762;0.006384997;0.3179;-0.000385789;0;0;0;0
9.9762;0.015420875;0.3815;0.000837149;0;0;0;0
10.4763;0.01580149;0.4127;-2.14288E-05;0;0;0;0
10.976;0.018018267;0.5044;0.001354439;0;0;0;0
11.4762;0.018226228;0.5281;0.000658712;0;0;0;0
11.9759;0.018267714;0.5619;0.000801464;0;0;0;0
12.4762;0.019702608;0.6178;0.001147556;0;0;0;0
12.9761;0.026922449;0.675;0.001204631;0;0;0;0
13.4766;0.029981485;0.7057;0.000739013;0;0;0;0
13.9761;0.031612512;0.7736;0.000510584;0;0;0;0
14.4761;0.030694166;0.803;0.000742581;0;0;0;0
14.9761;0.032275939;0.8552;0.001170743;0;0;0;0
15.4759;0.02455844;0.9171;0.00147213;0;0;0;0
15.9761;0.031308692;0.9484;0.002078196;0;0;0;0
16.4761;0.032464127;0.9816;0.001910674;0;0;0;0
16.9762;0.03450066;1.0356;0.001336606;0;0;0;0
17.4761;0.037884701;1.0843;0.001359789;0;0;0;0
17.9758;0.037575055;1.138;0.001020907;0;0;0;0
18.4758;0.03840072;1.1927;0.001031611;0;0;0;0
18.9761;0.039768883;1.2442;0.001126151;0;0;0;0
19.476;0.038602502;1.2888;0.000967389;0;0;0;0
19.9758;0.046577745;1.3469;0.00144895;0;0;0;0
20.4758;0.050395008;1.3804;0.002215401;0;0;0;0
20.9758;0.051677551;1.3643;0.002354369;0;0;0;0
21.476;0.050721249;1.4702;0.00157911;0;0;0;0
21.9758;0.051674197;1.5315;0.002568128;0;0;0;0
22.476;0.052679046;1.5852;0.001800164;0;0;0;0
22.9758;0.053754864;1.6105;0.001500659;0;0;0;0
23.476;0.062112487;1.6658;0.001297372;0;0;0;0
23.976;0.060644757;1.7103;0.001340173;0;0;0;0
24.4759;0.064746775;1.7679;0.001391888;0;0;0;0
24.9759;0.057703647;1.8017;0.002156601;0;0;0;0
25.4757;0.058954413;1.8453;0.001256353;0;0;0;0
25.9757;0.060423026;1.9148;0.002847727;0;0;0;0
26.4759;0.061051145;1.9553;0.00299907;0;0;0;0
26.9759;0.0628174;1.973;0.003467197;0;0;0;0
