Time[s],Displacement longi[mm],Force[kN],N/A,N/A,N/A,Thickness[mm],OuterWidth[mm],N/A
290.5,1.2896,2.7509,0,0,0,0,0,
291,1.2928,2.7512,0,0,0,0,0,
291.5,1.2958,2.7514,0,0,0,0,0,
292,1.2987,2.7551,0,0,0,0,0,
292.5,1.3013,2.7585,0,0,0,0,0,
293,1.3038,2.7589,0,0,0,0,0,
293.5,1.3068,2.7577,0,0,0,0,0,
294,1.3095,2.7584,0,0,0,0,0,
294.5,1.3121,2.7605,0,0,0,0,0,
295,1.3152,2.7621,0,0,0,0,0,
295.5,1.3188,2.7629,0,0,0,0,0,
296,1.3218,2.7634,0,0,0,0,0,
296.5,1.325,2.7655,0,0,0,0,0,
297,1.3281,2.7668,0,0,0,0,0,
297.5,1.3313,2.7677,0,0,0,0,0,
298,1.3343,2.7681,0,0,0,0,0,
298.5,1.3371,2.7693,0,0,0,0,0,
299,1.3399,2.7709,0,0,0,0,0,
299.5,1.3427,2.7728,0,0,0,0,0,
300,1.3455,2.7731,0,0,0,0,0,
300.5,1.3485,2.774,0,0,0,0,0,
301,1.3518,2.7756,0,0,0,0,0,
301.5,1.3548,2.7768,0,0,0,0,0,
302,1.3579,2.7771,0,0,0,0,0,
302.5,1.3613,2.7768,0,0,0,0,0,
303,1.3645,2.7776,0,0,0,0,0,
303.5,1.3674,2.7785,0,0,0,0,0,
304,1.3711,2.7797,0,0,0,0,0,
304.5,1.3733,2.7804,0,0,0,0,0,
305,1.3762,2.7824,0,0,0,0,0,
305.5,1.3794,2.7831,0,0,0,0,0,
306,1.3816,2.7843,0,0,0,0,0,
306.5,1.3845,2.7861,0,0,0,0,0,
307,1.3878,2.7878,0,0,0,0,0,
307.5,1.3912,2.787,0,0,0,0,0,
308,1.3942,2.7872,0,0,0,0,0,
308.5,1.3977,2.7893,0,0,0,0,0,
309,1.401,2.792,0,0,0,0,0,
309.5,1.4038,2.794,0,0,0,0,0,
310,1.407,2.7946,0,0,0,0,0,
310.5,1.4099,2.7952,0,0,0,0,0,
311,1.4126,2.7964,0,0,0,0,0,
311.5,1.4152,2.7979,0,0,0,0,0,
312,1.4182,2.7974,0,0,0,0,0,
312.5,1.4213,2.7963,0,0,0,0,0,
313,1.4241,2.7977,0,0,0,0,0,
313.5,1.4278,2.8008,0,0,0,0,0,
314,1.4307,2.8025,0,0,0,0,0,
314.5,1.434,2.8027,0,0,0,0,0,
315,1.4373,2.8023,0,0,0,0,0,
315.5,1.4403,2.803,0,0,0,0,0,
316,1.4429,2.8044,0,0,0,0,0,
316.5,1.4461,2.8059,0,0,0,0,0,
317,1.4486,2.807,0,0,0,0,0,
317.5,1.4512,2.8074,0,0,0,0,0,
318,1.4542,2.8088,0,0,0,0,0,
318.5,1.4575,2.8086,0,0,0,0,0,
319,1.4604,2.8088,0,0,0,0,0,
319.5,1.4635,2.8097,0,0,0,0,0,
320,1.467,2.8127,0,0,0,0,0,
320.5,1.47,2.8151,0,0,0,0,0,
321,1.4734,2.818,0,0,0,0,0,
321.5,1.4763,2.8199,0,0,0,0,0,
322,1.4794,2.8201,0,0,0,0,0,
322.5,1.482,2.8194,0,0,0,0,0,
323,1.4846,2.82,0,0,0,0,0,
323.5,1.4877,2.8203,0,0,0,0,0,
324,1.4907,2.8214,0,0,0,0,0,
324.5,1.4934,2.8226,0,0,0,0,0,
325,1.497,2.8234,0,0,0,0,0,
325.5,1.4998,2.8237,0,0,0,0,0,
326,1.503,2.8248,0,0,0,0,0,
326.5,1.5062,2.8259,0,0,0,0,0,
327,1.5092,2.8262,0,0,0,0,0,
327.5,1.5121,2.8272,0,0,0,0,0,
328,1.5152,2.8297,0,0,0,0,0,
328.5,1.5179,2.831,0,0,0,0,0,
329,1.5207,2.8315,0,0,0,0,0,
329.5,1.5235,2.8319,0,0,0,0,0,
330,1.5264,2.8326,0,0,0,0,0,
330.5,1.5292,2.8328,0,0,0,0,0,
331,1.5327,2.8346,0,0,0,0,0,
331.5,1.536,2.8357,0,0,0,0,0,
332,1.5392,2.8363,0,0,0,0,0,
332.5,1.5426,2.8374,0,0,0,0,0,
333,1.5455,2.8387,0,0,0,0,0,
333.5,1.5487,2.8399,0,0,0,0,0,
334,1.5513,2.8411,0,0,0,0,0,
334.5,1.5544,2.8417,0,0,0,0,0,
335,1.5572,2.8413,0,0,0,0,0,
335.5,1.5601,2.8417,0,0,0,0,0,
336,1.5629,2.8435,0,0,0,0,0,
336.5,1.5661,2.8449,0,0,0,0,0,
337,1.5692,2.8455,0,0,0,0,0,
337.5,1.5724,2.8466,0,0,0,0,0,
338,1.576,2.8477,0,0,0,0,0,
338.5,1.579,2.8483,0,0,0,0,0,
339,1.5821,2.8482,0,0,0,0,0,
339.5,1.5849,2.8485,0,0,0,0,0,
340,1.5878,2.8498,0,0,0,0,0,
340.5,1.5905,2.8513,0,0,0,0,0,
341,1.5938,2.8525,0,0,0,0,0,
341.5,1.5967,2.8532,0,0,0,0,0,
342,1.5993,2.8537,0,0,0,0,0,
342.5,1.6024,2.8542,0,0,0,0,0,
343,1.6057,2.855,0,0,0,0,0,
343.5,1.6092,2.8562,0,0,0,0,0,
344,1.6122,2.8574,0,0,0,0,0,
344.5,1.6157,2.8588,0,0,0,0,0,
345,1.6185,2.8599,0,0,0,0,0,
345.5,1.6216,2.8608,0,0,0,0,0,
346,1.6247,2.8609,0,0,0,0,0,
346.5,1.6271,2.8609,0,0,0,0,0,
347,1.6303,2.8608,0,0,0,0,0,
347.5,1.6333,2.8615,0,0,0,0,0,
348,1.636,2.8641,0,0,0,0,0,
348.5,1.6395,2.8671,0,0,0,0,0,
349,1.6428,2.8681,0,0,0,0,0,
349.5,1.6463,2.8688,0,0,0,0,0,
350,1.6493,2.87,0,0,0,0,0,
350.5,1.6525,2.8703,0,0,0,0,0,
351,1.6558,2.8704,0,0,0,0,0,
351.5,1.6589,2.8712,0,0,0,0,0,
352,1.6606,2.8714,0,0,0,0,0,
352.5,1.6644,2.8717,0,0,0,0,0,
353,1.6677,2.8728,0,0,0,0,0,
353.5,1.6704,2.8745,0,0,0,0,0,
354,1.6733,2.8764,0,0,0,0,0,
354.5,1.6766,2.8777,0,0,0,0,0,
355,1.6796,2.8782,0,0,0,0,0,
355.5,1.6832,2.8785,0,0,0,0,0,
356,1.6863,2.8801,0,0,0,0,0,
356.5,1.6897,2.882,0,0,0,0,0,
357,1.6926,2.8833,0,0,0,0,0,
357.5,1.6958,2.8836,0,0,0,0,0,
358,1.6982,2.8837,0,0,0,0,0,
358.5,1.7014,2.8837,0,0,0,0,0,
359,1.7042,2.8846,0,0,0,0,0,
359.5,1.7072,2.8854,0,0,0,0,0,
360,1.7104,2.8861,0,0,0,0,0,
360.5,1.7132,2.886,0,0,0,0,0,
361,1.7165,2.886,0,0,0,0,0,
361.5,1.72,2.8875,0,0,0,0,0,
362,1.7233,2.8902,0,0,0,0,0,
362.5,1.7262,2.8926,0,0,0,0,0,
363,1.7293,2.8932,0,0,0,0,0,
363.5,1.7319,2.8939,0,0,0,0,0,
364,1.7349,2.895,0,0,0,0,0,
364.5,1.7377,2.8952,0,0,0,0,0,
365,1.7403,2.8955,0,0,0,0,0,
365.5,1.7435,2.8967,0,0,0,0,0,
366,1.7468,2.8985,0,0,0,0,0,
366.5,1.75,2.8999,0,0,0,0,0,
367,1.7534,2.9013,0,0,0,0,0,
367.5,1.7567,2.9022,0,0,0,0,0,
368,1.7597,2.9024,0,0,0,0,0,
368.5,1.7628,2.9032,0,0,0,0,0,
369,1.766,2.9051,0,0,0,0,0,
369.5,1.7688,2.906,0,0,0,0,0,
370,1.7719,2.9069,0,0,0,0,0,
370.5,1.7749,2.9067,0,0,0,0,0,
371,1.7775,2.9087,0,0,0,0,0,
371.5,1.7803,2.9105,0,0,0,0,0,
372,1.7835,2.9114,0,0,0,0,0,
372.5,1.7866,2.9103,0,0,0,0,0,
373,1.7901,2.9108,0,0,0,0,0,
373.5,1.7937,2.9122,0,0,0,0,0,
374,1.7969,2.9141,0,0,0,0,0,
374.5,1.7999,2.9145,0,0,0,0,0,
375,1.8028,2.9133,0,0,0,0,0,
375.5,1.8056,2.9125,0,0,0,0,0,
376,1.8084,2.9138,0,0,0,0,0,
376.5,1.8117,2.9159,0,0,0,0,0,
377,1.8143,2.918,0,0,0,0,0,
377.5,1.8173,2.9182,0,0,0,0,0,
378,1.8207,2.9179,0,0,0,0,0,
378.5,1.8238,2.9191,0,0,0,0,0,
379,1.8272,2.921,0,0,0,0,0,
379.5,1.8305,2.9215,0,0,0,0,0,
380,1.8336,2.9222,0,0,0,0,0,
380.5,1.837,2.9224,0,0,0,0,0,
381,1.8396,2.9228,0,0,0,0,0,
381.5,1.8427,2.9243,0,0,0,0,0,
382,1.8456,2.9263,0,0,0,0,0,
382.5,1.8483,2.9261,0,0,0,0,0,
383,1.8515,2.927,0,0,0,0,0,
383.5,1.8545,2.9292,0,0,0,0,0,
384,1.8576,2.9301,0,0,0,0,0,
384.5,1.8605,2.9294,0,0,0,0,0,
385,1.8643,2.9299,0,0,0,0,0,
385.5,1.8673,2.9302,0,0,0,0,0,
386,1.8708,2.9302,0,0,0,0,0,
386.5,1.8734,2.9314,0,0,0,0,0,
387,1.8765,2.9332,0,0,0,0,0,
387.5,1.8793,2.9346,0,0,0,0,0,
388,1.8821,2.9348,0,0,0,0,0,
388.5,1.885,2.9359,0,0,0,0,0,
389,1.8879,2.9366,0,0,0,0,0,
389.5,1.8911,2.938,0,0,0,0,0,
390,1.8947,2.9394,0,0,0,0,0,
390.5,1.8982,2.9402,0,0,0,0,0,
391,1.9013,2.9397,0,0,0,0,0,
391.5,1.9048,2.9398,0,0,0,0,0,
392,1.9079,2.941,0,0,0,0,0,
392.5,1.9106,2.9421,0,0,0,0,0,
393,1.9137,2.943,0,0,0,0,0,
393.5,1.9166,2.9438,0,0,0,0,0,
394,1.9191,2.9445,0,0,0,0,0,
394.5,1.9224,2.9457,0,0,0,0,0,
395,1.9247,2.9466,0,0,0,0,0,
395.5,1.9287,2.9471,0,0,0,0,0,
396,1.9316,2.9466,0,0,0,0,0,
396.5,1.9352,2.9468,0,0,0,0,0,
397,1.9385,2.9474,0,0,0,0,0,
397.5,1.942,2.9489,0,0,0,0,0,
398,1.9449,2.9498,0,0,0,0,0,
398.5,1.9479,2.9502,0,0,0,0,0,
399,1.9507,2.9499,0,0,0,0,0,
399.5,1.9536,2.9506,0,0,0,0,0,
400,1.9567,2.9527,0,0,0,0,0,
400.5,1.9596,2.9548,0,0,0,0,0,
401,1.9631,2.9554,0,0,0,0,0,
401.5,1.9659,2.9549,0,0,0,0,0,
402,1.9691,2.9554,0,0,0,0,0,
402.5,1.9727,2.9553,0,0,0,0,0,
403,1.9758,2.955,0,0,0,0,0,
403.5,1.9793,2.9553,0,0,0,0,0,
404,1.9823,2.9558,0,0,0,0,0,
404.5,1.9857,2.9551,0,0,0,0,0,
405,1.9882,2.9561,0,0,0,0,0,
405.5,1.9912,2.9566,0,0,0,0,0,
406,1.9941,2.9578,0,0,0,0,0,
406.5,1.9966,2.9579,0,0,0,0,0,
407,2.0005,2.9588,0,0,0,0,0,
407.5,2.0037,2.958,0,0,0,0,0,
408,2.0074,2.9585,0,0,0,0,0,
408.5,2.0104,2.9583,0,0,0,0,0,
409,2.014,2.9579,0,0,0,0,0,
409.5,2.0173,2.9601,0,0,0,0,0,
410,2.0204,2.9615,0,0,0,0,0,
