Time[s],Displacement[mm],Force[kN],AxStrain_1,AxStrain_2,Thickness[mm],OuterWidth[mm],InnerWidth[mm]
0,0,-0.039067,0,0,1.4956,20.012,9.9829
0.5,0.000308,-0.0076007,-6.6002e-05,0,0,0,0
1,0.000487,0.024777,0.00025097,0,0,0,0
1.5,9.2e-05,0.0632,0.00024797,0,0,0,0
2,0.000549,0.094751,4.8999e-05,0,0,0,0
2.5,0.000458,0.12289,-3.5001e-05,0,0,0,0
3,0.000338,0.14838,1.5e-05,0,0,0,0
3.5,0.000477,0.17185,0.00012399,0,0,0,0
4,0.000552,0.1942,3e-05,0,0,0,0
4.5,0.000554,0.21561,-0.00011201,0,0,0,0
5,0.000901,0.23861,-0.00021302,0,0,0,0
5.5,0.000813,0.26115,-0.00017402,0,0,0,0
6,0.000934,0.28407,-7e-06,0,0,0,0
6.5,0.000871,0.30457,-0.00022403,0,0,0,0
7,0.001104,0.32507,-8.3003e-05,0,0,0,0
7.5,0.001133,0.34616,-0.00021402,0,0,0,0
8,0.00118,0.36757,-0.00023803,0,0,0,0
8.5,0.001302,0.38945,-7.3003e-05,0,0,0,0
9,0.001458,0.41075,-8.3003e-05,0,0,0,0
9.5,0.001535,0.4324,-0.00010201,0,0,0,0
10,0.001558,0.45347,-0.00016501,0,0,0,0
10.5,0.001552,0.47478,3.7999e-05,0,0,0,0
11,0.001711,0.49689,-3e-05,0,0,0,0
11.5,0.001937,0.51783,-0.00015501,0,0,0,0
12,0.001887,0.53779,0.00010099,0,0,0,0
12.5,0.001961,0.55691,8.0997e-05,0,0,0,0
13,0.00173,0.57867,3.6999e-05,0,0,0,0
13.5,0.001935,0.59987,-7e-06,0,0,0,0
14,0.001832,0.62049,0.00014199,0,0,0,0
14.5,0.001704,0.63938,0.00031395,0,0,0,0
15,0.002141,0.66002,0.00012199,0,0,0,0
15.5,0.001942,0.68019,0.00029396,0,0,0,0
16,0.002041,0.70003,9.7995e-05,0,0,0,0
16.5,0.002064,0.71996,-8.1003e-05,0,0,0,0
17,0.002145,0.74125,-0.00018902,0,0,0,0
17.5,0.002331,0.76235,3.3999e-05,0,0,0,0
18,0.002001,0.78227,-0.00018902,0,0,0,0
18.5,0.002008,0.8022,-0.00010101,0,0,0,0
19,0.002354,0.8242,-0.00013201,0,0,0,0
19.5,0.002661,0.84641,7.0997e-05,0,0,0,0
20,0.002748,0.86509,-0.00021602,0,0,0,0
20.5,0.003001,0.88263,-0.00032105,0,0,0,0
21,0.002898,0.90301,-0.00022002,0,0,0,0
21.5,0.00321,0.92305,-7.8003e-05,0,0,0,0
22,0.003407,0.94129,-0.00030405,0,0,0,0
22.5,0.003536,0.95976,-9.1004e-05,0,0,0,0
23,0.003449,0.98039,7.0997e-05,0,0,0,0
23.5,0.00379,0.99965,0.00010799,0,0,0,0
24,0.003729,1.0179,0.00022298,0,0,0,0
24.5,0.003703,1.0355,0.00023697,0,0,0,0
25,0.003805,1.0545,0.00012499,0,0,0,0
25.5,0.00357,1.0727,0.00018298,0,0,0,0
26,0.003671,1.0915,0.00022298,0,0,0,0
26.5,0.003724,1.1118,0.00018898,0,0,0,0
27,0.003794,1.1321,-3e-05,0,0,0,0
27.5,0.003779,1.1517,0.00011799,0,0,0,0
28,0.003977,1.1689,1.7e-05,0,0,0,0
28.5,0.003922,1.1868,-4.7001e-05,0,0,0,0
29,0.004116,1.2038,1.7e-05,0,0,0,0
29.5,0.004119,1.2213,0.00010499,0,0,0,0
30,0.004521,1.2391,9.4995e-05,0,0,0,0
