s11,s22,s33,s12,s13,s23,Rval,Type
0.22074154487384673,-0.06582190174610385,-0.06382826377133605,0.06426892549690626,-0.3375620512766625,-0.42931466280847497,0.0,v
-0.12074396555912048,0.14989142049305504,-0.16898468741119224,0.4318025791371214,0.33914094884443036,0.0037231395169529287,0.0,v
0.5427479475667717,0.20780601373989793,0.06106089684010328,-0.454666475410628,0.25732549632113555,0.05715283925103115,0.0,v
0.14094841785813988,0.10059040096375994,-0.23504525800551718,0.10928052610291325,-0.48871908817170917,-0.197203894641476,0.0,v
0.1748554419832306,0.0819132116774731,0.2406902554728524,-0.10276175071931341,-0.38880937230269597,-0.4130339856222849,0.0,v
0.2154656387567302,-0.12868620079114063,0.15063791615963218,0.04804953439050183,-0.5080453126178084,-0.20000153557871306,0.0,v
-0.4917663306354987,-0.4414143851460993,0.23207094714990012,0.3711506041549867,0.08272657540415132,0.15888233234089344,0.0,v
-0.10783985988996038,-0.048718156259128835,0.07535033274411244,-0.1393039022316528,0.5502084372882184,0.08269334532078504,0.0,v
0.5761702414207315,0.5370239252074864,0.7170814679544942,-0.20792255079114158,0.4328226982438834,-0.31297394365874026,0.0,v
-0.0962976983624308,-0.15854992952737584,0.18620899826490495,-0.2051267669269628,0.03921348553241586,-0.4994804078342877,0.0,v
0.21147578639941061,0.2109169513293207,-0.08670629648594042,-0.37115661059628474,-0.09459001318658061,0.4017675815874283,0.0,v
-0.14513531426482038,-0.5315255630426804,0.4750704866154072,-0.18275833438458747,-0.033601416200960174,-0.18968547262850255,0.0,v
-0.2096216310988429,-0.09884210395113358,0.34622555017063666,-0.22201983137142817,-0.26984238103648134,0.35787599707023476,0.0,v
0.6671692914817082,-0.028717866846803053,-0.240800526063308,0.16970472046067253,-0.0607253560979555,-0.26300762007404077,0.0,v
-0.18924299689042265,0.07002358919588302,0.30525207008998756,-0.32194504397103196,0.37235668434698405,0.16712435349107674,0.0,v
0.31344004280259036,-0.26645164154785594,-0.3307402026358266,0.3094150707377463,-0.08174359827766284,-0.323915911493746,0.0,v
