Time[s],Displacement[mm],Force[kN],EngStrain_longi,EngStress[MPa],TrueStrain,TrueStress[MPa],TrueStrainRate[1/s],PlasticStrain_longi,PlasticStress[MPa],PlasticStrain_thick,PlasticStrain_width,R-Value,Thickness[mm],Width[mm], Young's Modulus [MPa]
0.00000000,0.00000000,-0.01420000,0.00000000,-0.94532863,0.00000000,-0.94532863,0.00000000,0.00058703,422.48009980,0.00036330,-0.00095033,0.89757091,1.50690000,9.96830000,219061.37491192
0.50000000,0.00114000,0.15170000,-0.00000122,10.09903897,-0.00000122,10.09902663,-0.00000244,0.00079719,427.05109240,0.00011078,-0.00090797,0.00000000,0.00000000,0.00000000,0.00000000
1.00000000,0.00168500,0.28810000,0.00008089,19.17951963,0.00008089,19.18107104,0.00016422,0.00080249,431.42855280,0.00010912,-0.00091162,0.00000000,0.00000000,0.00000000,0.00000000
1.50000000,0.00232700,0.42440000,0.00006122,28.25334304,0.00006122,28.25507278,-0.00003933,0.00072381,435.34142005,0.00020548,-0.00092929,0.00000000,0.00000000,0.00000000,0.00000000
2.00000000,0.00343700,0.53050000,0.00007100,35.31667880,0.00007100,35.31918629,0.00001955,0.00091058,439.37067711,0.00010688,-0.00101746,0.00000000,0.00000000,0.00000000,0.00000000
2.50000000,0.00364000,0.65810000,0.00013856,43.81132200,0.00013855,43.81739230,0.00013510,0.00108486,442.92084885,0.00006988,-0.00115474,0.00000000,0.00000000,0.00000000,0.00000000
3.00000000,0.00415100,0.76260000,0.00010211,50.76814186,0.00010211,50.77332585,-0.00007288,0.00108497,447.61924861,0.00015579,-0.00124075,0.00000000,0.00000000,0.00000000,0.00000000
3.50000000,0.00511800,0.86620000,0.00010778,57.66504652,0.00010777,57.67126153,0.00001133,0.00113091,451.32121884,0.00015376,-0.00128467,0.00000000,0.00000000,0.00000000,0.00000000
4.00000000,0.00606800,0.99540000,0.00014756,66.26620562,0.00014754,66.27598357,0.00007955,0.00127482,455.65747018,0.00002169,-0.00129651,0.00000000,0.00000000,0.00000000,0.00000000
4.50000000,0.00594300,1.09030000,0.00019456,72.58393007,0.00019454,72.59805167,0.00009398,0.00141875,459.19163789,-0.00017750,-0.00124126,0.00000000,0.00000000,0.00000000,0.00000000
5.00000000,0.00702800,1.21230000,0.00020844,80.70576760,0.00020842,80.72259027,0.00002777,0.00148042,463.49237206,-0.00021358,-0.00126684,0.00000000,0.00000000,0.00000000,0.00000000
