Time[s],Displacement[mm],Force[kN],AxStrain_1,AxStrain_2,Thickness[mm],OuterWidth[mm],InnerWidth[mm]
0,0,-0.047864,0,0,1.5007,19.95,10.075
0.5,0.000308,-0.021202,-0.00020302,0,0,0,0
1,0.000506,0.0068672,-0.00010401,0,0,0,0
1.5,0.00074,0.045258,-0.00015001,0,0,0,0
2,0.00091,0.079322,-7.6003e-05,0,0,0,0
2.5,0.001022,0.10871,-0.00011901,0,0,0,0
3,0.001154,0.13527,-0.00025803,0,0,0,0
3.5,0.001,0.16104,-9.7005e-05,0,0,0,0
4,0.001278,0.18474,-2.3e-05,0,0,0,0
4.5,0.001309,0.2075,-0.00010501,0,0,0,0
5,0.00148,0.23131,-0.00018002,0,0,0,0
5.5,0.001459,0.25468,-0.00015301,0,0,0,0
6,0.001591,0.27541,-0.00012501,0,0,0,0
6.5,0.001762,0.29603,-0.00016901,0,0,0,0
7,0.001876,0.317,-0.00014601,0,0,0,0
7.5,0.00188,0.33933,-0.00011201,0,0,0,0
8,0.001986,0.36165,-7.7003e-05,0,0,0,0
8.5,0.001804,0.38537,3.1e-05,0,0,0,0
9,0.001887,0.40758,0.00016099,0,0,0,0
9.5,0.002311,0.42832,1.9e-05,0,0,0,0
10,0.002502,0.44849,3.1e-05,0,0,0,0
10.5,0.002335,0.46887,0.00018898,0,0,0,0
11,0.002659,0.48834,-4.1001e-05,0,0,0,0
11.5,0.002611,0.50714,0.00011499,0,0,0,0
12,0.002754,0.52856,3.8999e-05,0,0,0,0
12.5,0.003139,0.54985,0.00026996,0,0,0,0
13,0.00318,0.57175,0.00012999,0,0,0,0
13.5,0.003136,0.59144,0.00029196,0,0,0,0
14,0.003387,0.61023,0.00022797,0,0,0,0
14.5,0.003407,0.628,0.00022997,0,0,0,0
15,0.00339,0.64819,6.0998e-05,0,0,0,0
15.5,0.00358,0.66836,7.7997e-05,0,0,0,0
16,0.003522,0.68691,0.00029396,0,0,0,0
16.5,0.003617,0.70582,0.00010099,0,0,0,0
17,0.003381,0.7261,3.3999e-05,0,0,0,0
17.5,0.003479,0.74683,6.7998e-05,0,0,0,0
18,0.003597,0.76767,4.3999e-05,0,0,0,0
18.5,0.003391,0.78956,8.7996e-05,0,0,0,0
19,0.003452,0.81097,-1.3e-05,0,0,0,0
19.5,0.003546,0.83044,0.00017598,0,0,0,0
20,0.003651,0.85005,9.0996e-05,0,0,0,0
20.5,0.003719,0.87077,0.00017598,0,0,0,0
21,0.00377,0.89207,7e-06,0,0,0,0
21.5,0.003807,0.91156,8.7996e-05,0,0,0,0
22,0.004057,0.9306,0.00017898,0,0,0,0
22.5,0.00403,0.95054,-5.4001e-05,0,0,0,0
23,0.00424,0.97173,6.7998e-05,0,0,0,0
23.5,0.004416,0.99211,7.7997e-05,0,0,0,0
24,0.00449,1.0116,9.0996e-05,0,0,0,0
24.5,0.004795,1.0303,0.00010099,0,0,0,0
25,0.005021,1.0482,0.00012199,0,0,0,0
25.5,0.005302,1.0687,4.3999e-05,0,0,0,0
26,0.006066,1.09,0.00017598,0,0,0,0
26.5,0.006157,1.1103,0.00015599,0,0,0,0
27,0.006184,1.1295,8.4996e-05,0,0,0,0
27.5,0.006083,1.1501,6.3998e-05,0,0,0,0
28,0.006391,1.1695,-1e-05,0,0,0,0
28.5,0.006327,1.1867,-3e-05,0,0,0,0
29,0.00628,1.2053,4.6999e-05,0,0,0,0
29.5,0.005959,1.2235,-1.7e-05,0,0,0,0
30,0.006155,1.2429,-5.4001e-05,0,0,0,0
30.5,0.005888,1.2598,-5.4001e-05,0,0,0,0
31,0.006209,1.2776,-0.00010101,0,0,0,0
31.5,0.005993,1.2957,1.7e-05,0,0,0,0
32,0.006182,1.3155,-7.4003e-05,0,0,0,0
32.5,0.006081,1.334,4.0999e-05,0,0,0,0
33,0.00625,1.3536,-0.00017201,0,0,0,0
33.5,0.006226,1.3716,3.3999e-05,0,0,0,0
34,0.006237,1.3877,3e-06,0,0,0,0
34.5,0.006517,1.4035,0.00012499,0,0,0,0
35,0.006585,1.4217,0.00015599,0,0,0,0
35.5,0.007082,1.4393,0.00014499,0,0,0,0
36,0.007089,1.4567,0.00023697,0,0,0,0
36.5,0.007187,1.4745,0.00024997,0,0,0,0
37,0.007603,1.4921,0.00018298,0,0,0,0
37.5,0.007833,1.5077,0.0004529,0,0,0,0
38,0.008188,1.5238,0.00055085,0,0,0,0
