Time[s],Displacement longi[mm],Force[kN],N/A,N/A,N/A,Thickness[mm],OuterWidth[mm],N/A
48.5,0.088364,1.2751,0,0,0,0,0,
49,0.089597,1.2828,0,0,0,0,0,
49.5,0.090474,1.2899,0,0,0,0,0,
50,0.09141,1.298,0,0,0,0,0,
50.5,0.091964,1.3083,0,0,0,0,0,
51,0.093387,1.3184,0,0,0,0,0,
51.5,0.094672,1.3271,0,0,0,0,0,
52,0.095838,1.3354,0,0,0,0,0,
52.5,0.097259,1.3442,0,0,0,0,0,
53,0.098699,1.3525,0,0,0,0,0,
53.5,0.099716,1.3601,0,0,0,0,0,
54,0.10096,1.3681,0,0,0,0,0,
54.5,0.10235,1.3771,0,0,0,0,0,
55,0.10366,1.3854,0,0,0,0,0,
55.5,0.10502,1.3943,0,0,0,0,0,
56,0.10573,1.4028,0,0,0,0,0,
56.5,0.10673,1.4103,0,0,0,0,0,
57,0.10787,1.4164,0,0,0,0,0,
57.5,0.10909,1.4244,0,0,0,0,0,
58,0.11038,1.4331,0,0,0,0,0,
58.5,0.11118,1.4426,0,0,0,0,0,
59,0.11285,1.4516,0,0,0,0,0,
59.5,0.11398,1.4593,0,0,0,0,0,
60,0.11542,1.466,0,0,0,0,0,
60.5,0.11683,1.4741,0,0,0,0,0,
61,0.11797,1.4824,0,0,0,0,0,
61.5,0.11919,1.49,0,0,0,0,0,
62,0.12065,1.4967,0,0,0,0,0,
62.5,0.1218,1.5042,0,0,0,0,0,
63,0.12297,1.513,0,0,0,0,0,
63.5,0.12382,1.521,0,0,0,0,0,
64,0.12502,1.5264,0,0,0,0,0,
64.5,0.12646,1.5326,0,0,0,0,0,
65,0.12769,1.5418,0,0,0,0,0,
65.5,0.12878,1.5507,0,0,0,0,0,
66,0.13012,1.5575,0,0,0,0,0,
66.5,0.13145,1.564,0,0,0,0,0,
67,0.1331,1.5714,0,0,0,0,0,
67.5,0.13456,1.5792,0,0,0,0,0,
68,0.13604,1.5869,0,0,0,0,0,
68.5,0.13772,1.5936,0,0,0,0,0,
69,0.13948,1.5993,0,0,0,0,0,
69.5,0.14076,1.6052,0,0,0,0,0,
70,0.14221,1.6128,0,0,0,0,0,
70.5,0.14377,1.6204,0,0,0,0,0,
71,0.1452,1.6271,0,0,0,0,0,
71.5,0.14661,1.6339,0,0,0,0,0,
72,0.1477,1.6408,0,0,0,0,0,
72.5,0.14948,1.6469,0,0,0,0,0,
73,0.15069,1.6521,0,0,0,0,0,
73.5,0.15203,1.6582,0,0,0,0,0,
74,0.15343,1.6644,0,0,0,0,0,
74.5,0.1553,1.6721,0,0,0,0,0,
75,0.15675,1.6797,0,0,0,0,0,
75.5,0.15855,1.6865,0,0,0,0,0,
76,0.16019,1.6923,0,0,0,0,0,
76.5,0.16229,1.6994,0,0,0,0,0,
77,0.16405,1.7061,0,0,0,0,0,
77.5,0.16512,1.7118,0,0,0,0,0,
78,0.16693,1.7176,0,0,0,0,0,
78.5,0.16815,1.7243,0,0,0,0,0,
79,0.16948,1.732,0,0,0,0,0,
79.5,0.17108,1.738,0,0,0,0,0,
80,0.1725,1.7424,0,0,0,0,0,
80.5,0.17412,1.7471,0,0,0,0,0,
81,0.17542,1.754,0,0,0,0,0,
81.5,0.17674,1.7597,0,0,0,0,0,
82,0.17863,1.7637,0,0,0,0,0,
82.5,0.18058,1.7679,0,0,0,0,0,
83,0.18196,1.7733,0,0,0,0,0,
83.5,0.18416,1.7804,0,0,0,0,0,
84,0.18599,1.7867,0,0,0,0,0,
84.5,0.18773,1.7932,0,0,0,0,0,
85,0.18949,1.7991,0,0,0,0,0,
85.5,0.19122,1.8051,0,0,0,0,0,
86,0.19314,1.8096,0,0,0,0,0,
86.5,0.19436,1.8151,0,0,0,0,0,
87,0.19599,1.8223,0,0,0,0,0,
87.5,0.19746,1.8287,0,0,0,0,0,
88,0.1994,1.8334,0,0,0,0,0,
88.5,0.20132,1.8371,0,0,0,0,0,
89,0.20313,1.8431,0,0,0,0,0,
89.5,0.20503,1.8488,0,0,0,0,0,
90,0.20722,1.855,0,0,0,0,0,
90.5,0.20929,1.8605,0,0,0,0,0,
91,0.21106,1.8653,0,0,0,0,0,
91.5,0.21306,1.8702,0,0,0,0,0,
92,0.21497,1.8757,0,0,0,0,0,
92.5,0.2167,1.8814,0,0,0,0,0,
93,0.21888,1.8868,0,0,0,0,0,
93.5,0.22022,1.892,0,0,0,0,0,
94,0.2217,1.8961,0,0,0,0,0,
94.5,0.22387,1.9008,0,0,0,0,0,
95,0.22555,1.9056,0,0,0,0,0,
95.5,0.22741,1.909,0,0,0,0,0,
96,0.22905,1.9135,0,0,0,0,0,
96.5,0.23154,1.9197,0,0,0,0,0,
97,0.23378,1.9251,0,0,0,0,0,
97.5,0.23535,1.9296,0,0,0,0,0,
98,0.23736,1.9354,0,0,0,0,0,
98.5,0.23964,1.9409,0,0,0,0,0,
99,0.2413,1.9451,0,0,0,0,0,
99.5,0.24309,1.949,0,0,0,0,0,
100,0.24543,1.9532,0,0,0,0,0,
100.5,0.247,1.9577,0,0,0,0,0,
101,0.24876,1.963,0,0,0,0,0,
101.5,0.25113,1.968,0,0,0,0,0,
102,0.25225,1.972,0,0,0,0,0,
102.5,0.25441,1.9764,0,0,0,0,0,
103,0.25632,1.9806,0,0,0,0,0,
103.5,0.25855,1.9854,0,0,0,0,0,
104,0.26039,1.9893,0,0,0,0,0,
104.5,0.26264,1.9935,0,0,0,0,0,
105,0.26474,1.9974,0,0,0,0,0,
105.5,0.26673,2.0021,0,0,0,0,0,
106,0.26877,2.0067,0,0,0,0,0,
106.5,0.27063,2.0113,0,0,0,0,0,
107,0.27307,2.0161,0,0,0,0,0,
107.5,0.27437,2.0203,0,0,0,0,0,
108,0.27649,2.0244,0,0,0,0,0,
108.5,0.27837,2.0284,0,0,0,0,0,
109,0.28058,2.0322,0,0,0,0,0,
109.5,0.28267,2.0364,0,0,0,0,0,
110,0.28503,2.041,0,0,0,0,0,
110.5,0.28752,2.0452,0,0,0,0,0,
111,0.28953,2.0488,0,0,0,0,0,
111.5,0.29193,2.0529,0,0,0,0,0,
112,0.29414,2.0577,0,0,0,0,0,
112.5,0.29634,2.0617,0,0,0,0,0,
113,0.29848,2.0655,0,0,0,0,0,
113.5,0.30075,2.0691,0,0,0,0,0,
114,0.30269,2.073,0,0,0,0,0,
114.5,0.3047,2.0766,0,0,0,0,0,
115,0.30669,2.0791,0,0,0,0,0,
115.5,0.30888,2.0823,0,0,0,0,0,
116,0.31103,2.0866,0,0,0,0,0,
116.5,0.31353,2.0914,0,0,0,0,0,
117,0.31568,2.0956,0,0,0,0,0,
117.5,0.31797,2.0998,0,0,0,0,0,
118,0.3206,2.104,0,0,0,0,0,
118.5,0.32312,2.1073,0,0,0,0,0,
119,0.32541,2.1102,0,0,0,0,0,
119.5,0.32767,2.1141,0,0,0,0,0,
120,0.32927,2.1184,0,0,0,0,0,
120.5,0.33142,2.1214,0,0,0,0,0,
121,0.3338,2.1228,0,0,0,0,0,
121.5,0.33555,2.1257,0,0,0,0,0,
122,0.33707,2.1304,0,0,0,0,0,
122.5,0.34033,2.1352,0,0,0,0,0,
123,0.34266,2.1387,0,0,0,0,0,
123.5,0.34508,2.1396,0,0,0,0,0,
124,0.34756,2.1414,0,0,0,0,0,
124.5,0.35006,2.1457,0,0,0,0,0,
125,0.35229,2.1517,0,0,0,0,0,
125.5,0.35469,2.156,0,0,0,0,0,
126,0.35717,2.1602,0,0,0,0,0,
126.5,0.35908,2.1632,0,0,0,0,0,
127,0.36116,2.1664,0,0,0,0,0,
127.5,0.36343,2.1694,0,0,0,0,0,
128,0.36573,2.1728,0,0,0,0,0,
128.5,0.36779,2.1752,0,0,0,0,0,
129,0.36974,2.1779,0,0,0,0,0,
129.5,0.37219,2.182,0,0,0,0,0,
130,0.37439,2.186,0,0,0,0,0,
130.5,0.37685,2.1915,0,0,0,0,0,
131,0.37916,2.1952,0,0,0,0,0,
131.5,0.38154,2.198,0,0,0,0,0,
132,0.38433,2.199,0,0,0,0,0,
132.5,0.38666,2.2015,0,0,0,0,0,
133,0.3882,2.2041,0,0,0,0,0,
133.5,0.39078,2.207,0,0,0,0,0,
134,0.39326,2.2103,0,0,0,0,0,
134.5,0.39546,2.213,0,0,0,0,0,
135,0.39742,2.2159,0,0,0,0,0,
135.5,0.39976,2.2192,0,0,0,0,0,
136,0.40216,2.2219,0,0,0,0,0,
136.5,0.40459,2.224,0,0,0,0,0,
137,0.40707,2.2265,0,0,0,0,0,
137.5,0.40971,2.2298,0,0,0,0,0,
138,0.41209,2.2344,0,0,0,0,0,
138.5,0.41464,2.2385,0,0,0,0,0,
139,0.41713,2.2417,0,0,0,0,0,
139.5,0.41946,2.2442,0,0,0,0,0,
140,0.4218,2.2462,0,0,0,0,0,
140.5,0.424,2.2467,0,0,0,0,0,
141,0.42621,2.248,0,0,0,0,0,
141.5,0.42855,2.2503,0,0,0,0,0,
142,0.43063,2.2538,0,0,0,0,0,
142.5,0.43246,2.2572,0,0,0,0,0,
143,0.43523,2.2591,0,0,0,0,0,
143.5,0.43855,2.2603,0,0,0,0,0,
144,0.44093,2.2642,0,0,0,0,0,
144.5,0.44368,2.2692,0,0,0,0,0,
145,0.44599,2.2729,0,0,0,0,0,
145.5,0.44889,2.2755,0,0,0,0,0,
146,0.45119,2.2778,0,0,0,0,0,
146.5,0.45366,2.2796,0,0,0,0,0,
147,0.45577,2.2826,0,0,0,0,0,
147.5,0.45803,2.2862,0,0,0,0,0,
148,0.46019,2.2889,0,0,0,0,0,
148.5,0.46315,2.2905,0,0,0,0,0,
149,0.46626,2.293,0,0,0,0,0,
149.5,0.46823,2.2967,0,0,0,0,0,
150,0.471,2.2998,0,0,0,0,0,
150.5,0.47388,2.3023,0,0,0,0,0,
151,0.47619,2.3055,0,0,0,0,0,
151.5,0.47941,2.3083,0,0,0,0,0,
152,0.48192,2.3109,0,0,0,0,0,
152.5,0.48391,2.315,0,0,0,0,0,
153,0.48638,2.3183,0,0,0,0,0,
153.5,0.48904,2.319,0,0,0,0,0,
154,0.49116,2.3194,0,0,0,0,0,
154.5,0.49383,2.3211,0,0,0,0,0,
155,0.49586,2.3238,0,0,0,0,0,
155.5,0.49873,2.3271,0,0,0,0,0,
156,0.50128,2.3299,0,0,0,0,0,
156.5,0.50428,2.3307,0,0,0,0,0,
157,0.50678,2.3329,0,0,0,0,0,
157.5,0.50977,2.3363,0,0,0,0,0,
158,0.5123,2.3401,0,0,0,0,0,
158.5,0.51509,2.3421,0,0,0,0,0,
159,0.51737,2.3443,0,0,0,0,0,
159.5,0.51985,2.3462,0,0,0,0,0,
160,0.52169,2.349,0,0,0,0,0,
160.5,0.52463,2.3525,0,0,0,0,0,
161,0.52729,2.3546,0,0,0,0,0,
161.5,0.52967,2.3558,0,0,0,0,0,
162,0.53222,2.3578,0,0,0,0,0,
162.5,0.53512,2.3604,0,0,0,0,0,
163,0.5376,2.3618,0,0,0,0,0,
163.5,0.54072,2.3637,0,0,0,0,0,
164,0.5431,2.3663,0,0,0,0,0,
164.5,0.546,2.3698,0,0,0,0,0,
165,0.54826,2.3726,0,0,0,0,0,
165.5,0.55122,2.3747,0,0,0,0,0,
166,0.55378,2.3758,0,0,0,0,0,
166.5,0.55612,2.3777,0,0,0,0,0,
167,0.55769,2.3793,0,0,0,0,0,
167.5,0.56106,2.3812,0,0,0,0,0,
168,0.56327,2.3831,0,0,0,0,0,
168.5,0.56624,2.3844,0,0,0,0,0,
169,0.56847,2.3863,0,0,0,0,0,
169.5,0.57183,2.3891,0,0,0,0,0,
170,0.5744,2.3928,0,0,0,0,0,
170.5,0.57745,2.3949,0,0,0,0,0,
171,0.57984,2.3969,0,0,0,0,0,
171.5,0.58263,2.3989,0,0,0,0,0,
172,0.58476,2.4011,0,0,0,0,0,
172.5,0.58732,2.4041,0,0,0,0,0,
173,0.58986,2.4068,0,0,0,0,0,
173.5,0.59251,2.4079,0,0,0,0,0,
174,0.59472,2.4091,0,0,0,0,0,
174.5,0.59767,2.4117,0,0,0,0,0,
175,0.60026,2.4128,0,0,0,0,0,
175.5,0.60313,2.4135,0,0,0,0,0,
176,0.60588,2.4167,0,0,0,0,0,
176.5,0.60862,2.4203,0,0,0,0,0,
177,0.61155,2.4229,0,0,0,0,0,
177.5,0.6143,2.4252,0,0,0,0,0,
178,0.61665,2.4277,0,0,0,0,0,
178.5,0.61929,2.4288,0,0,0,0,0,
179,0.62151,2.4307,0,0,0,0,0,
179.5,0.62402,2.4325,0,0,0,0,0,
180,0.62679,2.4338,0,0,0,0,0,
180.5,0.62913,2.4346,0,0,0,0,0,
181,0.63203,2.4363,0,0,0,0,0,
181.5,0.63498,2.439,0,0,0,0,0,
182,0.63791,2.4419,0,0,0,0,0,
182.5,0.64035,2.4435,0,0,0,0,0,
183,0.64346,2.4433,0,0,0,0,0,
183.5,0.64598,2.4442,0,0,0,0,0,
184,0.64876,2.4478,0,0,0,0,0,
184.5,0.6516,2.4518,0,0,0,0,0,
185,0.65382,2.4545,0,0,0,0,0,
185.5,0.6564,2.4555,0,0,0,0,0,
186,0.6588,2.4567,0,0,0,0,0,
186.5,0.66172,2.4574,0,0,0,0,0,
187,0.6638,2.4602,0,0,0,0,0,
187.5,0.66683,2.463,0,0,0,0,0,
188,0.66985,2.4653,0,0,0,0,0,
188.5,0.67278,2.4658,0,0,0,0,0,
189,0.67562,2.4663,0,0,0,0,0,
189.5,0.67836,2.4676,0,0,0,0,0,
190,0.68114,2.4698,0,0,0,0,0,
190.5,0.68354,2.4723,0,0,0,0,0,
191,0.68617,2.4739,0,0,0,0,0,
191.5,0.68854,2.4755,0,0,0,0,0,
192,0.69149,2.4782,0,0,0,0,0,
192.5,0.69383,2.4806,0,0,0,0,0,
193,0.69683,2.4816,0,0,0,0,0,
193.5,0.69966,2.4822,0,0,0,0,0,
194,0.70236,2.4853,0,0,0,0,0,
194.5,0.7053,2.4885,0,0,0,0,0,
195,0.70831,2.4901,0,0,0,0,0,
195.5,0.71114,2.4909,0,0,0,0,0,
196,0.71401,2.4921,0,0,0,0,0,
196.5,0.71676,2.4929,0,0,0,0,0,
197,0.71922,2.494,0,0,0,0,0,
197.5,0.72176,2.4963,0,0,0,0,0,
198,0.72463,2.4988,0,0,0,0,0,
198.5,0.72697,2.501,0,0,0,0,0,
199,0.72987,2.5025,0,0,0,0,0,
199.5,0.73276,2.5039,0,0,0,0,0,
200,0.7354,2.505,0,0,0,0,0,
200.5,0.73847,2.5066,0,0,0,0,0,
201,0.74124,2.5077,0,0,0,0,0,
201.5,0.74454,2.51,0,0,0,0,0,
202,0.74706,2.513,0,0,0,0,0,
202.5,0.74962,2.5156,0,0,0,0,0,
203,0.75274,2.5165,0,0,0,0,0,
203.5,0.75524,2.5175,0,0,0,0,0,
204,0.75762,2.5195,0,0,0,0,0,
204.5,0.76066,2.522,0,0,0,0,0,
205,0.76311,2.5241,0,0,0,0,0,
205.5,0.76597,2.5242,0,0,0,0,0,
206,0.76882,2.5249,0,0,0,0,0,
206.5,0.77145,2.5274,0,0,0,0,0,
207,0.77472,2.5306,0,0,0,0,0,
207.5,0.7779,2.5321,0,0,0,0,0,
208,0.78084,2.5327,0,0,0,0,0,
208.5,0.78334,2.5337,0,0,0,0,0,
209,0.78617,2.5354,0,0,0,0,0,
209.5,0.78863,2.5364,0,0,0,0,0,
210,0.79141,2.5371,0,0,0,0,0,
210.5,0.79395,2.5385,0,0,0,0,0,
211,0.7966,2.5394,0,0,0,0,0,
211.5,0.79963,2.5401,0,0,0,0,0,
212,0.80181,2.541,0,0,0,0,0,
212.5,0.80489,2.544,0,0,0,0,0,
213,0.80832,2.5465,0,0,0,0,0,
213.5,0.8112,2.5494,0,0,0,0,0,
214,0.81447,2.5502,0,0,0,0,0,
214.5,0.81693,2.5504,0,0,0,0,0,
215,0.81982,2.5512,0,0,0,0,0,
215.5,0.82257,2.5539,0,0,0,0,0,
216,0.82526,2.5575,0,0,0,0,0,
216.5,0.82814,2.5604,0,0,0,0,0,
217,0.8308,2.5614,0,0,0,0,0,
217.5,0.83342,2.5619,0,0,0,0,0,
218,0.83582,2.5641,0,0,0,0,0,
218.5,0.83895,2.566,0,0,0,0,0,
219,0.84206,2.5664,0,0,0,0,0,
219.5,0.84541,2.5659,0,0,0,0,0,
220,0.84838,2.5664,0,0,0,0,0,
220.5,0.85108,2.5683,0,0,0,0,0,
221,0.85416,2.572,0,0,0,0,0,
221.5,0.85692,2.5739,0,0,0,0,0,
222,0.85924,2.5746,0,0,0,0,0,
222.5,0.86201,2.5762,0,0,0,0,0,
223,0.86484,2.5791,0,0,0,0,0,
223.5,0.86753,2.5801,0,0,0,0,0,
224,0.87049,2.5808,0,0,0,0,0,
224.5,0.87353,2.5825,0,0,0,0,0,
225,0.8764,2.5837,0,0,0,0,0,
225.5,0.8793,2.5838,0,0,0,0,0,
226,0.88238,2.5841,0,0,0,0,0,
226.5,0.88548,2.5853,0,0,0,0,0,
227,0.88834,2.5866,0,0,0,0,0,
227.5,0.89088,2.5888,0,0,0,0,0,
228,0.89396,2.5912,0,0,0,0,0,
228.5,0.89659,2.5925,0,0,0,0,0,
229,0.89939,2.5929,0,0,0,0,0,
229.5,0.90221,2.594,0,0,0,0,0,
230,0.90495,2.5947,0,0,0,0,0,
230.5,0.90816,2.595,0,0,0,0,0,
231,0.91092,2.5965,0,0,0,0,0,
231.5,0.91402,2.5999,0,0,0,0,0,
232,0.91703,2.6017,0,0,0,0,0,
232.5,0.9203,2.6033,0,0,0,0,0,
233,0.923,2.6045,0,0,0,0,0,
233.5,0.92629,2.6058,0,0,0,0,0,
234,0.92871,2.6073,0,0,0,0,0,
234.5,0.93116,2.6094,0,0,0,0,0,
235,0.93398,2.6108,0,0,0,0,0,
235.5,0.93657,2.6126,0,0,0,0,0,
236,0.93936,2.6132,0,0,0,0,0,
236.5,0.94248,2.6133,0,0,0,0,0,
237,0.94534,2.6144,0,0,0,0,0,
237.5,0.94852,2.6166,0,0,0,0,0,
238,0.95155,2.6167,0,0,0,0,0,
238.5,0.95449,2.6177,0,0,0,0,0,
239,0.95734,2.619,0,0,0,0,0,
239.5,0.96048,2.6194,0,0,0,0,0,
240,0.96302,2.6198,0,0,0,0,0,
240.5,0.96592,2.6216,0,0,0,0,0,
241,0.96869,2.6229,0,0,0,0,0,
241.5,0.97148,2.6238,0,0,0,0,0,
242,0.97403,2.6248,0,0,0,0,0,
242.5,0.97695,2.6266,0,0,0,0,0,
243,0.97969,2.6287,0,0,0,0,0,
243.5,0.98313,2.6301,0,0,0,0,0,
244,0.98615,2.6305,0,0,0,0,0,
244.5,0.98911,2.6325,0,0,0,0,0,
245,0.99191,2.6345,0,0,0,0,0,
245.5,0.99521,2.6356,0,0,0,0,0,
246,0.99768,2.6357,0,0,0,0,0,
246.5,1.0003,2.6367,0,0,0,0,0,
247,1.0028,2.6373,0,0,0,0,0,
247.5,1.0057,2.6399,0,0,0,0,0,
248,1.0086,2.642,0,0,0,0,0,
248.5,1.0109,2.6428,0,0,0,0,0,
249,1.0141,2.6424,0,0,0,0,0,
249.5,1.0172,2.6438,0,0,0,0,0,
250,1.0206,2.6449,0,0,0,0,0,
250.5,1.0233,2.6459,0,0,0,0,0,
251,1.0264,2.647,0,0,0,0,0,
251.5,1.0292,2.6488,0,0,0,0,0,
252,1.0317,2.6505,0,0,0,0,0,
252.5,1.0347,2.6518,0,0,0,0,0,
253,1.037,2.6524,0,0,0,0,0,
253.5,1.04,2.6531,0,0,0,0,0,
254,1.0429,2.6553,0,0,0,0,0,
254.5,1.0458,2.6577,0,0,0,0,0,
255,1.0484,2.6589,0,0,0,0,0,
255.5,1.0516,2.6594,0,0,0,0,0,
256,1.0549,2.66,0,0,0,0,0,
256.5,1.0578,2.6603,0,0,0,0,0,
257,1.0605,2.6616,0,0,0,0,0,
257.5,1.0637,2.6631,0,0,0,0,0,
258,1.0665,2.6647,0,0,0,0,0,
258.5,1.0694,2.6668,0,0,0,0,0,
259,1.0725,2.6682,0,0,0,0,0,
259.5,1.0751,2.6692,0,0,0,0,0,
260,1.0777,2.6716,0,0,0,0,0,
260.5,1.0805,2.6722,0,0,0,0,0,
261,1.0833,2.6716,0,0,0,0,0,
261.5,1.0864,2.6727,0,0,0,0,0,
262,1.0895,2.6789,0,0,0,0,0,
262.5,1.0928,2.6823,0,0,0,0,0,
263,1.0957,2.6827,0,0,0,0,0,
263.5,1.0988,2.682,0,0,0,0,0,
264,1.1014,2.683,0,0,0,0,0,
264.5,1.1039,2.6829,0,0,0,0,0,
265,1.1069,2.6831,0,0,0,0,0,
265.5,1.1096,2.6848,0,0,0,0,0,
266,1.1125,2.6861,0,0,0,0,0,
266.5,1.1153,2.6867,0,0,0,0,0,
267,1.1182,2.6858,0,0,0,0,0,
267.5,1.1215,2.6863,0,0,0,0,0,
268,1.1243,2.6884,0,0,0,0,0,
268.5,1.1273,2.6919,0,0,0,0,0,
269,1.1302,2.6931,0,0,0,0,0,
269.5,1.1334,2.6929,0,0,0,0,0,
270,1.1363,2.6931,0,0,0,0,0,
270.5,1.1393,2.6943,0,0,0,0,0,
271,1.142,2.695,0,0,0,0,0,
271.5,1.1447,2.6961,0,0,0,0,0,
272,1.1473,2.6991,0,0,0,0,0,
272.5,1.1502,2.702,0,0,0,0,0,
273,1.1535,2.7023,0,0,0,0,0,
273.5,1.1568,2.7019,0,0,0,0,0,
274,1.1601,2.7019,0,0,0,0,0,
274.5,1.1628,2.7035,0,0,0,0,0,
275,1.1659,2.705,0,0,0,0,0,
275.5,1.1691,2.7063,0,0,0,0,0,
276,1.1721,2.7082,0,0,0,0,0,
276.5,1.175,2.7132,0,0,0,0,0,
277,1.177,2.7151,0,0,0,0,0,
277.5,1.1805,2.7137,0,0,0,0,0,
278,1.1831,2.7125,0,0,0,0,0,
278.5,1.186,2.7149,0,0,0,0,0,
279,1.1892,2.7158,0,0,0,0,0,
279.5,1.1925,2.7171,0,0,0,0,0,
280,1.1957,2.7182,0,0,0,0,0,
280.5,1.1984,2.7189,0,0,0,0,0,
281,1.2015,2.7182,0,0,0,0,0,
281.5,1.2047,2.7185,0,0,0,0,0,
282,1.2075,2.7201,0,0,0,0,0,
282.5,1.2106,2.7222,0,0,0,0,0,
283,1.213,2.7229,0,0,0,0,0,
283.5,1.216,2.7242,0,0,0,0,0,
284,1.2188,2.7254,0,0,0,0,0,
284.5,1.2216,2.7266,0,0,0,0,0,
285,1.2246,2.7273,0,0,0,0,0,
285.5,1.2273,2.7286,0,0,0,0,0,
286,1.2305,2.729,0,0,0,0,0,
286.5,1.2341,2.7296,0,0,0,0,0,
287,1.2372,2.7306,0,0,0,0,0,
287.5,1.2398,2.732,0,0,0,0,0,
288,1.2431,2.7339,0,0,0,0,0,
288.5,1.2456,2.7357,0,0,0,0,0,
289,1.2484,2.7376,0,0,0,0,0,
289.5,1.2512,2.7385,0,0,0,0,0,
290,1.2544,2.7386,0,0,0,0,0,
