PlasticStrain,PlasticStress,YoungModulus
0.0,474.69910124,207746.01101160332
0.00013542999999999975,477.66742091,0
0.0001824499999999998,481.12634697,0
0.00034628999999999997,485.18161662,0
0.0005988399999999998,488.64142109,0
0.0007149399999999998,492.51447146,0
0.0007011299999999999,495.41367298,0
0.00096525,499.5780636,0
0.0012380299999999998,502.66969058,0
0.00129006,505.87380465,0
0.0014344499999999999,509.28070172,0
0.0017459199999999998,512.07923278,0
0.0019553799999999996,515.90050672,0
0.00199052,518.72105224,0
0.0023122999999999998,522.44158464,0
0.00246768,525.05659717,0
0.00269769,528.46211711,0
0.00287481,531.19891941,0
0.00307461,534.652046,0
0.0032930499999999996,537.3051656,0
0.00355984,539.97889058,0
0.0037055400000000002,543.0279872,0
0.0038795699999999997,545.60631187,0
0.00414707,548.88003795,0
0.00446973,551.4886352,0
0.0045713099999999994,554.40955225,0
0.00481086,557.24565973,0
0.00519562,560.04951155,0
0.00536995,562.52663487,0
0.00549767,564.59860957,0
0.0057760500000000005,567.84179827,0
0.00605332,570.48926022,0
0.006297969999999999,572.95660976,0
0.00656478,575.43798195,0
0.00674117,578.18736875,0
0.0070012799999999995,580.50441145,0
0.007321459999999999,583.40122185,0
0.007521819999999999,585.74025757,0
0.00767075,587.99556088,0
0.00807091,590.40029945,0
0.00831832,592.93373772,0
0.00845785,595.56727887,0
0.008736569999999999,597.74082134,0
0.00913187,600.31242295,0
0.00932309,602.16355759,0
0.00959457,605.04465522,0
0.00981531,606.86105692,0
0.0100799,608.81404399,0
0.010426069999999999,611.47237072,0
0.010690950000000001,613.37339544,0
0.010882199999999998,615.88464978,0
0.01121618,617.93968571,0
0.011551679999999998,620.4337562,0
0.011735059999999999,622.28840808,0
0.01203077,624.54180757,0
0.01241248,626.57738204,0
0.01268313,628.66059309,0
0.01287597,630.79820635,0
0.013172590000000001,632.78380092,0
0.01351654,634.91011209,0
0.01381624,637.00957229,0
0.01409351,639.15064623,0
0.01435098,640.78734254,0
0.014722139999999998,643.26503639,0
0.015000759999999998,645.08870223,0
0.015245449999999997,647.0489235,0
0.015535209999999997,648.76530728,0
0.01589804,650.58519122,0
0.0161357,652.44101371,0
0.01644646,654.39371051,0
0.01675689,656.3473807,0
0.01704969,658.12584829,0
0.01738453,660.31770602,0
0.017729079999999998,661.97477703,0
0.01799644,663.62965086,0
0.018295259999999997,665.63630812,0
0.018670489999999998,666.93207636,0
0.01894862,669.36731913,0
0.01923608,670.59928608,0
0.01955279,672.56741525,0
0.019898449999999998,673.84720162,0
0.02021363,676.09203231,0
0.020513169999999997,677.77646356,0
0.0208556,678.89150534,0
0.02118641,680.87489542,0
0.02154401,682.54686073,0
0.02182157,684.17192154,0
0.022114679999999998,685.58081627,0
0.022486,687.43101284,0
