Time[s];Displacement[mm];Force[kN];AxStrain_1;AxStrain_2;Thickness[mm];Width[mm];Inner width
0;0;-0.0003;0;0;1.022;20;0
0.25;3.3076E-05;0.0067;0;0;0;0;0
0.75;8.86E-06;0.0007;0;0;0;0;0
1.2503;0.0003704;-0.0003;0;0;0;0;0
1.75;0.000914084;0.0019;0;0;0;0;0
2.2501;0.001641692;0.0086;0;0;0;0;0
2.7501;0.000643166;0.0054;0;0;0;0;0
3.25;0.002321694;0.0054;0;0;0;0;0
3.7502;4.26E-03;0.0029;0;0;0;0;0
4.25;0.000782799;-0.0016;0;0;0;0;0
4.7499;0.001337635;0.0051;0;0;0;0;0
5.2499;3.02E-03;0.0155;0;0;0;0;0
5.7499;0.00586325;0.0269;0;0;0;0;0
6.25;0.007149455;0.0348;0;0;0;0;0
6.7501;0.011263182;0.0496;0;0;0;0;0
7.25;0.013558428;0.0661;0;0;0;0;0
7.7502;0.017146762;0.0759;0;0;0;0;0
8.2502;0.018436663;0.0904;0;0;0;0;0
8.7501;0.021780592;0.0967;0;0;0;0;0
9.2499;0.024962773;0.1116;0;0;0;0;0
9.7498;0.027288291;0.1176;0;0;0;0;0
10.2498;0.029679897;0.1337;0;0;0;0;0
10.7498;0.033116872;0.1425;0;0;0;0;0
11.2499;0.036154895;0.1542;0;0;0;0;0
11.7498;0.038322553;0.1656;0;0;0;0;0
12.2501;0.041472423;0.1751;0;0;0;0;0
12.7499;0.04503775;0.1877;0;0;0;0;0
13.2499;0.047836466;0.1953;0;0;0;0;0
13.7498;0.049787951;0.207;0;0;0;0;0
14.2501;0.05363758;0.2197;0;0;0;0;0
14.7499;0.055628896;0.2222;0;0;0;0;0
15.2497;0.058880926;0.2345;0;0;0;0;0
15.75;0.061261634;0.2449;0;0;0;0;0
16.2498;6.40E-02;0.2494;0;0;0;0;0
16.75;0.066710319;0.2557;0;0;0;0;0
17.2498;0.070074386;0.269;0;0;0;0;0
17.7498;0.072777507;0.2765;0;0;0;0;0
18.2498;0.075542445;0.281;0;0;0;0;0
18.7497;0.079102228;0.2904;0;0;0;0;0
19.2498;8.19E-02;0.2974;0;0;0;0;0
19.7497;0.085649113;0.3037;0;0;0;0;0
20.2497;0.088604988;0.3132;0;0;0;0;0
20.7497;0.091081483;0.3164;0;0;0;0;0
21.2497;0.092850828;0.3145;0;0;0;0;0
21.7497;0.097381541;0.3322;0;0;0;0;0
22.2497;0.101063431;0.3236;0;0;0;0;0
22.7497;1.03E-01;0.3388;0;0;0;0;0
23.2497;0.106470437;0.3363;0;0;0;0;0
23.7496;0.109380426;0.3397;0;0;0;0;0
24.2497;0.113413023;0.3524;0;0;0;0;0
24.7496;1.15E-01;0.3502;0;0;0;0;0
25.2495;0.119092476;0.3537;0;0;0;0;0
25.7496;0.121735498;0.3581;0;0;0;0;0
