Time[s],Displacement[mm],Force[kN],EngStrain_longi,EngStress[MPa],TrueStrain,TrueStress[MPa],TrueStrainRate[1/s],PlasticStrain_longi,PlasticStress[MPa],PlasticStrain_thick,PlasticStrain_width,R-Value,Thickness[mm],Width[mm], Young's Modulus [MPa]
0.60000000,0.00000000,-0.01000000,0.00000000,-0.98810812,0.00000000,-0.98810812,0.00000000,0.00060277,341.48864022,-0.00052021,-0.00008255,0.67625064,1.00700000,10.05000000,68987.31020954
1.10000000,0.00058000,-0.01200000,0.00000944,-1.18572974,0.00000944,-1.18574094,0.00001889,0.00074000,341.83513113,-0.00065896,-0.00008103,0.00000000,0.00000000,0.00000000,0.00000000
1.60000000,0.00551200,-0.01300000,0.00017744,-1.28454055,0.00017743,-1.28476849,0.00033597,0.00109600,342.05725149,-0.00104647,-0.00004953,0.00000000,0.00000000,0.00000000,0.00000000
2.10000000,0.00913200,-0.00700000,0.00030567,-0.69167568,0.00030562,-0.69188711,0.00025638,0.00233340,342.68267257,-0.00187105,-0.00046235,0.00000000,0.00000000,0.00000000,0.00000000
2.60000000,0.01393300,0.12500000,0.00044922,12.35135148,0.00044912,12.35689999,0.00028700,0.00374726,343.36999307,-0.00243052,-0.00131674,0.00000000,0.00000000,0.00000000,0.00000000
3.10000000,0.01768000,0.19300000,0.00062044,19.07048669,0.00062025,19.08231887,0.00034226,0.00492601,343.97732384,-0.00304660,-0.00187941,0.00000000,0.00000000,0.00000000,0.00000000
3.60000000,0.01875200,0.31200000,0.00061822,30.82897331,0.00061803,30.84803246,-0.00000444,0.00586265,344.40148754,-0.00390715,-0.00195550,0.00000000,0.00000000,0.00000000,0.00000000
4.10000000,0.02240300,0.36200000,0.00070044,35.76951390,0.00070020,35.79456846,0.00016434,0.00589888,344.41402135,-0.00389894,-0.00199993,0.00000000,0.00000000,0.00000000,0.00000000
4.60000000,0.02583800,0.44100000,0.00092778,43.57556804,0.00092735,43.61599648,0.00045430,0.00619127,344.41485794,-0.00412568,-0.00206560,0.00000000,0.00000000,0.00000000,0.00000000
5.10000000,0.02804200,0.50300000,0.00098644,49.70183838,0.00098596,49.75086648,0.00011722,0.00633530,345.76952925,-0.00423338,-0.00210192,0.00000000,0.00000000,0.00000000,0.00000000
5.60000000,0.03107800,0.59700000,0.00099211,58.99005469,0.00099162,59.04857938,0.00001132,0.00653732,348.95206431,-0.00435487,-0.00218246,0.00000000,0.00000000,0.00000000,0.00000000
6.10000000,0.03290700,0.64300000,0.00113644,63.53535204,0.00113580,63.60755644,0.00028836,0.00674397,349.32579324,-0.00449009,-0.00225387,0.00000000,0.00000000,0.00000000,0.00000000
6.60000000,0.03498700,0.72300000,0.00134022,71.44021699,0.00133932,71.53596275,0.00040705,0.00701308,350.82660942,-0.00465087,-0.00236222,0.00000000,0.00000000,0.00000000,0.00000000
7.10000000,0.03953900,0.78700000,0.00133067,77.76410895,0.00132978,77.86758706,-0.00001909,0.00743454,351.77919541,-0.00492259,-0.00251195,0.00000000,0.00000000,0.00000000,0.00000000
7.60000000,0.04268700,0.86800000,0.00136767,85.76778471,0.00136673,85.88508645,0.00007390,0.00779906,353.11453005,-0.00508770,-0.00271136,0.00000000,0.00000000,0.00000000,0.00000000
8.10000000,0.04453900,0.93400000,0.00165156,92.28929830,0.00165019,92.44171920,0.00056692,0.00822361,353.86870157,-0.00534191,-0.00288170,0.00000000,0.00000000,0.00000000,0.00000000
8.60000000,0.04795400,1.01700000,0.00169244,100.49059568,0.00169101,100.66067043,0.00008164,0.00882309,355.08839983,-0.00573686,-0.00308623,0.00000000,0.00000000,0.00000000,0.00000000
