Time[s];Displacement[mm];Force[kN];AxStrain_1;AxStrain_2;Thickness[mm];Width[mm];Inner width
0;0;0.0007;0;0;1.02;20;0
0.5003;-0.000186793;-0.0003;0;0;0;0;0
1.0001;7.55E-05;0.0041;0;0;0;0;0
1.5002;-0.001049829;0.0035;0;0;0;0;0
2.0001;0.000160919;0;0;0;0;0;0
2.5;-7.7751E-05;0.0013;0;0;0;0;0
3.0002;-0.000403476;0.0016;0;0;0;0;0
3.5;0.000247146;0;0;0;0;0;0
3.9998;4.31E-05;0.0022;0;0;0;0;0
4.5001;0.000497224;0.0003;0;0;0;0;0
5.0002;-1.26823E-05;0.0032;0;0;0;0;0
5.5;2.23E-04;0.0044;0;0;0;0;0
6.0001;0.003278414;0.0184;0;0;0;0;0
6.4999;0.005530069;0.0326;0;0;0;0;0
7;0.008276525;0.0379;0;0;0;0;0
7.4999;0.01130671;0.056;0;0;0;0;0
8.0001;0.01372349;0.0639;0;0;0;0;0
8.4999;0.016837352;0.0825;0;0;0;0;0
8.9998;0.01955787;0.091;0;0;0;0;0
9.4998;0.022838196;0.1043;0;0;0;0;0
9.9999;0.02424587;0.1198;0;0;0;0;0
10.5001;0.027840578;0.1277;0;0;0;0;0
11;0.030295596;0.1381;0;0;0;0;0
11.4998;0.031646869;0.1495;0;0;0;0;0
11.9997;0.035511283;0.1644;0;0;0;0;0
12.5001;0.037879373;0.1634;0;0;0;0;0
12.9998;0.041436097;0.1903;0;0;0;0;0
13.4998;0.043852749;0.1972;0;0;0;0;0
13.9999;0.048503085;0.2064;0;0;0;0;0
14.4999;0.050344317;0.2181;0;0;0;0;0
14.9998;0.053746941;0.2263;0;0;0;0;0
15.5;0.055478493;0.2389;0;0;0;0;0
15.9997;0.058128271;0.2437;0;0;0;0;0
16.4997;6.05E-02;0.262;0;0;0;0;0
16.9996;0.064646031;0.2592;0;0;0;0;0
17.4997;0.066290528;0.2788;0;0;0;0;0
18;0.069592904;0.2803;0;0;0;0;0
18.4997;0.072712374;0.2958;0;0;0;0;0
18.9996;0.075044584;0.2968;0;0;0;0;0
19.4996;7.82E-02;0.3113;0;0;0;0;0
19.9997;0.081958174;0.3164;0;0;0;0;0
20.5;0.084324671;0.322;0;0;0;0;0
20.9998;0.087225992;0.3299;0;0;0;0;0
21.4998;0.089295315;0.3318;0;0;0;0;0
21.9996;0.092946487;0.3473;0;0;0;0;0
22.4999;0.096268492;0.3495;0;0;0;0;0
22.9996;9.87E-02;0.3552;0;0;0;0;0
23.4996;0.102323188;0.3653;0;0;0;0;0
23.9995;0.105047276;0.3616;0;0;0;0;0
24.4997;0.108667475;0.3761;0;0;0;0;0
24.9996;1.11E-01;0.378;0;0;0;0;0
25.4999;0.11517848;0.383;0;0;0;0;0
25.9997;0.117866815;0.3849;0;0;0;0;0
26.4996;0.121089401;0.3849;0;0;0;0;0
26.9995;0.124347994;0.3969;0;0;0;0;0
27.4996;1.29E-01;0.395;0;0;0;0;0
27.9996;1.30E-01;0.3998;0;0;0;0;0
28.4997;0.133337279;0.4007;0;0;0;0;0
28.9996;0.136491546;0.4099;0;0;0;0;0
29.4995;0.139305621;0.4153;0;0;0;0;0
29.9995;1.43E-01;0.4162;0;0;0;0;0
30.4995;0.146759197;0.4178;0;0;0;0;0
30.9994;0.149765291;0.426;0;0;0;0;0
31.4994;1.52E-01;0.4257;0;0;0;0;0
31.9995;0.155612545;0.4289;0;0;0;0;0
32.4996;0.159133899;0.4317;0;0;0;0;0
32.9995;0.161723197;0.438;0;0;0;0;0
33.4994;0.165490422;0.433;0;0;0;0;0
33.9993;1.69E-01;0.4434;0;0;0;0;0
34.4994;1.72E-01;0.4387;0;0;0;0;0
34.9994;1.74E-01;0.4431;0;0;0;0;0
35.4997;1.78E-01;0.4456;0;0;0;0;0
35.9993;1.80E-01;0.4462;0;0;0;0;0
36.4994;0.184387282;0.4526;0;0;0;0;0
36.9993;1.87E-01;0.4481;0;0;0;0;0
37.4996;0.190101531;0.4602;0;0;0;0;0
37.9994;0.192946897;0.4538;0;0;0;0;0
38.4995;0.196496101;0.457;0;0;0;0;0
38.9992;2.00E-01;0.4595;0;0;0;0;0
39.4993;0.203169809;0.4617;0;0;0;0;0
39.9996;0.206387424;0.463;0;0;0;0;0
40.4996;0.209734985;0.4674;0;0;0;0;0
40.9992;0.212867265;0.4712;0;0;0;0;0
41.4993;2.16E-01;0.4766;0;0;0;0;0
41.9992;0.217840904;0.4741;0;0;0;0;0
42.4993;0.222176604;0.475;0;0;0;0;0
42.9993;0.225165745;0.4725;0;0;0;0;0
43.4993;2.29E-01;0.4782;0;0;0;0;0
43.9994;2.33E-01;0.4785;0;0;0;0;0
44.4992;0.234698841;0.4788;0;0;0;0;0
44.9993;2.39E-01;0.4889;0;0;0;0;0
45.4993;2.43E-01;0.4889;0;0;0;0;0
45.9992;2.45E-01;0.4895;0;0;0;0;0
46.4992;0.248863281;0.4835;0;0;0;0;0
46.9991;2.52E-01;0.4936;0;0;0;0;0
47.4992;0.255081381;0.4867;0;0;0;0;0
47.9992;0.260247486;0.4936;0;0;0;0;0
48.4992;0.260994278;0.4936;0;0;0;0;0
48.9991;2.64E-01;0.4984;0;0;0;0;0
49.4991;0.26727853;0.5009;0;0;0;0;0
49.9994;2.71E-01;0.4905;0;0;0;0;0
50.4992;2.75E-01;0.5076;0;0;0;0;0
50.9991;2.77E-01;0.5038;0;0;0;0;0
51.4991;0.280539147;0.506;0;0;0;0;0
51.9991;2.84E-01;0.5113;0;0;0;0;0
52.4992;0.286875149;0.5038;0;0;0;0;0
52.9991;0.2902099;0.512;0;0;0;0;0
53.4993;0.294597412;0.5123;0;0;0;0;0
53.999;0.2971001;0.5113;0;0;0;0;0
54.4992;0.30014934;0.5167;0;0;0;0;0
54.9993;0.304155298;0.5189;0;0;0;0;0
55.4991;0.308621135;0.5145;0;0;0;0;0
55.999;0.311133893;0.5189;0;0;0;0;0
56.4991;0.313899469;0.523;0;0;0;0;0
56.999;3.17E-01;0.5142;0;0;0;0;0
57.4993;0.319745002;0.524;0;0;0;0;0
57.999;3.23E-01;0.523;0;0;0;0;0
58.4992;0.326227138;0.5316;0;0;0;0;0
58.9989;0.328936886;0.5221;0;0;0;0;0
59.4989;0.331909968;0.5234;0;0;0;0;0
59.999;0.335946517;0.5281;0;0;0;0;0
60.4992;0.338863325;0.5313;0;0;0;0;0
60.9989;0.34150673;0.5338;0;0;0;0;0
61.4989;0.344086659;0.5379;0;0;0;0;0
61.9989;3.48E-01;0.5341;0;0;0;0;0
62.4992;3.51E-01;0.5392;0;0;0;0;0
62.9992;0.354655946;0.5347;0;0;0;0;0
63.4991;0.358269644;0.5411;0;0;0;0;0
63.9988;0.361476489;0.5373;0;0;0;0;0
64.4989;0.365324779;0.5414;0;0;0;0;0
64.9992;3.68E-01;0.5423;0;0;0;0;0
65.499;0.371468506;0.5448;0;0;0;0;0
65.9988;0.37529551;0.5407;0;0;0;0;0
66.499;0.378207666;0.5461;0;0;0;0;0
66.9988;3.81E-01;0.5467;0;0;0;0;0
67.4991;3.85E-01;0.5496;0;0;0;0;0
67.9991;0.387073187;0.5452;0;0;0;0;0
68.4988;0.390979407;0.5512;0;0;0;0;0
68.9987;0.393218953;0.5493;0;0;0;0;0
69.499;3.97E-01;0.5565;0;0;0;0;0
69.9989;0.40055533;0.5556;0;0;0;0;0
70.4989;0.403122704;0.5471;0;0;0;0;0
70.9987;0.406707852;0.5594;0;0;0;0;0
71.4987;0.409652319;0.5613;0;0;0;0;0
71.9987;0.413526101;0.5543;0;0;0;0;0
72.4988;4.16E-01;0.5553;0;0;0;0;0
72.9988;4.20E-01;0.5613;0;0;0;0;0
73.4987;4.23E-01;0.5594;0;0;0;0;0
73.9987;0.425933178;0.5508;0;0;0;0;0
74.4989;4.30E-01;0.567;0;0;0;0;0
74.999;4.33E-01;0.5638;0;0;0;0;0
75.499;0.435587297;0.561;0;0;0;0;0
75.9989;0.439062828;0.5673;0;0;0;0;0
76.4986;0.442362528;0.5625;0;0;0;0;0
76.9988;0.446234207;0.5733;0;0;0;0;0
77.4987;0.449591901;0.5622;0;0;0;0;0
77.9987;0.45258595;0.5723;0;0;0;0;0
78.4987;4.55E-01;0.5695;0;0;0;0;0
78.9987;0.459560593;0.5733;0;0;0;0;0
79.4986;0.462166907;0.5787;0;0;0;0;0
79.9987;0.466283374;0.573;0;0;0;0;0
80.4987;0.469270476;0.5717;0;0;0;0;0
80.9986;0.47147376;0.5758;0;0;0;0;0
81.4986;0.47561916;0.5764;0;0;0;0;0
81.9986;0.478738567;0.5771;0;0;0;0;0
82.4987;4.82E-01;0.5774;0;0;0;0;0
82.9986;4.86E-01;0.5793;0;0;0;0;0
83.4986;4.88E-01;0.5758;0;0;0;0;0
83.9987;4.92E-01;0.5828;0;0;0;0;0
84.4987;0.495143955;0.5831;0;0;0;0;0
84.9986;4.98E-01;0.5853;0;0;0;0;0
85.4988;0.50299336;0.5834;0;0;0;0;0
85.9987;5.05E-01;0.5881;0;0;0;0;0
86.4986;5.08E-01;0.5872;0;0;0;0;0
86.9985;0.511506197;0.5897;0;0;0;0;0
87.4988;0.51499371;0.5853;0;0;0;0;0
87.9988;5.18E-01;0.5878;0;0;0;0;0
88.4987;0.521165415;0.5922;0;0;0;0;0
88.9984;0.524637951;0.5878;0;0;0;0;0
89.4986;0.528074607;0.5983;0;0;0;0;0
89.9987;0.531171899;0.5935;0;0;0;0;0
90.4987;0.533916253;0.5967;0;0;0;0;0
90.9986;0.53718192;0.5907;0;0;0;0;0
91.4984;0.540611885;0.5957;0;0;0;0;0
91.9984;5.44E-01;0.5957;0;0;0;0;0
92.4987;0.547469136;0.6011;0;0;0;0;0
92.9984;5.50E-01;0.5979;0;0;0;0;0
93.4984;5.54E-01;0.5922;0;0;0;0;0
93.9985;5.58E-01;0.6001;0;0;0;0;0
94.4984;0.560555451;0.6014;0;0;0;0;0
94.9986;0.563343587;0.602;0;0;0;0;0
95.4984;0.567645955;0.5998;0;0;0;0;0
95.9983;0.5702545;0.6036;0;0;0;0;0
96.4983;0.573993174;0.6036;0;0;0;0;0
96.9983;5.77E-01;0.6039;0;0;0;0;0
97.4984;0.580246517;0.6065;0;0;0;0;0
97.9986;0.583530029;0.6027;0;0;0;0;0
98.4983;0.587103514;0.6071;0;0;0;0;0
98.9982;0.590198066;0.6043;0;0;0;0;0
99.4983;5.93E-01;0.6065;0;0;0;0;0
99.9986;5.97E-01;0.6077;0;0;0;0;0
100.4986;0.599944658;0.609;0;0;0;0;0
100.9982;6.03E-01;0.6103;0;0;0;0;0
101.4982;6.06E-01;0.6153;0;0;0;0;0
101.9984;0.609628284;0.6103;0;0;0;0;0
102.4985;0.612582566;0.6137;0;0;0;0;0
102.9985;6.17E-01;0.608;0;0;0;0;0
103.4982;6.20E-01;0.6175;0;0;0;0;0
103.9981;0.622587393;0.6163;0;0;0;0;0
104.4982;6.26E-01;0.6147;0;0;0;0;0
104.9983;6.29E-01;0.6156;0;0;0;0;0
105.4982;0.632539515;0.622;0;0;0;0;0
105.9984;0.636460967;0.6141;0;0;0;0;0
106.4981;6.39E-01;0.6229;0;0;0;0;0
106.9981;0.643004029;0.6245;0;0;0;0;0
107.4982;0.64562653;0.6156;0;0;0;0;0
107.9982;0.649631342;0.6242;0;0;0;0;0
108.4982;0.652437387;0.6216;0;0;0;0;0
108.9982;0.65593516;0.6175;0;0;0;0;0
109.4981;0.658353342;0.6245;0;0;0;0;0
109.9984;0.663243112;0.6251;0;0;0;0;0
110.4982;0.666189491;0.6229;0;0;0;0;0
110.998;6.69E-01;0.6276;0;0;0;0;0
111.4982;0.672178928;0.6292;0;0;0;0;0
111.9981;6.75E-01;0.6289;0;0;0;0;0
112.4981;0.678570757;0.6261;0;0;0;0;0
112.9983;6.82E-01;0.628;0;0;0;0;0
113.4981;0.685081444;0.6289;0;0;0;0;0
113.998;0.688676597;0.6346;0;0;0;0;0
114.4982;0.691301265;0.6327;0;0;0;0;0
114.9981;0.695534613;0.6365;0;0;0;0;0
115.4981;0.698223968;0.6333;0;0;0;0;0
115.9982;0.701449549;0.6362;0;0;0;0;0
116.498;7.05E-01;0.6321;0;0;0;0;0
116.998;0.707040225;0.6362;0;0;0;0;0
117.498;7.12E-01;0.6336;0;0;0;0;0
117.9983;0.714740183;0.6349;0;0;0;0;0
118.498;7.18E-01;0.639;0;0;0;0;0
118.9981;0.720821263;0.6384;0;0;0;0;0
119.4979;7.25E-01;0.64;0;0;0;0;0
119.998;0.727816746;0.6412;0;0;0;0;0
120.498;0.73144574;0.6384;0;0;0;0;0
120.9979;0.73429117;0.6434;0;0;0;0;0
121.498;0.738437208;0.6412;0;0;0;0;0
121.9979;0.740531768;0.64;0;0;0;0;0
122.498;7.44E-01;0.6438;0;0;0;0;0
122.9982;0.747610546;0.6419;0;0;0;0;0
123.4979;0.751037897;0.6438;0;0;0;0;0
123.9978;0.75456231;0.64;0;0;0;0;0
124.498;0.757469367;0.6381;0;0;0;0;0
124.9981;7.61E-01;0.6397;0;0;0;0;0
125.4979;0.764483587;0.6431;0;0;0;0;0
125.9978;7.67E-01;0.6476;0;0;0;0;0
126.4979;0.770520502;0.6431;0;0;0;0;0
126.998;7.74E-01;0.6476;0;0;0;0;0
127.4981;0.777240543;0.6491;0;0;0;0;0
127.9981;0.78114842;0.6457;0;0;0;0;0
128.4978;0.784489353;0.6532;0;0;0;0;0
128.9977;0.788155693;0.6343;0;0;0;0;0
129.4977;7.91E-01;0.6488;0;0;0;0;0
129.9981;0.79414411;0.6491;0;0;0;0;0
130.4978;0.796768141;0.6564;0;0;0;0;0
130.9977;0.800916282;0.6561;0;0;0;0;0
131.4979;8.03E-01;0.6476;0;0;0;0;0
131.9977;8.07E-01;0.6513;0;0;0;0;0
132.498;0.809808314;0.6567;0;0;0;0;0
132.9978;0.814240629;0.6558;0;0;0;0;0
133.4977;8.17E-01;0.6536;0;0;0;0;0
133.9976;0.820564139;0.6532;0;0;0;0;0
134.4977;0.823834395;0.6586;0;0;0;0;0
134.9977;0.826673644;0.6567;0;0;0;0;0
135.498;0.830132478;0.657;0;0;0;0;0
135.9978;0.833387757;0.6618;0;0;0;0;0
136.4978;0.836586381;0.6542;0;0;0;0;0
136.9978;0.840145144;0.6555;0;0;0;0;0
137.4979;0.843205536;0.6589;0;0;0;0;0
137.9977;8.47E-01;0.6608;0;0;0;0;0
138.4978;0.850331985;0.6627;0;0;0;0;0
138.9975;0.853324186;0.6605;0;0;0;0;0
139.4976;0.856614772;0.664;0;0;0;0;0
139.9976;0.85980358;0.6652;0;0;0;0;0
140.4979;8.64E-01;0.6646;0;0;0;0;0
140.9977;8.67E-01;0.6643;0;0;0;0;0
141.4975;0.870077349;0.6671;0;0;0;0;0
141.9975;0.873624068;0.6643;0;0;0;0;0
142.4976;8.76E-01;0.6618;0;0;0;0;0
142.9976;0.879967526;0.6627;0;0;0;0;0
143.4976;0.882390105;0.6665;0;0;0;0;0
143.9975;0.886271535;0.6697;0;0;0;0;0
144.4975;0.890304961;0.67;0;0;0;0;0
144.9976;0.893145675;0.67;0;0;0;0;0
145.4976;0.896441551;0.6678;0;0;0;0;0
145.9974;0.899851504;0.6697;0;0;0;0;0
146.4976;0.902550673;0.67;0;0;0;0;0
146.9974;9.06E-01;0.6709;0;0;0;0;0
147.4977;0.909245413;0.6684;0;0;0;0;0
147.9975;0.913221673;0.6713;0;0;0;0;0
148.4976;9.16E-01;0.6728;0;0;0;0;0
148.9976;0.919024762;0.6662;0;0;0;0;0
149.4976;9.23E-01;0.6713;0;0;0;0;0
149.9977;0.925995454;0.6735;0;0;0;0;0
150.4977;0.928317403;0.6694;0;0;0;0;0
150.9974;0.933264977;0.6744;0;0;0;0;0
151.4974;0.936078669;0.6785;0;0;0;0;0
151.9974;0.939162514;0.6697;0;0;0;0;0
152.4977;0.941691268;0.6747;0;0;0;0;0
152.9974;0.945718322;0.6782;0;0;0;0;0
153.4974;0.949730207;0.6747;0;0;0;0;0
153.9973;0.951529696;0.6735;0;0;0;0;0
154.4973;0.955869219;0.6776;0;0;0;0;0
154.9976;0.959124243;0.6776;0;0;0;0;0
155.4974;0.96145537;0.6744;0;0;0;0;0
155.9975;0.965399;0.6769;0;0;0;0;0
156.4973;0.96865804;0.6817;0;0;0;0;0
156.9975;0.971649922;0.6785;0;0;0;0;0
157.4974;0.974726247;0.6792;0;0;0;0;0
157.9973;0.979163405;0.6836;0;0;0;0;0
158.4973;0.982454819;0.6801;0;0;0;0;0
158.9974;0.986036526;0.6801;0;0;0;0;0
159.4974;0.988644305;0.682;0;0;0;0;0
159.9973;0.99159164;0.6826;0;0;0;0;0
160.4973;0.994956599;0.6817;0;0;0;0;0
160.9972;9.98E-01;0.6804;0;0;0;0;0
161.4973;1.001531144;0.6839;0;0;0;0;0
161.9972;1.005078754;0.6877;0;0;0;0;0
162.4975;1.008425232;0.6852;0;0;0;0;0
162.9975;1.011858319;0.6864;0;0;0;0;0
163.4972;1.01E+00;0.6829;0;0;0;0;0
163.9973;1.017894979;0.6864;0;0;0;0;0
164.4973;1.021644678;0.6867;0;0;0;0;0
164.9975;1.025130789;0.6874;0;0;0;0;0
165.4972;1.03E+00;0.6845;0;0;0;0;0
165.9973;1.031475076;0.6886;0;0;0;0;0
166.4971;1.035677515;0.6871;0;0;0;0;0
166.9973;1.038073838;0.6905;0;0;0;0;0
167.4974;1.041322107;0.6921;0;0;0;0;0
167.9971;1.04E+00;0.6912;0;0;0;0;0
168.4973;1.05E+00;0.6855;0;0;0;0;0
168.997;1.051400033;0.6867;0;0;0;0;0
169.4972;1.06E+00;0.6871;0;0;0;0;0
169.9974;1.057899439;0.6912;0;0;0;0;0
170.4971;1.06E+00;0.6893;0;0;0;0;0
170.997;1.064626808;0.6877;0;0;0;0;0
171.497;1.06816983;0.6956;0;0;0;0;0
171.997;1.070891687;0.6927;0;0;0;0;0
172.4973;1.074432606;0.6943;0;0;0;0;0
