Time[s];Displacement[mm];Force[kN];AxStrain_1;AxStrain_2;Thickness[mm];OuterWidth[mm];InnerWidth[mm]
0;0;-0.0041;0;0;1.019;20;10.01
0.4761;0.0005793;-0.0025;-0.000596669;0;0;0;0
0.9761;-0.000250726;-0.0003;0.000322755;0;0;0;0
1.4761;-0.000686253;-0.0012;-0.000224587;0;0;0;0
1.9761;-0.000547564;-0.0009;0;0;0;0;0
2.4761;-0.003111106;0.0038;-0.000228096;0;0;0;0
2.9761;0.001143346;0.0044;-3.50878E-06;0;0;0;0
3.4761;0.001399507;0.0149;0.001043315;0;0;0;0
3.9761;-0.001718963;0.007;-0.000572093;0;0;0;0
4.476;-0.000537571;0.0003;0.00068573;0;0;0;0
4.9761;-0.000639439;-0.0164;0.000447268;0;0;0;0
5.476;0.003137581;0.0152;-0.000371999;0;0;0;0
5.976;0.001790499;0.0863;0.000722546;0;0;0;0
6.476;0.003225774;0.1119;0.000592807;0;0;0;0
6.976;0.00587628;0.1552;0.000701508;0;0;0;0
7.476;0.006928453;0.2203;0.000822469;0;0;0;0
7.976;0.007934863;0.2551;-3.15794E-05;0;0;0;0
8.4761;0.01271619;0.3091;0.000890831;0;0;0;0
8.976;0.015332858;0.3331;0.001081871;0;0;0;0
9.476;0.017234693;0.3732;0.000873303;0;0;0;0
9.976;0.017476126;0.4418;0.000342047;0;0;0;0
10.476;0.019426178;0.469;0.001080118;0;0;0;0
10.976;0.019995835;0.506;0.001155473;0;0;0;0
11.476;0.023403779;0.5464;0.001129187;0;0;0;0
11.9759;0.024681255;0.5894;0.000759361;0;0;0;0
12.476;0.029445925;0.6311;0.001101148;0;0;0;0
12.9759;0.028481769;0.6845;0.001066098;0;0;0;0
13.4759;0.029347212;0.713;0.001211546;0;0;0;0
13.9759;0.030268762;0.7534;0.001227317;0;0;0;0
14.4759;0.030796514;0.7992;0.002593126;0;0;0;0
14.9759;0.035350784;0.8413;0.003040986;0;0;0;0
15.4759;0.036335454;0.8811;0.002433878;0;0;0;0
15.9759;0.036696639;0.9064;0.002848571;0;0;0;0
16.4759;0.03945445;0.9494;0.0015234;0;0;0;0
16.9759;0.039062405;1.0047;0.001323685;0;0;0;0
17.4759;0.040127903;1.0303;0.001493621;0;0;0;0
17.9759;0.041670306;1.0622;0.001257104;0;0;0;0
18.4759;0.042182629;1.1001;0.001660025;0;0;0;0
18.9758;0.045361939;1.1538;0.001829904;0;0;0;0
19.4759;0.047675632;1.1949;0.002587877;0;0;0;0
19.9758;0.051108123;1.223;0.002265852;0;0;0;0
20.4758;0.053266295;1.2812;0.003023495;0;0;0;0
20.9758;0.051921843;1.3106;0.002696362;0;0;0;0
21.4758;0.052995581;1.3431;0.002440878;0;0;0;0
21.9758;0.057840203;1.3678;0.002188831;0;0;0;0
22.4758;0.058476135;1.4237;0.00187018;0;0;0;0
22.9758;0.058465089;1.4458;0.001880687;0;0;0;0
23.4758;0.061027403;1.498;0.00251963;0;0;0;0
