Time[s];Displacement[mm];Force[kN];AxStrain_1;AxStrain_2;Thickness[mm];Width[mm];Inner width
105.9983;0.630314541;0.7894;0;0;0;0;0
106.4983;6.33E-01;0.7888;0;0;0;0;0
106.9983;0.637080306;0.7913;0;0;0;0;0
107.4983;0.640256572;0.7882;0;0;0;0;0
107.9985;0.64349616;0.7923;0;0;0;0;0
108.4985;0.646916295;0.7973;0;0;0;0;0
108.9982;0.649354295;0.792;0;0;0;0;0
109.4982;0.653216812;0.792;0;0;0;0;0
109.9982;0.655840006;0.7973;0;0;0;0;0
110.4982;0.659769678;0.7945;0;0;0;0;0
110.9982;6.64E-01;0.7964;0;0;0;0;0
111.4982;0.666368592;0.7942;0;0;0;0;0
111.9982;6.70E-01;0.7951;0;0;0;0;0
112.4982;0.673364719;0.7989;0;0;0;0;0
112.9982;6.76E-01;0.7986;0;0;0;0;0
113.4982;0.679445364;0.7992;0;0;0;0;0
113.9981;0.682807767;0.8008;0;0;0;0;0
114.4984;0.685740478;0.8021;0;0;0;0;0
114.9984;0.689199875;0.7989;0;0;0;0;0
115.4981;0.692591553;0.798;0;0;0;0;0
115.9981;0.695176427;0.8027;0;0;0;0;0
116.4981;6.99E-01;0.8008;0;0;0;0;0
116.9984;0.702107912;0.8018;0;0;0;0;0
117.4983;7.05E-01;0.8046;0;0;0;0;0
117.9983;0.708555616;0.8065;0;0;0;0;0
118.4981;7.12E-01;0.8075;0;0;0;0;0
118.9981;0.716090555;0.8084;0;0;0;0;0
119.4981;7.19E-01;0.8113;0;0;0;0;0
119.9981;0.721941214;0.8141;0;0;0;0;0
120.4983;0.724477528;0.8097;0;0;0;0;0
120.998;0.728083925;0.8109;0;0;0;0;0
121.4981;0.73130561;0.7951;0;0;0;0;0
121.998;0.734363146;0.8144;0;0;0;0;0
122.498;7.38E-01;0.8128;0;0;0;0;0
122.9982;0.741238846;0.8131;0;0;0;0;0
123.498;0.744959891;0.8116;0;0;0;0;0
123.998;0.748364384;0.815;0;0;0;0;0
124.498;0.751164481;0.8078;0;0;0;0;0
124.998;7.55E-01;0.8141;0;0;0;0;0
125.498;0.757768923;0.8125;0;0;0;0;0
125.9979;7.61E-01;0.8144;0;0;0;0;0
126.4979;0.764468726;0.8185;0;0;0;0;0
126.998;7.68E-01;0.8157;0;0;0;0;0
127.4979;0.77094514;0.816;0;0;0;0;0
127.9979;0.774720273;0.8141;0;0;0;0;0
128.4982;0.777211607;0.815;0;0;0;0;0
128.9979;0.780747395;0.8192;0;0;0;0;0
129.4981;7.84E-01;0.8192;0;0;0;0;0
129.9981;0.78759357;0.8201;0;0;0;0;0
130.4979;0.790525904;0.816;0;0;0;0;0
130.9979;0.793644123;0.8201;0;0;0;0;0
131.4979;7.97E-01;0.8185;0;0;0;0;0
131.9979;8.00E-01;0.8214;0;0;0;0;0
132.4979;0.803661287;0.8223;0;0;0;0;0
132.9981;0.806592365;0.8223;0;0;0;0;0
133.498;8.10E-01;0.8248;0;0;0;0;0
133.9978;0.813432635;0.8214;0;0;0;0;0
134.4978;0.816699927;0.8198;0;0;0;0;0
134.9978;0.820395467;0.8188;0;0;0;0;0
135.4978;0.823589009;0.8229;0;0;0;0;0
135.9978;0.826366365;0.8277;0;0;0;0;0
136.4978;0.829931426;0.8283;0;0;0;0;0
136.998;0.833162535;0.8315;0;0;0;0;0
137.4978;0.836458662;0.8299;0;0;0;0;0
137.9977;8.39E-01;0.8248;0;0;0;0;0
138.4978;0.84271734;0.8296;0;0;0;0;0
138.9977;0.845669902;0.828;0;0;0;0;0
139.4977;0.849765043;0.8312;0;0;0;0;0
139.9977;0.852474804;0.8302;0;0;0;0;0
140.4977;8.56E-01;0.8302;0;0;0;0;0
140.9977;8.59E-01;0.8331;0;0;0;0;0
141.4977;0.862770514;0.8343;0;0;0;0;0
141.9977;0.865893131;0.8356;0;0;0;0;0
142.4977;8.69E-01;0.8261;0;0;0;0;0
142.9977;0.872145338;0.8293;0;0;0;0;0
143.4977;0.874992362;0.8362;0;0;0;0;0
143.9977;0.878242317;0.8384;0;0;0;0;0
144.4977;0.881587695;0.8346;0;0;0;0;0
144.9976;0.884436729;0.8331;0;0;0;0;0
145.4976;0.887429873;0.835;0;0;0;0;0
145.9976;0.892258192;0.8346;0;0;0;0;0
146.4976;0.894968204;0.8283;0;0;0;0;0
146.9978;8.98E-01;0.828;0;0;0;0;0
147.4976;0.901688801;0.8384;0;0;0;0;0
147.9976;0.90490835;0.8346;0;0;0;0;0
148.4976;9.08E-01;0.8381;0;0;0;0;0
148.9976;0.911621597;0.841;0;0;0;0;0
149.4978;9.15E-01;0.8312;0;0;0;0;0
149.9975;0.918232824;0.8334;0;0;0;0;0
150.4975;0.920857149;0.8356;0;0;0;0;0
150.9978;0.924768477;0.8305;0;0;0;0;0
151.4978;0.92763554;0.841;0;0;0;0;0
151.9975;0.931128798;0.8365;0;0;0;0;0
152.4975;0.934189412;0.841;0;0;0;0;0
152.9975;0.938082522;0.8429;0;0;0;0;0
153.4975;0.941240256;0.8422;0;0;0;0;0
153.9975;0.945135628;0.8419;0;0;0;0;0
154.4977;0.947279251;0.8387;0;0;0;0;0
154.9975;0.950644292;0.8422;0;0;0;0;0
155.4975;0.954635653;0.8425;0;0;0;0;0
155.9977;0.957652795;0.8435;0;0;0;0;0
156.4975;0.960662775;0.8435;0;0;0;0;0
156.9977;0.964013556;0.847;0;0;0;0;0
157.4974;0.966827976;0.8435;0;0;0;0;0
157.9974;0.97037325;0.8479;0;0;0;0;0
158.4974;0.974486231;0.8432;0;0;0;0;0
158.9974;0.977152332;0.8435;0;0;0;0;0
159.4974;0.980774184;0.8463;0;0;0;0;0
159.9974;0.983734536;0.8466;0;0;0;0;0
160.4974;0.987277673;0.8441;0;0;0;0;0
160.9974;9.91E-01;0.8476;0;0;0;0;0
161.4973;0.993769289;0.8444;0;0;0;0;0
161.9973;0.997158202;0.8432;0;0;0;0;0
162.4974;0.999792014;0.846;0;0;0;0;0
162.9976;1.002423626;0.8511;0;0;0;0;0
163.4976;1.01E+00;0.8482;0;0;0;0;0
163.9976;1.009497714;0.8517;0;0;0;0;0
164.4973;1.01299606;0.8448;0;0;0;0;0
164.9973;1.016139219;0.8498;0;0;0;0;0
165.4973;1.02E+00;0.8435;0;0;0;0;0
165.9973;1.023078243;0.8508;0;0;0;0;0
166.4973;1.026818637;0.8495;0;0;0;0;0
166.9973;1.029147769;0.8549;0;0;0;0;0
167.4973;1.032503513;0.852;0;0;0;0;0
167.9972;1.04E+00;0.8542;0;0;0;0;0
168.4973;1.04E+00;0.8523;0;0;0;0;0
168.9972;1.043049059;0.8517;0;0;0;0;0
169.4975;1.05E+00;0.8542;0;0;0;0;0
169.9972;1.048894818;0.8492;0;0;0;0;0
170.4972;1.05E+00;0.8555;0;0;0;0;0
170.9972;1.054971506;0.8514;0;0;0;0;0
171.4972;1.059046921;0.8571;0;0;0;0;0
171.9972;1.062376531;0.8542;0;0;0;0;0
172.4972;1.065493872;0.8561;0;0;0;0;0
172.9972;1.068725482;0.8574;0;0;0;0;0
173.4972;1.072075824;0.8539;0;0;0;0;0
173.9971;1.07E+00;0.8621;0;0;0;0;0
174.4971;1.08E+00;0.8536;0;0;0;0;0
174.9971;1.081920294;0.8504;0;0;0;0;0
175.4971;1.09E+00;0.8564;0;0;0;0;0
175.9971;1.088433332;0.8599;0;0;0;0;0
176.4971;1.091896059;0.8593;0;0;0;0;0
176.9971;1.09E+00;0.8596;0;0;0;0;0
177.4971;1.098619358;0.8656;0;0;0;0;0
177.9971;1.101539818;0.8545;0;0;0;0;0
178.4971;1.104567325;0.853;0;0;0;0;0
178.9971;1.108568927;0.8533;0;0;0;0;0
179.4971;1.110900132;0.8555;0;0;0;0;0
179.9971;1.114835771;0.858;0;0;0;0;0
180.4973;1.12E+00;0.8561;0;0;0;0;0
180.997;1.120974713;0.8577;0;0;0;0;0
181.497;1.124373489;0.8637;0;0;0;0;0
181.997;1.127722574;0.8561;0;0;0;0;0
182.497;1.130803856;0.8564;0;0;0;0;0
182.997;1.134034461;0.8542;0;0;0;0;0
183.497;1.137393032;0.8504;0;0;0;0;0
183.997;1.140530412;0.8631;0;0;0;0;0
184.497;1.144025241;0.8574;0;0;0;0;0
184.997;1.14701204;0.858;0;0;0;0;0
185.4972;1.15E+00;0.8593;0;0;0;0;0
185.9969;1.153866821;0.8593;0;0;0;0;0
186.4972;1.157228533;0.8602;0;0;0;0;0
186.997;1.159988802;0.8659;0;0;0;0;0
187.4972;1.163327019;0.8583;0;0;0;0;0
187.9969;1.166683831;0.8618;0;0;0;0;0
188.4969;1.170299023;0.8653;0;0;0;0;0
188.9969;1.173192032;0.8669;0;0;0;0;0
189.4969;1.176570328;0.8621;0;0;0;0;0
189.9971;1.18E+00;0.8647;0;0;0;0;0
190.4971;1.183048438;0.865;0;0;0;0;0
190.9969;1.185818318;0.8703;0;0;0;0;0
191.4969;1.189289526;0.8612;0;0;0;0;0
191.9969;1.19211249;0.8637;0;0;0;0;0
192.4968;1.195686221;0.8643;0;0;0;0;0
192.9968;1.198751797;0.865;0;0;0;0;0
193.4968;1.20230687;0.8647;0;0;0;0;0
193.9968;1.205994495;0.8656;0;0;0;0;0
194.4969;1.208808789;0.8634;0;0;0;0;0
194.9968;1.212504894;0.8697;0;0;0;0;0
195.4968;1.215596164;0.8678;0;0;0;0;0
195.9968;1.22E+00;0.865;0;0;0;0;0
196.497;1.221730709;0.8688;0;0;0;0;0
196.9968;1.225518281;0.8647;0;0;0;0;0
197.4968;1.228474675;0.8669;0;0;0;0;0
197.9967;1.231660615;0.8631;0;0;0;0;0
198.497;1.23476715;0.8621;0;0;0;0;0
198.9967;1.24E+00;0.8719;0;0;0;0;0
199.4967;1.24138535;0.8681;0;0;0;0;0
199.9967;1.25E+00;0.8672;0;0;0;0;0
200.497;1.248009831;0.8691;0;0;0;0;0
200.9967;1.251366141;0.865;0;0;0;0;0
201.4967;1.254746133;0.8675;0;0;0;0;0
201.9967;1.258166205;0.8672;0;0;0;0;0
202.4967;1.26107718;0.8669;0;0;0;0;0
202.9967;1.264871788;0.8634;0;0;0;0;0
203.4967;1.267683381;0.8681;0;0;0;0;0
203.9967;1.271365226;0.8659;0;0;0;0;0
204.4966;1.274028877;0.865;0;0;0;0;0
204.9966;1.277138427;0.8707;0;0;0;0;0
205.4969;1.280746396;0.8697;0;0;0;0;0
205.9969;1.284377293;0.8678;0;0;0;0;0
206.4966;1.287773996;0.8685;0;0;0;0;0
206.9966;1.290007327;0.871;0;0;0;0;0
207.4968;1.293620069;0.8716;0;0;0;0;0
207.9966;1.297060558;0.8713;0;0;0;0;0
208.4968;1.30E+00;0.8729;0;0;0;0;0
208.9968;1.303506315;0.8688;0;0;0;0;0
209.4966;1.31E+00;0.8707;0;0;0;0;0
209.9965;1.309920851;0.8685;0;0;0;0;0
210.4965;1.313354052;0.87;0;0;0;0;0
210.9968;1.317014853;0.8732;0;0;0;0;0
211.4965;1.320194197;0.8754;0;0;0;0;0
211.9965;1.323469844;0.8751;0;0;0;0;0
212.4965;1.326716972;0.8722;0;0;0;0;0
212.9965;1.329627444;0.871;0;0;0;0;0
213.4965;1.33E+00;0.871;0;0;0;0;0
213.9965;1.336128735;0.8675;0;0;0;0;0
214.4965;1.34E+00;0.87;0;0;0;0;0
214.9965;1.342755792;0.8735;0;0;0;0;0
215.4967;1.35E+00;0.8719;0;0;0;0;0
215.9965;1.34961095;0.8678;0;0;0;0;0
216.4967;1.353149188;0.8754;0;0;0;0;0
216.9964;1.356266025;0.871;0;0;0;0;0
217.4964;1.359036408;0.8751;0;0;0;0;0
217.9964;1.362757139;0.8748;0;0;0;0;0
218.4966;1.36585356;0.8735;0;0;0;0;0
218.9964;1.369691703;0.8757;0;0;0;0;0
219.4964;1.372160798;0.8703;0;0;0;0;0
219.9964;1.38E+00;0.8738;0;0;0;0;0
220.4964;1.378978578;0.8726;0;0;0;0;0
220.9964;1.382144416;0.8776;0;0;0;0;0
221.4964;1.384975546;0.8754;0;0;0;0;0
221.9966;1.389007615;0.8741;0;0;0;0;0
222.4966;1.391936557;0.8735;0;0;0;0;0
222.9963;1.395345636;0.871;0;0;0;0;0
223.4966;1.398231106;0.8789;0;0;0;0;0
223.9963;1.402436245;0.8754;0;0;0;0;0
224.4963;1.40525613;0.8754;0;0;0;0;0
224.9963;1.408776715;0.876;0;0;0;0;0
225.4963;1.411783554;0.8767;0;0;0;0;0
225.9963;1.415127362;0.8782;0;0;0;0;0
226.4963;1.418808202;0.8745;0;0;0;0;0
226.9963;1.423139548;0.8817;0;0;0;0;0
227.4963;1.43E+00;0.8801;0;0;0;0;0
227.9965;1.428612279;0.8751;0;0;0;0;0
228.4963;1.43E+00;0.8779;0;0;0;0;0
228.9965;1.434428198;0.8811;0;0;0;0;0
229.4962;1.438330355;0.8789;0;0;0;0;0
229.9962;1.441279399;0.8776;0;0;0;0;0
230.4962;1.444639917;0.8789;0;0;0;0;0
230.9962;1.45E+00;0.8745;0;0;0;0;0
231.4962;1.45111074;0.877;0;0;0;0;0
231.9962;1.454227892;0.8817;0;0;0;0;0
232.4964;1.457335998;0.8808;0;0;0;0;0
232.9962;1.461094923;0.8751;0;0;0;0;0
233.4962;1.463949046;0.8757;0;0;0;0;0
233.9961;1.467207229;0.8779;0;0;0;0;0
234.4961;1.470989462;0.8738;0;0;0;0;0
234.9962;1.473740119;0.8786;0;0;0;0;0
235.4961;1.477609357;0.8805;0;0;0;0;0
235.9964;1.481010081;0.8795;0;0;0;0;0
236.4964;1.484250298;0.8786;0;0;0;0;0
236.9963;1.486850626;0.8767;0;0;0;0;0
237.4961;1.490506274;0.8779;0;0;0;0;0
237.9961;1.492351249;0.8779;0;0;0;0;0
238.4963;1.496666136;0.8786;0;0;0;0;0
238.9961;1.500162535;0.8817;0;0;0;0;0
239.4961;1.503351365;0.8795;0;0;0;0;0
239.9961;1.51E+00;0.871;0;0;0;0;0
240.4961;1.510641429;0.8836;0;0;0;0;0
240.9961;1.513563272;0.882;0;0;0;0;0
241.4963;1.5164478;0.8798;0;0;0;0;0
241.996;1.52E+00;0.8751;0;0;0;0;0
242.496;1.522790406;0.8754;0;0;0;0;0
242.996;1.526399065;0.8801;0;0;0;0;0
243.496;1.529619871;0.8792;0;0;0;0;0
243.996;1.532425558;0.8726;0;0;0;0;0
244.496;1.536237379;0.8792;0;0;0;0;0
244.9962;1.539567178;0.8798;0;0;0;0;0
245.496;1.54270437;0.8814;0;0;0;0;0
245.9959;1.545903251;0.876;0;0;0;0;0
246.4959;1.549395001;0.8748;0;0;0;0;0
246.9959;1.552610216;0.876;0;0;0;0;0
247.4959;1.556086072;0.8773;0;0;0;0;0
247.9959;1.559741344;0.8656;0;0;0;0;0
248.4959;1.562639127;0.8707;0;0;0;0;0
248.9959;1.566603601;0.8637;0;0;0;0;0
249.4959;1.569872339;0.8606;0;0;0;0;0
