Time[s],Displacement[mm],Force[kN],AxStrain_1,AxStrain_2,Thickness[mm],OuterWidth[mm],InnerWidth[mm]
0,0,0.0017725,0,0,0.14143,2,1
0.501,7.6631e-05,0.0018016,-0.00018733,0,0,0,0
1,0.0001205,0.0018329,-0.00018468,0,0,0,0
1.501,0.00052275,0.00188,0.00063544,0,0,0,0
2.001,6.2231e-05,0.00193,0.00063122,0,0,0,0
2.5,0.00013378,0.0019743,0.00051003,0,0,0,0
3.001,3.0984e-05,0.0020186,0.00035847,0,0,0,0
3.5,0.00019658,0.0020671,0.0004896,0,0,0,0
4,0.0001472,0.00212,-3.3394e-05,0,0,0,0
4.5,0.00015498,0.0021614,-9.4373e-06,0,0,0,0
5.001,0.00025281,0.00219,0.00033764,0,0,0,0
5.5,0.00022548,0.0022043,-0.00031672,0,0,0,0
6.001,0.00023001,0.00221,9.1201e-05,0,0,0,0
6.501,0.00015996,0.0022157,-0.0002494,0,0,0,0
7,0.00023468,0.0022243,-0.00032117,0,0,0,0
7.501,0.00021127,0.0022329,-0.00046145,0,0,0,0
8,0.00021612,0.00224,-0.00046584,0,0,0,0
8.501,0.00017455,0.0022529,0.00039478,0,0,0,0
9,0.00021664,0.0022671,5.2841e-05,0,0,0,0
9.501,0.00018475,0.0022829,0.00060656,0,0,0,0
10.001,0.00030685,0.0023,0.00059662,0,0,0,0
10.501,0.00015707,0.00232,0.00055425,0,0,0,0
11,0.00023348,0.00234,0.00057055,0,0,0,0
11.5,0.00019106,0.0023571,0.00047083,0,0,0,0
12,0.00020252,0.0023757,6.045e-05,0,0,0,0
12.5,0.00021133,0.0023971,0.00071804,0,0,0,0
13,0.00025985,0.0024229,0.0002599,0,0,0,0
13.5,0.0002776,0.0024471,0.00042093,0,0,0,0
14,0.00021786,0.0024729,0.00042631,0,0,0,0
14.5,0.00021585,0.0025,0.00069226,0,0,0,0
15,0.00014341,0.0025271,0.00066062,0,0,0,0
15.501,0.00014664,0.0025557,0.00067281,0,0,0,0
16,0.00015352,0.0025871,0.00075557,0,0,0,0
16.501,0.00025577,0.00262,0.00053203,0,0,0,0
17.001,0.00018044,0.0026529,0.0010509,0,0,0,0
17.501,0.00012849,0.00269,0.00065112,0,0,0,0
18,9.4655e-05,0.0027329,0.00074757,0,0,0,0
18.5,0.00025283,0.0027829,0.00051555,0,0,0,0
19,0.00019817,0.00284,0.00081537,0,0,0,0
19.501,0.00017042,0.0029029,0.0010424,0,0,0,0
20,0.0002131,0.0029729,0.00092183,0,0,0,0
20.5,0.00022789,0.0030471,0.00067338,0,0,0,0
21.001,0.00022695,0.0031229,0.00061925,0,0,0,0
21.501,0.00020159,0.0032,0.00035017,0,0,0,0
22.001,0.00018956,0.0032857,0.00047018,0,0,0,0
22.5,0.00023795,0.0033771,0.00090168,0,0,0,0
23,0.0002487,0.0034872,0.0004693,0,0,0,0
23.5,0.00021153,0.0036257,6.9516e-06,0,0,0,0
24,0.00022583,0.0037871,-2.2816e-05,0,0,0,0
24.501,0.00023488,0.0039672,0.00017544,0,0,0,0
25.001,0.00028388,0.0041843,0.00054075,0,0,0,0
25.5,0.00028381,0.0044257,0.00087314,0,0,0,0
26,0.00026029,0.0046772,0.00061313,0,0,0,0
26.5,0.00021943,0.00494,-0.00046921,0,0,0,0
27.001,0.0002571,0.0052085,8.0268e-05,0,0,0,0
27.501,0.00026539,0.0054686,2.9166e-05,0,0,0,0
28.001,0.000269,0.0057271,0.00020432,0,0,0,0
28.5,0.00030592,0.0059814,0.00024743,0,0,0,0
29,0.00023216,0.0062257,0.00025191,0,0,0,0
29.5,0.00037449,0.0064671,0.00033943,0,0,0,0
30,0.00037052,0.0066985,2.3323e-05,0,0,0,0
30.501,0.00040292,0.0069272,0.00028629,0,0,0,0
31,0.00034137,0.0071557,0.00044365,0,0,0,0
31.501,0.00036748,0.0073857,0.00043045,0,0,0,0
32.001,0.00050548,0.00761,0.001019,0,0,0,0
32.501,0.00046201,0.0078429,0.0006215,0,0,0,0
33,0.00043148,0.0080714,0.0010437,0,0,0,0
33.5,0.00052774,0.0082986,0.00096862,0,0,0,0
34,0.00047845,0.0085357,0.0015621,0,0,0,0
34.5,0.00049248,0.0087814,0.0014738,0,0,0,0
35.001,0.00055699,0.0090286,0.0012253,0,0,0,0
35.5,0.00045319,0.00928,0.0012555,0,0,0,0
36,0.00060424,0.0095257,0.0012778,0,0,0,0
36.501,0.00054132,0.0097643,0.00084094,0,0,0,0
37.001,0.00073689,0.01001,0.00095832,0,0,0,0
37.5,0.00064613,0.010264,0.00061463,0,0,0,0
38.001,0.00058269,0.010519,0.00047599,0,0,0,0
38.501,0.00062948,0.01078,0.0007909,0,0,0,0
