Time[s],Displacement[mm],Force[kN],AxStrain_1,AxStrain_2,Thickness[mm],OuterWidth[mm],InnerWidth[mm]
0,0,0.00031235,0,0,0.28659,4,2
0.5,3.8313e-05,0.00031653,2.5988e-05,0,0,0,0
1.001,1.6202e-05,0.00032059,-7.2662e-05,0,0,0,0
1.5,-2.482e-05,0.0003234,-7.5642e-05,0,0,0,0
2,2.8387e-05,0.0003234,-0.00021534,0,0,0,0
2.501,0.00015466,0.0003234,0.00020142,0,0,0,0
3,2.9282e-05,0.0003234,-4.268e-05,0,0,0,0
3.5,6.5629e-05,0.00032901,-0.00041971,0,0,0,0
4,2.4642e-05,0.00034861,-9.9045e-05,0,0,0,0
4.501,0.00014247,0.00042709,-0.00034824,0,0,0,0
5,0.00033223,0.00058662,-0.00033927,0,0,0,0
5.5,0.00041332,0.00082605,-0.00031717,0,0,0,0
6,0.00037443,0.0011186,-0.0002648,0,0,0,0
6.5,0.00041372,0.0014504,3.4455e-05,0,0,0,0
7,0.00052122,0.0018523,-0.00022009,0,0,0,0
7.5,0.00052366,0.0023394,-0.00018437,0,0,0,0
8,0.00048262,0.0029093,-0.00023883,0,0,0,0
8.501,0.0005699,0.0034873,-0.00012478,0,0,0,0
9,0.00050092,0.0040586,-2.6598e-05,0,0,0,0
9.5,0.00061554,0.0046102,-8.8836e-05,0,0,0,0
10,0.00073415,0.005187,0.00030632,0,0,0,0
10.5,0.00085004,0.0057778,-1.7473e-05,0,0,0,0
11,0.00081844,0.0063616,4.9546e-05,0,0,0,0
11.5,0.00088644,0.0069244,0.00013085,0,0,0,0
12,0.00094786,0.0074816,0.00038218,0,0,0,0
12.5,0.00097562,0.0080276,0.00052069,0,0,0,0
13,0.00090757,0.0085301,0.00025266,0,0,0,0
13.501,0.00095468,0.009009,0.00011005,0,0,0,0
14,0.00098341,0.0094963,0.00018625,0,0,0,0
14.5,0.00098615,0.010003,1.4465e-05,0,0,0,0
15,0.0010656,0.010517,0.00018637,0,0,0,0
15.5,0.0010577,0.011042,-6.1653e-05,0,0,0,0
16,0.0011357,0.011594,-0.00012209,0,0,0,0
16.5,0.0010459,0.012169,-1.7955e-05,0,0,0,0
17,0.0012449,0.012785,0.0001377,0,0,0,0
17.5,0.0011553,0.013436,-5.5253e-05,0,0,0,0
18,0.0012557,0.01414,0.00037037,0,0,0,0
18.5,0.0012367,0.014878,0.00014558,0,0,0,0
19,0.0013374,0.015664,0.00012375,0,0,0,0
19.501,0.0013502,0.016504,0.0002525,0,0,0,0
