Time[s],Displacement[mm],Force[kN],AxStrain_1,AxStrain_2,Thickness[mm],OuterWidth[mm],InnerWidth[mm]
0,0,-0.040258,0,0,1.4962,19.992,10.049
0.5,-1.2e-05,-0.0069287,5.4998e-05,0,0,0,0
1,6e-05,0.026945,0.00017698,0,0,0,0
1.5,0.000495,0.065804,0.00011299,0,0,0,0
2,0.000267,0.098022,-3e-05,0,0,0,0
2.5,0.000374,0.12789,5.3999e-05,0,0,0,0
3,0.00031,0.15272,2.4e-05,0,0,0,0
3.5,0.000623,0.17494,-5.0001e-05,0,0,0,0
4,0.000547,0.19695,0.00017898,0,0,0,0
4.5,0.00062,0.22007,0.00021298,0,0,0,0
5,0.000786,0.24386,1.7e-05,0,0,0,0
5.5,0.000525,0.26641,0.00011299,0,0,0,0
6,0.000721,0.28842,6e-06,0,0,0,0
6.5,0.000742,0.30914,7.1997e-05,0,0,0,0
7,0.001081,0.33079,8.0997e-05,0,0,0,0
7.5,0.001114,0.35267,1.3e-05,0,0,0,0
8,0.000988,0.37454,0.00029296,0,0,0,0
8.5,0.000274,0.39616,-7.4003e-05,0,0,0,0
9,0.00118,0.41734,-0.00016801,0,0,0,0
9.5,0.001036,0.43889,-8.6004e-05,0,0,0,0
10,0.001487,0.46018,9.9995e-05,0,0,0,0
10.5,0.001187,0.4808,0.00020498,0,0,0,0
11,0.00131,0.5004,4.6999e-05,0,0,0,0
11.5,0.001486,0.52104,-0.00014401,0,0,0,0
12,0.00133,0.54075,9.7995e-05,0,0,0,0
12.5,0.001214,0.55875,0.0004499,0,0,0,0
13,0.001021,0.57753,1e-05,0,0,0,0
13.5,0.001038,0.59918,0.00021298,0,0,0,0
14,0.00145,0.62025,5.7998e-05,0,0,0,0
14.5,0.001562,0.64053,0.00021998,0,0,0,0
15,0.001585,0.6623,-5.7002e-05,0,0,0,0
15.5,0.001852,0.68351,0.00012899,0,0,0,0
16,0.001849,0.70277,-0.00012501,0,0,0,0
16.5,0.001606,0.72305,3e-06,0,0,0,0
17,0.001629,0.74411,1.4e-05,0,0,0,0
17.5,0.00194,0.76395,3e-06,0,0,0,0
18,0.001961,0.78284,-0.00021302,0,0,0,0
18.5,0.001974,0.80312,-3.4001e-05,0,0,0,0
19,0.002262,0.8226,7e-06,0,0,0,0
19.5,0.002089,0.84322,-3.4001e-05,0,0,0,0
20,0.002279,0.86256,9.0996e-05,0,0,0,0
20.5,0.002339,0.88287,0.00018298,0,0,0,0
21,0.002607,0.90301,-0.00031805,0,0,0,0
21.5,0.002576,0.92294,-3.4001e-05,0,0,0,0
22,0.002667,0.94163,-3e-05,0,0,0,0
22.5,0.002809,0.96021,-0.00013201,0,0,0,0
23,0.002847,0.97936,6.0998e-05,0,0,0,0
23.5,0.003141,0.99825,-8.1003e-05,0,0,0,0
24,0.003046,1.018,-7.8003e-05,0,0,0,0
24.5,0.00328,1.0394,8.7996e-05,0,0,0,0
25,0.003084,1.0596,-6.1002e-05,0,0,0,0
25.5,0.002874,1.0771,6.3998e-05,0,0,0,0
26,0.003273,1.0922,-4.4001e-05,0,0,0,0
26.5,0.003287,1.1102,3.3999e-05,0,0,0,0
27,0.003256,1.1279,0.00011799,0,0,0,0
27.5,0.003195,1.1466,3e-06,0,0,0,0
28,0.003084,1.164,-0.00010801,0,0,0,0
28.5,0.003311,1.1825,-5.7002e-05,0,0,0,0
29,0.003415,1.1999,2.4e-05,0,0,0,0
29.5,0.003314,1.2177,0.00010099,0,0,0,0
30,0.003547,1.2352,0.00012799,0,0,0,0
30.5,0.003666,1.2529,-0.00019902,0,0,0,0
31,0.003629,1.2699,-1.7e-05,0,0,0,0
31.5,0.003707,1.2873,-8.1003e-05,0,0,0,0
32,0.004163,1.3059,-0.00019902,0,0,0,0
32.5,0.004048,1.3236,1e-05,0,0,0,0
33,0.004275,1.3408,0.00020598,0,0,0,0
33.5,0.004545,1.3583,0,0,0,0,0
34,0.004505,1.3762,-0.00013501,0,0,0,0
34.5,0.004529,1.3936,0.00026696,0,0,0,0
35,0.004512,1.4098,0.00012199,0,0,0,0
35.5,0.004553,1.4263,9.0996e-05,0,0,0,0
36,0.004556,1.443,0.00021698,0,0,0,0
36.5,0.004523,1.46,0.00015599,0,0,0,0
37,0.004868,1.4756,5.3999e-05,0,0,0,0
37.5,0.004371,1.4936,0.00022697,0,0,0,0
38,0.004435,1.5124,8.4996e-05,0,0,0,0
38.5,0.004523,1.5302,8.4996e-05,0,0,0,0
39,0.004926,1.5457,7.4997e-05,0,0,0,0
39.5,0.004831,1.5603,-9.1004e-05,0,0,0,0
40,0.004963,1.5755,9.0996e-05,0,0,0,0
40.5,0.004997,1.5908,6.3998e-05,0,0,0,0
41,0.005031,1.6079,0.00011799,0,0,0,0
41.5,0.004957,1.6241,4.0999e-05,0,0,0,0
42,0.005116,1.641,-3.7001e-05,0,0,0,0
42.5,0.00514,1.657,0.00013899,0,0,0,0
43,0.00579,1.674,2.4e-05,0,0,0,0
43.5,0.005796,1.6895,0.00015599,0,0,0,0
44,0.006158,1.7052,0.00020598,0,0,0,0
44.5,0.00627,1.721,0.00012499,0,0,0,0
45,0.006341,1.7364,0.00036193,0,0,0,0
45.5,0.006619,1.7517,0.00020298,0,0,0,0
46,0.006322,1.7665,0.00027396,0,0,0,0
46.5,0.006258,1.7825,0.00023397,0,0,0,0
47,0.00592,1.7986,0.00018598,0,0,0,0
47.5,0.006238,1.8153,0.00018998,0,0,0,0
48,0.006161,1.8316,0.00026696,0,0,0,0
48.5,0.006164,1.847,0.00019998,0,0,0,0
49,0.00607,1.8618,0.00018298,0,0,0,0
49.5,0.006135,1.8775,0.00015199,0,0,0,0
50,0.006449,1.8957,0.0004429,0,0,0,0
50.5,0.006331,1.9116,0.00042991,0,0,0,0
51,0.006294,1.927,0.00010899,0,0,0,0
51.5,0.006565,1.9425,0.00031095,0,0,0,0
52,0.007059,1.9585,0.00029496,0,0,0,0
52.5,0.007063,1.9731,0.00039292,0,0,0,0
53,0.007374,1.987,-1.3e-05,0,0,0,0
53.5,0.007587,2.0025,0.00029796,0,0,0,0
54,0.007726,2.0185,0.00018298,0,0,0,0
54.5,0.007784,2.0338,0.00042591,0,0,0,0
55,0.008119,2.049,0.00034194,0,0,0,0
55.5,0.007832,2.0648,0.00017299,0,0,0,0
56,0.00811,2.0794,0.00033194,0,0,0,0
56.5,0.00811,2.093,0.00031195,0,0,0,0
57,0.00804,2.108,0.00019298,0,0,0,0
57.5,0.00782,2.123,0.00023097,0,0,0,0
58,0.007787,2.138,0.00048388,0,0,0,0
58.5,0.007794,2.1529,0.00033494,0,0,0,0
59,0.007849,2.1688,0.00040992,0,0,0,0
59.5,0.007816,2.184,0.00042591,0,0,0,0
60,0.007657,2.1991,0.00036193,0,0,0,0
60.5,0.00763,2.2137,0.00017299,0,0,0,0
