s11,s22,s33,s12,s13,s23,Rval,Type
-0.6718749410206867,-1.0492088392770569,0.0,0.17578525957961386,0.0,0.0,0.0,v
-0.3907169342626752,-0.619662253425022,0.0,-0.49680909244040083,0.0,0.0,0.0,v
0.29346089310930057,-0.5580445482362961,0.0,0.396683430065675,0.0,0.0,0.0,v
-1.0054412347820476,-0.872738690861288,0.0,-0.10380709899844626,0.0,0.0,0.0,v
0.9599232625592198,0.9599232625592198,0.0,0.0,0.0,0.0,0.0,v
0.7239573269403269,0.9913543413552259,0.0,-0.23157260737941637,0.0,0.0,0.0,v
0.8119484348641002,0.7814494272627581,0.0,0.33762453306879175,0.0,0.0,0.0,v
-0.19943199335509848,-1.0692416866211836,0.0,0.16630325071968882,0.0,0.0,0.0,v
1.08005346222799,0.6429493170014109,0.0,0.08357212022008793,0.0,0.0,0.0,v
-0.09484354546552909,-0.09484354546552909,0.0,0.583611570274581,0.0,0.0,0.0,v
1.0204590534204014,0.3145327721248584,0.0,0.22561097738610325,0.0,0.0,0.0,v
-0.042964419092692586,0.9594054008980643,0.0,-0.1916480820785444,0.0,0.0,0.0,v
-0.05948402508953717,0.9706262737727405,0.0,0.15774086819224986,0.0,0.0,0.0,v
-0.9704667803342538,0.04401227499254347,0.0,0.08102421000664616,0.0,0.0,0.0,v
-0.4196146872238094,0.7490444837546708,0.0,-0.02639799046912825,0.0,0.0,0.0,v
0.606882515814348,1.1123057545642914,0.0,0.04036704200415734,0.0,0.0,0.0,v
-0.25947723723678673,-0.6908992344344715,0.0,-0.47491441465086986,0.0,0.0,0.0,v
-0.5264938718580593,-0.9467113384352409,0.0,-0.3287169535344254,0.0,0.0,0.0,v
1.005871299057168,0.6276783163867716,0.0,0.23290788403874627,0.0,0.0,0.0,v
0.11630883294344839,-0.7966387059266566,0.0,0.3264777523650264,0.0,0.0,0.0,v
0.48522779973412855,0.31429618253125535,0.0,-0.5351455937758224,0.0,0.0,0.0,v
1.0753533355392226,0.6479490766379985,0.0,-0.09707272953351063,0.0,0.0,0.0,v
-0.8591983491414037,-0.8333554214574679,0.0,0.2860813043561511,0.0,0.0,0.0,v
-0.9707735758067286,-0.9489682116033058,0.0,-0.0010639076008228396,0.0,0.0,0.0,v
-1.061842677931263,-0.5787095068048571,0.0,-0.15440726579188221,0.0,0.0,0.0,v
-0.991386416478659,-0.925419145791308,0.0,0.0190431107445235,0.0,0.0,0.0,v
-0.2204011385379561,-0.9680898969055092,0.0,0.30353604218896646,0.0,0.0,0.0,v
-0.8917096918365361,-0.47441268202662995,0.0,-0.36138981141866255,0.0,0.0,0.0,v
0.7351367088163496,1.0848252496337962,0.0,0.007899045059380574,0.0,0.0,0.0,v
-0.9937441296809024,-0.006257964898676978,0.0,-0.07885946919558481,0.0,0.0,0.0,v
-1.0845964068896103,-0.25407126547197584,0.0,-0.018760127256912458,0.0,0.0,0.0,v
-0.6698876367656721,-0.02839812793258662,0.0,0.44846969133211995,0.0,0.0,0.0,v
0.2292344655951391,0.5491636269260298,0.0,0.5223857668025619,0.0,0.0,0.0,v
0.5026878384271147,-0.11695244899389956,0.0,0.48471610836750856,0.0,0.0,0.0,v
-1.077720607536627,-0.6656030008925873,0.0,0.07880586298187561,0.0,0.0,0.0,v
-0.9742722627109508,-0.9448048949967727,0.0,0.023050977444090192,0.0,0.0,0.0,v
0.3080748671016272,1.0822006839326648,0.0,0.1758206767413474,0.0,0.0,0.0,v
-0.8086531218546575,0.2894159568230058,0.0,-0.12650876400858696,0.0,0.0,0.0,v
-0.29101108635691747,-0.7144401774901143,0.0,-0.4661157295359885,0.0,0.0,0.0,v
-0.9556137883644568,-0.9642041043466759,0.0,0.008281194151803272,0.0,0.0,0.0,v
-0.8478190807784929,-0.9806511057635373,0.0,0.1736816589239083,0.0,0.0,0.0,v
0.5409976793203317,1.1122998626758984,0.0,-0.08747039588119947,0.0,0.0,0.0,v
-0.943744902091401,-0.9613284538786069,0.0,-0.09010894920377535,0.0,0.0,0.0,v
-0.26044261868898666,0.8833637630254421,0.0,0.02583721538958291,0.0,0.0,0.0,v
-0.2391611306032419,-0.6754930686229123,0.0,0.48032203658872785,0.0,0.0,0.0,v
0.5978455098581087,0.9343910238615986,0.0,0.324433947086301,0.0,0.0,0.0,v
-0.10745519825974195,0.23478776366244244,0.0,0.5588201192813177,0.0,0.0,0.0,v
0.1917588327816015,0.6384878997223891,0.0,0.4917646172698491,0.0,0.0,0.0,v
-0.7180221970695227,-0.5777692471319309,0.0,-0.43910063693030205,0.0,0.0,0.0,v
-0.3651506512980785,-0.5320403226426437,0.0,0.5224942578184288,0.0,0.0,0.0,v
0.3453572482728498,1.1304830682165603,0.0,0.03830981751939058,0.0,0.0,0.0,v
0.9467406206175044,0.9348480880998463,0.0,-0.13165037863974008,0.0,0.0,0.0,v
0.9730342042007403,0.9450585312022415,0.0,0.036578989866631384,0.0,0.0,0.0,v
-0.8651755657742213,-0.42432741630708415,0.0,0.3817856966499002,0.0,0.0,0.0,v
-0.7628268055190174,-1.0275798496365194,0.0,0.16304657707508277,0.0,0.0,0.0,v
-1.0972860805021258,-0.5927872392997222,0.0,-0.011395756720581561,0.0,0.0,0.0,v
-0.9645011211567143,-0.9553156511574205,0.0,0.00795485036508828,0.0,0.0,0.0,v
-0.9247085912452886,-0.9631805898709702,0.0,-0.12044653227522896,0.0,0.0,0.0,v
0.42410153043583965,-0.7403548408782223,0.0,0.056815101674529606,0.0,0.0,0.0,v
-0.8491152750772846,-0.8491152750772846,0.0,0.28353626738140164,0.0,0.0,0.0,v
0.09867831353828042,1.0731122568891331,0.0,-0.07781713433499637,0.0,0.0,0.0,v
1.0933186018777943,0.3493930283449986,0.0,-0.059415698710328764,0.0,0.0,0.0,v
0.4449229689225468,0.39649324349992027,0.0,0.5361178844305945,0.0,0.0,0.0,v
-1.0237653747476492,-0.055454894567446414,0.0,0.021872973293702646,0.0,0.0,0.0,v
0.40643449543478094,0.9516717568581188,0.0,-0.33578110297161456,0.0,0.0,0.0,v
0.66845211465166,1.098098053846186,0.0,0.04950656165924498,0.0,0.0,0.0,v
-0.540927047600975,-0.9522826333282796,0.0,-0.32178470842980267,0.0,0.0,0.0,v
1.0169603791625845,0.8881655803747762,0.0,0.019719392583517337,0.0,0.0,0.0,v
-0.015487609513754698,0.5945812675278515,0.0,0.4772290508073192,0.0,0.0,0.0,v
-0.8201339739580948,-0.2477439508078113,0.0,0.40016176955215893,0.0,0.0,0.0,v
0.9242738937611404,0.9870429015697744,0.0,0.06051008291804118,0.0,0.0,0.0,v
0.19507226885436696,1.0518761383881499,0.0,-0.1945773296356416,0.0,0.0,0.0,v
-0.6341875525702527,-0.2578312687321414,0.0,0.4920930282919677,0.0,0.0,0.0,v
0.27330062534561983,0.09106913444917099,0.0,-0.5705227680885373,0.0,0.0,0.0,v
-0.4458959949605788,-0.9671137278328414,0.0,-0.3209788932683731,0.0,0.0,0.0,v
1.0271830913624505,0.8708424595289112,0.0,0.0035314646148062023,0.0,0.0,0.0,v
0.89471884316446,0.89471884316446,0.0,-0.22291652746861199,0.0,0.0,0.0,v
-0.9376324028396241,-0.9798091160810007,0.0,0.0365261051151635,0.0,0.0,0.0,v
0.5229830065267189,0.784040657235361,0.0,-0.4262626545297368,0.0,0.0,0.0,v
1.0370115354670095,0.7790775446019647,0.0,-0.12015170424289116,0.0,0.0,0.0,v
0.05486343635577623,-0.7610924740412781,0.0,-0.380091405915404,0.0,0.0,0.0,v
0.9363846153118107,0.7805840364745806,0.0,0.25439579392579276,0.0,0.0,0.0,v
-0.9291207961211603,-0.9890529244113216,0.0,-3.669784453831733e-18,0.0,0.0,0.0,v
1.068198518811089,0.47066245246369987,0.0,-0.15496645251991606,0.0,0.0,0.0,v
-0.0686402847888407,-1.0713000167803337,0.0,-6.139520157086623e-17,0.0,0.0,0.0,v
0.9154567237382087,0.35673420422027685,0.0,-0.34407527727559867,0.0,0.0,0.0,v
-0.8044333052323234,-1.059039620401734,0.0,0.029333245846109513,0.0,0.0,0.0,v
0.9076766831783764,0.9857414752648147,0.0,-0.10207194081885852,0.0,0.0,0.0,v
