q,LoadAngle,YieldStress,Rval,Type,YoungMod,Width,Thickness
0.0,0.0,799.54307801,0.8220526766666666,e,,,
0.0,15.0,800.4770738500001,0.8060485733333334,e,,,
0.0,30.0,806.54013462,0.81121214,e,,,
0.0,45.0,811.59242291,0.8559026033333333,e,,,
0.0,60.0,815.7327624466666,0.9013175666666667,e,,,
0.0,75.0,823.18589188,0.90184687,e,,,
0.0,90.0,831.8729137766668,0.8780439966666668,e,,,
1.0,0.0,767.5,0.0,e,,,
