Time[s],Displacement[mm],Force[kN],AxStrain_1,AxStrain_2,Thickness[mm],OuterWidth[mm],Diameter[mm]
0.61,0,-0.015237,0,0,1.5212,20,4.7722
1.11,-0.000224,-0.018037,0.00036493,4.0999e-05,0,0,0
1.61,0.000207,-0.020568,0.00027896,9.9995e-05,0,0,0
2.11,0.000151,-0.008116,1.6e-05,0.00022797,0,0,0
2.61,2.6e-05,0.018129,-4.6001e-05,0.00024697,0,0,0
3.11,0.000523,0.052154,-4.0001e-05,-6.5002e-05,0,0,0
3.61,0.000581,0.080987,6.6998e-05,0.00014199,0,0,0
4.11,0.000632,0.10944,4.5999e-05,6e-06,0,0,0
4.61,0.0002,0.13471,0.00018998,3.5999e-05,0,0,0
5.11,0.000906,0.16143,-8.5004e-05,0.00020998,0,0,0
5.61,0.000685,0.18571,0.00027696,8.8996e-05,0,0,0
6.11,0.000719,0.20857,0.00036793,2.8e-05,0,0,0
6.61,0.000794,0.23029,0.00039692,0.00014999,0,0,0
7.11,0.000685,0.24985,0.00067477,5.5998e-05,0,0,0
7.61,0.000678,0.26758,0.00062381,7.5997e-05,0,0,0
8.11,0.000772,0.28514,0.00070275,0.00018698,0,0,0
8.61,0.000639,0.30515,0.00054385,6.5998e-05,0,0,0
9.11,0.000672,0.32457,0.00067477,0.00019898,0,0,0
9.61,0.000656,0.34443,0.00056384,5.6998e-05,0,0,0
10.11,0.000739,0.36357,0.00039592,0.00010299,0,0,0
10.61,0.000679,0.38343,0.00026996,1.9e-05,0,0,0
11.11,0.000696,0.40257,0.00039592,0.00011799,0,0,0
11.61,0.000941,0.42243,0.00041591,-5.6002e-05,0,0,0
12.11,0.00074,0.44157,0.00020198,0.00023497,0,0,0
12.61,0.00078,0.46115,0.00021798,0.00027296,0,0,0
13.11,0.001224,0.47871,-2.6e-05,0.00040392,0,0,0
13.61,0.00115,0.49629,0.00012999,0.00016899,0,0,0
14.11,0.001267,0.51357,0.00010599,0.00032195,0,0,0
14.61,0.001541,0.53358,-6.5002e-05,7.9997e-05,0,0,0
15.11,0.001536,0.55256,1.7e-05,0.00031395,0,0,0
15.61,0.001556,0.57244,-5.0001e-05,0.00027496,0,0,0
16.11,0.001496,0.59028,0.00015199,0.00015199,0,0,0
16.61,0.001496,0.60886,6.5998e-05,0.00030795,0,0,0
17.11,0.001758,0.62657,0.00022497,0.00028796,0,0,0
17.61,0.002086,0.64643,0.0004539,0.00020498,0,0,0
18.11,0.001721,0.66585,0.00049288,0.00031795,0,0,0
18.61,0.00194,0.68615,0.00075472,0.00031795,0,0,0
19.11,0.001655,0.70585,0.0008936,0.00026496,0,0,0
19.61,0.001457,0.72643,0.0010524,0.00015599,0,0,0
20.11,0.00189,0.74657,0.00093656,0.00010599,0,0,0
20.61,0.001894,0.76743,0.0006318,0.00033095,0,0,0
21.11,0.001725,0.78757,0.00080767,0.00012599,0,0,0
21.61,0.002258,0.80557,0.00080368,0.00018498,0,0,0
22.11,0.001874,0.82286,0.00070475,7.2997e-05,0,0,0
22.61,0.00191,0.84443,0.00047988,0.00024197,0,0,0
23.11,0.0019,0.86671,0.00054285,0.00027096,0,0,0
